LSOA21CD,Higher_manager_administrative_professional,Lower_supervisory&technical_occupations,Semi-routine_occupations,Routine_occupations,NeverWorked&Long-term_unemployed,Full-time_students,Lower_manager_administrative_professional,Intermediate_occupations,Small_employers&ownaccount_workers
E01000296,22.541,3.0738,6.8306,6.2158,8.6066,6.5574,24.112,8.8115,13.2514
E01000297,20.0689,3.9621,8.3549,8.6133,9.3885,6.8045,20.758,9.2162,12.8338
E01000298,22.9836,3.0692,5.9957,6.8522,8.2798,7.8515,23.3405,7.9229,13.7045
E01000299,14.0213,3.7577,6.8985,6.8985,14.8065,8.7493,19.9663,7.4593,17.4425
E01000300,23.9245,2.4151,6.1887,6.0377,7.1698,5.434,28.7547,8.9057,11.1698
E01000301,27.4914,2.1478,4.2955,2.2337,9.4502,6.2715,23.9691,10.8247,13.3162
E01000302,19.1475,3.4506,6.2246,6.4276,14.885,7.3748,18.9445,8.2544,15.2909
E01000303,27.4725,2.3669,5.6636,4.9028,8.115,6.847,23.6686,9.2139,11.7498
E01000304,21.972,3.2609,5.9783,6.4441,9.5497,6.9099,24.4565,8.5404,12.8882
E01000305,13.5704,3.4833,9.434,10.7402,11.3208,9.0711,17.4891,8.9985,15.8926
E01000306,10.2976,3.9881,8.3929,13.1548,9.2262,9.8214,14.4048,9.1071,21.6071
E01000307,9.841,4.2392,11.5064,11.8092,12.4905,10.0681,16.9569,8.1756,14.9129
E01000308,19.2395,4.0295,9.3644,8.9103,10.2157,7.3212,20.7719,9.4211,10.7264
E01000309,15.8692,3.3313,6.6626,8.9643,12.3561,9.4488,18.7765,9.2671,15.324
E01000310,14.0419,4.13,10.022,9.141,13.2159,10.1872,17.0154,6.8833,15.3634
E01000311,21.0658,2.2481,5.1624,2.9142,6.5779,12.3231,21.5654,11.3239,16.8193
E01000312,9.3664,4.27,9.7796,13.9118,12.6033,8.4022,14.1873,10.4683,17.011
E01000313,13.2522,3.8412,8.6428,11.4597,12.1639,9.283,15.8131,8.2586,17.2855
E01000314,16.8127,3.5597,7.1194,7.8313,8.3242,13.0887,18.0723,8.379,16.8127
E01000315,9.5546,4.454,11.4224,10.273,14.2241,9.0517,17.3132,10.2011,13.5057
E01000316,16.9061,3.9779,8.674,8.5083,12.4862,8.895,20.442,8.0663,12.0442
E01000317,23.1255,2.9992,7.7348,5.5249,9.5501,7.577,23.9148,8.3662,11.2076
E01000318,16.0335,3.5415,7.2118,9.0792,9.9163,9.7875,19.3175,11.2041,13.9086
E01000319,24.8629,2.011,8.1353,4.7532,6.2157,7.404,25.3199,9.0494,12.2486
E01000320,21.0428,3.9106,6.8281,5.7107,7.1384,7.0764,24.0223,11.6698,12.6009
E01000321,19.8182,3.5758,7.1515,6.5455,12.3636,4.8485,23.3939,8.4848,13.8182
E01000322,15.8904,3.0137,7.9452,7.4658,8.9726,7.1918,23.2192,9.9315,16.3699
E01000323,14.3788,3.5571,10.1703,7.3647,13.8778,7.7154,20.3908,8.3667,14.1784
E01000324,18.8235,2.5606,8.0277,7.0588,8.9965,7.9585,21.7993,10.519,14.2561
E01000325,16.5056,5.2788,8.6989,7.3606,5.7993,5.8736,22.6022,17.6208,10.2602
E01000326,13.3584,6.4911,11.8532,10.9125,4.7977,3.857,23.3302,16.1806,9.2192
E01000327,14.8176,4.4833,9.8784,6.9149,5.6991,4.7112,21.8085,18.0091,13.6778
E01000328,13.0998,6.3976,9.6725,7.4638,5.5598,5.9406,23.5339,17.441,10.8911
E01000329,14.0696,6.4297,9.9092,9.531,6.8835,6.0514,22.0877,14.5234,10.5144
E01000330,10.292,5.1095,12.8467,10.6569,8.6861,4.5255,23.4307,15.9124,8.5401
E01000331,10.6481,4.6296,11.5741,11.9599,9.4907,7.6389,19.5216,13.1944,11.3426
E01000332,11.305,5.8422,10.4704,12.2155,8.8012,5.5387,21.3961,13.9605,10.4704
E01000333,9.1755,6.516,12.766,11.2367,10.5053,6.9814,18.4176,13.4309,10.9707
E01000334,11.1952,5.7489,12.6324,11.1952,7.5643,6.354,17.0197,16.7171,11.5734
E01000335,11.2842,4.8159,10.2455,13.4561,9.7734,9.0179,17.8942,11.8036,11.7092
E01000336,7.1429,6.5364,12.8706,14.0836,13.2749,9.2318,16.1725,10.4447,10.2426
E01000337,9.7212,5.8026,11.6805,12.5094,8.8922,8.5908,18.312,14.318,10.1733
E01000338,10.2861,5.7221,11.376,11.6485,8.7875,8.0381,21.8665,12.4659,9.8093
E01000339,13.654,5.896,9.5423,8.2234,6.4391,7.4476,21.1792,15.0504,12.5679
E01000340,11.3297,5.9009,9.4414,8.9693,7.6318,5.5862,19.7482,18.096,13.2966
E01000341,11.2928,5.2181,10.514,7.5545,7.3988,4.7508,19.3146,20.2492,13.7072
E01000342,11.6129,6.9355,10.0806,9.7581,4.9194,5.4032,21.2903,18.5484,11.4516
E01000343,11.4428,5.9701,10.0332,7.4627,7.2139,6.3018,20.3151,18.6567,12.6036
E01000344,15.7407,4.3981,9.1821,6.1728,4.3981,8.4877,21.9907,19.1358,10.4938
E01000345,16.8044,4.2241,6.4279,7.0707,5.1423,4.2241,24.2424,19.5592,12.3049
E01000346,13.7715,5.8685,10.2504,8.7637,5.9468,4.9296,20.6573,16.9797,12.8326
E01000347,10.6209,4.4935,9.232,9.5588,6.2092,7.5163,19.7712,19.4444,13.1536
E01000348,18.1521,4.2518,7.2772,5.6419,3.6795,5.3148,24.2845,17.7433,13.6549
E01000349,17.971,4.7826,6.8841,6.087,5.7246,5.5797,22.5362,17.5362,12.8986
E01000350,14.3564,5.2805,8.4983,7.4257,5.2805,6.3531,21.1221,19.967,11.7162
E01000351,15.0228,4.5524,9.7117,7.8149,5.8422,4.6282,22.8376,17.1472,12.4431
E01000352,10.2564,5.9052,12.2766,8.1585,8.4693,5.3613,20.2797,17.7156,11.5773
E01000353,15.4513,5.4874,8.231,7.3646,6.8592,4.4043,22.7437,18.917,10.5415
E01000354,11.526,6.4935,11.6883,10.3084,6.8182,6.6558,20.0487,14.8539,11.6071
E01000355,13.1814,6.428,10.3336,10.0081,6.3466,3.8242,22.8641,16.5175,10.4963
E01000356,17.7673,4.6384,11.1635,8.5692,8.2547,5.5031,19.3396,16.195,8.5692
E01000357,16.9627,5.2398,8.7922,6.1279,4.7069,6.4831,22.6465,19.9822,9.0586
E01000358,16.1504,6.1947,10.3982,6.9322,6.0472,4.941,19.9115,17.3304,12.0944
E01000359,16.2393,4.3685,9.1168,8.452,5.4131,4.8433,22.4122,18.8984,10.2564
E01000360,13.3248,6.0218,10.1217,7.6233,8.328,6.214,21.5247,14.7341,12.1076
E01000361,14.0157,4.252,9.7638,7.9528,6.1417,4.9606,24.1732,14.9606,13.7795
E01000362,13.1684,4.8128,9.6257,9.9599,6.6845,4.2112,25.5348,14.4385,11.5642
E01000363,15.5008,4.2925,8.8235,6.9157,6.3593,6.5183,23.7679,14.7059,13.1161
E01000364,15.9527,4.9483,10.1182,6.4254,8.0502,5.613,20.2363,16.322,12.3338
E01000365,12.9218,4.3073,11.8449,9.8349,7.3941,5.0251,22.6849,16.224,9.7631
E01000366,18.9931,4.6529,8.5431,6.1022,6.1022,5.0343,23.4935,15.8658,11.2128
E01000367,6.5554,6.3766,13.5876,13.9452,10.3695,9.3564,18.4744,11.9785,9.3564
E01000368,7.0175,6.5391,14.4338,14.673,10.4466,7.9745,15.8692,14.0351,9.0112
E01000369,10.3152,6.1605,11.4613,11.8911,6.6619,5.8023,20.9885,15.8309,10.8883
E01000370,15.2425,5.9276,9.6228,8.0831,6.0046,4.388,22.5558,17.552,10.6236
E01000371,11.7236,6.3665,11.5683,8.7733,5.7453,5.0466,24.6118,15.6056,10.559
E01000372,9.831,5.3763,13.4409,14.3625,10.9831,7.6037,17.2811,12.9032,8.2181
E01000373,11.9074,5.2922,10.3638,13.1202,6.6152,9.5921,21.8302,13.7817,7.4972
E01000374,7.6596,5.1064,13.8723,14.8085,11.4894,9.7021,17.1064,11.4043,8.8511
E01000375,12.6675,5.3593,11.2058,11.754,6.76,7.3691,21.0719,13.2765,10.5359
E01000376,12.4514,5.5253,10.1946,11.2062,5.2918,7.0039,21.6342,15.9533,10.7393
E01000377,12.6541,5.7518,9.203,10.682,6.4914,4.355,22.9252,16.516,11.4215
E01000379,15.1273,4.4364,10.6182,10.8364,7.1273,8.2182,20.3636,13.8182,9.4545
E01000380,8.4175,6.3973,13.9394,14.8822,8.2828,4.1751,18.2492,15.2862,10.3704
E01000381,10.4933,5.4033,11.2764,9.6319,12.2161,6.1864,18.5591,14.8003,11.433
E01000382,18.7647,4.222,8.3659,5.473,5.0821,6.3331,24.3941,16.81,10.5551
E01000383,13.3743,5.9185,11.2221,8.1476,7.5327,3.8432,22.3674,13.6818,13.9124
E01000384,14.1227,4.9929,9.4864,7.1327,5.9914,7.418,24.8217,13.6947,12.3395
E01000385,8.681,4.7779,13.9973,11.0363,10.969,8.3445,18.5734,12.8533,10.7672
E01000386,8.0422,6.6613,13.8911,13.6474,15.5158,6.8237,16.1657,10.0731,9.1795
E01000387,16.6667,6.6978,8.8006,8.0218,5.8411,4.4393,23.5981,16.9782,8.9564
E01000388,15.4907,4.6229,9.4079,7.3804,6.9749,5.1095,21.7356,16.8694,12.4088
E01000389,17.7746,2.9624,8.237,7.2254,7.0809,5.1301,23.6994,15.4624,12.4277
E01000390,13.6872,4.7486,9.7765,8.1006,6.4246,5.4004,22.905,16.4804,12.4767
E01000391,10.9898,5.5313,13.1732,11.0626,6.7686,6.5502,18.8501,14.8472,12.2271
E01000392,11.7883,6.2291,12.1232,10.6497,7.9705,7.4347,19.357,12.793,11.6544
E01000393,14.7761,3.4328,11.4179,8.3582,6.791,5.1493,21.4179,15.5224,13.1343
E01000394,18.6377,4.6407,9.1317,7.5599,7.3353,4.7904,21.1078,17.1407,9.6557
E01000395,16.3607,4.2298,10.0559,6.0654,7.1828,6.3049,22.4262,16.1213,11.253
E01000396,14.4214,5.095,9.2401,9.7582,6.9948,4.7496,23.3161,16.3212,10.1036
E01000398,10.8545,6.4665,11.4704,12.5481,10.3156,5.6967,17.398,15.4734,9.7768
E01000399,13.4005,5.8095,9.0627,10.6119,7.6685,5.1898,21.3788,13.9427,12.9357
E01000400,13.6012,5.255,10.8964,9.7372,8.4235,6.1824,21.0974,14.374,10.4328
E01000401,8.9041,5.5479,13.1507,11.4384,13.4247,7.5342,16.7123,12.8767,10.411
E01000402,10.556,4.9154,13.6986,14.021,9.9114,7.4134,17.1636,13.1346,9.1861
E01000403,8.347,6.1102,14.4026,12.4386,10.5292,5.6738,19.5854,13.0387,9.8745
E01000404,8.0521,4.7957,13.6175,13.1439,11.9005,9.9467,19.1237,11.1901,8.2297
E01000405,9.0206,4.811,11.3402,11.512,11.4261,10.9966,18.9003,12.1134,9.8797
E01000406,10,5.625,12,10.875,9.0625,6.25,21.375,12.5625,12.25
E01000407,15.7237,4.2105,10.0658,9.8026,7.3026,6.3158,21.4474,15.4605,9.6711
E01000408,8.6697,5.0822,11.5097,13.3034,10.5381,9.4918,16.5919,14.1256,10.6876
E01000409,14.0988,5.0872,11.1919,8.7936,5.3052,5.0145,22.2384,17.8052,10.4651
E01000410,14.0758,6.3418,9.7448,8.198,5.6458,6.4192,21.6551,16.4733,11.4462
E01000411,12.7258,5.5829,9.9343,9.3596,6.6502,6.2397,20.5255,16.8309,12.1511
E01000412,14.7826,5.5072,10.8696,8.4783,4.7101,6.5217,21.6667,14.4928,12.971
E01000413,9.7717,7.5799,11.2329,9.6804,6.21,6.484,18.7215,17.8082,12.5114
E01000414,12.622,4.5543,12.8172,8.7833,7.6122,7.6122,19.974,14.1184,11.9063
E01000415,15.3971,5.3485,9.6434,8.2658,6.564,4.8622,20.0972,18.3955,11.4263
E01000416,7.9755,5.4448,12.6534,13.3436,14.0337,12.7301,14.4939,8.5123,10.8129
E01000417,13.5971,4.3165,10.7914,10.1439,7.9137,6.4029,19.4964,14.1007,13.2374
E01000418,10.7541,5.7705,10.7541,11.8033,9.8361,8.3934,19.2131,12,11.4754
E01000419,11.8932,5.4207,9.8706,11.7314,8.7379,5.5825,19.0939,14.2395,13.4304
E01000420,12.5705,5.1571,10.8783,9.2667,7.0911,6.527,22.5624,14.9073,11.0395
E01000421,15.4984,4.2835,10.0467,7.3209,7.4766,4.0498,20.2492,19.2368,11.838
E01000422,6.0389,4.913,14.739,14.0225,13.4084,11.3613,18.3214,8.9048,8.2907
E01000423,19.2901,4.321,8.5648,4.9383,6.0185,6.7901,23.6111,14.7377,11.7284
E01000424,21.9415,3.391,6.5824,4.6543,5.5851,7.1809,26.1303,15.0931,9.4415
E01000425,18.6557,3.6351,6.3786,5.8299,9.1907,4.9383,22.428,17.6269,11.3169
E01000426,16.2876,4.7689,9.391,5.796,5.8694,5.7227,24.2113,16.361,11.5921
E01000427,14.1652,4.1591,8.9813,8.1977,6.3291,6.2086,23.0862,18.6257,10.2471
E01000428,13.3546,3.6422,10.3514,8.2428,10.2236,7.6677,23.3866,14.6965,8.4345
E01000429,7.4104,4.7231,14.3322,15.1466,12.9479,8.7948,17.9153,9.9349,8.7948
E01000430,10.1773,4.7932,11.1622,12.935,8.9297,11.1622,19.8949,12.4097,8.5358
E01000431,8.5526,4.4956,14.693,11.9518,11.2939,11.7325,16.4474,12.1711,8.6623
E01000433,6.3459,6.3459,12.5523,14.993,13.0404,9.2748,13.6681,12.2734,11.5063
E01000434,4.9959,6.6339,15.6429,18.018,12.1212,7.4529,14.9877,11.7936,8.3538
E01000435,8.224,5.5118,12.4234,13.6483,10.2362,7.9615,18.8101,13.4733,9.7113
E01000436,16.1775,4.2949,10.8089,7.3729,6.514,6.4424,20.7588,18.4681,9.1625
E01000437,11.6112,6.9307,9.1809,11.4311,6.2106,6.6607,19.622,18.2718,10.081
E01000438,9.7331,6.4364,10.1256,13.4223,8.2418,6.3579,19.3878,16.0126,10.2826
E01000439,8.1279,6.3014,12.8767,10.5023,10.411,7.6712,19.0868,14.9772,10.0457
E01000440,13.896,6.6496,9.2924,10.2302,6.9906,6.0529,19.8636,16.7093,10.3154
E01000441,9.3163,5.4095,12.3216,12.021,12.2464,7.8137,18.0316,12.9977,9.8422
E01000442,12.5731,4.9708,10.7456,10.7456,7.3099,6.2135,18.9327,17.9094,10.5994
E01000443,14.843,4.8525,10.942,8.9439,8.2778,5.138,19.4101,15.8896,11.7031
E01000444,21.6691,2.489,7.8331,4.4656,6.0761,6.0761,23.6457,16.0322,11.713
E01000445,18.9388,4.2741,8.7693,6.3375,4.7163,5.8954,22.8445,17.2439,10.9801
E01000446,13.9935,4.8282,8.0196,7.6923,4.419,4.0098,25.4501,19.8854,11.7021
E01000447,20.7071,4.5455,6.25,5.8712,5.6818,5.0505,25.4419,14.9621,11.4899
E01000448,22.1128,3.0439,7.0725,5.3715,3.8496,5.6401,24.3509,18.4423,10.1164
E01000449,23.9599,2.5424,5.624,4.2373,7.0108,5.3159,25.1926,16.0247,10.0924
E01000450,11.4778,5.165,10.6169,10.5452,7.3171,7.5323,19.7991,16.1406,11.406
E01000451,12.3856,5.7002,11.7523,8.7262,6.5447,6.5447,22.3786,14.9894,10.9782
E01000452,13.9515,5.7192,10.2253,9.0121,5.9792,6.4991,20.4506,17.331,10.8319
E01000453,15.953,6.3812,8.3123,10.3275,5.1217,7.5567,19.6474,15.0294,11.6709
E01000454,11.0355,6.198,12.0181,10.1285,9.5994,6.8027,19.6523,13.8322,10.7332
E01000455,12.3381,4.908,10.2249,9.816,7.9073,7.2256,21.4724,14.1104,11.9973
E01000456,13.2743,5.6637,10.531,8.6726,7.6991,6.0177,21.5044,18.0531,8.5841
E01000457,14.5822,3.823,8.083,6.4446,6.8815,14.1453,22.556,14.1999,9.2845
E01000458,20.9231,2.9231,7.9231,4.9231,6.1538,6.0769,25.2308,14.5385,11.3077
E01000459,16.9609,4.5397,9.0794,8.8903,7.6293,7.5662,20.5549,14.7541,10.0252
E01000460,26.0155,3.3849,5.1257,3.3849,3.8685,4.352,24.9516,17.5048,11.412
E01000461,19.8341,4.1478,7.7677,4.9774,4.4495,8.8235,24.2081,16.4404,9.3514
E01000462,15.2881,4.2213,7.7581,5.9327,7.3588,14.8317,19.5094,16.2008,8.899
E01000463,18.5332,4.8563,8.7215,6.0456,4.9554,6.8385,24.0833,16.551,9.4153
E01000464,6.7283,5.2986,12.868,16.0639,12.3633,13.2885,13.8772,10.3448,9.1674
E01000465,5.3406,5.6502,15.8669,14.5511,13.6223,10.2167,15.6347,10.5263,8.5913
E01000466,6.8726,4.4788,14.5946,12.7413,10.5792,13.8996,14.5174,11.5058,10.8108
E01000467,8.8165,5.2423,15.5679,11.9142,11.6759,10.4051,16.1239,11.4376,8.8165
E01000468,8.417,4.3998,12.5299,9.0866,10.5691,16.4515,16.6906,9.9952,11.8604
E01000469,8.0309,5.0193,13.0502,12.6641,8.0309,11.7375,18.3012,11.5058,11.6602
E01000470,5.0104,6.3674,15.1357,15.3445,15.762,10.0209,12.9436,10.334,9.0814
E01000471,7.7663,4.7423,11.5464,21.0997,12.646,8.3849,13.1271,9.1409,11.5464
E01000472,12.186,5.7723,11.0102,13.736,11.0636,9.4602,16.3014,8.7119,11.7584
E01000473,6.1187,6.0274,10.5479,21.7808,16.1187,11.8265,11.5982,6.3014,9.6804
E01000474,4.9839,4.7696,12.8081,23.0439,15.4341,12.1651,10.5038,6.9668,9.3248
E01000475,7.5161,5.2261,11.4504,18.3793,15.9131,8.8667,11.6265,9.9824,11.0393
E01000476,5.1884,7.1546,12.0699,22.5014,14.1453,8.0284,12.1791,6.5538,12.1791
E01000477,5.008,6.1268,10.4955,24.1875,14.1716,8.3644,9.3767,8.6841,13.5855
E01000478,7.8635,4.9951,11.6716,23.0959,14.5401,8.3581,11.7705,7.0227,10.6825
E01000479,17.5463,2.4674,7.4023,5.6888,15.1474,9.5271,17.2721,9.1158,15.8328
E01000480,18.6344,3.5562,5.9744,4.4808,12.1622,10.5974,18.1366,8.5349,17.9232
E01000481,13.1912,3.2385,10.4265,12.0853,12.3223,11.5324,14.297,9.9526,12.9542
E01000483,5.8906,5.4698,11.5007,11.8513,15.1473,13.5344,13.6045,7.7139,15.2875
E01000484,7.0572,3.1757,11.7855,12.5618,18.2075,11.7855,13.6203,10.4446,11.362
E01000485,10.3008,3.3835,10,9.9248,18.0451,7.3684,14.4361,10.9023,15.6391
E01000486,17.4165,1.8868,7.1843,6.1684,12.0464,11.6836,19.0856,8.7808,15.7475
E01000487,11.6523,3.021,7.6449,9.8644,14.9815,11.4673,15.5364,8.3231,17.5092
E01000488,13.202,2.8446,7.7316,7.8775,12.1809,10.795,24.8724,8.3151,12.1809
E01000489,17.3582,2.6971,8.5754,7.3997,14.3154,9.5436,19.4329,7.3997,13.278
E01000490,21.7391,3.2938,6.3241,7.1805,12.0553,8.4321,23.9789,7.971,9.025
E01000491,21.2903,2.5806,7.6833,6.0411,11.261,10.7918,21.9355,7.1554,11.261
E01000492,17.9437,3.3948,7.0805,7.0805,9.4083,7.1775,23.6663,8.6324,15.6159
E01000493,20.505,2.2188,5.4323,9.4874,8.3397,6.58,23.0298,9.7934,14.6136
E01000494,18.6739,3.5183,7.1719,9.0663,17.1177,8.3897,18.4032,7.3748,10.2842
E01000495,16.8727,4.3636,7.4182,8.5091,12.4364,9.6,23.4182,6.8364,10.5455
E01000497,8.1096,3.915,12.3043,13.7025,14.038,8.3333,15.4922,10.123,13.9821
E01000498,5.2381,4.7619,10.1587,15.4762,20.0794,11.5873,9.2063,7.619,15.873
E01000499,7.1231,4.0802,11.7566,11.3416,16.5975,12.5864,13.1397,9.1978,14.177
E01000501,7.8005,4.156,12.2123,12.468,15.9847,13.3632,15.9847,7.9284,10.1023
E01000502,10.31,4.2538,8.5797,8.3634,18.0245,9.4448,16.5826,9.3727,15.0685
E01000503,9.693,3.9133,11.3787,11.0175,13.3654,8.5491,16.4961,11.0777,14.5093
E01000504,21.118,4.0718,8.4886,7.9365,10.8351,8.1435,21.6011,6.6253,11.1801
E01000505,11.6642,4.2348,9.3611,9.0639,15.0074,10.0297,19.4651,9.1382,12.0357
E01000506,7.0561,5.6146,11.2291,15.9332,15.0228,9.1806,12.8983,7.9666,15.0986
E01000507,14.8537,4.7262,9.6774,9.3773,12.003,9.6774,17.2543,7.952,14.4786
E01000508,6.1102,4.5281,11.4021,15.6028,16.8031,11.7294,13.3661,8.9471,11.5112
E01000509,6.1803,3.6052,9.9571,13.7339,18.5408,9.6996,11.7597,8.2403,18.2833
E01000510,7.1101,4.8165,10.6269,12.2324,17.8135,9.5566,11.8502,6.3456,19.6483
E01000511,10.3062,4.9291,13.2188,9.3353,12.9948,13.3682,11.7999,8.1404,15.9074
E01000512,14.9148,2.983,5.7528,9.0909,10.3693,12.7841,23.0114,8.0966,12.9972
E01000513,10.9478,2.5716,9.2579,10.8009,10.4335,10.6539,16.4585,9.6988,19.1771
E01000514,9.0766,3.6306,8.2084,10.1815,11.0497,11.5233,17.6006,8.8398,19.8895
E01000515,8.3163,2.9993,10.7703,9.9523,14.3831,10.1568,14.2468,10.7703,18.4049
E01000516,13.2283,4.4094,8.6614,9.9213,9.8163,11.706,16.168,8.084,18.0052
E01000517,15.5456,3.3632,7.997,9.9402,10.0149,7.9223,16.1435,9.417,19.6562
E01000518,8.2442,3.5242,11.2649,9.8175,12.146,10.1322,13.4676,11.3279,20.0755
E01000519,7.5015,2.6658,11.7173,10.4774,12.6472,12.4613,13.9492,7.6875,20.8927
E01000520,8.7248,4.1014,9.8434,10.962,13.2737,9.396,17.8225,8.7248,17.1514
E01000521,4.495,4.4395,11.7647,17.869,18.6459,12.0977,12.1532,7.1032,11.4317
E01000522,7.2596,6.2786,10.399,12.5572,15.8927,9.8757,13.4729,10.2681,13.9961
E01000523,7.8018,4.385,11.3326,14.4647,14.4077,10.9909,14.18,8.3713,14.0661
E01000524,7.0157,3.9791,12.6702,14.9738,14.7644,11.9895,13.7696,9.0052,11.8325
E01000525,8.9409,4.8143,11.967,15.0619,11.8294,9.3535,15.5433,8.8033,13.6864
E01000526,4.3124,4.4872,12.7622,15.2098,20.3963,11.4802,12.5291,9.7902,9.0326
E01000527,6.5926,4.0944,13.3935,15.1284,16.4469,9.5767,14.5732,8.8827,11.3116
E01000528,8.0383,5.7522,13.0531,13.0531,16.4454,8.9233,16.8142,8.4808,9.4395
E01000530,19.6866,3.4741,5.654,9.7411,7.5613,7.2888,24.455,7.6294,14.5095
E01000531,12.5251,4.0857,8.8413,11.3195,15.4052,7.6356,21.7683,6.497,11.9223
E01000532,19.7104,3.8616,8.6082,9.4127,8.6082,6.6774,23.0893,10.7804,9.2518
E01000533,7.1718,4.6848,11.5095,13.8809,18.0451,9.0804,15.8473,7.5188,12.2614
E01000534,16.631,3.9971,6.8522,9.9929,7.7088,7.2805,24.4825,8.0657,14.9893
E01000535,11.5777,3.7792,9.3581,10.9178,12.2376,7.6185,20.6959,9.3581,14.4571
E01000536,19.6003,1.9216,6.8409,6.226,12.2214,7.6095,20.5995,11.9139,13.0669
E01000538,22.6845,2.1978,4.5526,6.044,9.9686,7.6138,19.2308,11.7739,15.9341
E01000539,19.3846,2.3077,6.7692,5.6923,11.1538,7.7692,18.8462,11.2308,16.8462
E01000540,23.2129,1.3655,6.988,4.739,9.6386,6.2651,21.0442,10.6827,16.0643
E01000541,12.1993,3.7801,9.5361,8.5911,12.543,8.7629,14.6048,11.1684,18.8144
E01000543,11.8694,2.8932,8.6053,9.4214,12.7596,8.7537,16.6914,10.6083,18.3976
E01000544,16.6197,5.0704,10,9.7887,12.8169,11.1972,17.9577,8.5211,8.0282
E01000545,16.564,3.9409,7.5123,11.0222,11.7611,7.0813,24.3842,7.6355,10.0985
E01000546,18.8761,3.17,6.8444,7.7089,13.1124,6.9885,24.7118,8.0692,10.5187
E01000547,19.8809,3.2018,6.7014,8.4885,9.0097,9.6798,24.1251,7.3716,11.5413
E01000548,19.0588,5.0588,7.4706,9.7647,11.2941,7.7059,21.6471,8.6471,9.3529
E01000549,27.2201,2.2523,7.722,7.1429,7.0785,7.529,25.2896,5.148,10.6178
E01000550,13.6014,5.8545,9.2253,9.8758,15.6712,10.3489,18.9829,7.7469,8.6931
E01000551,10.303,4.3723,14.1558,11.2554,14.8918,11.4719,16.6667,8.5281,8.355
E01000552,13.0435,3.4783,12.2609,9.3913,15.5652,12.6957,14.4348,10.2609,8.8696
E01000553,10.4327,6.2833,11.2033,15.8269,12.6852,7.8838,15.1749,6.6983,13.8115
E01000554,15.2062,5.0902,10.116,11.018,12.2423,7.6675,17.5902,8.5696,12.5
E01000555,15.9566,3.9504,7.8234,8.598,13.1681,9.7599,21.2239,6.2742,13.2455
E01000556,9.6004,4.7725,9.4895,14.8724,15.3163,8.2131,13.929,6.9922,16.8147
E01000557,15.117,3.8583,9.0449,12.2707,13.7255,10.1202,16.3188,7.2739,12.2707
E01000558,18.1897,5.1349,6.5274,8.2681,12.4456,6.1793,23.5857,7.7459,11.9234
E01000559,16.7205,3.6349,7.0275,8.9661,11.3086,8.7237,22.8595,8.8853,11.874
E01000560,21.5103,4.0427,7.0175,7.7803,9.077,6.4836,27.3837,6.865,9.8398
E01000561,17.8947,4.0248,6.9969,9.1641,11.517,12.2601,19.5046,7.1827,11.4551
E01000562,20.7004,2.8794,6.4591,6.07,10.3502,8.0156,17.3541,11.9066,16.2646
E01000563,17.9898,3.7145,6.8463,6.3365,10.1238,10.1238,19.228,10.6336,15.0036
E01000564,10.3886,6.2649,9.5956,12.2125,11.3402,10.5472,14.1951,10.3093,15.1467
E01000565,12.3265,3.5102,9.4694,9.6327,14.7755,11.3469,16.5714,11.3469,11.0204
E01000566,14.7059,3.3282,8.2043,8.0495,9.9845,9.9071,18.2663,12.3839,15.1703
E01000567,12.276,4.3907,10.3047,9.1398,12.3656,9.2294,16.5771,9.767,15.9498
E01000568,11.9471,2.6945,4.6263,5.7448,6.6599,24.7077,27.453,7.3716,8.7951
E01000569,18.3254,1.9747,7.6619,6.6351,10.5055,9.0047,19.6682,13.3491,12.8752
E01000570,9.1928,4.3348,11.8834,15.0224,13.0792,8.5949,14.574,9.1181,14.2003
E01000571,12.0577,3.2765,8.0603,11.4679,15.4653,8.7156,15.6619,9.4364,15.8585
E01000572,15.8516,3.0354,8.0944,9.2749,10.2867,7.8415,18.0438,11.5514,16.0202
E01000573,11.5103,2.346,8.3578,8.2111,11.5836,10.5572,16.349,10.3372,20.7478
E01000574,11.3772,4.5659,6.2126,12.2006,8.7575,13.0988,16.9162,10.0299,16.8413
E01000575,11.1681,5.3561,8.49,10.6553,9.0028,10.1425,11.6239,7.8063,25.755
E01000576,14.359,3.0128,10.1923,9.1667,11.6026,10.8333,14.9359,8.5897,17.3077
E01000577,8.2545,5.205,10.7781,12.9863,14.1956,12.3554,13.1966,8.7802,14.2482
E01000578,12.1607,3.7459,8.089,10.7492,16.721,8.7948,15.3094,9.3377,15.0923
E01000579,20.0906,3.3233,9.139,9.7432,7.855,6.4955,22.7341,9.0634,11.5559
E01000580,25.7888,2.8519,4.3689,5.7039,8.5558,8.9199,26.6383,5.2184,11.9539
E01000581,22.2315,2.3314,5.1624,6.6611,7.9101,7.9933,27.5604,7.1607,12.9892
E01000582,27.7973,2.2519,4.152,5.2076,4.5039,9.7818,26.3899,6.4743,13.4412
E01000583,24.0301,2.3162,6.5431,7.1801,7.0643,7.5275,25.8251,8.2224,11.2913
E01000584,19.3136,3.1923,6.5443,10.4549,7.4222,6.6241,24.581,7.901,13.9665
E01000585,20.4115,3.6214,6.5021,8.2305,7.4897,7.3251,25.679,6.6667,14.0741
E01000586,19.1596,4.5523,7.2536,8.3042,7.904,8.2541,23.2116,7.3037,14.057
