OA21CD,MortgageDebt
E00045975,58733.43
E00045976,65711.32
E00045977,56564.41
E00045978,66382.14
E00045979,63505.02
E00045980,63372.76
E00045981,61166.25
E00045982,61708.08
E00045983,63396.93
E00045984,26430.6
E00045985,63961.76
E00045986,50129.45
E00045987,61355.46
E00045988,59239.75
E00045989,47713.09
E00045990,25902.43
E00045991,52997.68
E00045992,34012.48
E00045993,43834.89
E00045994,61953.03
E00045995,50259.64
E00045996,30306.62
E00045997,34688.82
E00045998,24082.48
E00045999,40128.39
E00046000,41814.01
E00046001,46783.97
E00046002,26458.16
E00046003,25474.43
E00046004,27503.26
E00046005,43790.96
E00046006,27435.79
E00046007,42414.04
E00046008,25121.18
E00046009,33165.87
E00046010,27202.3
E00046011,36161.13
E00046012,25027.38
E00046013,41020.73
E00046014,25559.45
E00046015,40070.44
E00046016,38885.38
E00046017,27115.09
E00046018,46276.75
E00046019,41169.89
E00046020,36758.83
E00046021,38442.45
E00046022,42710.26
E00046023,36480.36
E00046024,39384.47
E00046025,39130.37
E00046026,37017.7
E00046027,39250.96
E00046028,38693.51
E00046029,41923.3
E00046030,40011.83
E00046031,33013.21
E00046032,27669.6
E00046033,31366.19
E00046034,30844.2
E00046035,17451.27
E00046036,28598.41
E00046037,17180.37
E00046039,52914.62
E00046040,51623.94
E00046041,36751.95
E00046042,53822.66
E00046043,57690.85
E00046044,49056.9
E00046045,58291.92
E00046046,66568.38
E00046047,56074.27
E00046048,63668.89
E00046049,59239.75
E00046050,47579.1
E00046051,25281.21
E00046052,21241.97
E00046053,21542.82
E00046056,29194.01
E00046057,29426.49
E00046058,25559.03
E00046059,26416.28
E00046060,23094.51
E00046061,20319.38
E00046062,21078.32
E00046063,22588.76
E00046064,20897.7
E00046065,21749.42
E00046066,20512.51
E00046067,20597.02
E00046068,20981.46
E00046069,18280.1
E00046070,20492.39
E00046071,20587.83
E00046073,28724.42
E00046074,29949.68
E00046075,28174.65
E00046080,27933.84
E00046082,29340.58
E00046083,26394.18
E00046085,30011.56
E00046086,26064.18
E00046087,29354.21
E00046088,28148.72
E00046089,27074.34
E00046090,29860.31
E00046093,28797.77
E00046094,30704.14
E00046095,27824.6
E00046096,28726.29
E00046097,26527.1
E00046098,29451.98
E00046099,29523.57
E00046100,25350.27
E00046101,20607.19
E00046102,24209.33
E00046103,26521.72
E00046104,29134.04
E00046105,26837.42
E00046106,25781.94
E00046107,19755.81
E00046108,29114.14
E00046109,26051.77
E00046110,27495.3
E00046111,26301.1
E00046112,30900.27
E00046113,29727.76
E00046114,21513.54
E00046115,25699.8
E00046116,29430.3
E00046117,28380.79
E00046118,26313.1
E00046119,24841.04
E00046120,25890.96
E00046121,26622.66
E00046122,26646.17
E00046124,23918.59
E00046125,26466.7
E00046126,21779.49
E00046127,20754.87
E00046128,20623.59
E00046129,15431.15
E00046130,20674.46
E00046131,23366.49
E00046132,34070.68
E00046133,12706.49
E00046134,33939.13
E00046135,12463.6
E00046136,31902.92
E00046137,26979.74
E00046138,26983.06
E00046140,12730.87
E00046141,13037.33
E00046142,13206.79
E00046143,12719.21
E00046144,31664.33
E00046145,32514.9
E00046146,13756.26
E00046147,16471.8
E00046148,33220.85
E00046149,33267.95
E00046150,32888.64
E00046151,12864.7
E00046152,12177.35
E00046153,32676.98
E00046154,32989.99
E00046155,11565.23
E00046156,11539.39
E00046157,12981.73
E00046158,11580.48
E00046159,31393.7
E00046160,12965.35
E00046161,10998.06
E00046162,13786.5
E00046163,10139.79
E00046164,27118.35
E00046166,12048.04
E00046167,9305.72
E00046168,10327.33
E00046169,9482.06
E00046170,26552.95
E00046171,31514.55
E00046172,10212.67
E00046173,28143.45
E00046174,11530.88
E00046175,9663.12
E00046176,26976.52
E00046177,9255.42
E00046178,26352.3
E00046179,27575.73
E00046180,24728.62
E00046181,10190.89
E00046182,10209.28
E00046183,12690.05
E00046184,31125.38
E00046185,12663.26
E00046186,30975.12
E00046187,29898.76
E00046188,19254.8
E00046189,35655.94
E00046190,19510.86
E00046191,29459.32
E00046192,22149.7
E00046193,30402.75
E00046194,22122.69
E00046195,21814.1
E00046196,26823.47
E00046197,34855.97
E00046198,52018.94
E00046199,32863.24
E00046200,37452.86
E00046201,29539.37
E00046202,35064.4
E00046203,20784.08
E00046204,17681.69
E00046205,28984.55
E00046206,22894.96
E00046207,23047.6
E00046208,32342.03
E00046209,23111.46
E00046210,32008.69
E00046211,17476.5
E00046212,22703.44
E00046213,33797.8
E00046214,23138.52
E00046215,28283.56
E00046216,22367.24
E00046217,23085.33
E00046218,24295.45
E00046219,22644.3
E00046220,21424.56
E00046221,22784.72
E00046222,22367.24
E00046223,32500.47
E00046224,34481.69
E00046225,34081.93
E00046226,25776.39
E00046227,33908.99
E00046228,35797.31
E00046229,35615
E00046230,25239.71
E00046231,22027.17
E00046232,20588.93
E00046233,33883.72
E00046234,36483.76
E00046235,21913.54
E00046236,21131.97
E00046237,33963.43
E00046238,22340.64
E00046239,32674.95
E00046240,13473.95
E00046242,35351.19
E00046244,19371.49
E00046245,28493.1
E00046246,27794.79
E00046247,34013.89
E00046248,21454.8
E00046249,32387.69
E00046250,42320.57
E00046251,22988.23
E00046252,35735.44
E00046253,26102.94
E00046254,31548.24
E00046255,23241.36
E00046256,33728.51
E00046257,21748.04
E00046258,38950.08
E00046259,50880.89
E00046260,17380.87
E00046261,18463.62
E00046262,17694.3
E00046263,24421.87
E00046264,21874.5
E00046265,18809.52
E00046266,21600.94
E00046267,24648
E00046268,22498.52
E00046269,23350.74
E00046270,22643.14
E00046271,17484.39
E00046272,24080.45
E00046273,20486.77
E00046274,17892.22
E00046275,21141.79
E00046276,20254.92
E00046277,23783.16
E00046278,17921.36
E00046279,14540.57
E00046280,17844.03
E00046281,19886.64
E00046283,20405.65
E00046285,23646.68
E00046286,23178.43
E00046287,19240.29
E00046288,18841.88
E00046289,21062.3
E00046290,18555.44
E00046291,22553.16
E00046292,16392.36
E00046293,21396.58
E00046294,21330.22
E00046295,16628.45
E00046296,21109.46
E00046297,21439.74
E00046298,21825.64
E00046299,21120.01
E00046300,21723.44
E00046301,21600.94
E00046302,21634.7
E00046303,17884.96
E00046304,17844.03
E00046305,17400.54
E00046306,17646.29
E00046307,18158.29
E00046308,18035.72
E00046309,19727.81
E00046310,17927.98
E00046311,18008.52
E00046312,18415.96
E00046313,17665.84
E00046314,20143.99
E00046315,18490.82
E00046316,18683.91
E00046317,17801.37
E00046318,17706.93
E00046319,17387.93
E00046320,19164.09
E00046321,17798.51
E00046322,18141.43
E00046323,17768.52
E00046324,18169.31
E00046325,17531.64
E00046326,17517.62
E00046327,17639.13
E00046328,17521.03
E00046329,17365.65
E00046330,26080.3
E00046331,22618.22
E00046332,18208.9
E00046333,17889.79
E00046334,17385.54
E00046335,18024.88
E00046336,17235.18
E00046337,19952.72
E00046338,21144.98
E00046339,20754.49
E00046340,19067.85
E00046341,18405.91
E00046342,24907.46
E00046343,20523.07
E00046344,43518.31
E00046347,21860.6
E00046348,24791.71
E00046349,9938.87
E00046352,31585.06
E00046353,35468.25
E00046357,20521.52
E00046358,33116.64
E00046359,52854.46
E00046361,30962.32
E00046362,50229.16
E00046363,49683.19
E00046364,43970.63
E00046365,55645.18
E00046366,33771.34
E00046368,29990.45
E00046369,56093.93
E00046370,25419.58
E00046371,31869.22
E00046372,35825.98
E00046373,29478.64
E00046374,31805.66
E00046376,56595.64
E00046378,30822.47
E00046380,51158.93
E00046381,27929.71
E00046382,28982.2
E00046383,36422.62
E00046384,42641.48
E00046386,27683.49
E00046387,31246.03
E00046388,49683.19
E00046390,47793.8
E00046391,31805.66
E00046392,42904.56
E00046393,40360.1
E00046395,32255.41
E00046396,46717.03
E00046397,32943.87
E00046400,31622.95
E00046402,49069.82
E00046403,30008.97
E00046406,48699.37
E00046408,13058.29
E00046413,26955.24
E00046414,23480.44
E00046416,31079.1
E00046417,32796.25
E00046418,17167.18
E00046419,22327.42
E00046420,29868.28
E00046421,33908.48
E00046422,28185.33
E00046423,27194.05
E00046424,31118.84
E00046425,22647.73
E00046426,7340.86
E00046427,39283.45
E00046429,41564.31
E00046430,35239.42
E00046431,21484.55
E00046432,20587.69
E00046435,35767.52
E00046436,34282.2
E00046437,64972.34
E00046438,66170.73
E00046439,21688.38
E00046440,30426.76
E00046442,36628.25
E00046443,38299.17
E00046444,30652.59
E00046445,34893.99
E00046446,31795.3
E00046447,33580.47
E00046448,18570.08
E00046449,31741.21
E00046450,39654.25
E00046451,29403.55
E00046452,32787.15
E00046453,57490.36
E00046454,71914.35
E00046455,32033.87
E00046456,32803.65
E00046457,22409.04
E00046458,21299.7
E00046459,41150.09
E00046460,60643.37
E00046461,21610.64
E00046462,72282.33
E00046463,19410.65
E00046464,48749.73
E00046465,21156.66
E00046466,67588.67
E00046467,21972.6
E00046468,66649.94
E00046469,21286.46
E00046470,46328.58
E00046471,17682.3
E00046472,20988.75
E00046473,71177.45
E00046474,66040.84
E00046475,67588.67
E00046476,21154.02
E00046477,70553.09
E00046478,20052.95
E00046479,67588.67
E00046480,21835.07
E00046481,21150.2
E00046482,19163.64
E00046483,32249.65
E00046484,73019.9
E00046485,67006.01
E00046486,51117.55
E00046487,65639
E00046489,29255.29
E00046490,36935.57
E00046491,34320.99
E00046492,33494.26
E00046493,38676.37
E00046494,38136.29
E00046495,37172.24
E00046496,37833.51
E00046497,36597.43
E00046500,18078.04
E00046501,32969.3
E00046502,37225.03
E00046503,37348.33
E00046504,32995.78
E00046505,36953.74
E00046506,34182.01
E00046507,12398.3
E00046508,14208.84
E00046509,11823.54
E00046510,12098.51
E00046511,11906.81
E00046512,12261.45
E00046513,12408.87
E00046514,12333.18
E00046515,12022.26
E00046516,11454.06
E00046517,12181.83
E00046518,12799.8
E00046519,12167.92
E00046520,13016.74
E00046521,12409.83
E00046522,12562.51
E00046523,12171.29
E00046524,12337.61
E00046525,11919.67
E00046526,19797.46
E00046527,12462.65
E00046528,31159.25
E00046529,12287.21
E00046530,12121.62
E00046531,12251.93
E00046532,12505.67
E00046533,10196.43
E00046534,9561.44
E00046535,10928.08
E00046536,41094.58
E00046537,45942.75
E00046538,37979.92
E00046539,38537.46
E00046540,40313
E00046541,40619.37
E00046542,38975.71
E00046543,39070.04
E00046544,40890.53
E00046545,40154.3
E00046546,35645.5
E00046547,33962.53
E00046548,39907.25
E00046549,34766.23
E00046550,37352.56
E00046551,10592.63
E00046552,10772.75
E00046553,11345.84
E00046554,9875.41
E00046555,11338.43
E00046556,16404.35
E00046557,41002.02
E00046558,41071.63
E00046559,30085.25
E00046560,47720.89
E00046561,47699.96
E00046562,41596.67
E00046563,51378.17
E00046564,51639.9
E00046565,44605.6
E00046566,51850.5
E00046567,47541.49
E00046568,38187.73
E00046569,35492.03
E00046570,50358.77
E00046571,47934.78
E00046572,47123.82
E00046573,54188.89
E00046574,34903.41
E00046575,32368.83
E00046576,42752.64
E00046577,30228.32
E00046578,35194.9
E00046579,32701.46
E00046580,33236.06
E00046581,31849.55
E00046582,35340.47
E00046583,35862.88
E00046584,32486.73
E00046585,34655.98
E00046586,33453.48
E00046587,29228.96
E00046588,40045.69
E00046589,36210.48
E00046590,33270.18
E00046591,34661.81
E00046592,36893.02
E00046593,34756.33
E00046594,33044.76
E00046595,45472.19
E00046596,34932.43
E00046597,34015.9
E00046598,38932.12
E00046599,37395.61
E00046600,36694.44
E00046601,42025.54
E00046602,33376.1
E00046603,34413.77
E00046604,39662.01
E00046605,30263.3
E00046606,41253.89
E00046607,6006.46
E00046609,2917.15
E00046610,3479.44
E00046611,10208.06
E00046612,3331.84
E00046613,17703.27
E00046614,14944.92
E00046615,17689.74
E00046616,16596.93
E00046617,5883.41
E00046618,9321.32
E00046619,10462.59
E00046621,16796.39
E00046622,5147.37
E00046624,10569.21
E00046625,11504.61
E00046626,10989.33
E00046627,1886.37
E00046628,2981.27
E00046631,11982.12
E00046633,17556.57
E00046635,11157.65
E00046636,2748.86
E00046637,9442.88
E00046638,3003.59
E00046639,17612.26
E00046640,7752.79
E00046641,14287.8
E00046642,17169.53
E00046643,17002.1
E00046644,16704.56
E00046645,16683.71
E00046647,17021.31
E00046648,15993.52
E00046649,18668.33
E00046650,15075.12
E00046651,18446.23
E00046652,17431.09
E00046653,15301.26
E00046654,15890.19
E00046655,16634.15
E00046656,13519.53
E00046657,16214.18
E00046659,20964.37
E00046660,27142.1
E00046662,6206.18
E00046663,5897.46
E00046664,5458.05
E00046665,6310.22
E00046666,5611.19
E00046667,5429.98
E00046668,5026.94
E00046669,5381.17
E00046670,6050.9
E00046671,2917.15
E00046672,3136.94
E00046673,10132.19
E00046674,11127.98
E00046675,11530.7
E00046676,10682.86
E00046677,11798.98
E00046678,22750.61
E00046679,36712.34
E00046680,21428.03
E00046681,21266.06
E00046682,21718.45
E00046683,21762.84
E00046684,35972.84
E00046685,16679.99
E00046686,21292.93
E00046687,21822.85
E00046688,20950.99
E00046689,34882.56
E00046690,37310.58
E00046691,20670.74
E00046692,21821.98
E00046693,21442.49
E00046694,21849.01
E00046695,25431.76
E00046696,22459.3
E00046697,20670.19
E00046698,24565.08
E00046699,26903.37
E00046700,22055.98
E00046701,23227.65
E00046702,21005.3
E00046703,21148.97
E00046704,22010.85
E00046705,22797.22
E00046706,28048.96
E00046707,27113.63
E00046708,23125.33
E00046709,22995.09
E00046710,18163.34
E00046711,20446.59
E00046712,20357.6
E00046713,22127.68
E00046714,21600.83
E00046715,22592.06
E00046716,21277.5
E00046717,21862.78
E00046718,23525.85
E00046719,21532.35
E00046720,20274.78
E00046721,21686.31
E00046722,21560.57
E00046723,22641.04
E00046724,21776.45
E00046725,20538.99
E00046726,21624.24
E00046727,32535.06
E00046728,36946.24
E00046729,31128.6
E00046730,36472.12
E00046731,34501.99
E00046732,37326.96
E00046733,33074.03
E00046734,39021.6
E00046735,38731.26
E00046736,35593.72
E00046737,36299.48
E00046738,24224.05
E00046739,38647.13
E00046740,32099.78
E00046741,36810.46
E00046742,35058.47
E00046743,23099.37
E00046744,34768.73
E00046745,33502.18
E00046746,21457.82
E00046747,22952.11
E00046748,36181.2
E00046749,32703.03
E00046750,21404.11
E00046751,37009.77
E00046752,19511.9
E00046753,36427.94
E00046754,21716.62
E00046755,34604.45
E00046756,40045.84
E00046757,35466.95
E00046758,35873.79
E00046759,24227.6
E00046760,30188.35
E00046761,28529.22
E00046762,30002.71
E00046763,34616.62
E00046764,25950.62
E00046765,30057.16
E00046766,26997.51
E00046767,10952.16
E00046768,31892.92
E00046769,30404.57
E00046770,18127.35
E00046771,29455
E00046772,27661.3
E00046773,26615.44
E00046774,26724.13
E00046775,30049.04
E00046776,29575.86
E00046777,29504.58
E00046778,29852.66
E00046779,23574.79
E00046780,29631.53
E00046781,30358.61
E00046782,17979.22
E00046783,29205.58
E00046784,30548.22
E00046785,29178.01
E00046786,32723.26
E00046787,24842.48
E00046788,28113.32
E00046789,26517.24
E00046790,24658.11
E00046791,24564.8
E00046792,27083.51
E00046793,24362.41
E00046794,25652.75
E00046795,23515.02
E00046796,25542.18
E00046797,24934.03
E00046798,21267.2
E00046799,24583.89
E00046800,27199.61
E00046801,20416.95
E00046802,26002.19
E00046803,24642.45
E00046804,24645.55
E00046805,26279.42
E00046806,28084.23
E00046807,25122.89
E00046808,23910.23
E00046809,25696.83
E00046810,28000.29
E00046811,26152.22
E00046812,26817.9
E00046813,23868.63
E00046814,25206.75
E00046815,24463.21
E00046816,23863.39
E00046817,23515.02
E00046818,26141.18
E00046819,26366.75
E00046820,25843.52
E00046821,24279.74
E00046822,26020.72
E00046823,22446.16
E00046824,27802.04
E00046825,24083.93
E00046826,27357.69
E00046827,26886.15
E00046828,29135.15
E00046829,30049.04
E00046830,27625.24
E00046831,35112.12
E00046832,44583.23
E00046833,36376.16
E00046834,26921.05
E00046835,37036.59
E00046837,29847.62
E00046838,30736.46
E00046839,35292.18
E00046840,36810.57
E00046841,27437.66
E00046842,33276.55
E00046843,35033.84
E00046844,35136.85
E00046845,28095.33
E00046846,28275.41
E00046847,35307.53
E00046848,31317.74
E00046849,36144.83
E00046850,28601.97
E00046851,35229.16
E00046852,29693.4
E00046853,27360.79
E00046854,35723.23
E00046855,16954.29
E00046856,28609.7
E00046857,27291.96
E00046858,29246.78
E00046859,27764.76
E00046860,28205.8
E00046861,28813.84
E00046862,28041.15
E00046863,29584.96
E00046864,28910.94
E00046865,30561.86
E00046866,35796.05
E00046867,29064.21
E00046868,29603.55
E00046869,27126.72
E00046870,30469.75
E00046871,27412.55
E00046873,26890.74
E00046874,27543.31
E00046875,37020.56
E00046876,32349.2
E00046877,37387.66
E00046878,36035.54
E00046879,34939.26
E00046880,34779.88
E00046881,28953.45
E00046883,35586.28
E00046884,33321.53
E00046885,32044.2
E00046886,31417.71
E00046887,37174.96
E00046888,34094.19
E00046889,31563.95
E00046890,34676.62
E00046891,33524.97
E00046892,28471.71
E00046893,27990.49
E00046894,36654
E00046895,35331.57
E00046896,32987.98
E00046897,35485.19
E00046898,26260.76
E00046899,35893.06
E00046900,35502.25
E00046901,33055.06
E00046902,25068.17
E00046903,32560.94
E00046904,28041.15
E00046905,29796.29
E00046906,28921.12
E00046907,29598.96
E00046908,27959.81
E00046909,27148.34
E00046910,27768.3
E00046911,37471.5
E00046912,55684.39
E00046913,29335.67
E00046914,15784.7
E00046915,22767.6
E00046916,30814.61
E00046917,62066.33
E00046918,63941.32
E00046919,60696.47
E00046920,29598.96
E00046921,26810.78
E00046922,28900.22
E00046923,28955.51
E00046924,29821.51
E00046925,30489.16
E00046926,55187.68
E00046927,31622.82
E00046928,18881.59
E00046929,29818.21
E00046930,26439.37
E00046931,28042.31
E00046932,26950.66
E00046933,11383.8
E00046934,19907.77
E00046935,28020.35
E00046936,30018.81
E00046937,30084.19
E00046938,30040.74
E00046939,25825.89
E00046940,30092.28
E00046941,27565.61
E00046942,27086.54
E00046943,28166.75
E00046944,29628.75
E00046945,29845.62
E00046946,30092.28
E00046947,31078.91
E00046948,29115.9
E00046949,29348.12
E00046950,24632.69
E00046951,28233.39
E00046952,26044.75
E00046953,26248.23
E00046954,26717.84
E00046955,29371.28
E00046956,26852.34
E00046957,29830.2
E00046958,27177.13
E00046959,30748.44
E00046960,25843.87
E00046961,26783.61
E00046962,28982.32
E00046963,29819.85
E00046964,27294.9
E00046965,26995.29
E00046966,26828.05
E00046967,52766.98
E00046968,49559.91
E00046969,52146.82
E00046970,55348.82
E00046971,49503.32
E00046973,19977.09
E00046974,17152.41
E00046975,15642.57
E00046976,11259.93
E00046977,21155.39
E00046978,32942.45
E00046979,28277.51
E00046980,20065.64
E00046981,13805.13
E00046982,14804.44
E00046983,20708.62
E00046984,13845.66
E00046985,12386.32
E00046986,13594.36
E00046987,34156.82
E00046988,32311.06
E00046989,32637.43
E00046990,26186.65
E00046991,33158.6
E00046993,32222.5
E00046994,32044.02
E00046995,31145.59
E00046996,33582.14
E00046997,18144.98
E00046998,28043.34
E00046999,34736.8
E00047000,32044.02
E00047001,31787.67
E00047002,29784.34
E00047003,33749.17
E00047004,33336.12
E00047005,28594.13
E00047006,33678.92
E00047007,29062.12
E00047009,31793.68
E00047010,26035.77
E00047011,19429.41
E00047012,27588.67
E00047013,35082.68
E00047014,30963.38
E00047015,20742.34
E00047016,27208.6
E00047017,28660.49
E00047019,28606.72
E00047020,22438.41
E00047021,28303.39
E00047022,28691.79
E00047024,19508.19
E00047025,25856.19
E00047026,32175.79
E00047027,18916.14
E00047028,14437.43
E00047030,18804.07
E00047031,20242.99
E00047032,15255.82
E00047033,20821.36
E00047034,18249.25
E00047035,29480.81
E00047036,20256.08
E00047037,20242.99
E00047038,20305.66
E00047039,18954.9
E00047040,18896.7
E00047041,28486.84
E00047042,18237.11
E00047043,17906.55
E00047044,21601.99
E00047045,15776.1
E00047047,19758.34
E00047048,14681.6
E00047049,19508.19
E00047050,18663.41
E00047051,23735.54
E00047052,19338.73
E00047053,19096.99
E00047054,13380.36
E00047055,20189.94
E00047056,36843.44
E00047057,33277.85
E00047058,30646.13
E00047059,31762.79
E00047060,35483.85
E00047061,32761.62
E00047062,28624.25
E00047063,36366.7
E00047064,29033.17
E00047065,36101.33
E00047066,31990.25
E00047067,33616.28
E00047068,32101.72
E00047069,36270.19
E00047070,31452.6
E00047071,29476.43
E00047072,34626.72
E00047073,32122.22
E00047074,22908.99
E00047075,27168.66
E00047076,28203.65
E00047077,18759.9
E00047078,33889.58
E00047079,37641.65
E00047080,36352.48
E00047081,31716.91
E00047082,17188.38
E00047083,20306.19
E00047084,26545.04
E00047085,32723.22
E00047086,32415.69
E00047087,28161.82
E00047089,19664.86
E00047090,37571.13
E00047091,35458.26
E00047092,34516.71
E00047093,32802.98
E00047094,25183.19
E00047095,32765.66
E00047096,23074.99
E00047097,32977.99
E00047098,26653.24
E00047099,31630.01
E00047100,34001.75
E00047101,31127.73
E00047102,30322.19
E00047103,27380.89
E00047104,34216.57
E00047105,31005.3
E00047107,32133.2
E00047109,31605.05
E00047110,33883.07
E00047112,34541.49
E00047113,34567.68
E00047116,32627.56
E00047117,26500.08
E00047118,20044.84
E00047119,30547.95
E00047120,31806.17
E00047121,35946.12
E00047123,29980.64
E00047124,34269.02
E00047125,31935.46
E00047126,26337.3
E00047127,30635
E00047128,17651.31
E00047129,35698.7
E00047130,17970.68
E00047134,32259.08
E00047136,21072.7
E00047137,19380.4
E00047138,14921.42
E00047139,21444.9
E00047140,21196.7
E00047141,18517.48
E00047142,19436.73
E00047143,18551.44
E00047144,28854.94
E00047145,21048.2
E00047146,24969.94
E00047147,22315.08
E00047148,21292.44
E00047149,22142.05
E00047150,20822.92
E00047151,20839.58
E00047152,16188.16
E00047153,20331.3
E00047154,22423.01
E00047155,22198.42
E00047156,20687.83
E00047157,20683.3
E00047158,17172.57
E00047159,19206.79
E00047160,21312.54
E00047161,19523.39
E00047162,19200.43
E00047163,19849.27
E00047164,19647.44
E00047165,18645.53
E00047166,18857.76
E00047167,19405.31
E00047168,18960.91
E00047169,19041
E00047170,20272.67
E00047171,20220.66
E00047172,19512.63
E00047173,18728.15
E00047174,19481.41
E00047175,17922.44
E00047176,19785.8
E00047177,24765.27
E00047178,22431.75
E00047179,27219.48
E00047180,25493.66
E00047181,25307.57
E00047182,21761.16
E00047183,22050.68
E00047184,32147.22
E00047185,19503.27
E00047186,21025.9
E00047187,22572.52
E00047188,23942.13
E00047189,21477.24
E00047190,22698.57
E00047191,27654.55
E00047192,25748.02
E00047193,21332.12
E00047194,23533.06
E00047195,21567.66
E00047196,19865.57
E00047198,25158.37
E00047199,21000.14
E00047200,26222.05
E00047201,20016.03
E00047202,21599.24
E00047203,25472.85
E00047204,22208.68
E00047205,18539.7
E00047206,27142.3
E00047208,19236.1
E00047209,19247.32
E00047210,21139.41
E00047211,20308.41
E00047212,25158.37
E00047213,21161.19
E00047214,10089.65
E00047215,20967.99
E00047216,18818.24
E00047217,21828.14
E00047218,20634.41
E00047219,21347.86
E00047220,33628.18
E00047221,34137.95
E00047222,28787.08
E00047223,33927.14
E00047224,33800.86
E00047225,36348.73
E00047227,36116.06
E00047228,34017.16
E00047229,35242.93
E00047230,36520.93
E00047231,35658.23
E00047232,35639.79
E00047233,34599.21
E00047234,20989.1
E00047235,34884.13
E00047236,35020.83
E00047237,33814.75
E00047238,36073.37
E00047239,33575.98
E00047240,35715.32
E00047241,36754
E00047242,26611.97
E00047243,35596.9
E00047244,19491.64
E00047245,18263.82
E00047246,16694.75
E00047247,30935
E00047248,32873.2
E00047249,17759.99
E00047250,18540.54
E00047251,33319.44
E00047252,15272.58
E00047253,27253.85
E00047254,32903.86
E00047255,17995.23
E00047256,25857.72
E00047257,21510.72
E00047258,34259.91
E00047259,31468.36
E00047260,32544.2
E00047261,23851.82
E00047262,15891.89
E00047263,33246.23
E00047264,21408.66
E00047265,30744.24
E00047266,32602.36
E00047267,35002.67
E00047269,30930.44
E00047270,35029.77
E00047271,33501.82
E00047272,30138.71
E00047273,28757.79
E00047274,34295.61
E00047275,33696.74
E00047276,33298.49
E00047277,34641.17
E00047278,22756.76
E00047279,33530.22
E00047280,33862.47
E00047281,36456.11
E00047282,33526.56
E00047283,33161.87
E00047284,33836.38
E00047285,36280.45
E00047286,34782.27
E00047287,37183.12
E00047288,34513.76
E00047289,19480.98
E00047292,19906.3
E00047293,19188.96
E00047294,19378.95
E00047295,17740.74
E00047296,19975.39
E00047298,19450.03
E00047299,17488.67
E00047300,18936.47
E00047301,19328.01
E00047302,14403.34
E00047303,21403.07
E00047304,19016.09
E00047305,19030.37
E00047306,20477.77
E00047307,19508.77
E00047308,17828.04
E00047309,19956.52
E00047310,17201.44
E00047311,16321.27
E00047312,16524.15
E00047313,18891.46
E00047314,20507.28
E00047315,16003.78
E00047316,12495.22
E00047317,14806.2
E00047318,11896.63
E00047319,19054.77
E00047320,12919.48
E00047321,12501.82
E00047322,15735.21
E00047323,13834.13
E00047324,13305.35
E00047325,16266.01
E00047326,16562.57
E00047327,14177.52
E00047328,16629.85
E00047329,16564.46
E00047330,18131.73
E00047332,30983.52
E00047333,30616.02
E00047334,17080.33
E00047335,16198.36
E00047336,17362.38
E00047337,17670.46
E00047338,17507.63
E00047339,17012.74
E00047340,20457
E00047341,19261.02
E00047342,17600.59
E00047343,17035.54
E00047344,17936.96
E00047345,17288.21
E00047346,17537.48
E00047347,20162.16
E00047348,18341.05
E00047349,18319.58
E00047350,19330.57
E00047351,16386.56
E00047353,15818.71
E00047354,18702.93
E00047355,16611.4
E00047356,19188.96
E00047357,17484.42
E00047358,20602.88
E00047359,19125.42
E00047360,19011.28
E00047361,20197.67
E00047362,20627.12
E00047363,20053.33
E00047364,16613.97
E00047365,20245.23
E00047366,17653.84
E00047367,18503.64
E00047368,21446.48
E00047369,19764.63
E00047370,19486.46
E00047371,20363.79
E00047372,10923.33
E00047373,7340.86
E00047374,14785.43
E00047375,13062.31
E00047376,15873.33
E00047377,14835.92
E00047378,12842.08
E00047379,10053
E00047380,12072.51
E00047381,9562.41
E00047382,10463.14
E00047383,9751.07
E00047384,9809.91
E00047385,10269.33
E00047387,10962.84
E00047388,9413.55
E00047389,8337.07
E00047390,24233.51
E00047391,23985.69
E00047392,7242.72
E00047393,15857.28
E00047394,9737.55
E00047396,53536.99
E00047397,7340.86
E00047398,9416.71
E00047399,7849.07
E00047400,8973.81
E00047401,9701.49
E00047402,9122.32
E00047403,7971.71
E00047404,19002.79
E00047405,16694.08
E00047406,13394.69
E00047407,14906.47
E00047408,15864.44
E00047409,15625.61
E00047410,13740.07
E00047411,14247.35
E00047412,13789.35
E00047413,12461.1
E00047414,21087.05
E00047415,14243.9
E00047416,13933.54
E00047417,28385.5
E00047418,11077.72
E00047419,13982.24
E00047420,12792.07
E00047421,31196.62
E00047423,12304.48
E00047424,21868.72
E00047425,12272.29
E00047426,13459.84
E00047427,18319.45
E00047428,14527.53
E00047429,14600.48
E00047430,12123.4
E00047431,14516.53
E00047433,13532.02
E00047434,13064.6
E00047435,13330.72
E00047437,13051.17
E00047438,13316.5
E00047439,12521.28
E00047440,11730.83
E00047441,13749.38
E00047442,10899.84
E00047443,11112.86
E00047444,10740.82
E00047445,8868.32
E00047446,12869.86
E00047447,12143.73
E00047450,10854.45
E00047451,12920.26
E00047452,10790.42
E00047453,12902.97
E00047454,10928.72
E00047456,10851.38
E00047457,11408.94
E00047458,11270.24
E00047462,14915.45
E00047464,11055.46
E00047465,12321.02
E00047466,12808.74
E00047467,18174.18
E00047468,14052.68
E00047470,12681.56
E00047471,14700.6
E00047472,14122.27
E00047473,16537.52
E00047474,13094.45
E00047476,11442.31
E00047477,9366.95
E00047478,8693.67
E00047479,14816.81
E00047480,12314.41
E00047481,16543.84
