OA21CD,MortgageDebt
E00117938,67988.89
E00117939,69161.11
E00117940,69702.9
E00117941,67988.89
E00117942,67988.89
E00117943,67988.89
E00117944,67988.89
E00117945,67988.89
E00117946,68555.46
E00117947,71388.34
E00117948,44917.11
E00117949,43248.46
E00117950,44825.21
E00117951,43624.53
E00117952,43960.1
E00117953,42625.5
E00117954,45191.91
E00117955,40134.57
E00117956,44114.69
E00117957,45425.5
E00117958,94097.3
E00117959,41595.48
E00117960,39611.72
E00117961,41328.5
E00117962,42640.52
E00117963,41671.19
E00117964,38492.23
E00117965,40315.08
E00117966,41972.09
E00117967,43624.53
E00117968,46508.8
E00117969,44970.97
E00117970,49629.53
E00117971,43317.32
E00117972,44616
E00117973,60283.25
E00117974,62098.66
E00117975,64432.07
E00117976,60552.54
E00117977,55602.65
E00117978,58529.1
E00117979,60595.6
E00117980,58517.16
E00117981,35833.07
E00117982,56666.81
E00117983,60790
E00117984,63545.88
E00117985,47178.6
E00117986,73585.93
E00117987,50382.33
E00117988,57369.76
E00117989,61838.78
E00117990,62828.2
E00117991,61111.27
E00117992,62574.16
E00117993,59365.23
E00117994,23059.42
E00117995,37944.01
E00117997,45225.32
E00117998,46885.38
E00117999,77105.25
E00118000,88814.51
E00118001,78543.44
E00118002,82117.86
E00118003,68476.74
E00118004,80709.11
E00118005,55590.86
E00118007,84210.31
E00118008,82783.01
E00118009,83713.16
E00118010,75284.94
E00118011,51430.01
E00118012,83434.85
E00118013,83223.35
E00118014,63072.77
E00118015,70671.49
E00118017,74613.64
E00118018,84708.2
E00118019,76869.94
E00118020,86029.41
E00118021,84008.92
E00118022,86922.16
E00118023,74898.92
E00118024,93574.73
E00118025,92409.98
E00118026,85815.72
E00118027,84428.19
E00118028,86990.04
E00118029,90433.83
E00118030,101458.93
E00118031,90697.51
E00118032,92651.68
E00118033,89429.01
E00118034,86775.28
E00118035,93317.23
E00118036,43362.66
E00118037,47005.47
E00118038,49875.41
E00118039,48248.81
E00118040,36681.67
E00118041,48631.96
E00118043,82027.24
E00118044,48676.01
E00118045,45442.04
E00118046,33573.33
E00118047,47527.76
E00118048,46854.68
E00118049,46772.28
E00118050,35075.18
E00118051,50047.82
E00118052,42679.65
E00118053,48866.9
E00118054,44583.4
E00118055,47927.15
E00118056,83731.87
E00118057,80820.24
E00118058,78631.34
E00118059,90466.68
E00118060,88548.83
E00118061,89586.1
E00118062,81834.55
E00118063,85355.05
E00118064,86835.42
E00118065,92202.6
E00118066,90159.72
E00118067,80483.49
E00118068,60527.26
E00118069,71058.24
E00118070,62727.28
E00118071,71014.82
E00118072,72413.11
E00118073,65598.6
E00118074,69465.56
E00118075,70041.56
E00118077,70094.58
E00118078,55335.41
E00118079,70568.19
E00118080,70568.19
E00118081,75148.75
E00118082,90728.18
E00118083,92335.32
E00118084,96743.66
E00118085,91510.18
E00118086,92124
E00118087,102593.41
E00118088,93736.43
E00118089,94894.65
E00118090,89963.75
E00118092,88183
E00118093,43940.83
E00118094,44191.68
E00118095,47602.57
E00118096,43228.28
E00118097,44569.83
E00118098,44114.86
E00118099,43224.83
E00118100,43511.72
E00118101,42499.57
E00118102,43823.43
E00118103,43155.03
E00118104,44529.02
E00118105,42230.28
E00118106,42198.07
E00118108,104147.47
E00118109,102803.72
E00118110,106982.73
E00118111,104542.43
E00118112,103727.5
E00118113,103906.98
E00118114,82799.18
E00118115,86256.43
E00118116,53257.88
E00118117,63443.76
E00118118,85843.87
E00118119,92714.05
E00118120,87691.87
E00118121,92950.73
E00118122,76085.4
E00118123,85367.69
E00118124,89319.84
E00118125,93708.73
E00118126,90153.11
E00118127,89034.51
E00118128,92829.32
E00118129,78790.27
E00118130,95266.21
E00118131,92534.49
E00118132,87061.09
E00118133,135533.18
E00118134,91475.32
E00118135,84338.88
E00118136,98440.14
E00118137,74650.65
E00118138,73359.02
E00118139,78113.21
E00118140,25850.14
E00118141,34392.92
E00118142,68945.93
E00118143,78723.12
E00118144,79693.38
E00118145,75944.81
E00118146,65208.58
E00118147,26732.11
E00118148,75507.96
E00118149,37656.58
E00118150,55357.63
E00118151,69514.93
E00118152,34422.84
E00118153,30843.09
E00118154,31598.81
E00118155,42632.45
E00118156,45163.64
E00118157,72528.42
E00118158,73533.24
E00118159,60272.11
E00118160,50506.67
E00118161,52993.43
E00118162,67001.57
E00118163,66325.41
E00118164,54060.41
E00118165,48515.91
E00118166,54479.48
E00118167,25123.56
E00118168,52142.83
E00118169,48441.14
E00118170,50727.96
E00118171,42956.41
E00118172,63139.11
E00118173,66874.5
E00118174,54522.46
E00118175,60931.23
E00118176,60685.55
E00118177,24281.85
E00118178,61074.56
E00118179,57828.07
E00118180,44612.66
E00118181,68417.09
E00118182,38379.57
E00118183,43522.35
E00118184,44915.33
E00118186,45158.11
E00118187,41524.09
E00118188,44170.76
E00118189,43544.65
E00118190,37564.64
E00118191,45020.74
E00118192,44160.54
E00118193,40637.19
E00118194,43940.83
E00118195,92166.79
E00118196,41460.3
E00118197,66950.41
E00118198,63539.46
E00118199,29784.8
E00118200,41686.9
E00118202,63264.34
E00118205,70153.18
E00118206,38809
E00118207,59110.49
E00118208,64757.73
E00118209,63517.07
E00118210,59847.54
E00118211,69488.76
E00118212,62269.68
E00118213,61196.06
E00118214,66073.24
E00118215,44460.75
E00118216,93285.08
E00118217,95645.64
E00118218,94827.22
E00118220,70207.05
E00118221,91313.74
E00118222,94206.8
E00118223,77362.59
E00118224,98519.72
E00118225,90482.36
E00118226,93094.26
E00118227,92247.94
E00118228,93510.24
E00118229,26805.12
E00118232,79405.71
E00118233,88284.78
E00118234,89457.84
E00118235,80917.02
E00118236,108298.67
E00118237,95908.35
E00118238,91805.34
E00118239,95463.38
E00118240,91175.4
E00118241,85404.29
E00118242,108708.26
E00118243,81141.36
E00118244,94794.75
E00118245,90784
E00118246,55535.91
E00118248,92512.77
E00118249,89429.01
E00118250,99391.93
E00118251,89429.01
E00118252,59062
E00118253,66728.59
E00118254,71420.67
E00118255,86216.33
E00118256,98496.88
E00118257,105957.21
E00118258,84661.88
E00118259,74874.38
E00118260,95191.56
E00118261,106564.83
E00118262,105311.13
E00118263,74015.84
E00118264,100734.24
E00118265,60186.14
E00118266,59222.95
E00118267,57530.87
E00118268,58395.99
E00118269,57885.99
E00118270,60222.37
E00118271,56110.35
E00118272,59357.24
E00118273,59018.73
E00118274,56016.9
E00118275,63988.17
E00118276,57953.89
E00118277,59274.23
E00118278,55760.69
E00118279,58957.25
E00118280,53485.73
E00118281,65064.67
E00118282,41709.88
E00118283,51626.58
E00118284,58945.56
E00118285,70995.54
E00118286,75000.69
E00118287,80619.35
E00118288,80549.94
E00118289,80897.56
E00118290,87683.93
E00118291,72746.61
E00118292,68134.71
E00118293,84407.9
E00118294,65663.09
E00118295,103359.28
E00118296,94333.54
E00118298,94411.76
E00118299,95656.09
E00118300,49442
E00118301,54513.09
E00118302,47474.33
E00118304,43315.3
E00118305,54120.24
E00118306,48141.03
E00118307,45241.91
E00118308,51057.62
E00118309,73090.31
E00118310,70619.5
E00118311,62853.92
E00118312,65063.4
E00118313,66371
E00118314,67661.81
E00118315,76669.02
E00118316,65328.65
E00118317,70993.51
E00118318,71600.75
E00118319,112012.1
E00118320,79761.01
E00118321,52590.93
E00118322,71170.47
E00118323,78069.76
E00118324,74970.74
E00118325,106740.78
E00118326,107574.7
E00118327,112116.22
E00118328,102792.42
E00118329,109323.22
E00118330,109130.5
E00118331,108193.04
E00118332,109409.3
E00118333,91591.9
E00118334,105932.14
E00118335,96649.87
E00118336,67359.52
E00118337,100615.8
E00118338,108549.95
E00118339,84369.96
E00118340,109431.73
E00118341,111705.47
E00118342,111302.36
E00118343,112168.28
E00118344,87810.3
E00118345,65564.92
E00118346,90879.47
E00118347,61478.9
E00118348,79840.7
E00118349,85436.29
E00118350,65618.26
E00118351,65915.91
E00118352,69571.5
E00118353,38688.64
E00118354,63466.84
E00118355,51131.44
E00118356,79267.49
E00118357,78612.39
E00118358,73271.73
E00118359,79207.93
E00118360,76155.75
E00118361,75498.12
E00118362,78016.84
E00118363,81523.96
E00118364,65306.25
E00118365,66072.38
E00118366,64744.2
E00118367,67285.03
E00118368,66551.02
E00118369,88131.81
E00118370,65618.26
E00118371,65527.15
E00118372,45319.13
E00118373,65641.14
E00118374,61335.35
E00118375,55246.81
E00118376,55256.98
E00118377,57869.06
E00118378,52560.38
E00118379,57872.14
E00118380,61366.75
E00118381,60536.24
E00118382,65705.42
E00118383,68580.78
E00118384,64487.42
E00118385,64969.62
E00118386,71919.49
E00118387,62600.24
E00118388,65948.59
E00118389,66426.33
E00118390,88000.69
E00118391,68433.72
E00118392,68507.3
E00118393,64397.31
E00118394,66055.11
E00118395,65821.74
E00118396,63871.47
E00118397,65069.06
E00118398,69330.57
E00118399,64877.32
E00118400,66577.89
E00118401,63871.47
E00118402,66000.52
E00118403,65931.84
E00118404,61590.35
E00118405,73782.56
E00118406,65778.08
E00118407,67391.94
E00118408,64783.92
E00118409,60870.8
E00118410,67178.34
E00118411,66601.02
E00118412,90301
E00118413,89418.07
E00118414,57250.65
E00118415,84117.05
E00118416,93615.26
E00118417,92949.9
E00118418,91413.54
E00118419,89503.2
E00118420,92273.9
E00118421,87991.64
E00118422,88724.91
E00118423,89392.01
E00118424,91682.41
E00118425,82093.77
E00118426,90281.49
E00118427,62945.8
E00118429,42356.87
E00118430,67277.95
E00118431,90573.34
E00118432,88724.91
E00118433,91272.03
E00118434,90499.41
E00118435,90632.97
E00118436,58352.52
E00118437,81346.73
E00118438,83531.25
E00118439,87153.6
E00118440,78002.99
E00118441,77129.03
E00118442,55477.74
E00118443,79169.92
E00118444,79803.48
E00118445,76350.16
E00118446,81915.43
E00118447,80284.99
E00118448,86397.71
E00118449,91434.07
E00118450,91784.39
E00118451,90228.72
E00118452,79241.28
E00118453,60883.8
E00118454,60754.09
E00118455,63145.98
E00118456,61316.63
E00118457,62713.9
E00118458,61225.05
E00118459,62212.19
E00118460,78282.8
E00118461,60286.75
E00118462,60293.83
E00118463,59272.28
E00118465,57992.54
E00118466,58710
E00118467,60754.09
E00118468,61225.05
E00118469,61819.95
E00118470,60754.09
E00118471,60824.35
E00118472,53608.48
E00118473,45152.37
E00118474,65766.29
E00118476,54965.39
E00118477,56195.84
E00118478,56211.52
E00118479,56896.64
E00118480,58314.32
E00118481,63796.78
E00118482,55430.7
E00118483,47303.64
E00118484,47662.68
E00118485,51278.31
E00118486,54453.33
E00118488,52894.06
E00118489,67643.8
E00118490,25909.13
E00118491,59343.4
E00118492,51986.97
E00118493,58714.9
E00118494,52485.29
E00118495,76298.84
E00118496,91454.91
E00118497,85389.39
E00118498,92832.54
E00118499,91939.58
E00118500,89915.85
E00118501,88724.91
E00118502,91657.96
E00118503,89446.25
E00118504,91532.66
E00118505,92245.74
E00118506,91497.56
E00118507,86235.83
E00118508,90711.29
E00118509,63519.38
E00118510,59631.17
E00118511,65023.06
E00118512,61926.72
E00118513,62843.24
E00118514,59904.46
E00118515,61393.75
E00118516,60754.09
E00118517,60496.61
E00118518,63163.64
E00118519,63264.59
E00118520,59049.32
E00118521,86260.44
E00118522,62924.43
E00118523,58870.24
E00118524,58534.36
E00118525,62581.28
E00118526,58178.82
E00118527,44996.02
E00118528,60407.45
E00118529,60060.44
E00118530,63542.2
E00118531,67100.17
E00118532,59273.52
E00118533,58457.61
E00118534,49470.59
E00118535,52394.14
E00118536,51704.75
E00118537,65791.06
E00118538,59929.56
E00118539,68471.03
E00118540,54854.9
E00118541,58340.41
E00118542,61510.56
E00118543,67822.79
E00118544,49050.87
E00118545,65310.83
E00118546,66208.77
E00118547,66372.8
E00118548,55780.56
E00118549,60496.3
E00118550,60656.81
E00118551,58857.8
E00118552,56081.87
E00118553,58361.62
E00118554,66818
E00118555,65283.77
E00118556,68009.63
E00118558,64682.84
E00118559,65310.83
E00118560,68910.64
E00118563,65716.49
E00118564,58806.8
E00118565,55842.73
E00118566,56530.52
E00118567,57449.72
E00118568,56922.66
E00118569,62295.65
E00118570,65904.57
E00118571,68318.57
E00118572,60845.13
E00118573,67965.74
E00118574,63650.39
E00118575,53562.14
E00118576,61746.23
E00118577,68976.15
E00118578,64019.38
E00118579,69043.51
E00118580,72133.03
E00118581,98201.52
E00118582,67898.4
E00118583,68301.61
E00118584,74421.41
E00118585,72972.81
E00118586,71101.72
E00118587,68395.82
E00118588,67359.52
E00118589,70011.47
E00118590,67873.72
E00118591,63120.11
E00118592,71072.25
E00118593,71428.22
E00118596,67359.52
E00118597,58413.33
E00118598,71424.32
E00118599,73166.38
E00118600,67072.39
E00118601,70904.76
E00118602,64431.75
E00118603,66560.8
E00118604,43230.44
E00118605,63693.37
E00118607,76507.78
E00118610,45911.4
E00118611,51288.71
E00118612,44234.56
E00118613,44469.31
E00118614,51823.24
E00118615,63244.51
E00118616,45210.46
E00118618,65614.98
E00118619,53337.66
E00118620,67612.54
E00118621,65347.1
E00118622,47363.34
E00118623,66406.3
E00118624,59683.68
E00118625,64866.9
E00118626,63046.14
E00118627,59801.74
E00118628,63946.8
E00118629,57388.16
E00118630,64462.5
E00118631,63426.91
E00118632,65532.26
E00118633,45210.46
E00118634,40815
E00118635,46257.53
E00118636,47548.93
E00118637,55916.94
E00118638,78610.97
E00118639,76738.86
E00118640,78919.93
E00118641,77422.99
E00118642,76836.62
E00118643,78096.23
E00118644,83033.21
E00118645,82483.66
E00118646,68812.95
E00118647,71488.12
E00118650,74906.64
E00118651,80801.39
E00118653,77628.94
E00118654,46171.24
E00118655,57575.75
E00118656,97690.87
E00118657,95234.29
E00118658,91901.01
E00118659,106528.14
E00118660,95125.79
E00118661,92768.24
E00118662,90012.75
E00118663,96291.09
E00118664,95759.6
E00118665,65142.38
E00118666,92768.24
E00118667,80485.93
E00118668,61657.08
E00118669,52826.4
E00118670,80991.73
E00118671,64607.83
E00118672,80051.85
E00118673,61934.4
E00118674,65616.34
E00118675,71043.51
E00118676,75568.18
E00118677,78022.87
E00118678,74432.22
E00118679,73760.33
E00118680,71868.88
E00118681,71270.61
E00118682,74423.21
E00118683,62707.57
E00118684,68250.12
E00118685,94084.11
E00118686,93927
E00118687,94756.14
E00118688,95508.1
E00118689,70121.6
E00118690,101507.28
E00118691,100156.87
E00118692,97614.35
E00118694,93791.34
E00118695,93862.31
E00118696,82162.91
E00118697,98285.08
E00118698,94716.31
E00118699,95376.21
E00118700,91038.49
E00118701,92348.4
E00118702,90913.17
E00118703,97693.99
E00118704,106604.15
E00118705,92149.79
E00118706,92049.11
E00118707,94977.01
E00118708,96255.77
E00118709,97733.8
E00118710,87131.78
E00118711,108576.03
E00118712,97564.63
E00118713,110306.02
E00118714,105055.19
E00118715,116340.02
E00118716,111624.83
E00118717,99146.06
E00118718,106180.21
E00118719,94876.61
E00118720,92768.24
E00118721,92768.24
E00118722,116273.44
E00118723,106401.74
E00118724,120515.42
E00118725,114124.45
E00118726,114124.45
E00118728,108853.4
E00118729,114786.72
E00118730,112717.11
E00118731,116805.94
E00118732,88096.07
E00118733,104449.08
E00118735,120880.92
E00118736,113266.37
E00118737,111575.83
E00118738,115008.93
E00118739,119550.9
E00118740,58693.35
E00118741,98786.65
E00118742,105769.58
E00118743,115319.65
E00118744,115293.96
E00118745,123227.04
E00118746,106204.67
E00118748,125081.81
E00118749,119849.82
E00118750,121612.74
E00118752,120182.87
E00118753,123543.1
E00118754,123983.94
E00118755,112800.23
E00118756,117901.43
E00118757,116140.52
E00118758,130974.27
E00118759,133979.45
E00118760,126254.3
E00118761,129320.25
E00118762,121906.5
E00118763,123838.27
E00118764,117981.29
E00118765,109379.38
E00118766,69300.3
E00118767,71690.76
E00118768,71629.65
E00118769,89008.63
E00118770,70946.08
E00118771,74414.56
E00118772,69172.43
E00118773,77015.34
E00118774,68475.73
E00118775,79182.75
E00118776,74371.44
E00118777,87649.36
E00118778,73783.92
E00118779,71384.45
E00118780,70246.34
E00118781,73783.92
E00118782,76658.62
E00118783,70483.67
E00118784,64429.34
E00118785,60101.99
E00118786,62395.96
E00118787,65484.26
E00118788,61026.64
E00118789,60101.99
E00118790,62361.47
E00118791,62773.19
E00118792,60101.99
E00118793,58693.35
E00118794,60101.99
E00118795,58193.99
E00118796,60948.5
E00118797,63010.15
E00118798,64043.11
E00118799,62105.39
E00118800,73431.37
E00118801,72739.42
E00118802,73833.37
E00118803,75465.64
E00118804,73888.89
E00118805,76911.86
E00118806,75446.23
E00118807,69120.6
E00118808,74414.33
E00118809,71184.57
E00118810,80279.34
E00118811,77285.64
E00118812,76096.63
E00118813,81059.99
E00118814,63466
E00118815,69159.52
E00118816,73773.36
E00118817,73888.89
E00118818,58208.77
E00118819,59104.29
E00118820,65351.72
E00118821,58673.47
E00118822,60892.02
E00118823,59160.3
E00118824,60159.99
E00118825,58761.64
E00118826,58633.37
E00118827,59204.7
E00118828,58242.98
E00118829,58222.14
E00118830,58716.15
E00118831,59145.97
E00118832,54276.02
E00118833,58633.37
E00118834,66896.65
E00118835,46453.85
E00118836,41770.82
E00118837,50889.29
E00118838,42069.18
E00118839,42167.93
E00118840,41768.74
E00118841,47994.42
E00118842,46017.9
E00118843,43012.83
E00118844,39463.23
E00118845,41777.21
E00118846,42297.98
E00118847,40916.16
E00118848,42488.28
E00118849,48936.49
E00118850,54091.35
E00118851,43952.87
E00118852,41476.66
E00118853,42724.07
E00118854,51752.68
E00118855,40026.42
E00118856,41476.66
E00118857,45358.3
E00118858,39830.76
E00118859,44623.31
E00118860,51297.99
E00118861,69975.72
E00118862,77787.7
E00118865,56746.72
E00118866,48096.23
E00118867,52633.07
E00118868,41591.98
E00118869,51808.86
E00118870,49291.96
E00118871,82898.41
E00118872,54320.29
E00118873,65537.13
E00118875,62225.85
E00118876,46634.41
E00118877,46032.47
E00118878,43954.61
E00118879,47626.29
E00118880,41886.16
E00118881,45552.96
E00118882,46810.83
E00118883,49263.81
E00118884,45900.7
E00118885,43484.87
E00118886,48573.22
E00118887,53363.17
E00118888,48224.49
E00118889,45210.46
E00118890,46976.49
E00118891,47176.13
E00118892,46590.93
E00118893,46936.05
E00118894,45515.94
E00118895,45500.27
E00118896,46253.78
E00118897,44514.92
E00118898,44573.69
E00118899,44492.83
E00118900,121065.77
E00118901,93023.71
E00118902,89126.55
E00118903,92369.63
E00118904,127738.69
E00118905,110325.8
E00118906,98190.87
E00118907,91644.81
E00118908,122900.1
E00118909,57209.57
E00118910,95636.91
E00118911,98423.45
E00118912,92189.19
E00118913,108775.89
E00118914,80978.98
E00118915,90340.44
E00118916,107136.51
E00118917,93357.54
E00118918,63048.6
E00118919,61330.17
E00118920,59366.81
E00118921,62217.1
E00118922,62364.5
E00118923,60348.88
E00118924,62378.77
E00118925,61459.39
E00118926,60360.66
E00118927,60820.24
E00118928,62495.8
E00118929,64239.16
E00118930,60798.14
E00118931,60360.66
E00118932,61318.39
E00118933,60330.46
E00118934,58631.23
E00118935,62120.67
E00118937,62992.37
E00118938,63431.1
E00118939,66633.64
E00118940,64032.54
E00118941,65301.96
E00118943,64475.3
E00118944,60352.75
E00118945,61273.12
E00118946,66239.06
E00118947,59387.1
E00118948,117311.6
E00118949,109754.24
E00118950,110612.64
E00118951,100734.82
E00118952,140688.76
E00118953,115963.19
E00118954,114896.1
E00118955,104492.22
E00118956,120607.71
E00118957,122046.71
E00118958,73882.49
E00118959,84991.48
E00118960,83303.25
E00118961,81441.03
E00118962,71837
E00118963,81414.4
E00118964,74455.22
E00118965,74566.58
E00118966,75879.31
E00118967,76986.79
E00118968,81401.8
E00118969,76660.02
E00118970,84629.03
E00118971,76138.44
E00118972,72619.54
E00118973,77499.11
E00118974,66681.75
E00118975,57137.33
E00118976,78182.7
E00118977,69296.68
E00118978,72514.29
E00118979,73314.16
E00118980,74392.02
E00118981,76768.52
E00118982,77013.1
E00118983,81567.88
E00118984,85601.73
E00118985,84919.24
E00118986,57571.2
E00118987,87536.94
E00118988,87562.07
E00118989,76976.47
E00118990,71830.07
E00118991,73171.41
E00118992,80019.01
E00118993,79818.94
E00118994,77724.44
E00118995,69861.26
E00118996,63622.04
E00118997,84294.83
E00118998,82263.63
E00118999,86196.22
E00119000,58862.29
E00119001,58736.04
E00119002,62449.73
E00119003,57235.55
E00119004,64059.23
E00119005,68341.78
E00119006,58763.71
E00119007,70654.14
E00119008,63118.06
E00119009,57806.17
E00119010,64283
E00119011,62525.46
E00119012,60526.35
E00119013,41715.93
E00119014,60938.22
E00119015,60525.54
E00119016,81808.55
E00119017,88806.33
E00119018,85870.59
E00119019,76932.41
E00119020,81363.52
E00119021,82400.25
E00119022,51515.58
E00119023,59861.05
E00119024,37125.96
E00119025,87080.95
E00119026,78690.2
E00119027,80846.1
E00119028,86645.93
E00119029,83722
E00119030,78071.64
E00119031,51958.41
E00119032,83741.52
E00119033,84079.94
E00119034,81232.23
E00119035,64854.34
E00119036,61771.4
E00119037,60398.7
E00119038,74002.01
E00119039,60398.7
E00119040,65844.48
E00119041,65320.07
E00119042,70062.49
E00119043,66869.99
E00119044,70282.12
E00119045,61974.32
E00119046,61458.32
E00119047,57734.05
E00119048,67052.79
E00119049,51540.22
E00119050,61711.71
E00119051,64203.34
E00119052,67476.67
E00119053,66646.84
E00119054,65611.18
E00119055,93527.6
E00119056,76142.53
E00119057,76095.81
E00119058,77790.86
E00119059,76520.89
E00119060,75552.27
E00119061,58183.93
E00119062,77876.96
E00119063,76697
E00119064,74957.37
E00119065,72350.91
E00119066,78430.45
E00119067,73873.33
E00119068,84516.1
E00119069,70598.05
E00119070,73986.42
E00119071,77710.91
E00119073,47404.6
E00119074,73433.98
E00119075,76220.88
E00119076,59077.68
E00119077,58101.19
E00119078,84557.1
E00119079,56513.72
E00119080,83607.44
E00119081,58541.35
E00119082,49386.01
E00119083,58101.19
E00119084,62182.68
E00119085,53230.43
E00119087,57604.6
E00119088,88716.9
E00119089,83566.84
E00119090,68202.05
E00119091,58101.19
E00119092,58101.19
E00119093,83022.89
E00119094,60542.41
E00119095,84985.84
E00119096,97294.28
E00119097,59945.67
E00119098,84677.96
E00119099,70448.32
E00119100,61222.65
E00119101,58881.07
E00119102,61407.76
E00119104,42433.45
E00119105,58765.2
E00119106,102360.92
E00119107,107800.56
E00119108,114501.2
E00119109,116944.41
E00119111,81936.97
E00119113,108281.27
E00119114,125869.21
E00119115,105339.97
E00119116,112540.5
E00119117,99799.55
E00119118,103409.55
E00119119,85114.84
E00119120,109295.45
E00119121,98342.15
E00119122,109532.44
E00119123,98860.58
E00119124,44380.2
E00119125,83915.1
E00119126,83678.81
E00119127,94140.33
E00119128,103262.19
E00119129,83179.24
E00119130,83159.34
E00119131,82429.87
E00119134,82429.87
E00119135,102687.37
E00119136,107008.07
E00119137,104849.5
E00119138,82429.87
E00119139,109876.57
E00119140,82429.87
E00119141,83105.53
E00119142,82429.87
E00119143,81790.88
E00119144,58101.19
E00119145,60006.14
E00119146,82429.87
E00119147,56790.63
E00119148,83970.62
E00119149,83179.24
E00119150,58101.19
E00119151,83035.97
E00119152,53148.06
E00119153,83651.06
E00119154,82429.87
E00119155,85247.99
E00119156,83698.02
E00119157,59102.93
E00119158,83738.28
E00119159,84261.65
E00119160,85700.9
E00119161,85836.07
E00119162,74396.15
E00119163,59715.11
E00119164,83089.31
E00119165,86144.17
E00119166,89741.12
E00119167,105030.45
E00119168,85856.09
E00119169,93291.5
E00119170,107530.73
E00119171,89424.38
E00119172,87101.67
E00119173,83945.81
E00119174,87101.67
E00119175,92237.74
E00119176,96502.56
E00119177,94404.68
E00119178,75756.84
E00119180,94404.68
E00119181,95824.3
E00119182,51071.39
E00119183,70254.65
E00119185,94634.72
E00119186,55721.79
E00119187,89761.83
E00119188,78384.49
E00119189,95857.06
E00119190,95857.06
E00119191,86047.68
E00119192,71902.97
E00119193,78461.6
E00119194,73095.4
E00119195,72653.62
E00119196,70383.3
E00119197,70941.75
E00119198,70889.78
E00119199,106952.03
E00119200,76748.63
E00119201,77847.01
E00119202,75355.79
E00119203,75536.02
E00119204,76879.53
E00119205,74975.85
E00119206,76144.31
E00119207,73128.94
E00119208,84214.63
E00119209,80838.78
E00119210,78802.3
E00119211,74377.57
E00119212,71625.73
E00119213,66916.15
E00119214,71980.46
E00119215,71834.75
E00119216,59810.26
E00119217,72547.63
E00119218,89272.34
E00119219,87057.15
E00119220,87456.09
E00119221,86392.59
E00119222,84158.3
E00119223,87949.22
E00119224,86275.16
E00119225,85761.99
E00119226,87089.31
E00119227,87949.22
E00119228,89179.45
E00119229,87106.58
E00119230,91792.13
E00119231,83288.69
E00119232,89050.83
E00119233,91697.86
E00119234,22575.76
E00119236,120122.23
E00119237,148609.49
E00119238,115471.91
E00119239,118171.19
E00119240,118178.29
E00119241,120711.06
E00119242,116224.46
E00119244,116338.85
E00119246,88281
E00119248,88409.8
E00119249,67238.93
E00119250,73346.19
E00119252,88574.98
E00119253,102714.17
E00119254,71828.38
E00119255,67987.94
E00119256,49668.73
E00119257,65187.67
E00119259,71311.03
E00119260,88118.71
E00119261,84116.88
E00119263,86651.65
E00119264,84217.66
E00119265,88322.72
E00119266,75732.19
E00119267,89762.22
E00119268,86041.59
E00119269,86855.82
E00119270,87173.3
E00119271,88815.21
E00119272,90952.79
E00119273,84700.3
E00119274,85318.55
E00119275,81142.12
E00119276,85318.55
E00119277,71380.37
E00119278,86555.05
E00119279,87624.46
E00119281,85318.55
E00119282,73543.46
E00119283,72000.59
E00119284,68769.41
E00119285,78598.52
E00119286,74902.04
E00119287,69423.64
E00119288,115147.9
E00119289,112143.8
E00119290,112180.57
E00119291,71582.86
E00119292,63106.05
E00119293,119460.26
E00119294,122497.1
E00119295,99927.45
E00119296,113441.44
E00119297,96566.01
E00119298,58730.08
E00119299,62609.77
E00119300,67554.31
E00119301,65549.05
E00119302,80009.46
E00119303,64722.05
E00119304,67987.94
E00119305,56806.4
E00119306,53346.49
E00119307,68167.68
E00119308,69097.51
E00119309,67595.3
E00119310,68081.72
E00119311,68206.22
E00119312,68597.49
E00119313,65254.19
E00119314,68965.9
E00119315,74938.43
E00119316,69342.49
E00119317,64989.34
E00119319,71851.85
E00119320,71934.06
E00119321,62557.58
E00119322,69604.77
E00119323,71159.75
E00119324,68856.5
E00119325,59248.59
E00119326,62899.76
E00119327,112257.36
E00119328,107248.5
E00119329,85886.3
E00119330,104035.69
E00119331,107672.91
E00119332,103723.53
E00119333,83258.95
E00119334,103348.28
E00119335,99124.92
E00119336,103457.19
E00119338,85576.17
E00119339,70786.64
E00119340,69101.24
E00119341,77635.84
E00119342,102017.96
E00119343,79526.3
E00119344,76885.5
E00119345,93521.09
E00119346,90194.66
E00119347,92867.1
E00119348,83638.07
E00119349,95724.55
E00119350,99384.09
E00119352,83573.05
E00119353,65320.97
E00119354,85476.74
E00119355,83573.05
E00119356,82925.2
E00119357,87495.88
E00119358,83505.09
E00119359,63135.81
E00119360,77051.39
E00119361,68064.66
E00119362,64034.52
E00119363,64464.28
E00119364,72304.64
E00119365,65059.07
E00119367,80643.31
E00119368,64586.54
E00119369,81004.37
E00119370,82065.74
E00119371,76115.92
E00119372,66305.24
E00119373,59176.73
E00119374,60691.19
E00119375,84323.24
E00119376,50711.9
E00119377,54468.69
E00119378,71505.21
E00119379,77656.13
E00119380,85595.19
E00119381,66560.89
E00119382,76841.17
E00119383,68036.67
E00119384,68212.61
E00119385,63604.75
E00119386,73965.14
E00119387,61894.44
E00119388,69723.92
E00119389,75592.93
E00119390,71273.34
E00119391,85889.64
E00119393,74081.66
E00119394,82925.2
E00119395,82925.2
E00119396,84964.34
E00119397,76102.24
E00119398,85951.66
E00119399,74918.63
E00119400,72347.61
E00119401,72304.61
E00119402,56885.66
E00119403,77615.82
E00119404,65440.24
