LSOA11CD,IMD2019OverallScore,IMD2019IncomeScore,IMD2019EmploymentScore,IMD2019EducationScore,IMD2019HealthScore,IMD2019CrimeScore,IMD2019HousingServicesBarriersScore,IMD2019LivingEnvironmentScore,IMD2019IDACIScore,IMD2019IDAOPIScore,IMD2019ChildrenScore,IMD2019AdultScore,IMD2019GeographicalBarriersScore,IMD2019WiderBarriersScore,IMD2019IndoorsScore,IMD2019OutdoorsScore
E01012719,19.49,0.093,0.095,13.961,1.022,-0.324,11.247,27.88,0.098,0.122,-0.155,0.293,0.085,-2.557,0.548,0.239
E01012720,75.616,0.467,0.358,75.285,2.487,1.425,14.749,20.596,0.502,0.434,1.442,0.564,-0.73,0.966,0.233,0.088
E01012721,77.561,0.517,0.445,80.491,2.953,1.091,20.562,14.431,0.549,0.502,1.571,0.579,-0.081,1.086,-0.133,0.009
E01012722,12.756,0.056,0.054,10.596,0.663,0.012,17.617,15.029,0.071,0.092,-0.478,0.283,0.367,-1.424,0.087,-0.347
E01012723,21.834,0.128,0.123,14.699,0.845,-0.157,14.081,19.956,0.163,0.138,-0.152,0.302,0.163,-1.63,0.139,0.2
E01012724,75.331,0.476,0.393,64.739,2.674,1.482,16.519,19.346,0.588,0.473,1.31,0.524,-0.614,1.223,-0.299,0.764
E01012725,24.751,0.122,0.098,21.848,1.059,-0.192,3.916,45.76,0.149,0.171,0.307,0.321,-1.089,-1.842,1.263,0.043
E01012726,30.266,0.151,0.139,26.796,1.327,0.224,12.959,33.052,0.138,0.201,0.434,0.355,-0.207,-0.47,0.927,-0.305
E01012727,18.171,0.09,0.072,14.548,0.777,0.415,16.078,22.551,0.09,0.158,-0.221,0.308,0.409,-2.574,0.47,-0.215
E01012728,42.548,0.202,0.203,31.884,1.53,0.499,8.187,54.892,0.217,0.178,0.671,0.369,-1.674,-0.174,1.556,0.032
E01012729,25.173,0.117,0.111,37.543,1.032,-0.285,4.863,31.475,0.166,0.11,0.943,0.374,-0.682,-2.126,0.586,0.548
E01012730,18.756,0.095,0.08,22.642,0.64,-0.574,19.874,27.21,0.082,0.134,0.116,0.357,0.575,-1.967,0.679,-0.203
E01012731,26.975,0.147,0.118,35.439,0.999,-0.494,10.381,34.736,0.157,0.17,0.792,0.383,-0.097,-1.779,1.01,-0.381
E01012732,38.65,0.264,0.184,31.411,1.553,0.025,18.485,14.255,0.309,0.286,0.478,0.396,0.341,-0.963,-0.294,0.209
E01012733,55.324,0.272,0.233,41.746,1.754,1.364,10.414,60.674,0.375,0.203,0.72,0.452,-1.235,0.297,1.6,0.522
E01012734,34.571,0.186,0.129,20.137,1.385,0.754,6.423,51.704,0.241,0.29,-0.125,0.359,-1.143,-0.859,1.372,0.33
E01012735,74.73,0.365,0.379,40.06,2.915,1.587,16.19,73.013,0.327,0.355,0.725,0.436,-0.923,1.459,1.969,0.806
E01012736,80.117,0.424,0.387,42.097,2.832,3.018,15.65,67.781,0.436,0.303,0.198,0.512,-1.102,1.452,1.916,0.399
E01012737,87.371,0.502,0.422,70.647,2.756,2.723,15.907,79.132,0.721,0.337,1.744,0.491,-1.177,1.545,2.212,0.991
E01012738,77.09,0.379,0.33,65.621,2.246,2.121,13.55,61.068,0.415,0.31,1.584,0.485,-1.121,0.998,1.613,0.519
E01012739,59.049,0.332,0.251,46.754,2.09,1.148,9.59,43.692,0.463,0.282,0.969,0.453,-0.856,-0.185,1.087,0.445
E01012740,29.599,0.161,0.122,15.241,1.479,0.26,9.355,39.463,0.193,0.216,-0.242,0.319,-0.558,-0.696,0.975,0.343
E01012741,31.785,0.138,0.124,22.11,1.146,0.881,5.659,53.246,0.176,0.172,0.126,0.35,-0.962,-1.259,1.301,0.738
E01012742,38.175,0.19,0.151,30.959,1.515,1.193,9.332,36.789,0.266,0.214,0.674,0.359,-0.703,-0.448,0.713,0.8
E01012743,62.522,0.307,0.254,55.317,1.952,1.749,9.843,53.546,0.35,0.26,1.194,0.481,-1.718,0.271,1.33,0.665
E01012744,52.464,0.308,0.199,53.96,1.865,0.786,11.06,44.75,0.367,0.398,1.318,0.446,-1.229,0.455,1.124,0.441
E01012745,46.892,0.236,0.189,45.145,1.642,1.135,7.154,47.253,0.305,0.234,1.026,0.429,-1.49,-0.498,1.159,0.597
E01012746,47.494,0.261,0.191,43.286,1.725,0.909,7.896,46.444,0.29,0.325,0.899,0.435,-1.222,-0.378,1.149,0.54
E01012747,14.745,0.078,0.066,8.43,0.698,0.286,5.752,21.519,0.097,0.113,-0.617,0.264,-0.324,-3.424,0.336,-0.01
E01012748,71.029,0.376,0.334,40.679,2.111,2.099,12.769,51.113,0.346,0.291,0.77,0.434,-1.482,0.939,1.466,-0.118
E01012749,49.679,0.248,0.251,31.721,1.995,0.683,12.709,40.757,0.235,0.211,0.501,0.395,-0.84,0.606,1.198,-0.347
E01012750,31.501,0.149,0.129,28.893,1.288,0.933,6.063,32.729,0.226,0.157,0.477,0.371,-0.903,-1.197,0.763,0.227
E01012751,88.023,0.549,0.451,74.665,3.255,2.18,19.058,66.732,0.791,0.475,1.682,0.527,-0.851,2.019,2.084,-0.12
E01012752,55.867,0.243,0.236,32.011,2.296,1.885,17.611,48.467,0.214,0.282,0.251,0.43,-0.121,0.523,1.326,0.116
E01012753,27.761,0.095,0.107,15.788,1.056,1.215,8.218,45.848,0.073,0.148,-0.465,0.344,-0.616,-0.921,1.197,0.306
E01012754,67.14,0.34,0.314,39.706,2.184,1.468,12.141,60.111,0.313,0.333,0.811,0.419,-0.565,0.093,1.824,-0.261
E01012755,29.397,0.148,0.139,21.98,1.064,0.607,7.015,37.827,0.124,0.207,0.531,0.283,-0.748,-1.084,0.954,0.218
E01012756,23.867,0.124,0.097,8.447,0.214,0.647,8.051,60.736,0.183,0.108,-0.498,0.252,-1.148,-0.37,1.471,0.919
E01012757,32.424,0.153,0.096,16.063,0.838,1.444,9.823,62.679,0.266,0.186,0.275,0.248,-0.47,-0.734,1.376,1.351
E01012758,21.596,0.084,0.085,1.212,-0.063,1.479,18.043,45.8,0.053,0.115,-1.393,0.149,0.012,0.223,1.075,0.721
E01012759,32.532,0.175,0.13,18.553,0.4,0.881,14.784,64.792,0.241,0.213,-0.077,0.338,-0.498,0.654,1.487,1.237
E01012760,26.141,0.138,0.098,18.539,0.226,0.33,15,63.655,0.197,0.178,0.22,0.295,-0.455,0.631,1.626,0.745
E01012761,53.355,0.27,0.202,31.522,1.796,1.821,22.405,49.048,0.258,0.431,0.293,0.42,-1.017,2.828,1.043,1.106
E01012762,24.365,0.099,0.074,6.698,0.227,1.656,8.11,55.427,0.117,0.147,-0.322,0.189,-0.615,-0.961,1.268,1.033
E01012763,42.295,0.192,0.156,9.62,0.99,2.292,20.612,66.221,0.227,0.29,-0.683,0.287,-0.574,2.049,1.556,1.18
E01012764,18.831,0.104,0.096,16.055,0.543,-0.147,17.255,25.444,0.16,0.109,-0.189,0.323,0.363,-1.546,0.294,0.513
E01012765,17.575,0.088,0.065,17.194,-0.09,0.29,10.814,48.347,0.107,0.129,0.01,0.311,-0.513,-0.35,1.1,0.89
E01012766,14.754,0.048,0.051,9.146,0.151,0.801,9.528,41.414,0.073,0.055,-0.505,0.265,-0.29,-1.3,0.889,0.805
E01012767,22.172,0.095,0.078,16.717,0.58,0.391,22.412,44.451,0.148,0.175,0.056,0.298,-0.171,1.731,0.907,1.027
E01012768,18.959,0.085,0.074,16.786,0.309,0.691,23.139,26.54,0.097,0.12,-0.137,0.325,0.494,-0.331,0.207,0.78
E01012769,19.591,0.07,0.092,15.439,0.327,0.534,25.602,29.377,0.091,0.074,-0.034,0.295,0.606,-0.193,0.424,0.683
E01012770,7.084,0.03,0.042,7.012,-0.246,-0.343,13.418,23.45,0.037,0.043,-0.537,0.232,0.176,-2.031,0.071,0.696
E01012771,17.213,0.093,0.078,17.402,0.111,-0.363,16.36,38.714,0.116,0.123,-0.272,0.345,0.115,-0.61,0.768,0.847
E01012772,21.568,0.09,0.091,16.191,0.249,0.708,12.483,47.031,0.111,0.11,-0.154,0.32,-0.364,-0.206,1.031,0.965
E01012773,19.747,0.109,0.083,23.6,-0.215,0.1,19.51,40.718,0.167,0.121,0.163,0.361,0.254,-0.273,0.941,0.583
E01012774,28.432,0.171,0.121,30.514,0.486,0.709,14.754,35.137,0.227,0.225,0.456,0.389,-0.43,0.524,0.6,0.887
E01012775,39.285,0.232,0.151,49.899,1.062,0.731,15.94,39.343,0.289,0.259,1.307,0.412,-0.673,1.161,0.655,1.144
E01012776,23.675,0.098,0.076,25.881,0.182,1.007,16.186,46.551,0.115,0.16,0.371,0.355,0.025,-0.31,1.019,0.952
E01012777,33.433,0.223,0.178,28.708,0.828,0.169,22.86,19.701,0.191,0.307,0.297,0.394,0.003,1.38,-0.241,0.738
E01012778,60.929,0.337,0.226,79.025,1.69,1.243,31.355,16.144,0.413,0.418,1.407,0.6,0.467,1.737,-0.84,0.849
E01012779,60.194,0.384,0.244,66.092,1.285,0.801,40.051,11.494,0.475,0.386,0.78,0.611,0.86,2.112,-0.463,0.077
E01012780,60.23,0.367,0.266,74.823,1.154,0.732,27.238,26.391,0.429,0.339,1.267,0.594,0.167,1.837,0.437,0.33
E01012781,66.929,0.388,0.301,77.14,1.465,1.069,27.345,23.336,0.426,0.392,1.179,0.647,-0.015,2.382,0.25,0.366
E01012782,67.275,0.412,0.292,60.804,1.536,1.009,42.018,14.223,0.501,0.4,0.671,0.582,0.838,2.613,-0.712,0.584
E01012783,68.061,0.367,0.291,83.118,1.585,1.511,29.499,13.452,0.382,0.38,1.63,0.587,0.286,1.949,-0.398,0.234
E01012784,31.045,0.215,0.137,35.821,0.599,0.795,17.898,15.202,0.29,0.295,0.577,0.421,-0.005,0.241,-0.998,0.829
E01012785,68.953,0.403,0.311,72.799,1.3,1.167,37.992,19.343,0.49,0.312,1.025,0.635,0.706,2.279,-0.356,0.822
E01012786,49.946,0.284,0.234,50.791,1.2,0.838,35.865,16.098,0.363,0.306,0.597,0.529,0.998,0.647,-0.616,0.716
E01012787,65.025,0.368,0.28,66.123,1.577,1.565,25.657,23.407,0.457,0.333,0.806,0.608,-0.056,2.135,-0.105,0.935
E01012788,67.381,0.395,0.267,72.396,1.145,2.059,35.484,18.539,0.516,0.339,1.31,0.568,0.674,1.876,-0.429,0.81
E01012789,54.793,0.308,0.236,58.968,1.01,1.671,28.123,26.741,0.405,0.285,1.052,0.526,0.368,1.388,0.109,0.957
E01012790,62.105,0.344,0.278,68.482,1.801,1.034,23.983,18.321,0.528,0.266,1.286,0.55,0.083,1.399,-0.462,0.816
E01012791,11.135,0.065,0.056,9.971,-0.271,0.404,10.422,22.638,0.086,0.083,-0.367,0.262,0.061,-2.955,0.053,0.64
E01012792,14.126,0.058,0.053,7.086,0.189,0.729,7.545,36.561,0.052,0.132,-0.527,0.232,-0.618,-1.142,0.673,0.859
E01012793,16.317,0.074,0.048,5.931,0.334,0.986,23.543,25.541,0.054,0.126,-0.643,0.223,0.491,-0.213,0.042,0.941
E01012794,12.474,0.058,0.054,11.83,-0.232,0.265,10.85,36.813,0.085,0.07,-0.424,0.294,-0.568,-0.246,0.762,0.675
E01012795,34.671,0.212,0.156,27.893,0.831,0.948,22.431,27.651,0.227,0.292,0.367,0.376,0.146,0.848,0.293,0.746
E01012796,19.67,0.085,0.079,25.271,0.217,0.232,11.423,43.714,0.098,0.114,0.553,0.319,-0.735,0.158,1.017,0.685
E01012797,23.609,0.147,0.101,23.323,0.74,-0.538,25.145,24.059,0.131,0.254,0.2,0.353,0.482,0.25,0.023,0.826
E01012798,47.649,0.287,0.24,47.031,1.14,0.575,29.228,19.058,0.288,0.354,0.751,0.488,0.216,2.123,-0.476,0.895
E01012799,23.489,0.144,0.101,24.845,0.223,0.264,12.693,40.641,0.187,0.216,0.328,0.351,-0.369,-0.139,0.967,0.495
E01012800,26.347,0.14,0.108,25.719,0.382,0.762,14.329,41.671,0.175,0.207,0.545,0.326,-0.394,0.339,0.393,1.752
E01012801,22.696,0.135,0.108,28.49,0.526,0.015,10.4,28.767,0.176,0.187,0.631,0.341,-0.542,-0.414,0.291,0.858
E01012802,22.788,0.12,0.085,26.134,0.538,0.191,11.028,43.546,0.153,0.162,0.476,0.342,-0.569,-0.193,0.959,0.821
E01012803,21.505,0.132,0.066,27.211,0.025,0.726,10.062,40.607,0.203,0.147,0.486,0.352,-1.259,0.216,0.923,0.621
E01012804,22.055,0.085,0.08,21.747,0.249,0.897,10.16,47.587,0.095,0.122,0.039,0.357,-0.207,-1.359,1.045,0.975
E01012805,59.111,0.301,0.212,62.205,1.379,1.939,15.541,60.975,0.404,0.386,1.459,0.482,-1.012,1.38,1.175,1.715
E01012806,50.635,0.289,0.189,66.607,0.844,0.808,16.12,62.457,0.413,0.321,1.649,0.479,-0.573,1.07,1.463,1.094
E01012807,28.606,0.128,0.105,17.217,0.446,1.136,10.078,59.81,0.153,0.159,-0.248,0.341,-0.56,-0.478,1.248,1.435
E01012808,66.151,0.376,0.296,59.368,1.543,1.217,18.336,49.848,0.49,0.361,1.099,0.523,-0.484,1.435,0.914,1.449
E01012809,59.721,0.337,0.245,56.486,1.388,0.597,21.599,68.542,0.469,0.328,1.287,0.473,-0.192,1.599,1.458,1.594
E01012810,16.787,0.11,0.083,8.29,0.116,0.492,17.509,21.427,0.059,0.239,-0.476,0.248,0.317,-1.169,-1.415,1.442
E01012811,12.123,0.069,0.058,13.554,0.3,0.072,10.543,16.149,0.064,0.16,0.115,0.24,-0.28,-0.988,-1.347,1.003
E01012812,8.457,0.035,0.046,9.4,-0.058,-0.371,7.476,28.924,0.031,0.061,-0.429,0.26,-0.273,-2.348,0.203,1.005
E01012813,8.375,0.028,0.049,13.323,-0.441,-0.759,20.562,22.893,0.038,0.043,-0.461,0.316,0.693,-2.768,-0.068,0.839
E01012814,10.758,0.048,0.053,13.697,0.114,-0.209,9.862,27.359,0.062,0.063,-0.49,0.323,-0.032,-2.493,0.211,0.854
E01012815,12.19,0.053,0.045,17.14,0.06,-0.262,25.338,21.743,0.08,0.083,-0.257,0.341,0.882,-1.973,-0.181,0.866
E01012816,24.893,0.113,0.094,25.55,0.426,0.863,12.247,44.282,0.116,0.19,0.237,0.371,-0.339,-0.324,0.794,1.277
E01012817,27.728,0.162,0.111,37.056,0.461,-0.536,22.024,43.933,0.245,0.152,0.705,0.413,0.34,0.054,0.874,1.065
E01012818,13.333,0.069,0.052,22.606,-0.078,0.199,10.863,27.414,0.114,0.101,0.086,0.36,-0.172,-1.227,0.192,0.887
E01012819,19.675,0.105,0.077,26.914,0.397,0.085,7.684,36.569,0.12,0.128,0.281,0.378,-0.882,-0.704,0.666,0.876
E01012820,24.936,0.097,0.111,27.824,0.393,0.341,7.364,54.345,0.09,0.156,0.392,0.373,-1.429,-0.449,1.172,1.214
E01012821,37.559,0.287,0.179,39.521,0.808,0.231,19.765,16.908,0.297,0.433,1.013,0.379,0.158,0.152,-0.806,0.905
E01012822,18.061,0.132,0.079,19.662,0.305,-0.161,11.473,26.69,0.116,0.245,-0.012,0.342,-0.383,-0.44,0.175,0.851
E01012823,42.82,0.201,0.187,53.795,1.324,0.875,21.112,33.593,0.222,0.227,1.078,0.489,-0.395,1.878,0.451,1.032
E01012824,19.046,0.097,0.103,19.88,0.086,0.234,23.987,18.433,0.098,0.112,-0.27,0.371,0.718,-1.257,-0.214,0.572
E01012825,25.911,0.142,0.118,25.948,0.727,0.491,17.19,27.583,0.161,0.214,0.206,0.378,0.291,-1.147,0.098,1.044
E01012826,39.182,0.237,0.183,42.485,0.863,0.403,18.559,40.837,0.279,0.299,0.755,0.452,-0.195,0.934,0.785,1.002
E01012827,26.316,0.179,0.112,21.649,0.595,0.563,14.795,31.085,0.121,0.295,-0.452,0.402,-0.275,0.199,0.28,1.079
E01012828,24.136,0.151,0.132,29.449,0.41,-0.386,18.471,21.849,0.129,0.227,0.017,0.433,0.157,-0.184,-0.041,0.697
E01012829,19.66,0.078,0.074,20.924,0.103,0.934,17.178,34.827,0.119,0.122,-0.233,0.378,0.294,-1.17,0.424,1.18
E01012830,22.264,0.084,0.093,26.43,0.571,0.567,19.991,31.756,0.056,0.114,0.027,0.405,0.507,-1.409,0.489,0.797
E01012832,28.253,0.138,0.111,28.756,0.566,0.739,38.872,11.407,0.11,0.307,0.225,0.404,1.231,0.407,-0.833,0.348
E01012833,46.558,0.284,0.217,60.106,1.104,0.424,22.03,26.379,0.291,0.331,1.087,0.528,-0.224,1.76,0.232,0.725
E01012834,55.769,0.362,0.232,75.724,1.208,0.59,19.898,24.955,0.461,0.379,1.555,0.552,-0.377,1.591,0.117,0.776
E01012835,12.173,0.051,0.065,27.006,0.078,-0.5,9.155,18.778,0.038,0.069,0.157,0.396,-0.228,-1.686,-0.174,0.557
E01012836,70.634,0.388,0.322,73.909,1.877,1.434,22.137,24.461,0.359,0.567,1.278,0.586,-0.242,1.819,0.092,0.764
E01012837,46.757,0.264,0.212,51.765,1.015,1.519,16.931,25.688,0.309,0.275,0.941,0.496,-0.757,1.475,-0.004,1.009
E01012838,50.812,0.355,0.225,52.338,1.234,0.769,18.836,18.87,0.446,0.299,0.975,0.495,-0.493,1.554,-0.021,0.346
E01012839,30.247,0.172,0.139,41.81,0.568,0.654,12.851,28.621,0.293,0.137,0.769,0.444,-0.452,0.07,0.344,0.759
E01012840,57.449,0.376,0.25,55.973,0.994,1.336,15.602,36.646,0.516,0.403,1.093,0.503,-1.117,1.45,0.716,0.779
E01012841,60.236,0.385,0.273,70.967,1.294,0.423,29.649,15.443,0.459,0.309,1.234,0.571,0.28,2.007,-0.435,0.493
E01012842,53.293,0.345,0.229,66.252,1.072,0.767,23.165,24.124,0.435,0.31,1.094,0.563,-0.185,1.919,0.168,0.608
E01012843,67.75,0.398,0.266,74.739,1.756,1.448,28.053,18.817,0.508,0.424,1.303,0.587,0.102,2.208,-0.511,0.9
E01012844,60.948,0.41,0.271,67.719,1.431,0.533,23.695,16.106,0.499,0.458,0.909,0.604,-0.329,2.3,-0.848,0.849
E01012845,54.943,0.367,0.231,79.083,0.622,0.826,23.331,23.437,0.465,0.333,1.352,0.613,-0.178,1.935,0.12,0.62
E01012846,56.914,0.333,0.25,76.214,1.359,0.882,18.898,21.669,0.387,0.332,1.427,0.574,-0.639,1.767,-0.019,0.649
E01012847,52.805,0.343,0.228,72.708,1.006,0.448,22.776,24.744,0.423,0.363,1.196,0.592,-0.391,2.22,0.101,0.779
E01012848,44.368,0.222,0.189,37.136,1.349,0.662,28.025,49.099,0.212,0.298,0.485,0.446,0.516,0.804,1.193,0.674
E01012849,52.046,0.288,0.24,59.463,1.335,0.838,25.146,29.685,0.29,0.331,0.965,0.539,0.113,1.564,0.393,0.776
E01012850,63.307,0.322,0.257,46.297,1.345,1.866,27.261,63.971,0.341,0.405,0.942,0.454,-0.4,3.139,1.417,1.36
E01012851,58.283,0.298,0.236,54.705,1.624,1.353,26.429,46.973,0.314,0.438,1.248,0.466,-0.407,2.999,0.671,1.709
E01012852,57.716,0.342,0.278,43.158,1.649,0.578,27.811,33.315,0.326,0.468,0.517,0.489,-0.287,3.069,0.572,0.773
E01012854,70.596,0.403,0.341,56.795,1.811,1.357,31.358,26.757,0.418,0.473,1.198,0.491,0.022,3.094,-0.314,1.41
E01012855,78.371,0.463,0.38,61.893,2.241,1.971,26.832,30.617,0.563,0.451,0.978,0.552,-0.375,3.026,0.025,1.382
E01012856,68.654,0.414,0.321,61.024,1.728,0.969,31.68,23.964,0.454,0.465,1.016,0.542,0.253,2.519,-0.094,0.969
E01012857,70.567,0.426,0.296,58.171,1.768,2.216,21.091,27.619,0.456,0.53,0.785,0.553,-1.144,2.631,-0.046,1.223
E01012858,63.442,0.396,0.267,65.436,1.802,0.919,21.356,23.669,0.534,0.449,1.062,0.562,-0.393,1.928,-0.323,1.177
E01012859,66.451,0.358,0.244,66.863,0.994,2.246,20.299,68.065,0.473,0.395,1.377,0.526,-1.427,2.546,1.463,1.542
E01012860,27.536,0.128,0.1,50.895,0.263,0.702,12.683,39.06,0.159,0.194,0.88,0.498,-0.599,0.295,0.732,0.973
E01012862,62.169,0.36,0.263,55.986,1.389,1.629,22.218,39.368,0.41,0.383,1.178,0.489,-0.206,1.761,0.554,1.33
E01012863,35.48,0.19,0.142,37.172,0.443,1.427,12.871,44.04,0.275,0.153,0.64,0.424,-0.437,0.052,0.894,1.03
E01012864,55.049,0.254,0.222,41.887,1.168,1.743,24.189,69.239,0.261,0.372,0.915,0.42,-0.298,2.356,1.561,1.403
E01012865,48.742,0.249,0.203,43.143,1.198,1.104,15.656,62.48,0.27,0.255,0.721,0.463,-1.054,1.435,1.456,1.119
E01012866,32.848,0.158,0.115,26.106,0.245,1.294,18.44,60.957,0.238,0.174,0.551,0.329,-0.528,1.521,1.39,1.178
E01012867,57.302,0.311,0.202,58.104,1.412,1.347,30.592,51.535,0.371,0.515,1.072,0.519,-0.082,3.186,1.09,1.19
E01012868,26.71,0.117,0.061,29.906,0.857,0.904,22.122,44.354,0.283,0.346,0.659,0.351,-0.833,2.654,0.923,0.981
E01012869,38.891,0.155,0.106,51.46,1.352,0.66,25.054,58.679,0.256,0.428,1.167,0.456,-0.364,2.666,1.293,1.247
E01012870,27.103,0.114,0.072,30.969,0.255,1.155,21.908,50.952,0.243,0.194,0.794,0.336,-0.82,2.594,1.235,0.715
E01012871,38.94,0.205,0.139,45.456,0.955,0.777,28.434,43.62,0.234,0.246,1.14,0.409,0.071,2.379,0.873,1.042
E01012872,35.755,0.145,0.096,30.137,1.131,1.423,21.189,56.879,0.274,0.413,0.565,0.37,-1.143,2.657,1.244,1.22
E01012873,67.147,0.415,0.29,79.169,1.438,1.052,24.919,20.834,0.455,0.441,1.403,0.603,-0.223,2.37,-0.085,0.656
E01012874,62.907,0.373,0.26,65.118,1.578,0.931,31.702,29.206,0.447,0.349,1.09,0.557,0.274,2.45,0.45,0.616
E01012875,67.283,0.375,0.26,80.67,1.352,2.156,22.62,30.633,0.412,0.409,1.5,0.594,-0.323,2.072,0.527,0.595
E01012876,69.66,0.392,0.281,85.854,1.431,1.489,31.65,24.278,0.47,0.376,1.625,0.612,0.454,1.841,0.28,0.408
E01012877,63.573,0.389,0.261,77.309,1.159,0.777,38.863,21.326,0.463,0.368,1.237,0.627,0.89,1.748,0.121,0.384
E01012878,64.186,0.389,0.261,71.865,1.2,1.769,23.705,23.389,0.545,0.352,1.013,0.623,-0.524,2.632,0.151,0.559
E01012879,70.445,0.407,0.282,72.794,1.399,1.59,28.457,40.806,0.506,0.324,1.102,0.612,0.116,2.256,0.965,0.52
E01012880,67.207,0.422,0.282,69.801,1.513,1.246,22.225,29.789,0.524,0.432,1.043,0.596,-0.712,2.551,0.415,0.744
E01012881,61.883,0.366,0.256,69.537,1.205,1.583,22.199,30.384,0.42,0.437,1.248,0.561,-0.545,2.343,0.267,1.042
E01012882,17.014,0.087,0.07,22.854,0.24,0.144,21.773,21.894,0.113,0.131,0.208,0.346,0.456,-0.543,0.103,0.476
E01012883,26.054,0.156,0.075,34.516,0.984,0.247,26.567,20.09,0.133,0.244,0.761,0.378,0.579,0.191,-0.341,0.876
E01012884,39.706,0.25,0.188,50.684,0.76,0.698,21.386,21.203,0.308,0.28,0.812,0.506,-0.243,1.664,-0.137,0.76
E01012886,42.847,0.267,0.192,40.507,1.258,1.153,17.25,17.678,0.274,0.361,0.646,0.452,-0.35,0.962,-0.8,0.973
E01012887,65.018,0.372,0.316,56.462,1.496,1.449,27.412,22.927,0.475,0.271,0.937,0.526,0.178,1.84,0.124,0.553
E01012888,66.719,0.382,0.249,80.136,1.435,1.182,16.7,55.889,0.588,0.285,1.884,0.533,-1.045,1.655,1.333,0.884
E01012889,78.298,0.465,0.357,84.356,2.081,1.174,22.371,38.787,0.535,0.433,1.526,0.625,-0.837,2.707,0.591,1.222
E01012891,70.13,0.364,0.252,57.157,2.049,1.945,33.185,48.866,0.415,0.478,1.232,0.487,0.063,3.334,0.854,1.507
E01012892,61.689,0.323,0.225,51.334,1.323,2.126,19.522,68.943,0.463,0.236,0.954,0.491,-0.688,1.951,1.736,0.948
E01012893,72.204,0.403,0.281,74.602,1.96,1.663,23.808,34.68,0.43,0.434,1.547,0.547,-0.26,2.199,0.495,1.047
E01012894,47.757,0.262,0.195,63.733,0.804,1.615,21.488,27.194,0.314,0.292,1.074,0.551,0.094,0.8,0.051,1.066
E01012895,78.352,0.483,0.306,95.727,1.607,2.401,24.278,33.529,0.539,0.545,1.967,0.652,-0.328,2.428,0.322,1.226
E01012896,23.312,0.14,0.106,31.705,-0.077,0.552,9.594,34.653,0.177,0.217,0.478,0.398,-0.402,-0.962,0.404,1.2
E01012897,82.194,0.497,0.364,84.687,2.271,2.199,25.117,26.515,0.567,0.587,1.5,0.639,-0.28,2.515,-0.075,1.166
E01012898,49.572,0.326,0.205,62.854,1.266,0.726,18.01,22.459,0.421,0.361,1.207,0.527,-0.293,1.019,-0.253,1.004
E01012899,28.846,0.138,0.115,39.227,0.151,0.796,11.418,50.245,0.229,0.131,0.693,0.434,-0.329,-0.597,1.116,1.017
E01012900,58.7,0.292,0.224,56.884,1.53,1.269,23.599,63.8,0.403,0.271,1.035,0.516,0.071,1.345,1.45,1.251
E01012901,29.591,0.139,0.114,29.445,1.001,0.552,8.442,48.247,0.116,0.221,0.422,0.384,-1.11,-0.284,1.015,1.107
E01012902,20.866,0.093,0.085,27.79,0.014,0.292,5.825,49.325,0.127,0.109,0.348,0.378,-0.961,-1.207,1.042,1.133
E01012903,44.641,0.267,0.178,38.018,1.016,0.92,12.094,60.768,0.407,0.294,0.649,0.43,-1.239,0.716,1.335,1.298
E01012904,19.611,0.14,0.09,13.763,0.363,-0.249,16.597,31.459,0.225,0.147,-0.231,0.3,-0.023,-0.041,0.456,0.83
E01012905,51.713,0.293,0.243,53.803,1.08,0.659,38.173,25.281,0.396,0.241,0.768,0.529,1.009,1.124,-0.135,1.127
E01012906,59.091,0.338,0.25,69.577,1.309,0.931,34.32,23.082,0.415,0.347,1.22,0.565,0.607,1.844,-0.247,1.054
E01012907,32.883,0.198,0.163,30.22,0.596,0.884,23.073,20.783,0.261,0.166,0.254,0.413,0.377,0.155,-0.327,0.933
E01012908,57.957,0.289,0.253,66.394,2.235,0.26,37.483,12.71,0.318,0.293,0.962,0.582,0.926,1.293,-1.133,0.624
E01012909,10.995,0.058,0.042,17.168,-0.078,-0.653,27.009,14.54,0.045,0.143,-0.002,0.312,0.972,-1.93,-0.535,0.482
E01012910,17.221,0.067,0.082,32.281,0.144,0.38,14.419,18.456,0.083,0.06,0.536,0.395,0.146,-1.392,-0.392,0.766
E01012911,11.12,0.047,0.058,9.821,-0.001,0.162,22.546,14.58,0.069,0.073,-0.934,0.303,0.797,-2.756,-0.824,0.688
E01012912,15.794,0.077,0.08,20.519,0.048,0.282,16.613,20.676,0.09,0.102,-0.17,0.369,0.259,-1.182,-0.619,1.135
E01012913,29.169,0.195,0.117,29.968,0.466,0.969,18.188,24.232,0.252,0.22,0.731,0.337,-0.587,1.551,0.053,0.8
E01012914,17.087,0.025,0.023,16.045,0.561,0.295,32.253,43.74,0.083,0.086,0.335,0.233,0.086,3.108,0.991,0.752
E01012915,52.637,0.33,0.213,42.665,1.096,1.148,20.658,53.137,0.485,0.341,0.83,0.442,-0.364,1.734,1.204,1.02
E01012916,16.154,0.068,0.051,15.013,0.216,0.814,20.858,27.899,0.067,0.134,-0.124,0.302,0.102,0.639,0.316,0.734
E01012917,48.772,0.319,0.215,46.702,1.177,0.916,25.88,22.567,0.3,0.431,0.891,0.466,-0.048,2.16,0.016,0.689
