OA21CD,GreenspaceTotal,GreenspacePublic
E00105427,0,0
E00105428,1.3948,0
E00105429,0,0
E00105430,0,0
E00105431,0,0
E00105432,0,0
E00105433,0,0
E00105434,0,0
E00105435,0,0
E00105436,0,0
E00105437,0,0
E00105438,2.5679,0
E00105439,16.7313,0
E00105440,0,0
E00105441,17.9959,0
E00105442,22.4255,0
E00105443,0,0
E00105444,0,0
E00105445,36.3323,0
E00105446,0.3782,0
E00105447,0,0
E00105448,0.0093,0
E00105449,0,0
E00105450,0,0
E00105451,13.1053,4.3834
E00105452,0,0
E00105453,0,0
E00105454,2.3476,0
E00105455,0,0
E00105456,0,0
E00105457,0,0
E00105458,7.7212,0
E00105459,0,0
E00105460,0,0
E00105461,0,0
E00105462,0,0
E00105463,0,0
E00105464,29.6885,0
E00105465,14.4378,0
E00105466,2.229,0
E00105467,0,0
E00105468,1.8145,0
E00105469,0,0
E00105470,0,0
E00105472,0,0
E00105473,11.7652,0
E00105474,2.8459,0
E00105475,0.2812,0
E00105476,36.4036,0
E00105477,0,0
E00105478,0,0
E00105479,0,0
E00105480,0,0
E00105481,3.4475,0
E00105482,0.2735,0
E00105483,0,0
E00105484,0,0
E00105485,0.0568,0
E00105486,0,0
E00105487,0.9485,0
E00105488,0.267,0
E00105489,13.0208,0
E00105490,0.0526,0
E00105491,9.9012,0
E00105492,0,0
E00105493,0.2153,0
E00105494,0,0
E00105495,20.0053,0
E00105496,0,0
E00105497,0,0
E00105498,1.0523,0
E00105499,4.199,0
E00105500,0.2734,0
E00105501,0.2904,0
E00105502,17.5558,0
E00105503,0,0
E00105504,0,0
E00105505,3.3017,0
E00105506,0,0
E00105507,0,0
E00105508,0.7429,0
E00105509,0.7401,0
E00105510,0.779,0
E00105511,5.0977,0
E00105512,0.0079,0
E00105513,0,0
E00105514,2.6049,0
E00105515,0,0
E00105517,9.1222,0
E00105518,0,0
E00105519,0,0
E00105520,0,0
E00105521,0,0
E00105522,2.7073,0
E00105523,0,0
E00105524,0,0
E00105525,0,0
E00105526,5.8818,0
E00105527,0.7339,0
E00105528,0,0
E00105529,3.1543,0
E00105530,5.6054,0
E00105531,10.4819,3.97
E00105532,0,0
E00105533,4.2492,0
E00105534,7.2275,0
E00105535,0,0
E00105536,0,0
E00105537,0,0
E00105538,0,0
E00105539,0.018,0
E00105540,0,0
E00105541,0,0
E00105542,0,0
E00105543,35.1114,13.8144
E00105544,0,0
E00105545,7.7759,0
E00105546,0,0
E00105547,0,0
E00105548,20.5789,0
E00105549,7.428,7.428
E00105550,54.5811,0
E00105551,3.1932,1.5544
E00105552,0,0
E00105553,0,0
E00105554,0,0
E00105555,0,0
E00105556,30.4074,0
E00105557,0,0
E00105558,20.9882,0
E00105559,0.4361,0.4361
E00105560,0,0
E00105561,32.9076,32.9076
E00105562,0,0
E00105563,45.9799,45.1244
E00105564,15.465,0.27
E00105565,0.3116,0
E00105566,9.8661,0
E00105568,3.8486,0
E00105569,2.2709,0
E00105570,0,0
E00105572,9.8874,0
E00105573,0.7852,0
E00105574,0,0
E00105575,0.3761,0
E00105576,6.4662,0
E00105577,0,0
E00105578,0,0
E00105579,0.4914,0
E00105580,0,0
E00105581,9.9352,0
E00105583,8.0487,0
E00105584,5.9646,0
E00105585,15.8545,0
E00105586,0.6552,0
E00105587,6.0606,0
E00105588,0.0008,0
E00105589,23.6737,0
E00105590,28.8893,0
E00105591,0,0
E00105592,0,0
E00105593,0,0
E00105594,23.0955,0
E00105595,3.9853,0
E00105596,2.4291,0
E00105597,2.0117,0
E00105598,0.1987,0
E00105599,1.8361,0
E00105600,7.7335,0
E00105601,0.5359,0
E00105602,0,0
E00105603,0,0
E00105604,0,0
E00105605,3.1643,0
E00105606,3.3534,0
E00105607,11.4306,0
E00105608,26.2978,0
E00105609,0.0086,0
E00105610,0,0
E00105611,0.2644,0
E00105612,9.4634,0
E00105613,1.4678,0.9926
E00105614,16.2415,0
E00105615,0,0
E00105616,0.0809,0
E00105617,0,0
E00105618,17.7509,0.098
E00105619,0,0
E00105620,0,0
E00105621,0,0
E00105622,0,0
E00105624,0,0
E00105625,2.5491,0
E00105626,0,0
E00105627,0.182,0
E00105628,0,0
E00105629,2.2375,0
E00105630,0,0
E00105631,0,0
E00105632,0,0
E00105633,0,0
E00105634,0,0
E00105635,0.708,0
E00105636,0,0
E00105637,0.2793,0
E00105638,0.3546,0
E00105639,0.6114,0.1493
E00105640,9.5622,0
E00105641,10.1844,0
E00105642,0,0
E00105643,0,0
E00105644,1.0088,0
E00105645,0.1392,0.1392
E00105646,0,0
E00105648,0,0
E00105649,2.1426,0
E00105650,7.2616,0
E00105651,0,0
E00105652,0,0
E00105653,3.7314,0
E00105654,0,0
E00105655,0,0
E00105656,0.4664,0
E00105657,0.5251,0
E00105658,0,0
E00105660,4.4418,0
E00105661,40.126,0
E00105662,0,0
E00105663,1.5528,0
E00105664,13.1011,0
E00105665,1.5107,0
E00105666,2.5723,0
E00105667,2.124,0
E00105668,2.472,0
E00105670,3.2382,0
E00105671,0.1674,0
E00105672,13.8768,0
E00105673,24.958,23.5051
E00105674,1.253,0.0013
E00105675,1.4017,0.595
E00105676,4.2916,0
E00105677,0,0
E00105678,7.4422,2.9251
E00105679,9.113,2.4401
E00105680,1.9921,0.0355
E00105681,0,0
E00105682,37.9263,0
E00105683,0,0
E00105684,3.4142,0
E00105685,4.4834,0
E00105686,4.9038,2.7577
E00105687,0,0
E00105688,0.0665,0
E00105689,0,0
E00105690,0,0
E00105691,2.764,0
E00105692,0,0
E00105693,1.6174,0
E00105694,19.4263,0
E00105695,0.0799,0
E00105696,0.7876,0
E00105697,0.7738,0
E00105698,0.3091,0
E00105699,0,0
E00105700,0.0417,0.0417
E00105701,2.4603,0
E00105703,8.9793,0
E00105704,0.0469,0
E00105705,3.2163,1.1725
E00105706,9.8461,0
E00105707,73.5276,68.6216
E00105708,0,0
E00105710,3.3063,0
E00105711,20.1516,20.1516
E00105712,27.7743,26.505
E00105713,0,0
E00105714,54.216,53.839
E00105715,0.651,0
E00105716,0,0
E00105717,20.5316,20.5316
E00105718,0.0329,0.0329
E00105719,1.4858,0.2298
E00105720,7.2492,7.2492
E00105721,0,0
E00105722,0,0
E00105723,0,0
E00105724,6.3852,6.3852
E00105725,2.569,0
E00105726,4.9204,4.9204
E00105727,0,0
E00105728,0,0
E00105729,0,0
E00105730,6.0441,0
E00105731,0,0
E00105732,15.4999,14.7429
E00105733,0,0
E00105734,38.6174,0
E00105735,0,0
E00105736,3.0041,3.0041
E00105738,0,0
E00105739,0,0
E00105740,12.1786,0
E00105741,20.7345,0
E00105742,4.3225,0
E00105743,1.3922,0
E00105744,0,0
E00105745,10.3586,0
E00105746,13.5921,0
E00105747,0,0
E00105748,0,0
E00105749,0,0
E00105750,0,0
E00105751,32.7089,32.7089
E00105752,0,0
E00105753,0.6891,0
E00105754,0,0
E00105755,5.5814,0
E00105756,0,0
E00105757,0,0
E00105758,0,0
E00105759,30.1639,15.1736
E00105760,22.8651,22.8651
E00105761,14.2335,0
E00105762,0,0
E00105763,0.0043,0
E00105764,0.1806,0
E00105765,17.4606,0
E00105766,18.6083,0
E00105767,0,0
E00105768,18.9316,0
E00105769,0,0
E00105770,0,0
E00105771,0,0
E00105772,0,0
E00105773,0.2964,0
E00105774,0,0
E00105775,0,0
E00105776,21.2264,0
E00105777,1.2698,0
E00105778,11.1498,0
E00105780,1.0647,0
E00105781,0,0
E00105782,29.8654,0.706
E00105783,6.4018,0
E00105784,0.0172,0
E00105785,35.3619,0
E00105786,0.317,0
E00105787,18.8301,0
E00105788,1.8584,1.7906
E00105789,0,0
E00105791,1.0255,0
E00105792,0,0
E00105793,0,0
E00105794,0,0
E00105795,31.0049,0
E00105796,27.4969,0
E00105797,0.3393,0
E00105798,0,0
E00105799,0,0
E00105800,55.9449,0
E00105801,46.5581,0
E00105802,0,0
E00105803,0.2053,0
E00105804,0.5636,0
E00105805,0,0
E00105806,0,0
E00105807,24.4651,0
E00105808,0,0
E00105809,0,0
E00105810,12.3023,0
E00105811,0,0
E00105812,60.6716,0
E00105813,9.7694,0
E00105815,72.6053,0
E00105816,8.2968,0
E00105817,4.6824,0
E00105818,0,0
E00105819,1.8802,0
E00105820,23.6242,0
E00105821,0.8551,0
E00105822,0,0
E00105823,0,0
E00105824,0,0
E00105825,0,0
E00105826,19.3132,0
E00105827,48.1295,0
E00105828,2.6228,0
E00105829,20.613,0.149
E00105830,0.433,0
E00105831,6.7177,0
E00105832,15.1053,0
E00105833,0,0
E00105834,3.1834,0
E00105835,4.7044,0
E00105836,8.5866,0
E00105837,0,0
E00105838,2.6678,0
E00105839,0,0
E00105840,0,0
E00105841,6.767,0
E00105842,6.4116,0
E00105843,6.4911,0
E00105844,0.8518,0.7874
E00105845,7.7326,0
E00105846,4.7855,0
E00105847,0.0171,0
E00105848,0.0581,0
E00105849,0.0203,0.0203
E00105850,8.5329,0
E00105851,8.6053,0
E00105852,6.0618,0
E00105853,0,0
E00105854,0.4534,0
E00105855,0,0
E00105856,0.4641,0
E00105857,0.0178,0
E00105858,0.008,0
E00105859,0.0174,0
E00105860,1.8758,0
E00105861,0.0125,0
E00105862,3.9131,0
E00105863,15.5271,0
E00105864,0.1917,0
E00105865,6.5442,0
E00105866,0,0
E00105867,0.1084,0
E00105868,8.6437,8.6314
E00105869,1.328,0
E00105870,0.1374,0
E00105871,3.4841,0
E00105872,3.1041,0
E00105873,2.5393,0
E00105874,7.0571,0
E00105875,0,0
E00105876,0,0
E00105877,0.8612,0
E00105878,2.623,2.4534
E00105879,0.3967,0
E00105880,1.3295,0
E00105881,7.4113,2.3694
E00105882,0.075,0
E00105883,0.0737,0.0514
E00105884,0.0198,0.0023
E00105885,1.9743,1.9288
E00105886,0.1827,0.1093
E00105887,0,0
E00105888,0.0064,0
E00105889,0.6573,0
E00105890,1.7227,0.0089
E00105891,0.3465,0
E00105892,0.264,0
E00105893,0.0832,0
E00105894,0,0
E00105895,0.0347,0
E00105896,0.006,0
E00105897,0,0
E00105898,0,0
E00105899,5.725,0
E00105900,1.05,0
E00105901,0.0004,0
E00105902,0,0
E00105903,0,0
E00105904,0.0095,0.0043
E00105905,0.0252,0.0125
E00105906,0.2616,0.1005
E00105907,0.0393,0
E00105908,0.1515,0.1449
E00105909,1.1327,0
E00105910,5.7053,0
E00105911,12.3548,11.9396
E00105912,0.5944,0
E00105913,4.4115,4.4115
E00105914,1.1009,0.6648
E00105916,3.0671,3.0649
E00105917,1.4185,0
E00105918,0.0557,0.0367
E00105919,22.7263,0
E00105920,0,0
E00105921,32.2353,0
E00105923,0,0
E00105924,0,0
E00105925,1.7146,0
E00105926,32.0486,32.0486
E00105927,0,0
E00105928,0.0013,0
E00105929,0,0
E00105930,5.1625,0.6216
E00105931,30.9058,25.3176
E00105932,3.6704,0.0629
E00105933,6.5402,0
E00105934,0,0
E00105935,0,0
E00105936,0,0
E00105937,0,0
E00105938,22.0188,0
E00105939,0,0
E00105940,26.6659,0
E00105941,0,0
E00105942,0,0
E00105943,3.3456,3.3456
E00105944,14.9505,14.9505
E00105945,0,0
E00105946,4.6714,0
E00105947,0.5264,0
E00105948,3.0499,0.5188
E00105949,12.0941,1.2828
E00105950,14.4527,0
E00105951,0,0
E00105952,0,0
E00105953,6.601,0
E00105954,11.3654,0
E00105955,18.6021,0
E00105956,3.4301,0
E00105957,3.655,0
E00105958,6.8743,0
E00105959,2.6181,0
E00105960,1.08,0
E00105961,3.1079,0
E00105962,0,0
E00105963,3.9776,0
E00105964,3.7512,0
E00105965,14.7208,0
E00105966,0,0
E00105967,0.5605,0
E00105968,0,0
E00105969,3.2993,0
E00105970,0,0
E00105971,0,0
E00105972,0,0
E00105973,0,0
E00105974,28.9902,21.5801
E00105976,2.3279,2.3279
E00105977,0,0
E00105978,0.2397,0
E00105979,0,0
E00105980,0,0
E00105981,0,0
E00105982,6.6762,0
E00105983,0,0
E00105984,7.5974,0
E00105985,0,0
E00105986,1.428,0
E00105987,15.2375,0
E00105988,2.5442,0
E00105989,0,0
E00105990,8.5887,0
E00105991,0,0
E00105992,1.9825,0
E00105993,0,0
E00105994,0,0
E00105995,0,0
E00105996,0,0
E00105997,0,0
E00105998,1.1652,0
E00105999,0,0
E00106000,1.546,0
E00106001,9.8308,0
E00106002,0,0
E00106003,0,0
E00106004,0,0
E00106005,0,0
E00106006,0,0
E00106007,0,0
E00106008,9.138,0
E00106009,0,0
E00106010,0,0
E00106011,0,0
E00106012,2.8098,0
E00106013,0,0
E00106014,0,0
E00106015,3.3352,0
E00106016,13.4949,0
E00106018,0,0
E00106019,0,0
E00106020,14.7343,0
E00106021,2.258,0
E00106022,0.4403,0
E00106023,0.6857,0.6857
E00106024,2.8129,0
E00106025,0.0303,0
E00106026,0.5341,0
E00106027,0,0
E00106028,0.0158,0
E00106029,0.1101,0
E00106030,0.9497,0.9471
E00106031,0.0095,0
E00106032,0.9789,0
E00106033,0.2768,0
E00106034,0.0386,0
E00106035,0.2718,0.088
E00106036,0.9695,0.0677
E00106037,0.0237,0
E00106038,22.3684,0
E00106039,0.1119,0
E00106040,0,0
E00106041,2.9537,0
E00106042,11.4619,2.2565
E00106043,2.1275,0
E00106044,0.4145,0
E00106045,0.1563,0
E00106046,4.8128,0
E00106047,0,0
E00106048,0,0
E00106049,0.0442,0
E00106050,6.0223,0
E00106051,1.3398,0
E00106052,0.5042,0
E00106053,0.439,0
E00106054,8.9006,0
E00106055,0,0
E00106056,0.2826,0.27
E00106057,0.4738,0
E00106058,0,0
E00106061,2.5565,0
E00106062,0.6238,0
E00106063,0.0118,0.0118
E00106064,0,0
E00106065,0,0
E00106066,1.9674,0
E00106067,0,0
E00106068,0,0
E00106069,11.002,0
E00106070,9.2439,9.2439
E00106071,0,0
E00106072,5.8028,0
E00106073,15.7497,0
E00106074,7.2235,0
E00106075,0,0
E00106076,0,0
E00106077,0,0
E00106078,0,0
E00106079,0,0
E00106080,0,0
E00106081,31.2596,0
E00106082,0.5762,0
E00106083,0,0
E00106084,0,0
E00106085,0,0
E00106086,0,0
E00106087,40.8801,30.611
E00106088,25.5597,25.5597
E00106089,0,0
E00106090,0,0
E00106091,0,0
E00106092,0,0
E00106093,0,0
E00106094,0.7772,0
E00106095,0,0
E00106096,2.5709,0
E00106098,0,0
E00106099,0.5001,0
E00106100,27.325,0
E00106101,0.535,0
E00106102,13.2173,0
E00106103,4.9485,0
E00106104,1.5687,0
E00106105,3.605,0
E00106106,16.3177,0
E00106107,0,0
E00106108,0.0002,0
E00106109,2.1297,2.0161
E00106110,0.8481,0
E00106111,0,0
E00106112,2.5208,0
E00106113,8.6244,0
E00106114,0.2557,0
E00106115,0.1992,0.1992
E00106116,35.5795,0
E00106117,0,0
E00106118,0,0
E00106119,10.9938,0
E00106120,9.1033,0
E00106121,0,0
E00106122,0,0
E00106123,0,0
E00106124,4.7607,0
E00106125,16.5008,0
E00106126,0,0
E00106127,3.3728,0
E00106128,9.9494,0
E00106129,7.5743,0
E00106130,0,0
E00106131,0.0719,0
E00106132,0,0
E00106133,0,0
E00106134,0,0
E00106135,0,0
E00106136,9.2381,0
E00106137,23.8116,11.1796
E00106138,0,0
E00106139,0,0
E00106140,0,0
E00106141,0,0
E00106142,0,0
E00106143,0,0
E00106144,0,0
E00106145,0,0
E00106146,0,0
E00106147,0,0
E00106148,0,0
E00106149,0,0
E00106150,0,0
E00106151,0,0
E00106152,7.2992,0
E00106153,0,0
E00106154,0,0
E00106155,0,0
E00106156,0,0
E00106157,0,0
E00106158,0,0
E00106159,0,0
E00106162,0,0
E00106163,0,0
E00106164,0.0339,0.0339
E00106165,0,0
E00106166,0,0
E00106167,0.9907,0.9907
E00106168,0,0
E00106169,0,0
E00106170,0,0
E00106171,42.7835,0
E00106172,0,0
E00106173,0,0
E00106174,0,0
E00106175,0,0
E00106176,0,0
E00106177,0,0
E00106178,0,0
E00106179,0,0
E00106180,33.3593,0
E00106181,9.9999,0
E00106182,0,0
E00106183,0,0
E00106184,0,0
E00106185,1.1677,1.1677
E00106186,0,0
E00106187,0,0
E00106188,0,0
E00106189,0,0
E00106190,0.1887,0
E00106191,29.847,0
E00106192,62.0412,29.8042
E00106193,0,0
E00106194,0,0
E00106195,8.6112,0
E00106196,0,0
E00106197,0,0
E00106198,10.7866,0
E00106199,25.6425,0
E00106200,46.0483,46.0483
E00106201,13.3563,0
E00106202,41.5847,0.8349
E00106203,31.5517,31.5517
E00106204,0,0
E00106205,0,0
E00106206,0,0
E00106207,37.1071,12.0477
E00106208,67.1784,62.8154
E00106209,17.5812,0
E00106210,0,0
E00106211,24.0102,14.5558
E00106212,37.6393,0
E00106213,0.5426,0
E00106214,0,0
E00106217,0,0
E00106218,7.9317,0
E00106219,0.2704,0
E00106220,39.2499,0
E00106221,0,0
E00106222,0,0
E00106223,0.6301,0
E00106224,0.6135,0
E00106225,75.7819,75.7819
E00106226,0,0
E00106227,0.2271,0
E00106228,0,0
E00106229,23.6584,0
E00106230,2.3223,0
E00106231,0,0
E00106232,0,0
E00106233,0.0431,0
E00106234,0,0
E00106235,0,0
E00106236,0,0
E00106237,0,0
E00106238,0,0
E00106239,0,0
E00106240,0,0
E00106241,0,0
E00106242,0,0
E00106243,0,0
E00106244,0,0
E00106245,0,0
E00106246,0,0
E00106247,0,0
E00106248,0,0
E00106249,0,0
E00106250,0.5123,0
E00106251,0,0
E00106252,0,0
E00106253,0,0
E00106254,1.0298,1.0298
E00106255,0,0
E00106256,0,0
E00106257,0.4111,0
E00106258,10.9568,10.9568
E00106259,0,0
E00106260,0,0
E00106261,4.2343,4.2343
E00106262,77.978,0
E00106263,0,0
E00106264,0,0
E00106265,0,0
E00106266,0,0
E00106267,0,0
E00106268,0,0
E00106269,10.0718,0
E00106270,0,0
E00106271,0,0
E00106272,0,0
E00106273,8.0862,8.0862
E00106274,0,0
E00106276,0,0
E00106277,0,0
E00106278,0,0
E00106280,0,0
E00106281,0,0
E00106282,0,0
E00106283,3.0209,0
E00106284,0,0
E00106285,0,0
E00106286,2.1462,0
E00106287,0,0
E00106288,0,0
E00106289,0.8106,0
E00106290,2.9533,0
E00106291,2.0612,0
E00106292,9.2272,0
E00106293,0,0
E00106294,1.5946,0
E00106295,3.0401,0
E00106296,14.553,0
E00106297,0,0
E00106298,4.504,0
E00106299,0,0
E00106300,0,0
E00106301,0,0
E00106302,0,0
E00106303,0,0
E00106304,0,0
E00106305,46.8745,0
E00106306,5.1892,0
E00106307,0,0
E00106308,24.8785,0
E00106309,0,0
E00106310,0,0
E00106311,21.1006,0
E00106312,0,0
E00106313,35.0003,0
E00106314,35.2495,0
E00106315,11.3646,0
E00106316,0,0
E00106317,6.7883,0
E00106318,0,0
E00106319,0,0
E00106320,0,0
E00106321,0,0
E00106322,7.2965,0
E00106323,0,0
E00106324,0,0
E00106325,0,0
E00106326,21.2174,0
E00106327,0,0
E00106328,0,0
E00106329,0,0
E00106330,0,0
E00106331,0,0
E00106332,0,0
E00106333,0,0
E00106334,0,0
E00106335,0,0
E00106336,0,0
E00106337,0,0
E00106338,0,0
E00106339,0,0
E00106340,0,0
E00106341,0,0
E00106342,0,0
E00106343,0,0
E00106344,0,0
E00106345,0,0
E00106346,0,0
E00106347,0,0
E00106348,0.2798,0.2798
E00106349,0.3004,0
E00106350,0.2844,0
E00106351,0,0
E00106352,49.3887,0
E00106353,0,0
E00106354,0,0
E00106355,0,0
E00106356,0,0
E00106357,45.7242,0
E00106358,3.2935,0
E00106359,5.2513,0
E00106360,0,0
E00106361,1.0943,0
E00106362,0,0
E00106363,32.9177,0
E00106364,0,0
E00106365,24.1448,0
E00106366,0,0
E00106367,0,0
E00106368,0,0
E00106369,0,0
E00106370,0.0827,0
E00106371,0,0
E00106372,0,0
E00106373,10.1233,0
E00106374,6.191,0
E00106375,10.3545,0
E00106376,0.178,0
E00106377,0.2303,0
E00106378,0.6267,0
E00106379,2.5592,0
E00106380,0,0
E00106381,6.4784,0
E00106382,24.8038,0
E00106383,0,0
E00106384,0,0
E00106385,0.1174,0
E00106386,45.7169,0
E00106387,0,0
E00106388,11.5576,0
E00106389,1.3807,0
E00106390,0,0
E00106391,0,0
E00106392,0,0
E00106393,0,0
E00106394,0,0
E00106395,0,0
E00106396,0,0
E00106397,3.1016,0
E00106398,0,0
E00106399,0,0
E00106401,0.8372,0
E00106402,5.365,0
E00106403,1.5424,0
E00106404,0,0
E00106405,0,0
E00106406,0.2313,0
E00106407,0,0
E00106408,43.8518,0
E00106409,0,0
E00106410,0,0
E00106412,0,0
E00106413,0,0
E00106414,0,0
E00106415,36.1945,23.8263
E00106416,0.7951,0
E00106418,0,0
E00106419,2.7229,0
E00106421,0,0
E00106422,0,0
E00106423,54.8625,0
E00106424,0,0
E00106425,0,0
E00106426,0,0
E00106427,0,0
E00106428,0,0
E00106429,0,0
E00106430,0,0
E00106431,0,0
E00106432,0,0
E00106433,0,0
E00106434,0,0
E00106435,0,0
E00106436,0,0
E00106437,0,0
E00106438,19.3159,19.3159
E00106439,0,0
E00106440,0,0
E00106441,0,0
E00106442,0,0
E00106443,0,0
E00106444,30.5806,30.5806
E00106445,0,0
E00106446,31.9261,31.9261
E00106447,16.1193,16.1193
E00106448,0,0
E00106449,0,0
E00106450,0,0
E00106451,54.8253,0
E00106453,8.345,0
E00106454,0,0
E00106455,0,0
E00106456,0,0
E00106457,0,0
E00106458,8.4504,0
E00106459,0,0
E00106461,0,0
E00106462,4.6529,0
E00106463,1.3981,0
E00106464,0.4407,0
E00106465,0,0
E00106466,0,0
E00106467,0,0
E00106468,0,0
E00106469,0,0
E00106470,4.5692,0
E00106471,5.7038,0
E00106472,0,0
E00106473,16.6491,0
E00106474,12.0525,0
E00106475,0,0
E00106476,0,0
E00106477,32.5503,0
E00106478,0.2149,0
E00106479,1.3901,0
E00106480,0.1673,0
E00106481,44.2612,0
E00106482,0,0
E00106483,0.7921,0
E00106484,1.2892,0
E00106485,0.3219,0
E00106486,0,0
E00106487,0.0043,0
E00106488,0,0
E00106489,0,0
E00106490,3.8242,0
E00106491,0.3884,0
E00106492,0,0
E00106493,43.9382,43.9382
E00106494,0,0
E00106495,4.1607,4.1607
E00106496,25.5269,25.5269
E00106497,1.0196,1.0196
E00106498,2.9152,0
E00106499,0,0
E00106500,1.4798,1.4798
E00106501,0.8838,0.8838
E00106502,1.0328,1.0328
E00106503,0,0
E00106504,0,0
E00106505,42.2163,41.1979
E00106506,5.074,5.074
E00106507,20.0921,0
E00106508,0,0
E00106509,34.3383,34.3383
E00106510,0.4464,0.4464
E00106511,0.0846,0.0846
E00106512,0,0
E00106513,42.4762,41.5458
E00106514,0,0
E00106515,0,0
E00106516,0,0
E00106517,0,0
E00106518,0,0
E00106519,2.8721,0.1745
E00106520,5.2601,5.2601
E00106521,0,0
E00106522,23.5464,0
E00106523,28.822,28.822
E00106524,22.4973,18.3301
E00106525,0,0
E00106526,0,0
E00106527,29.4413,29.4413
E00106528,0,0
E00106529,0,0
E00106530,0,0
E00106531,0,0
E00106532,0,0
E00106533,0,0
E00106534,0,0
E00106535,19.2287,19.2287
E00106536,0,0
E00106537,0,0
E00106538,30.2683,0
E00106539,0,0
E00106541,11.4375,0
E00106545,0.0003,0.0003
E00106546,0,0
E00106547,0,0
E00106548,0,0
E00106549,0,0
E00106550,0,0
E00106551,0,0
E00106552,0,0
E00106553,0,0
E00106554,12.6227,12.5312
E00106555,0,0
E00106556,0,0
E00106557,0.2408,0
E00106558,0,0
E00106559,0.0332,0
E00106560,0,0
E00106561,0,0
E00106562,0,0
E00106563,0,0
E00106564,0,0
E00106565,31.9484,31.9484
E00106566,0,0
E00106567,0.8183,0
E00106568,0,0
E00106569,0,0
E00106570,0,0
E00106571,0,0
E00106572,0,0
E00106573,0,0
E00106574,0,0
E00106575,0,0
E00106576,0,0
E00106577,0,0
E00106578,0,0
E00106579,0.7287,0
E00106580,0,0
E00106581,0.8196,0
E00106582,0,0
E00106583,2.2044,0
E00106584,31.0645,31.0645
E00106585,15.5678,15.5678
E00106586,0,0
E00106587,36.2644,27.0126
E00106588,0,0
E00106589,1.4352,0
E00106590,0,0
E00106591,0,0
E00106592,2.6198,0
E00106593,6.4728,0
E00106594,18.8081,18.8081
E00106595,4.9057,0
E00106596,0,0
E00106597,2.371,2.371
E00106598,0,0
E00106599,0,0
E00106600,0,0
E00106601,0,0
E00106602,25.6431,0
E00106603,9.665,0
E00106604,0,0
E00106605,0.1711,0
E00106606,0,0
E00106607,0,0
E00106609,0.0288,0
E00106610,1.8555,0
E00106611,0.1745,0
E00106612,0,0
E00106613,0,0
E00106614,0,0
E00106615,1.6464,0
E00106616,0,0
E00106617,0.3939,0
E00106618,0,0
E00106619,0,0
E00106620,0,0
E00106621,11.7072,0
E00106622,0,0
E00106623,0,0
E00106624,0,0
E00106625,0.0121,0
E00106626,0,0
E00106627,0,0
E00106628,0,0
E00106629,0,0
E00106630,0.274,0
E00106631,17.189,0
E00106632,0,0
E00106633,1.1657,0
E00106634,0,0
E00106635,21.9835,21.9835
E00106636,0,0
E00106637,0,0
E00106638,0,0
E00106639,0,0
E00106640,0,0
E00106641,0,0
E00106642,0,0
E00106643,40.7204,0.442
E00106644,0,0
E00106645,1.4164,0.4749
E00106646,0,0
E00106647,14.7884,14.7884
E00106648,52.7294,52.2409
E00106649,62.4029,59.5645
E00106650,0.0908,0
E00106651,0.0001,0.0001
E00106652,6.8397,1.0387
E00106653,12.2572,10.9957
E00106654,0,0
E00106655,0,0
E00106656,0,0
E00106657,13.7976,0
E00106658,8.0163,0
E00106659,28.6992,0
E00106660,0.1248,0
E00106661,18.2585,0
E00106662,0,0
E00106663,4.2024,0
E00106664,74.2171,74.2171
E00106665,7.9499,0
E00106666,0,0
E00106667,1.7983,0
E00106668,0,0
E00106669,76.0667,76.0667
E00106670,0,0
E00106671,69.5336,69.4402
E00106672,0.3442,0
E00106673,0.2736,0
E00106674,0,0
E00106675,5.3829,0
E00106676,0,0
E00106677,47.2004,47.2004
E00106678,9.5161,9.5161
E00106679,0,0
E00106680,0,0
E00106681,13.1225,0
E00106682,0,0
E00106683,0,0
E00106684,35.054,21.4895
E00106685,4.0107,0
E00106686,20.6218,0
E00106687,0,0
E00106688,0,0
E00106689,6.4955,6.4955
E00106690,20.6753,0
E00106691,0,0
E00106692,0.7617,0.7617
E00106693,0.2149,0
E00106694,0,0
E00106697,0,0
E00106698,58.5301,39.9824
E00106699,0,0
E00106700,0,0
E00106701,74.9695,53.7434
E00106702,19.763,19.763
E00106703,2.6724,0
E00106704,0.7234,0
E00106705,32.0366,32.0366
E00106706,0,0
E00106707,0,0
E00106708,1.5484,1.5484
E00106709,0,0
E00106710,0,0
E00106711,0,0
E00106712,12.3603,12.3603
E00106713,0.2375,0
E00106714,2.3827,0
E00106715,1.6555,0
E00106716,2.0747,0
E00106717,0,0
E00106718,0,0
E00106719,0,0
E00106720,1.0705,0
E00106721,0,0
E00106722,0,0
E00106723,0,0
E00106724,0,0
E00106725,0,0
E00106726,0,0
E00106727,2.7257,0
E00106728,0.434,0
E00106729,0,0
E00106730,0,0
E00106731,0.7471,0
E00106732,0,0
E00106733,12.8852,12.4898
E00106734,0.0103,0
E00106735,1.9666,0
E00106736,30.804,0
E00106737,4.9973,0
E00106738,0,0
E00106739,0,0
E00106740,0,0
E00106741,0.0495,0
E00106742,0.0294,0
E00106743,1.4134,0
E00106744,0,0
E00106745,0,0
E00106746,0,0
E00106747,1.6811,0
E00106748,0,0
E00106749,22.0401,0
E00106750,0,0
E00106751,0,0
E00106753,0,0
E00106754,0,0
E00106755,1.7976,0
E00106756,0,0
E00106757,0,0
E00106758,1.8731,0
E00106759,0,0
E00106760,0,0
