OA21CD,GreenspaceTotal,GreenspacePublic
E00033305,27.1954,0
E00033306,0,0
E00033307,0,0
E00033308,0,0
E00033309,0,0
E00033310,0,0
E00033312,14.2356,0
E00033313,0.1714,0
E00033314,0,0
E00033315,0,0
E00033316,2.8287,0
E00033317,0,0
E00033318,0,0
E00033319,4.0755,0
E00033320,0,0
E00033322,57.3471,20.3493
E00033323,0,0
E00033324,0,0
E00033326,0,0
E00033327,0,0
E00033328,28.8284,0
E00033329,55.4247,0
E00033330,0,0
E00033331,0,0
E00033332,5.5971,0.1171
E00033333,0,0
E00033334,0,0
E00033335,0,0
E00033336,0,0
E00033337,0,0
E00033338,0,0
E00033339,11.1609,0
E00033340,0,0
E00033341,0,0
E00033342,5.2212,0
E00033343,2.8458,0
E00033344,0,0
E00033345,0,0
E00033346,0,0
E00033347,0,0
E00033348,0,0
E00033349,0,0
E00033350,0,0
E00033351,2.5061,0
E00033352,0,0
E00033353,0,0
E00033354,5.5917,0
E00033355,0,0
E00033356,0,0
E00033357,26.642,0
E00033358,7.2213,0
E00033359,0,0
E00033360,24.7202,0
E00033361,0,0
E00033362,0,0
E00033363,0,0
E00033364,0,0
E00033365,6.1825,0
E00033366,0,0
E00033367,19.1895,0
E00033368,0,0
E00033369,0,0
E00033370,0,0
E00033371,0,0
E00033372,30.7346,0
E00033373,6.6302,0
E00033374,0,0
E00033375,0,0
E00033376,0,0
E00033377,0,0
E00033378,0,0
E00033379,0,0
E00033380,0,0
E00033381,0,0
E00033382,0,0
E00033383,0,0
E00033384,0,0
E00033385,2.4795,0
E00033386,21.5099,0
E00033387,20.9952,0
E00033388,1.9382,0
E00033389,9.5326,0
E00033391,0.9617,0
E00033392,2.8101,0
E00033394,53.7706,1.0504
E00033395,59.2482,0
E00033396,38.4036,0
E00033397,23.6565,0
E00033399,0,0
E00033400,0,0
E00033401,0,0
E00033402,79.5732,0
E00033403,13.1615,0
E00033404,0,0
E00033405,0,0
E00033406,3.0061,2.0784
E00033407,0,0
E00033408,0,0
E00033409,4.3066,1.6332
E00033410,0,0
E00033411,8.717,0.4072
E00033412,0,0
E00033413,0,0
E00033414,0,0
E00033415,0,0
E00033416,0,0
E00033417,0,0
E00033418,7.367,0
E00033419,2.3537,0
E00033420,19.5653,0
E00033421,0,0
E00033422,0,0
E00033423,0,0
E00033424,0,0
E00033425,1.569,0
E00033426,0,0
E00033427,0,0
E00033428,0,0
E00033432,0,0
E00033435,0,0
E00033436,2.9132,0
E00033437,0,0
E00033438,0,0
E00033439,58.729,0
E00033440,0,0
E00033441,0,0
E00033442,0,0
E00033443,60.0953,60.0953
E00033444,0,0
E00033445,0,0
E00033446,6.3281,0
E00033447,0,0
E00033448,9.7866,5.194
E00033449,5.1335,0
E00033450,0,0
E00033451,10.3325,10.3325
E00033452,31.8528,15.2606
E00033453,34.7716,0
E00033454,44.0568,0
E00033455,0,0
E00033456,9.8462,9.8462
E00033457,0,0
E00033458,0,0
E00033459,0,0
E00033460,0,0
E00033462,13.5911,0
E00033463,0,0
E00033464,3.6044,0
E00033466,0,0
E00033468,0,0
E00033470,0,0
E00033471,0,0
E00033472,17.7415,0
E00033473,3.5575,0
E00033474,0,0
E00033475,0,0
E00033476,0,0
E00033477,16.7985,16.7985
E00033478,0,0
E00033479,0,0
E00033480,63.0234,0
E00033481,0,0
E00033482,84.0379,0
E00033483,25.3897,0
E00033484,0,0
E00033485,1.7203,0
E00033486,0,0
E00033487,5.7107,0
E00033488,0,0
E00033489,0,0
E00033490,0,0
E00033491,0,0
E00033492,0,0
E00033493,0,0
E00033494,0,0
E00033495,0,0
E00033496,0,0
E00033497,3.651,0
E00033502,6.7713,0
E00033503,0,0
E00033504,0,0
E00033505,0,0
E00033506,0,0
E00033507,0,0
E00033508,0,0
E00033509,0,0
E00033510,0,0
E00033511,0,0
E00033512,0,0
E00033513,0,0
E00033514,0,0
E00033515,0,0
E00033516,0,0
E00033517,2.48,0
E00033518,0,0
E00033519,13.0786,0
E00033520,0,0
E00033521,0,0
E00033522,0,0
E00033523,0,0
E00033524,0,0
E00033525,0,0
E00033526,0,0
E00033527,15.2812,15.2812
E00033528,0,0
E00033530,5.4965,5.4965
E00033531,51.6934,51.6934
E00033532,88.6379,87.8602
E00033533,0,0
E00033534,1.6472,0
E00033535,6.9895,0
E00033536,0,0
E00033537,0,0
E00033538,61.1052,61.0989
E00033539,0,0
E00033540,8.2178,0
E00033541,0,0
E00033542,9.8779,0
E00033543,45.2663,0
E00033544,0,0
E00033545,4.998,0
E00033546,12.2605,12.2605
E00033547,0,0
E00033548,0,0
E00033549,0,0
E00033550,10.9309,0
E00033551,41.4839,0
E00033552,0,0
E00033553,2.2056,0
E00033554,0,0
E00033555,2.6699,0
E00033556,0,0
E00033557,0,0
E00033558,0,0
E00033559,0,0
E00033560,13.1364,0
E00033561,27.3958,0
E00033562,58.7978,58.7978
E00033563,0,0
E00033564,28.5265,28.5265
E00033565,0,0
E00033566,0,0
E00033567,0,0
E00033568,11.9827,7.1105
E00033569,11.6734,8.2308
E00033570,4.6032,4.6032
E00033571,0,0
E00033572,0,0
E00033573,0,0
E00033574,0,0
E00033575,0,0
E00033576,0,0
E00033577,0,0
E00033580,0,0
E00033581,0,0
E00033582,0,0
E00033583,0,0
E00033584,7.2041,0
E00033585,0,0
E00033586,22.7701,0
E00033587,0.4844,0
E00033589,0,0
E00033590,0,0
E00033591,0,0
E00033592,0,0
E00033593,0,0
E00033594,0,0
E00033595,24.9334,0
E00033596,23.5662,0
E00033597,0,0
E00033598,0,0
E00033599,0,0
E00033600,17.2452,0
E00033601,0,0
E00033602,0,0
E00033603,3.3007,0
E00033604,0,0
E00033605,0,0
E00033606,0,0
E00033607,0,0
E00033608,14.9554,0
E00033611,0,0
E00033613,0,0
E00033614,0,0
E00033616,26.9086,26.9086
E00033618,0,0
E00033620,0,0
E00033621,5.2903,0
E00033623,3.9703,0
E00033624,1.6158,0
E00033625,19.9225,0
E00033626,0,0
E00033627,0,0
E00033628,0,0
E00033629,0,0
E00033630,0,0
E00033631,0,0
E00033632,0,0
E00033633,0,0
E00033634,1.7409,0
E00033635,28.9548,0
E00033636,0.5288,0
E00033637,0,0
E00033639,23.5158,0
E00033640,0,0
E00033641,5.3498,0
E00033642,1.8955,0
E00033643,52.3889,0
E00033644,0,0
E00033645,0,0
E00033646,19.0691,0
E00033647,0,0
E00033648,0,0
E00033649,0,0
E00033650,0,0
E00033651,0,0
E00033652,0,0
E00033653,0,0
E00033654,0,0
E00033655,0,0
E00033656,0,0
E00033657,0,0
E00033658,0,0
E00033659,0,0
E00033660,6.8358,6.8358
E00033662,45.4087,10.6798
E00033663,21.5039,21.5039
E00033664,0,0
E00033665,62.117,0
E00033666,2.0343,0
E00033667,53.5852,0
E00033668,48.7407,0
E00033669,3.9182,0
E00033672,48.4891,46.3567
E00033673,0,0
E00033677,10.8692,10.8692
E00033684,16.8223,0
E00033686,0,0
E00033687,1.7222,0
E00033688,0,0
E00033689,4.3948,4.3948
E00033690,0.3699,0.3699
E00033691,30.0547,30.0547
E00033692,0,0
E00033694,0,0
E00033695,0,0
E00033696,0,0
E00033697,2.9195,0
E00033698,0,0
E00033699,59.048,0
E00033700,0,0
E00033701,11.1383,0
E00033702,0,0
E00033703,0,0
E00033704,0,0
E00033705,0,0
E00033706,0,0
E00033707,45.5033,0
E00033708,3.9457,3.9457
E00033709,11.757,11.757
E00033710,0,0
E00033711,16.4012,16.4012
E00033712,8.0993,8.0993
E00033713,0,0
E00033715,60.0566,0
E00033716,0,0
E00033717,5.6532,0
E00033718,1.4977,0
E00033719,0,0
E00033720,0,0
E00033721,42.8841,25.4107
E00033722,0,0
E00033723,0,0
E00033724,10.8197,0
E00033725,12.1552,0
E00033726,0,0
E00033727,0,0
E00033728,0,0
E00033729,0,0
E00033730,0.5738,0
E00033731,0,0
E00033732,0,0
E00033733,0,0
E00033734,0,0
E00033735,47.4249,18.9615
E00033736,0,0
E00033737,0,0
E00033738,0,0
E00033739,0,0
E00033740,0,0
E00033741,0,0
E00033742,0,0
E00033743,0,0
E00033744,0,0
E00033745,0,0
E00033746,4.2341,0
E00033747,0,0
E00033748,9.3294,0
E00033749,0.0571,0.0571
E00033750,22.3131,22.3131
E00033752,0,0
E00033753,0,0
E00033754,0,0
E00033755,0,0
E00033756,0,0
E00033758,0,0
E00033759,0,0
E00033762,31.6127,31.6127
E00033763,0,0
E00033764,35.951,35.951
E00033765,6.0611,6.0611
E00033766,0,0
E00033767,0,0
E00033768,1.1457,1.1457
E00033769,0,0
E00033770,0,0
E00033771,0,0
E00033773,0.3212,0.3212
E00033774,0,0
E00033775,0,0
E00033776,0,0
E00033777,2.6495,0
E00033778,0,0
E00033779,0,0
E00033780,0,0
E00033781,3.8498,0
E00033782,0.1602,0.1602
E00033783,0,0
E00033784,0.7725,0
E00033785,87.3722,87.3722
E00033786,46.1183,46.1183
E00033787,0.4086,0.4086
E00033788,0,0
E00033789,0.1671,0.1671
E00033790,0.4157,0.4157
E00033791,0,0
E00033792,0,0
E00033793,0,0
E00033794,0,0
E00033795,0,0
E00033796,0,0
E00033797,36.195,30.3786
E00033798,6.28,6.28
E00033799,2.9351,2.9351
E00033800,0,0
E00033801,0,0
E00033802,0,0
E00033803,0.0234,0
E00033804,19.4493,0
E00033805,0,0
E00033806,59.2223,59.2223
E00033807,3.4904,0
E00033808,0,0
E00033810,0,0
E00033812,16.0799,0
E00033813,0,0
E00033814,0,0
E00033815,0,0
E00033816,0,0
E00033818,0,0
E00033819,0,0
E00033820,0,0
E00033821,0,0
E00033822,0,0
E00033823,0,0
E00033824,0,0
E00033825,0,0
E00033826,36.6271,36.6271
E00033827,0,0
E00033828,0,0
E00033829,0,0
E00033832,0,0
E00033833,0,0
E00033836,32.0829,32.0829
E00033837,15.6849,0
E00033838,0,0
E00033840,0,0
E00033841,0,0
E00033842,0,0
E00033843,0,0
E00033844,0,0
E00033845,0,0
E00033846,1.5201,0
E00033847,0,0
E00033848,0.9059,0
E00033849,0,0
E00033850,0,0
E00033851,2.529,0
E00033852,0,0
E00033853,23.2225,0
E00033854,0,0
E00033855,0,0
E00033856,12.2993,0.0574
E00033857,0,0
E00033859,0,0
E00033861,40.0721,0
E00033862,66.0266,0
E00033863,0.8628,0
E00033864,35.16,0
E00033865,1.3744,0
E00033866,49.8814,0
E00033867,32.5703,0
E00033868,0.3337,0
E00033869,0,0
E00033870,0,0
E00033871,44.9131,0
E00033872,0,0
E00033873,0,0
E00033874,0,0
E00033875,0,0
E00033876,0,0
E00033877,0,0
E00033878,0,0
E00033879,0,0
E00033880,0,0
E00033881,0,0
E00033882,0,0
E00033883,0,0
E00033884,0,0
E00033885,0.1993,0
E00033886,0,0
E00033887,0,0
E00033888,0,0
E00033889,0,0
E00033890,0,0
E00033891,0,0
E00033892,0,0
E00033893,0,0
E00033894,0,0
E00033895,8.9377,0
E00033896,0,0
E00033897,2.0396,2.0396
E00033898,0,0
E00033899,8.8966,0
E00033900,8.5385,0
E00033901,17.7654,17.5174
E00033902,28.0542,0
E00033903,0,0
E00033904,0,0
E00033905,0,0
E00033906,0.0361,0.0361
E00033907,0,0
E00033908,0,0
E00033909,0,0
E00033910,0,0
E00033911,0,0
E00033913,0,0
E00033914,0.8455,0
E00033915,78.5413,78.5413
E00033917,0.9232,0
E00033918,0,0
E00033919,0,0
E00033920,0,0
E00033921,0,0
E00033922,0,0
E00033923,0,0
E00033924,0,0
E00033925,0,0
E00033926,0,0
E00033927,0,0
E00033928,0,0
E00033930,10.0547,0
E00033931,0,0
E00033932,0,0
E00033933,0,0
E00033934,0,0
E00033935,0,0
E00033936,0,0
E00033937,0,0
E00033938,0,0
E00033939,0,0
E00033940,0,0
E00033941,0,0
E00033942,0,0
E00033943,0,0
E00033944,2.5936,0
E00033945,0,0
E00033946,24.5682,0
E00033947,0,0
E00033948,0,0
E00033949,0,0
E00033950,33.998,0
E00033951,0,0
E00033952,3.0112,0
E00033953,0,0
E00033954,0,0
E00033955,0,0
E00033956,0,0
E00033957,0,0
E00033958,0,0
E00033959,0,0
E00033960,0,0
E00033961,0,0
E00033962,0,0
E00033963,0,0
E00033964,0,0
E00033965,0,0
E00033966,0,0
E00033967,0,0
E00033968,0,0
E00033969,0,0
E00033970,0,0
E00033971,0,0
E00033972,0.3266,0
E00033973,0,0
E00033974,0,0
E00033975,0,0
E00033976,6.4485,6.4485
E00033977,4.4698,4.4698
E00033978,12.802,12.802
E00033979,0,0
E00033980,0,0
E00033981,0,0
E00033982,0,0
E00033983,0,0
E00033984,31.1523,0
E00033985,0,0
E00033986,0,0
E00033987,0,0
E00033988,0,0
E00033989,0,0
E00033990,0,0
E00033991,0,0
E00033992,6.8704,0
E00033993,1.2827,0
E00033994,0,0
E00033995,0,0
E00033996,0,0
E00033997,62.0219,0
E00033998,69.9762,0
E00033999,0,0
E00034000,0,0
E00034001,8.3884,4.4033
E00034002,1.8339,1.1769
E00034003,0,0
E00034004,17.5899,0
E00034005,2.7666,0
E00034006,3.3511,0
E00034007,0,0
E00034008,0.5583,0
E00034009,0,0
E00034010,4.7731,0
E00034011,69.3541,0
E00034012,0,0
E00034013,1.0029,0
E00034014,0,0
E00034015,28.6797,0
E00034016,67.284,0
E00034017,0,0
E00034019,0,0
E00034020,0,0
E00034021,0.0939,0
E00034022,0,0
E00034023,1.2854,0
E00034024,0,0
E00034025,5.0735,0
E00034026,0,0
E00034027,35.7468,0
E00034028,0,0
E00034029,0,0
E00034030,0,0
E00034031,0,0
E00034032,0,0
E00034033,0,0
E00034034,0,0
E00034035,0,0
E00034036,0,0
E00034037,0,0
E00034038,0,0
E00034039,0,0
E00034040,0,0
E00034041,5.8838,0
E00034042,8.9061,0
E00034043,0,0
E00034044,0,0
E00034045,57.5029,0
E00034046,0,0
E00034047,0,0
E00034048,6.018,0
E00034049,0,0
E00034050,0,0
E00034051,0,0
E00034052,0,0
E00034053,0,0
E00034054,0,0
E00034055,0,0
E00034056,0,0
E00034057,0,0
E00034058,0,0
E00034059,0,0
E00034061,0,0
E00034062,0,0
E00034063,0,0
E00034064,0,0
E00034065,0,0
E00034066,0,0
E00034067,0,0
E00034068,0,0
E00034069,0,0
E00034070,0.1034,0
E00034071,0,0
E00034072,0,0
E00034073,0,0
E00034074,0,0
E00034075,0,0
E00034076,6.3839,0
E00034077,0,0
E00034078,0,0
E00034079,0,0
E00034080,0,0
E00034081,0,0
E00034082,0,0
E00034083,0,0
E00034084,0,0
E00034085,0,0
E00034086,0,0
E00034087,0,0
E00034088,0,0
E00034089,0,0
E00034090,0,0
E00034091,0,0
E00034092,0,0
E00034093,0,0
E00034094,0,0
E00034095,0,0
E00034096,0,0
E00034097,0,0
E00034098,0,0
E00034099,68.4608,0
E00034100,0,0
E00034101,0,0
E00034102,0,0
E00034104,0,0
E00034106,0,0
E00034107,0,0
E00034108,63.1633,0
E00034109,0,0
E00034110,0,0
E00034111,0,0
E00034113,0,0
E00034114,0,0
E00034115,0,0
E00034116,0,0
E00034117,0,0
E00034118,0,0
E00034119,0,0
E00034120,0,0
E00034121,0,0
E00034122,0,0
E00034123,0,0
E00034124,0,0
E00034125,0,0
E00034126,0,0
E00034127,0,0
E00034130,0,0
E00034131,0,0
E00034132,0,0
E00034133,0,0
E00034134,0,0
E00034135,0,0
E00034136,44.8494,0
E00034137,0,0
E00034138,0,0
E00034139,0,0
E00034140,0,0
E00034141,0,0
E00034142,0,0
E00034143,0,0
E00034144,0,0
E00034145,0,0
E00034146,0,0
E00034147,0,0
E00034148,0,0
E00034149,0,0
E00034150,0,0
E00034151,0,0
E00034152,0,0
E00034153,0,0
E00034154,0,0
E00034156,0,0
E00034157,0,0
E00034158,0,0
E00034159,64.4487,0
E00034160,0,0
E00034161,5.4255,0
E00034162,0.8645,0
E00034163,0.2667,0
E00034164,0,0
E00034165,0,0
E00034167,0,0
E00034168,0,0
E00034169,59.9308,0
E00034170,0,0
E00034171,35.884,0
E00034172,0,0
E00034173,0,0
E00034174,0,0
E00034175,0,0
E00034176,0,0
E00034177,4.8067,0
E00034178,0,0
E00034180,0,0
E00034182,0.7985,0
E00034184,0.6451,0
E00034185,24.3529,0
E00034187,0,0
E00034188,0,0
E00034189,0,0
E00034190,0,0
E00034191,0,0
E00034192,0,0
E00034193,0,0
E00034194,0.7167,0
E00034195,5.6957,0
E00034196,0,0
E00034197,0,0
E00034199,0,0
E00034201,0,0
E00034202,0,0
E00034203,0,0
E00034208,0,0
E00034209,0,0
E00034211,0,0
E00034212,0,0
E00034213,0,0
E00034215,0,0
E00034216,22.6598,22.6598
E00034219,0,0
E00034221,0,0
E00034223,0,0
E00034224,37.7157,37.7157
E00034225,0,0
E00034227,0,0
E00034228,0,0
E00034230,2.6667,2.6667
E00034231,4.8026,3.4132
E00034234,0.8351,0
E00034235,0,0
E00034236,0,0
E00034237,0,0
E00034238,0,0
E00034239,0,0
E00034240,0,0
E00034241,0.0412,0
E00034242,0,0
E00034243,0,0
E00034244,0,0
E00034245,6.2643,0
E00034246,0,0
E00034247,0.5548,0
E00034248,0,0
E00034249,18.1793,0
E00034250,0,0
E00034251,26.8559,26.8559
E00034252,0,0
E00034253,13.3194,0
E00034254,0,0
E00034255,0,0
E00034256,0,0
E00034257,29.248,0
E00034258,0,0
E00034259,8.1367,0
E00034260,2.1531,0
E00034261,14.4734,0
E00034262,0.7239,0
E00034263,3.8292,0
E00034264,0,0
E00034265,36.2584,0
E00034266,2.9403,0
E00034267,23.1872,0
E00034268,22.1971,0
E00034269,17.1681,0
E00034270,0,0
E00034271,0,0
E00034272,0,0
E00034273,8.7888,8.7888
E00034274,0,0
E00034275,0.0044,0
E00034276,0,0
E00034277,0,0
E00034278,0,0
E00034279,0,0
E00034280,9.6245,0
E00034281,0,0
E00034282,81.9138,81.9138
E00034283,0.8833,0.8833
E00034284,57.1464,57.1464
E00034285,0,0
E00034286,0,0
E00034287,0,0
E00034288,0,0
E00034289,0,0
E00034290,0,0
E00034291,0.1025,0
E00034292,0,0
E00034293,2.6076,0
E00034295,0,0
E00034296,0,0
E00034297,0,0
E00034298,0,0
E00034299,0,0
E00034300,0,0
E00034301,37.3163,0
E00034302,0,0
E00034303,0,0
E00034304,0,0
E00034305,8.4375,0
E00034306,0,0
E00034307,27.8866,0
E00034308,0,0
E00034309,0,0
E00034310,0,0
E00034311,0,0
E00034312,0,0
E00034313,0,0
E00034314,0,0
E00034315,34.974,34.974
E00034316,1.1725,0
E00034317,0,0
E00034318,0,0
E00034319,0,0
E00034320,0.7937,0
E00034321,0,0
E00034322,4.5734,0
E00034323,0,0
E00034324,5.7334,0
E00034325,0,0
E00034326,2.6916,0
E00034327,0,0
E00034328,0,0
E00034329,0,0
E00034330,3.9398,0
E00034331,0,0
E00034332,0.1022,0
E00034333,0,0
E00034335,0,0
E00034336,0,0
E00034337,0,0
E00034338,0,0
E00034339,0,0
E00034340,0,0
E00034341,0,0
E00034342,0,0
E00034343,0,0
E00034344,6.5506,0.5796
E00034345,0,0
E00034346,0,0
E00034347,0,0
E00034348,0,0
E00034349,0,0
E00034350,0,0
E00034351,3.2631,0
E00034352,4.9043,1.9737
E00034353,0,0
E00034354,0,0
E00034355,0,0
E00034356,0,0
E00034358,0,0
E00034359,0,0
E00034360,0,0
E00034361,0,0
E00034362,7.711,7.5662
E00034363,0,0
E00034364,0,0
E00034365,0,0
E00034366,0,0
E00034368,1.4942,0
E00034369,0,0
E00034371,0,0
E00034372,0,0
E00034373,0,0
E00034374,0,0
E00034375,0,0
E00034376,6.8585,0
E00034377,0,0
E00034378,3.9371,3.9371
E00034379,0,0
E00034380,8.1,8.1
E00034381,0,0
E00034382,63.1958,0
E00034383,0,0
E00034384,0,0
E00034386,0,0
E00034387,0,0
E00034388,0,0
E00034389,0,0
E00034390,14.8787,0
E00034391,0,0
E00034392,0,0
E00034393,0,0
E00034394,0,0
E00034395,0,0
E00034396,0,0
E00034397,0.9515,0
E00034398,0,0
E00034399,0,0
E00034400,0,0
E00034401,0,0
E00034402,0,0
E00034403,0,0
E00034404,0,0
E00034405,0,0
E00034406,0,0
E00034409,0,0
E00034412,8.6878,0
E00034413,0,0
E00034414,0,0
E00034415,0,0
E00034416,14.8906,14.8906
E00034417,0,0
E00034418,16.5912,0
E00034419,5.2704,0
E00034420,27.8196,0
E00034421,30.528,0
E00034422,7.9902,0
E00034424,20.2724,0
E00034425,0,0
E00034427,0,0
E00034428,0,0
E00034429,0,0
E00034430,0,0
E00034431,0,0
E00034432,0,0
E00034433,0,0
E00034434,0,0
E00034435,0,0
E00034436,0,0
E00034437,0,0
E00034438,0,0
E00034439,16.4296,0
E00034440,0,0
E00034441,0,0
E00034442,1.4489,0
E00034443,32.2219,32.2219
E00034444,0,0
E00034446,0.5497,0
E00034447,0,0
E00034448,0,0
E00034449,11.8429,11.8429
E00034451,9.1514,0
E00034453,3.5732,0
E00034454,0.3913,0
E00034455,0,0
E00034456,0,0
E00034457,0,0
E00034458,0,0
E00034459,0,0
E00034460,0,0
E00034461,0,0
E00034462,0,0
E00034463,0,0
E00034464,0,0
E00034465,0,0
E00034466,0,0
E00034467,0,0
E00034468,0,0
E00034469,0,0
E00034470,0,0
E00034471,16.8939,16.8939
E00034472,0,0
E00034473,11.4419,11.4419
E00034474,0,0
E00034475,0,0
E00034476,0,0
E00034477,0,0
E00034478,0,0
E00034479,0,0
E00034480,24.6207,0
E00034481,0,0
E00034482,0,0
E00034483,0,0
E00034484,0.2063,0
E00034485,0,0
E00034486,7.0922,0
E00034487,0.7701,0
E00034488,0,0
E00034489,0,0
E00034490,1.0107,0
E00034491,0,0
E00034492,0,0
E00034493,0,0
E00034494,21.473,0
E00034495,5.9912,0
E00034496,1.0571,0
E00034497,4.5928,0
E00034498,8.9125,0
E00034499,1.5011,0
E00034500,0,0
E00034501,0,0
E00034502,0,0
E00034503,0,0
E00034504,0,0
E00034505,17.6216,0
E00034506,0,0
E00034507,0,0
E00034508,35.2635,1.5889
E00034509,1.6548,0
E00034510,0,0
E00034511,0.3659,0
E00034512,10.5656,0
E00034513,6.8538,5.244
E00034514,3.796,0
E00034515,24.8046,2.6853
E00034516,0,0
E00034517,0,0
E00034518,0,0
E00034519,0,0
E00034520,10.7542,0
E00034521,0,0
E00034522,0,0
E00034523,1.4031,0
E00034524,3.6704,3.6704
E00034525,0,0
E00034526,12.4395,0
E00034527,55.6105,0.1224
E00034528,35.8022,35.8022
E00034529,0,0
E00034530,1.7763,0
E00034531,0,0
E00034532,0,0
E00034533,2.7346,0
E00034534,0,0
E00034535,5.3131,0
E00034536,0,0
E00034537,0,0
E00034538,0,0
E00034539,0,0
E00034540,0,0
E00034541,0,0
E00034542,6.7562,6.7562
E00034543,0,0
E00034544,14.3431,0
E00034545,19.0895,18.4253
E00034546,0,0
E00034547,0,0
E00034548,0,0
E00034549,0,0
E00034550,4.9261,4.9261
E00034551,0,0
E00034552,0,0
E00034553,0,0
E00034554,21.7988,0
E00034555,6.5231,5.4705
E00034556,32.1466,32.1466
E00034557,49.4689,49.4689
E00034558,11.6834,8.2636
E00034559,7.1236,0
E00034560,5.9337,5.9337
E00034561,0,0
E00034562,1.3714,1.3714
E00034563,11.7034,0
E00034564,0,0
E00034565,0,0
E00034566,4.2362,4.2362
E00034567,7.9591,7.9591
E00034568,52.0732,52.0732
E00034569,0,0
E00034570,3.3035,0
E00034571,74.5656,74.5656
E00034572,14.6993,14.6993
E00034573,35.9799,35.6012
E00034574,0,0
E00034575,0,0
E00034576,11.4897,0
E00034577,0,0
E00034578,3.2959,0
E00034579,1.8837,0
E00034580,0.1278,0.1278
E00034581,8.171,8.171
E00034582,0,0
E00034583,0,0
E00034584,0,0
E00034585,0.0712,0
E00034586,23.1496,0
E00034587,1.9758,0
E00034588,0.486,0
E00034589,0,0
E00034590,0,0
E00034591,4.9893,0
E00034592,0,0
E00034593,0,0
E00034594,0.0039,0
E00034595,0,0
E00034596,0.2073,0
E00034597,0,0
E00034598,0,0
E00034599,0.0267,0
E00034600,0.7561,0
E00034601,4.4175,0
E00034602,16.1366,0
E00034603,40.8329,0
E00034604,4.8056,0
E00034605,11.5995,0
E00034606,3.3866,0
E00034607,0,0
E00034608,9.6438,0
E00034609,0,0
E00034610,26.3778,0
E00034611,76.1769,0
E00034612,0,0
E00034613,0,0
E00034614,2.9256,0
E00034615,47.3907,0
E00034616,0,0
E00034617,13.7462,0
E00034618,18.8813,0
E00034619,31.4627,0
E00034620,0,0
E00034621,0,0
E00034622,0,0
E00034623,0,0
E00034624,0,0
E00034626,0.033,0
E00034627,0,0
E00034628,0,0
E00034630,0,0
E00034631,65.6261,37.6614
E00034632,0,0
E00034633,0,0
E00034634,0,0
E00034635,0,0
E00034636,0,0
E00034637,0,0
E00034638,0,0
E00034639,77.7042,30.2343
E00034640,17.7874,15.5041
E00034641,3.5575,0
E00034642,0,0
E00034643,0,0
E00034644,0.652,0
E00034645,0,0
E00034646,0,0
E00034647,0.6535,0.0355
E00034648,14.0011,0
E00034649,3.3327,0
E00034650,13.9855,0
E00034651,31.4824,0
E00034652,0,0
E00034653,26.6415,0
E00034654,4.1881,0
E00034655,0.9592,0
E00034656,0,0
E00034657,0,0
E00034658,0,0
E00034659,8.6822,0
E00034660,0,0
E00034661,0,0
E00034662,0,0
E00034663,0,0
E00034664,17.9764,0
E00034665,48.3932,0
E00034666,39.8577,39.8577
E00034667,0,0
E00034668,0,0
E00034669,3.8798,0
E00034670,2.1064,0
E00034671,0.4733,0
E00034672,15.018,0
E00034673,76.1963,76.1963
E00034674,5.9919,5.9919
E00034675,9.697,0
E00034676,2.4827,0
E00034677,0,0
E00034678,16.1181,2.0295
E00034679,37.7519,37.1361
E00034680,0.2407,0
E00034681,0.0361,0
E00034682,0,0
E00034683,0,0
E00034684,0,0
E00034685,0,0
E00034686,0,0
E00034687,0,0
E00034688,0,0
E00034689,0,0
E00034690,0,0
E00034691,0,0
E00034692,11.1761,0
E00034693,0,0
E00034694,0,0
E00034695,0,0
E00034696,0,0
E00034697,47.2909,0
E00034698,9.7688,0
E00034699,0,0
E00034700,0,0
E00034701,0,0
E00034702,0,0
E00034703,0,0
E00034704,0,0
E00034705,65.2005,65.2005
E00034706,4.375,0
E00034707,0.0215,0
E00034708,4.5656,0
E00034709,0,0
E00034710,0.0148,0
E00034711,10.7486,0
E00034712,0.6107,0
E00034713,0,0
E00034714,0.3758,0.3758
E00034715,0,0
E00034716,0,0
E00034717,0.169,0
E00034718,0,0
E00034719,31.535,0
E00034720,0,0
E00034721,0,0
E00034722,5.7189,0
E00034723,7.7784,0
E00034724,1.9053,1.9053
E00034725,0,0
E00034726,1.0501,0
E00034727,0.9369,0.9369
E00034728,0,0
E00034729,0,0
E00034731,5.6604,0
E00034732,0,0
E00034733,0,0
E00034734,35.3021,35.3021
E00034735,19.7445,6.2067
E00034736,16.2723,16.2723
E00034737,10.5306,10.485
E00034738,0,0
E00034739,0,0
E00034740,42.1963,42.1963
E00034741,0,0
E00034742,0,0
E00034743,0,0
E00034744,18.732,0
E00034745,0,0
E00034746,0.0532,0
E00034747,0.3897,0
E00034748,0.1458,0
E00034749,0,0
E00034750,3.3133,0
E00034751,0,0
E00034752,0,0
E00034753,0,0
E00034754,1.645,0
E00034755,0.0005,0
E00034756,0,0
E00034757,3.9094,0
E00034758,0,0
E00034759,0,0
E00034760,0,0
E00034761,0,0
E00034762,1.8744,0
E00034763,0.799,0
E00034764,0,0
E00034765,0.317,0
E00034766,1.3558,0
E00034767,0,0
E00034768,0,0
E00034769,0,0
E00034770,0,0
E00034771,27.3884,0
E00034772,9.2043,0
E00034773,7.6089,0
E00034774,0,0
E00034776,0,0
E00034778,4.9691,0
