MSOA21CD,GreenspaceTotal,GreenspacePublic,TreeCover,OutdoorAddresses
E02001597,1.9683,0.594,11.7278,95.7278
E02001598,3.2849,1.6668,16.5889,97.5238
E02001600,3.7435,0,19.5282,95.7775
E02001602,13.8926,0,12.628,98.9255
E02001603,2.5364,1.0485,8.1169,97.3465
E02001604,11.5059,9.9363,15.8581,93.0691
E02001605,0.4473,0.0778,13.3862,94.6073
E02001606,4.092,0.8192,10.4246,97.0385
E02001607,3.6301,1.6966,7.6209,97.658
E02001608,9.2472,1.5305,14.9622,96.1009
E02001609,5.2554,0.3043,11.0048,96.7354
E02001610,0.8895,0,10.3413,96.5888
E02001611,3.0651,0.1098,14.7365,93.3205
E02001612,3.712,0.1744,23.1963,89.9055
E02001613,3.4701,1.0499,23.8369,95.1214
E02001614,4.3749,1.6218,21.3483,97.0329
E02001615,2.5831,0.5731,27.1093,94.9256
E02001616,4.9242,2.5618,11.4194,93.9939
E02001617,3.8525,0,17.8986,99.5886
E02001618,0.609,0.02,26.4633,91.4943
E02001619,4.2106,0.2964,9.3033,94.0468
E02001620,19.7236,0.0025,12.0087,96.36
E02001621,26.0096,15.0609,12.0655,91.3209
E02001622,2.2293,0.1721,14.2221,93.731
E02001623,9.9689,4.2448,18.6461,90.7327
E02001624,13.7394,0,18.551,91.9777
E02001625,12.8952,4.7629,13.0236,97.8567
E02001626,5.1131,0,8.4851,96.9965
E02001627,10.7573,7.1439,9.5346,85.0643
E02001628,4.8919,0,9.1481,95.2926
E02001629,5.1952,3.1798,17.1013,91.0591
E02001630,14.7461,5.019,19.862,95.1015
E02001631,6.7427,0,11.5182,94.8991
E02001632,2.2974,0.0593,12,79.6467
E02001633,1.3725,0,15.1779,94.0968
E02001634,12.8679,1.5616,14.2559,93.6822
E02001635,3.3595,0,21.8952,88.0145
E02001636,5.4639,4.7949,11.3758,75.2606
E02001637,22.3148,0.0466,10.6176,95.2281
E02001638,1.1447,0,7.9256,96.2576
E02001639,8.7668,0,15.4555,93.2931
E02001640,15.291,11.6608,19.1736,87.9037
E02001642,7.3964,0,10.8718,96.4438
E02001643,17.2562,0,22.7975,92.0845
E02001646,7.7344,7.0319,20.4676,73.6675
E02001647,2.3013,0,21.3681,95.9585
E02001648,3.9991,2.3319,35.3682,43.9797
E02001649,15.2663,9.4477,9.3184,92.8421
E02001650,8.749,0.5946,11.7978,52.4064
E02001651,0.5536,0,18.0289,93.6133
E02001652,2.5889,1.6013,5.8196,63.964
E02001653,17.7535,15.8981,15.3497,83.324
E02001654,19.08,17.0574,15.5766,96.1635
E02001655,11.3145,0,15.4906,89.5548
E02001656,1.7765,0,18.1245,92.1369
E02001657,16.5393,11.9034,16.6488,96.0106
E02001658,0.7547,0,6.9058,97.5813
E02001659,23.1203,19.5768,31.4,76.2684
E02001660,1.999,0,18.0615,89.504
E02001661,6.8214,0,22.2967,78.445
E02001662,8.6936,0,8.659,94.4255
E02001663,16.3827,13.2714,14.059,92.5851
E02001664,3.6925,0,10.9783,88.6418
E02001665,6.6755,1.7138,31.8449,93.8217
E02001666,8.6623,6.9412,16.3996,98.1481
E02001669,10.8318,0.4672,17.6933,95.9296
E02001670,8.9759,0,27.1816,85.2716
E02001671,0.9247,0.6771,17.7906,93.8541
E02001672,6.3351,0.0442,15.8735,93.8506
E02001673,1.7039,0,21.0015,97.246
E02001674,41.0326,24.4458,22.2968,89.6724
E02001675,2.2811,0,20.1159,95.7462
E02001676,33.6132,0.7205,32.8827,95.8794
E02001678,4.4597,0.4193,27.2146,93.9914
E02001679,7.9807,4.4674,11.6982,88.0039
E02001680,9.8089,4.6014,11.5161,69.4721
E02001681,10.9091,0,24.8714,90.8514
E02001682,7.0339,3.8891,14.3277,95.024
E02001683,7.2493,0.1249,10.1895,93.4441
E02001684,15.4457,5.909,12.7034,83.8281
E02001685,14.2112,4.3755,9.9384,93.5527
E02001686,19.8733,14.9015,21.105,94.3885
E02001688,4.4365,1.9285,10.7645,83.2113
E02001689,3.212,0,7.4232,87.8884
E02001690,10.1819,4.2599,10.0439,94.4396
E02001691,31.8816,18.8,10.4639,96.152
E02001692,11.1929,1.732,12.3497,93.7633
E02001693,6.4247,0.2298,12.4019,94.3616
E02001694,3.7761,0,14.9421,97.4957
E02001695,12.2428,0,13.1487,95.8659
E02001696,12.8934,4.7581,7.641,97.746
E02001697,2.4424,0,10.366,92.8163
E02001698,6.5206,2.8471,14.7013,95.3883
E02001699,19.3004,11.1668,9.776,95.363
E02001700,6.9834,2.7686,15.8739,95.4943
E02001701,6.3082,4.4521,20.0716,91.1437
E02001702,4.6309,0,7.6607,89.7422
E02001703,5.9246,5.282,30.526,94.8466
E02001704,21.3542,0.5771,8.6368,80.7032
E02001706,1.7363,0,11.131,95.7002
E02001707,7.3104,0,8.2981,95.6734
E02001709,28.9791,0.3477,16.9057,93.0913
E02001710,4.1078,0,8.6798,92.2769
E02001711,4.3254,1.298,9.6533,95.9015
E02001712,14.5546,1.8303,13.7127,91.2475
E02001713,7.6495,5.4103,11.1921,93.8296
E02001714,17.8496,7.8529,12.7039,94.7704
E02001715,16.9928,0.0687,6.5474,90.6063
E02001718,9.7135,0,6.581,92.4573
E02001719,15.8595,0.027,10.0426,91.7928
E02001720,17.9021,0.0296,14.1163,92.2371
E02001721,7.8086,6.266,11.0281,91.9287
E02001722,2.2312,0,7.7588,92.1372
E02001723,23.6137,15.9705,8.0717,96.8632
E02001724,16.2295,4.7359,15.435,88.1528
E02001725,4.4049,0,3.9118,90.9715
E02001726,10.312,0.0619,6.337,94.1117
E02001727,11.3276,0,5.8288,96.3619
E02001728,4.794,0.3377,10.2387,96.2109
E02001729,25.8163,20.5419,6.3676,89.1751
E02001732,6.8833,0,7.371,94.7576
E02001734,14.9125,5.0928,10.2324,93.8214
E02001735,13.5341,5.2901,7.0318,97.273
E02001737,20.676,17.8953,13.9564,85.6743
E02001738,12.5993,0.4159,7.7769,96.689
E02001739,1.268,0,7.4293,98.0845
E02001740,23.0159,10.4629,8.0637,95.9695
E02001741,7.7799,5.3748,9.5903,98.0675
E02001742,3.6685,0,8.3675,96.1078
E02001743,5.6802,1.3229,6.2086,94.2592
E02001744,5.8733,0,6.2551,93.4081
E02001745,1.4466,0.2286,8.0991,98.4536
E02001746,3.3366,0.0006,6.6836,96.3162
E02001747,9.4772,0,4.9047,97.3991
E02001748,7.5145,6.0322,8.2009,91.8367
E02001749,2.9231,0,9.4412,96.1245
E02001750,1.2705,0,4.486,96.5238
E02001751,1.8374,1.0369,8.9055,94.6833
E02001752,3.9088,1.1141,7.9328,97.3865
E02001753,9.2673,5.1239,6.4722,85.9598
E02001754,31.317,1.5343,11.3095,96.7336
E02001755,19.4628,12.8433,14.4188,89.8705
E02001756,1.8915,0,6.4854,96.1802
E02001757,18.7581,0.1392,7.8614,99.3347
E02001758,24.2557,24.2529,11.1508,91.9705
E02001759,3.3292,0.2983,7.5929,83.4584
E02001760,6.9466,0.0021,4.8083,96.2612
E02001761,15.0575,10.6673,6.9133,97.8871
E02001762,22.7459,20.7039,7.0368,96.7893
E02001763,0.9546,0,5.6869,95.2256
E02001764,4.2632,1.4386,8.4767,88.255
E02001765,5.389,0,9.7806,95.5708
E02001766,14.5767,4.0573,12.1107,93.1824
E02001767,28.5153,3.9556,8.6192,92.3295
E02001768,21.7299,18.0281,7.086,92.9348
E02001769,0.9198,0.4346,6.5083,92.5825
E02001770,10.4945,1.1797,7.2605,95.3365
E02001771,5.5668,0,1.6841,96.9986
E02001772,14.5499,7.7996,6.1422,98.6249
E02001773,14.1907,2.2761,7.6292,99.3087
E02001774,3.2949,1.8862,10.3191,91.3377
E02001775,0.214,0,3.9149,98.0823
E02001776,4.6306,4.3135,10.0039,96.9796
E02001777,22.3826,18.3521,11.1675,94.4779
E02001778,0.9504,0,7.3798,96.0256
E02001779,1.0429,0,7.219,96.5407
E02001780,13.2499,12.7487,16.2121,97.7044
E02001781,0.638,0,5.6078,99.053
E02001782,19.0484,10.0149,12.5066,98.136
E02001783,1.8323,0,5.6452,99.0312
E02001784,24.9238,19.1852,13.5894,98.7658
E02001785,8.1267,0.6854,5.4119,96.4568
E02001786,2.3242,0,7.5929,99.0803
E02001787,0.0587,0,4.9606,98.4412
E02001788,11.5747,0.2121,14.894,95.2941
E02001789,7.4304,0.1831,9.0896,96.2133
E02001790,5.8537,0.0646,6.6259,95.3935
E02001791,14.7864,0.8938,6.3229,96.9976
E02001792,11.7979,5.5245,4.2777,97.865
E02001793,16.2895,0,6.4535,96.3184
E02001794,7.5533,0.0758,5.693,94.78
E02001795,7.8541,4.0396,7.2242,93.1754
E02001796,4.0158,2.5598,5.5605,85.5277
E02001797,8.1832,0.0783,11.4794,96.3923
E02001798,1.8986,0,13.324,96.1247
E02001799,8.3856,7.1758,9.1876,91.5986
E02001800,0.3363,0.0524,16.8038,98.0039
E02001801,1.2165,0.8458,2.3827,95.1537
E02001802,13.9866,0,5.5684,92.4885
E02001803,3.1733,2.4812,9.2857,68.9198
E02001804,9.7499,0,13.8621,97.2202
E02001805,33.2671,5.5701,11.7595,98.9177
E02001806,4.9671,2.2028,6.3659,82.6552
E02001807,6.5993,3.7641,14.9899,96.0361
E02001808,18.3162,17.948,6.9807,96.5971
E02001809,2.2113,0.4229,15.631,93.4189
E02001810,5.8464,5.1839,21.2575,98.6003
E02001811,0.4351,0,7.2849,96.9338
E02001812,5.5972,4.8593,11.4278,97.9463
E02001813,6.382,2.8877,5.2175,98.7517
E02001814,7.2202,0,7.8115,96.9177
E02001815,10.0174,7.8779,26.7446,98.0223
E02001816,3.6325,0,8.7186,83.3471
E02001817,13.0712,2.2301,4.5728,95.1212
E02001818,4.961,0.0612,8.0189,96.3935
E02001819,2.8227,2.6505,14.7447,99.1533
E02001820,5.416,3.6042,6.6683,96.0738
E02001821,5.148,0,12.9332,92.3825
E02001822,12.3343,8.6232,9.5555,96.474
E02001823,3.9911,0,7.2826,97.403
E02001824,17.5529,0,8.9838,96.1529
E02001825,5.756,3.7263,11.2915,96.1268
E02001826,9.7002,3.0984,7.733,97.1803
E02001827,1.537,0,15.2187,81.4665
E02001828,8.4724,7.4102,19.8126,83.9356
E02001829,4.8136,0,17.6075,95.0731
E02001830,68.1939,62.1775,37.199,86.418
E02001831,3.0199,0,12.2137,87.5817
E02001832,31.6051,29.7397,23.6594,84.8554
E02001833,8.1669,0,11.2124,91.8908
E02001834,6.9667,0,7.2611,99.0495
E02001835,8.7283,0.8637,18.7478,81.5293
E02001836,1.9796,0,17.0009,92.3716
E02001837,3.6593,0.3984,11.3535,98.0179
E02001838,4.3367,0.2405,11.8167,90.4908
E02001839,8.7849,0,12.6894,92.4037
E02001840,12.3842,11.9155,10.496,92.9595
E02001841,28.8591,0.0027,20.9295,92.5662
E02001842,0.4809,0,12.5605,97.0625
E02001843,6.9503,0,9.9461,95.5841
E02001844,3.9649,0.9136,14.7069,79.9915
E02001845,1.7778,0,12.8342,97.5925
E02001846,10.5199,0.3107,12.5069,92.5806
E02001847,8.1761,1.6428,17.1807,91.7913
E02001848,31.9301,0,12.1953,89.6202
E02001849,7.7517,3.8614,12.1955,80.2181
E02001850,28.6653,1.6269,10.9842,92.8681
E02001851,20.5425,19.7691,12.5853,89.5792
E02001852,6.797,0.7907,12.2787,88.376
E02001855,3.1961,0.9744,6.3469,90.517
E02001856,17.3735,12.3106,12.3226,85.4407
E02001857,3.6714,1.8556,15.2126,86.4725
E02001858,22.4452,16.7992,20.31,73.1832
E02001859,13.5279,0.2881,5.8248,88.7824
E02001860,14.5164,0,9.7124,97.4684
E02001861,7.4687,0,9.928,91.1347
E02001862,22.9227,0,11.639,93.9611
E02001863,14.9807,14.0084,8.7685,84.6354
E02001865,0.0864,0,9.5721,94.7018
E02001866,1.629,1.299,7.7755,91.7
E02001867,4.5593,3.544,7.4669,91.3425
E02001868,12.9541,12.061,13.0466,97.3866
E02001869,3.2254,0.7825,8.4263,71.4961
E02001870,8.5638,4.5082,8.4015,94.6513
E02001871,20.9342,19.8678,11.4976,92.058
E02001872,29.4684,26.621,13.1332,92.6912
E02001873,3.5727,0.9403,12.0259,93.8737
E02001874,9.0415,6.761,7.7495,95.1102
E02001875,7.2969,1.7201,9.5307,54.5214
E02001876,1.7746,1.221,5.1,34.9393
E02001877,5.8804,4.7881,8.6321,88.2316
E02001878,2.7941,2.4394,7.1609,79.95
E02001879,8.7154,7.4916,10.2287,94.6663
E02001880,5.1185,0.9609,9.3863,96.2149
E02001881,20.2439,11.2087,9.5292,91.9779
E02001882,12.5885,6.6553,12.2356,86.3677
E02001883,21.0849,16.2728,11.2003,85.3389
E02001884,9.4445,8.8929,10.3896,97.4845
E02001886,7.036,1.6285,18.3812,96.5854
E02001888,7.2797,0.713,8.2743,94.1581
E02001889,1.3276,0.9494,8.1321,96.4587
E02001890,4.0076,1.8495,25.0338,75.1615
E02001892,27.1303,22.1801,13.1245,94.0843
E02001893,18.4714,4.7039,13.2362,92.9556
E02001895,9.3751,7.0145,11.3173,94.3309
E02001896,15.169,15.169,9.7596,94.2344
E02001897,5.4501,4.9078,8.9412,65.0081
E02001898,10.7779,0,9.5417,96.7789
E02001899,5.2394,2.5716,20.0368,89.9467
E02001900,11.5273,5.4257,21.4056,61.7306
E02001901,9.5365,0,20.3967,79.3873
E02001902,18.4702,0,11.1318,94.0211
E02001903,2.4521,0,5.3644,92.51
E02001904,7.8188,0.3566,9.5976,96.158
E02001905,19.6981,0.7942,24.2604,59.5597
E02001906,5.9146,1.0438,13.5877,96.5805
E02001907,35.5552,16.4878,13.5304,90.7151
E02001908,1.7357,1.7357,4.625,94.066
E02001909,2.6127,1.5283,7.8387,90.7549
E02001910,7.4972,5.2976,9.4245,87.5306
E02001911,15.3845,13.6611,19.7286,88.9074
E02001913,22.9197,0,21.7842,72.7196
E02001914,42.7284,37.7919,35.1454,89.7838
E02001915,6.5005,3.8928,15.6616,90.261
E02001916,3.4117,0,10.131,95.723
E02001918,3.8603,2.9032,25.1402,81.4318
E02001919,3.3776,0,20.9303,79.7965
E02001920,51.0696,51.0446,29.6728,97.7585
E02001921,21.081,8.2974,21.3614,96.9245
E02001922,8.817,0,12.3943,69.5892
E02001923,11.455,9.2667,15.916,94.5506
E02001924,16.2864,4.6733,14.7178,89.7607
E02001925,20.3447,7.5497,25.1038,86.6508
E02001926,4.489,2.9428,18.043,93.3842
E02001927,12.4029,0,15.5204,94.3015
E02001928,15.6289,12.4119,19.9079,89.6785
E02001929,13,10.3644,13.7645,97.267
E02001930,9.6093,0,13.8879,96.0588
E02001931,30.956,15.6099,25.9408,92.8855
E02001932,7.2709,0.4264,12.6938,90.9401
E02001933,11.0258,6.2098,17.6835,96.2466
E02001934,0.8425,0,15.6351,98.7516
E02001935,10.6864,6.6255,16.6235,93.448
E02001936,8.1738,0,14.8314,96.3119
E02001937,23.9634,16.6034,16.3532,87.2485
E02001938,14.2457,9.7609,15.383,90.5574
E02001939,16.467,4.4581,24.8119,62.2925
E02001941,27.7493,18.1363,17.8918,92.9858
E02001942,2.9928,1.5742,17.3773,78.688
E02001943,32.3242,1.9365,18.6294,94.341
E02001944,15.3376,2.9606,17.5564,86.614
E02001945,25.9014,12.2776,16.9002,97.9154
E02001946,1.2379,0,16.987,93.2852
E02001947,0.4575,0,13.0617,70.6336
E02001948,10.5023,8.6444,10.0749,95.2896
E02001949,5.7053,0.942,18.8954,83.4527
E02001950,9.4817,0,15.7101,93.1187
E02001951,0.6979,0,15.2619,95.0908
E02001952,2.7663,0,15.6521,88.8437
E02001953,9.6946,4.602,18.1366,96.1781
E02001954,8.3628,0,18.668,86.5953
E02001955,20.2507,18.3045,11.5463,89.1607
E02001956,4.7877,2.3879,18.9053,91.8541
E02001957,1.0027,0,11.2799,96.5037
E02001958,6.9418,4.456,6.4701,89.3035
E02001959,4.6982,0,6.8282,98.015
E02001961,10.0796,9.7752,4.589,81.1688
E02001962,5.5937,0,3.622,97.9048
E02001963,7.2488,0,5.9041,94.4857
E02001964,7.1255,1.6592,5.9055,91.807
E02001965,3.5739,1.9423,5.7075,88.4871
E02001966,3.614,2.6973,3.1307,92.6405
E02001967,5.1154,0,10.9309,89.7
E02001968,11.1001,0,3.4762,98.6337
E02001969,1.9122,0,3.9967,93.2063
E02001970,20.2999,13.5526,7.6135,84.4783
E02001971,21.7213,0,4.1518,99.1179
E02001972,4.3058,0.8529,4.7819,86.1564
E02001973,8.9528,0,3.0636,89.2984
E02001974,4.3868,0.673,7.042,92.8993
E02001975,3.0207,0,3.3238,98.654
E02001976,9.6833,0,8.4916,81.2482
E02001977,7.0089,4.8009,6.898,81.8416
E02001978,13.0118,0,4.5656,97.2442
E02001979,27.6248,27.4497,9.1482,93.7649
E02001980,1.0279,0,11.1551,89.3681
E02001981,3.9007,2.5852,3.0449,78.8054
E02001982,2.471,0,12.5307,92.3531
E02001983,15.9777,7.2547,11.2565,92.0131
E02001984,8.4891,1.8408,4.6208,97.4482
E02001985,7.22,0,7.39,63.9007
E02001986,2.7238,0,23.2905,79.4506
E02001987,24.2144,16.5999,4.6629,86.7394
E02001988,10.3323,0.5759,8.7568,47.011
E02001989,2.1399,0,5.3206,97.9756
E02001990,7.6278,1.3982,6.5756,97.0169
E02001991,28.0947,15.0305,14.4301,88.8611
E02001992,11.3203,0,7.3882,90.6091
E02001993,11.3228,1.7235,11.7782,87.1221
E02001994,9.883,3.7123,5.7198,93.8244
E02001995,14.3588,2.6457,9.78,86.9222
E02001996,5.3125,0,10.9901,74.1616
E02001997,0.5831,0,8.0273,93.0133
E02001998,8.8191,0,6.7438,99.0279
E02001999,5.1785,0.8207,23.0515,34.5176
E02002000,5.1704,0,9.8745,89.8248
E02002001,4.3874,0,21.5845,96.5673
E02002002,9.8821,0.3596,18.4986,97.0801
E02002003,4.1072,2.2868,14.83,94.3878
E02002004,2.1252,0,8.8683,96.6885
E02002005,9.2485,9.2138,15.4484,96.6622
E02002006,2.7702,0,12.9968,94.9662
E02002007,9.2909,0.0136,20.9294,97.7865
E02002008,5.8336,3.834,19.1129,97.5462
E02002009,2.9185,0,13.585,93.8099
E02002010,10.6899,2.59,10.8754,76.0295
E02002011,3.3445,2.2368,9.7453,95.9747
E02002012,1.4143,0.2129,16.3642,92.6986
E02002013,3.0448,1.1072,8.9317,97.0324
E02002014,9.7232,8.9362,15.4824,86.3721
E02002015,1.2296,0.0016,12.6958,93.7886
E02002016,4.3631,0.6677,12.8887,95.2381
E02002017,7.8751,6.6319,13.9737,92.6073
E02002018,2.3368,0,10.0949,98.8278
E02002019,2.3778,0,15.9376,97.8649
E02002020,4.042,0,17.4843,94.6558
E02002021,3.1253,0.4758,10.7094,85.5695
E02002022,4.912,0,12.3188,95.6214
E02002023,5.0756,5.0295,7.3044,97.4743
E02002024,5.3651,0,18.7564,96.8125
E02002025,4.1566,0,10.6484,91.5123
E02002026,0.7125,0,11.7452,97.9692
E02002027,0.0902,0,11.8833,97.6486
E02002028,3.0464,0,10.3133,89.771
E02002029,17.3568,0,17.2723,96.4547
E02002030,3.235,0,15.0023,91.8582
E02002031,4.2249,0,13.3952,81.5949
E02002032,1.6431,0.5657,17.3727,90.5581
E02002033,5.6409,3.4591,19.4272,92.8656
E02002034,5.0217,0.8461,9.6618,84.5848
E02002035,5.7873,0.2314,15.5878,94.7245
E02002036,11.6782,8.1261,13.667,82.0513
E02002037,10.9055,3.6823,11.4306,96.5409
E02002038,2.6674,1.1299,11.9117,84.8444
E02002039,1.6202,0,14.8919,90.524
E02002040,14.6164,3.1305,13.5713,95.5487
E02002041,7.0335,3.5015,11.7371,97.997
E02002042,0.8593,0,14.2482,96.8495
E02002043,13.958,4.1182,9.6283,97.6286
E02002044,0.4371,0.2,15.4953,96.8872
E02002045,3.4767,0,8.2454,96.706
E02002046,7.6731,0,8.3948,99.0196
E02002047,2.7384,1.0209,8.3145,82.287
E02002048,6.4829,6.4315,19.2851,92.6357
E02002049,1.1437,1.0011,10.0069,90.2135
E02002051,12.9555,5.6965,9.2477,94.9266
E02002052,6.7842,0.9801,10.9805,93.6556
E02002053,0.2082,0,10.6639,92.9851
E02002054,29.5729,29.4639,15.1996,93.8513
E02002055,5.1613,1.2517,9.2873,94.4405
E02002056,5.1626,2.6188,9.712,89.5944
E02002057,7.7845,6.4156,10.644,93.052
E02002058,12.5185,8.239,11.0101,89.592
E02002059,29.8819,16.1875,15.9787,88.1836
E02002060,10.382,5.7743,10.4377,94.5414
E02002061,3.2928,0.4841,7.5559,81.9691
E02002062,37.6509,16.7822,11.6106,82.8858
E02002063,5.8408,3.0328,11.585,93.6674
E02002064,16.3531,15.0475,10.5444,95.0375
E02002065,9.4361,5.1241,10.0383,93.5424
E02002066,5.0708,0.6811,7.2218,93.1675
E02002067,25.2794,10.006,14.8223,95.9544
E02002069,0.8502,0,8.9009,85.3061
E02002070,4.9319,1.4284,9.086,94.0175
E02002071,8.3024,0.8555,7.8986,91.6727
E02002072,9.5128,6.6506,10.9608,89.2196
E02002073,21.083,6.0039,13.2116,98.0334
E02002074,0.7275,0,9.3974,97.8821
E02002075,2.4837,2.3741,10.1511,95.0781
E02002076,29.0994,16.6557,13.6154,94.6163
E02002077,2.853,0,14.3383,91.7009
E02002078,1.2334,0,12.1085,95.3945
E02002079,22.2863,0,12.7132,91.7367
E02002080,15.079,12.0283,18.2424,89.7321
E02002081,3.9343,0.8847,17.8169,86.8389
E02002082,0,0,8.8569,95.8949
E02002083,5.6305,3.2987,9.6798,95.2438
E02002084,1.099,0.5504,13.1783,89.5573
E02002085,27.2729,24.6641,21.7138,89.3443
E02002086,26.7332,23.0106,19.9066,79.0473
E02002087,3.0608,0.1474,7.6532,89.2014
E02002088,13.0749,6.6143,10.3594,87.4663
E02002089,1.9636,0.1328,13.7488,95.3864
E02002090,17.2543,0,9.9728,99.2506
E02002091,20.3973,19.6341,16.8373,97.3203
E02002092,7.797,0,15.6268,92.4492
E02002093,11.5147,0,20.2194,82.302
E02002094,20.319,0,22.1526,86.1824
E02002095,1.9123,0,17.9114,94.5296
E02002096,11.7904,0,19.9005,83.6187
E02002097,3.1726,0.0159,13.3763,90.3927
E02002098,8.6432,0,18.8522,86.0493
E02002099,8.5037,2.4641,24.6583,81.7086
E02002101,2.0864,0.2331,15.5632,88.4977
E02002102,2.1863,0,16.1487,91.7898
E02002103,0.2411,0,17.4538,97.6682
E02002104,9.6181,0,20.3291,89.8485
E02002105,1.2002,0,14.3578,90.6849
E02002106,6.9446,0,19.4367,91.8324
E02002107,18.8367,0,18.5347,91.5444
E02002108,2.5374,0,21.3931,94.4943
E02002109,5.9942,0,17.7576,80.984
E02002110,1.795,0.1439,19.6996,93.8567
E02002111,4.9176,0.0126,8.9705,87.7762
E02002112,0.4818,0.4679,9.2943,94.4469
E02002113,3.8227,0,6.8152,92.8469
E02002114,11.1316,9.6106,9.4572,92.7431
E02002115,17.0509,0,10.5907,92.318
E02002116,0.4571,0,8.9805,95.3277
E02002117,20.1913,9.282,17.295,89.0582
E02002118,15.3955,14.9891,14.0815,96.2359
E02002119,6.1023,1.1599,7.2682,93.4978
E02002120,2.2971,0,11.1723,97.5021
E02002121,11.2491,0,6.0141,93.7153
E02002122,2.3109,0,4.4963,95.9121
E02002123,3.3969,0,10.5612,91.3059
E02002124,12.7238,0,8.7363,84.1633
E02002125,3.1724,0.7553,10.3248,94.8819
E02002126,1.0141,1.0141,6.8671,95.5703
E02002127,9.0722,1.1211,10.3735,92.181
E02002128,34.0159,31.4762,21.3809,92.6166
E02002129,0.9568,0,10.4956,96.0784
E02002130,15.1672,14.7495,13.965,95.4006
E02002131,6.5573,0.0314,13.7454,94.4359
E02002132,7.8526,0,9.9689,96.707
E02002133,21.4059,8.153,19.3393,80.1198
E02002134,9.3579,5.6036,14.4987,93.014
E02002135,4.3241,0,9.2175,82.3026
E02002136,2.1128,0,10.3921,81.0561
E02002137,4.5233,1.0862,20.0482,92.4605
E02002138,28.7682,25.5782,17.4932,86.9857
E02002139,6.9458,0.6111,16.1519,61.5867
E02002140,7.0723,5.1056,9.6547,88.4804
E02002141,0.691,0.1179,7.3881,93.3234
E02002142,8.0525,1.091,11.335,89.5418
E02002143,7.9691,3.9884,10.1358,93.5542
E02002144,14.3111,0,20.1247,93.8521
E02002145,5.9451,2.7,7.7331,89.3554
E02002146,35.6718,4.6578,16.855,94.5502
E02002147,5.1043,1.9139,10.6061,93.0129
E02002148,7.1734,0.0046,16.6307,94.1104
E02002149,10.7243,0,12.8686,95.2925
E02002150,4.9309,0,11.778,92.1325
E02002151,0.1093,0,15.0033,95.3053
E02002152,4.6717,0,13.9084,98.5708
E02002153,6.404,0,9.6825,95.1726
E02002154,16.5731,0.2212,18.8116,91.7049
E02002155,6.2563,3.3804,7.8032,93.8702
E02002156,0.283,0,8.4914,96.8555
E02002157,21.7079,0,19.334,94.3928
E02002158,0.2216,0,9.1225,91.7904
E02002159,7.4088,7.1424,8.6065,96.6287
E02002160,2.6233,2.2888,10.2556,95.3014
E02002161,5.1512,0.0938,11.9527,91.9676
E02002162,10.7345,0,22.3246,91.0125
E02002163,6.7712,2.3954,11.1244,70.776
E02002164,0.9569,0,11.985,74.9604
E02002165,12.0076,11.456,17.7612,79.651
E02002166,6.9204,6.8329,10.393,96.3107
E02002167,0.7144,0,22.85,89.6341
E02002168,7.6203,4.7926,14.0745,63.2981
E02002169,8.4374,5.8721,17.8624,93.7999
E02002170,1.2698,0,7.6521,94.6755
E02002171,4.3039,0,10.4632,90.7659
E02002174,12.1943,0,17.0233,93.2203
E02002175,1.252,0.0638,10.9511,87.306
E02002176,0.0019,0,12.4517,83.8568
E02002177,3.2132,1.5197,11.4885,86.8102
E02002178,2.4527,0.7573,13.8017,97.0408
E02002179,3.6157,0,15.3848,94.43
E02002180,0.7561,0,11.3292,90.9727
E02002181,3.501,0,10.0938,93.9462
E02002182,0.4783,0,14.2423,93.219
E02002183,3.5749,0.9095,8.6357,83.4143
E02002184,5.4998,0.5778,11.573,88.0619
E02002185,2.1602,0.3098,6.9687,86.9108
E02002187,1.5686,0.0092,8.032,91.2307
E02002188,2.4857,0,4.1632,91.0393
E02002189,14.358,5.7607,6.9772,93.0685
E02002190,3.9443,0.6776,3.1346,83.0024
E02002191,8.16,3.9062,4.1307,88.6908
E02002192,1.1665,0.5009,8.471,92.3702
E02002193,2.124,0.0722,4.0223,85.5562
E02002194,1.0997,0,3.5252,91.6567
E02002195,21.6992,0,6.4396,90.459
E02002196,3.6925,0.461,5.8651,92.482
E02002197,10.0942,1.892,7.3418,83.3026
E02002198,6.2036,1.7695,6.9825,87.3282
E02002199,3.668,0,14.6368,84.2613
E02002200,5.7178,1.1226,10.0213,91.7207
E02002201,5.3578,0,4.3009,82.5103
E02002202,16.2727,0.4887,4.8987,65.8888
E02002203,7.0865,0,3.8268,89.8391
E02002204,6.9631,0.0275,7.6765,88.7784
E02002205,4.9382,0.1108,4.761,83.2037
E02002206,2.2636,0,3.638,93.218
E02002207,7.5479,0,6.8264,92.123
E02002208,3.8081,0.3134,4.6653,88.5431
E02002209,3.5404,0.7772,3.9766,91.7318
E02002210,0.8124,0,4.5141,95.3732
E02002211,22.7261,0.0196,11.9445,91.6176
E02002212,22.2663,1.5329,8.7087,92.8018
E02002213,1.1234,0.1659,5.3827,86.7314
E02002214,2.6541,0,3.7045,93.9695
E02002215,3.2412,0,3.9906,81.8398
E02002216,16.6095,12.9081,4.2812,88.8087
E02002217,30.9701,13.1923,7.0136,91.2301
E02002218,1.874,0,5.6498,90.3226
E02002219,6.0451,0,3.25,94.1505
E02002220,1.1303,0.0092,2.3933,96.6189
E02002222,7.5072,2.2348,4.7173,93.8193
E02002223,4.8069,0,2.3645,82.0816
