MSOA21CD,GreenspaceTotal,GreenspacePublic,TreeCover,OutdoorAddresses
E02003366,9.4073,5.5072,27.6845,89.679
E02003367,0.5061,0.0468,11.1472,92.4855
E02003368,0.3045,0,9.5676,86.7502
E02003369,3.2183,1.0534,19.9317,91.2417
E02003370,1.1133,0.3658,17.5872,98.3524
E02003371,4.7058,0,24.1633,98.7977
E02003372,24.4082,0,20.6029,95.9111
E02003373,0.4482,0.0512,32.7907,94.467
E02003374,22.244,21.927,15.7544,93.4696
E02003375,3.1876,0,17.713,90.8588
E02003376,3.2058,2.3371,17.0359,84.3595
E02003377,3.8869,3.001,30.9869,92.7337
E02003378,13.9485,2.7525,21.8109,89.4793
E02003379,3.1186,0,16.2225,88.8037
E02003380,6.4627,0,12.4673,93.8268
E02003381,1.2864,0,23.2268,94.7303
E02003382,6.043,0,9.0908,91.6667
E02003383,5.0663,4.1022,15.4684,95.9957
E02003384,1.0259,0.7223,25.069,89.9212
E02003385,9.1765,0.6457,10.8169,63.7559
E02003386,9.4682,3.491,13.7273,91.0086
E02003387,4.632,0,20.6997,94.2805
E02003388,2.3401,0,27.4009,93.0604
E02003389,21.0574,5.3876,18.89,97.3875
E02003390,4.9293,0,21.4515,97.6721
E02003391,3.2846,0.4505,18.7376,94.1243
E02003392,13.4138,2.8565,11.6642,92.4452
E02003393,9.6602,5.1269,16.2993,95.1998
E02003394,13.3086,6.179,14.2449,92.4835
E02003395,6.888,0,5.9228,90.1188
E02003396,3.4689,0.0001,12.4936,90.7639
E02003397,3.7789,0,17.736,97.3354
E02003398,21.2602,0,7.4139,85.1369
E02003400,0.5869,0,12.0663,91.8171
E02003401,2.4427,0,18.634,71.1832
E02003402,4.4343,0.4046,11.6986,83.1975
E02003403,16.794,15.5303,16.1919,92.1754
E02003404,8.8797,0,22.4209,77.2129
E02003405,4.4857,0.8311,10.4242,90.4699
E02003406,1.9579,0,8.6625,94.7352
E02003407,7.8133,3.4099,13.4262,95.1489
E02003408,0.726,0.102,8.1948,85.1961
E02003409,1.8811,0.0017,12.4324,79.0094
E02003410,16.386,6.7544,9.8093,94.1551
E02003411,5.1566,0,9.4434,78.3843
E02003412,4.4288,3.1239,8.9579,84.2816
E02003414,4.6647,0.1296,12.2517,85.4683
E02003415,13.0166,0,13.9768,63.774
E02003416,4.9575,2.218,13.2827,83.7016
E02003417,29.2002,20.7602,18.8969,72.1086
E02003418,7.0563,6.7234,9.4488,92.5979
E02003419,5.2036,0,6.7415,79.064
E02003420,0.8675,0,11.383,75.9717
E02003421,2.327,0.7952,16.1927,96.3265
E02003422,5.4162,1.8256,20.4482,88.731
E02003423,3.1875,0.0536,11.9078,96.1959
E02003424,19.5905,4.2468,24.5883,83.2755
E02003425,5.3468,4.378,18.0398,69.8628
E02003426,4.8026,0,23.3697,93.3901
E02003427,3.4453,0,16.2824,95.2098
E02003428,7.0861,6.4682,20.2947,93.8793
E02003429,7.6458,5.364,17.7466,90.5848
E02003430,16.4605,5.3723,15.7268,78.6125
E02003431,10.3284,7.6173,15.2701,91.9133
E02003432,12.5278,3.5955,15.3843,83.5498
E02003433,0.2436,0,16.6756,96.1202
E02003434,7.7311,0,14.887,82.8082
E02003435,74.1565,71.9227,28.2006,88.0734
E02003436,56.9271,56.1654,20.954,92.9781
E02003437,9.1909,2.5536,37.1938,89.8762
E02003438,12.6245,6.1485,41.4795,90.1702
E02003439,3.6662,0.7383,20.9321,87.7991
E02003440,3.3086,0.027,20.3195,93.534
E02003441,16.163,0,16.227,96.1576
E02003442,9.4203,8.3818,23.185,93.1259
E02003443,7.1937,1.0932,10.545,94.4211
E02003444,1.9744,0.238,15.8876,97.7049
E02003445,16.9818,9.7182,21.4631,97.0849
E02003446,6.1309,0,18.7575,96.648
E02003447,2.5488,0,17.1889,92.0917
E02003448,7.2893,5.4862,19.3599,88.1949
E02003449,1.4021,0,16.9782,95.9851
E02003450,1.2904,0,21.5863,89.7497
E02003451,11.7803,0,16.1803,79.7283
E02003452,1.0226,0,19.6904,92.6633
E02003453,5.8723,0,30.1244,95.4865
E02003454,13.1756,0,21.0778,85.1173
E02003455,0.571,0,19.9766,85.3128
E02003456,4.7798,1.3543,19.1376,87.7036
E02003457,6.0059,0.9835,36.5529,95.9761
E02003458,6.2891,0,32.1754,94.6611
E02003459,0.6748,0.0001,8.0311,84.7432
E02003460,0.8511,0.6172,5.1654,86.4508
E02003461,1.5066,0,11.7372,93.8981
E02003462,6.532,0.2013,12.5025,89.9749
E02003463,5.076,1.8741,24.1122,95.4397
E02003464,1.9809,0,21.6778,95.4444
E02003465,2.3979,1.2646,13.9936,94.1321
E02003466,9.9132,0.3303,10.6949,84.1418
E02003467,3.2142,0,20.6999,90.9127
E02003468,3.4728,0,11.2688,89.9387
E02003469,4.9969,0,13.681,94.9959
E02003470,12.6794,0,14.0249,93.0212
E02003471,4.6308,0,11.9814,95.0435
E02003472,17.4539,15.9685,9.759,55.8134
E02003473,15.9116,0,12.4838,95.8772
E02003474,8.5817,1.6945,11.3398,86.5054
E02003476,1.4336,0,12.4409,92.8975
E02003478,12.6638,7.5881,14.0637,91.2981
E02003479,5.3627,0,9.1119,89.9201
E02003480,13.1316,11.1845,9.1078,88.0836
E02003481,8.4294,5.9014,11.4169,75.5593
E02003482,12.9493,0,17.7328,82.0553
E02003483,2.5675,0,10.0829,92.0029
E02003484,2.9209,0,10.2293,93.8379
E02003485,0.3684,0.0132,6.7386,86.6588
E02003486,5.0832,0,12.5718,90.8312
E02003487,27.4077,0,8.743,94.1002
E02003488,6.1601,0,6.4742,84.5871
E02003489,10.3232,4.2287,11.2967,85.1131
E02003490,1.6421,1.0982,10.5311,83.9779
E02003491,1.9015,0.0006,13.3691,93.164
E02003492,4.2399,0.7499,28.594,74.6398
E02003493,13.1848,1.6242,24.0824,88.9453
E02003494,1.7372,1.3978,19.8032,96.2054
E02003495,1.8508,0,8.5977,96.1946
E02003496,20.7193,0.9724,15.0133,89.6308
E02003497,14.6651,6.5129,19.297,89.1116
E02003498,39.7509,16.2915,19.3906,75
E02003499,5.3345,0,16.608,94.8092
E02003500,3.4404,2.567,16.0536,99.0943
E02003501,10.3233,2.1936,23.6061,86.2516
E02003502,9.0378,1.9328,13.3099,87.6151
E02003503,13.2005,0.8151,17.3864,92.4365
E02003504,20.6302,15.3965,19.3771,91.0492
E02003505,4.846,0,16.4896,90.2798
E02003506,1.1959,0,5.8411,95.9577
E02003507,1.6783,0,7.8173,97.1414
E02003508,26.821,0,15.0148,96.2444
E02003509,1.0167,0,16.8566,86.3538
E02003510,10.8989,6.5391,17.9071,91.6211
E02003511,7.05,0,9.2583,88.865
E02003512,0.7576,0,9.2159,91.312
E02003513,3.5544,0.3616,11.0921,95.1
E02003514,0.2764,0,16.2588,93.6014
E02003515,26.1913,0,10.6824,81.6274
E02003516,0,0,10.9678,92.0794
E02003517,6.4341,3.6103,8.2353,62.7872
E02003518,5.6844,1.8685,10.2091,81.0315
E02003519,5.6081,5.6081,5.4381,79.5387
E02003520,11.2541,10.1176,10.1681,75.2185
E02003521,0.7417,0,6.2471,85.0568
E02003522,9.8875,0,6.0162,74.0326
E02003523,4.5883,0.0628,6.587,90.3245
E02003524,0.4506,0,8.7057,93.2484
E02003525,2.0956,0,8.4693,78.7037
E02003526,0.6298,0,12.4458,91.4483
E02003527,3.9251,0.6816,9.5841,84.0714
E02003529,5.6982,0,7.1207,91.9794
E02003530,14.6454,0.0669,9.601,81.2425
E02003531,20.0505,0.3623,8.9954,96.2526
E02003532,16.3229,4.4131,4.1225,94.2666
E02003533,8.9259,4.4734,8.4443,93.8033
E02003534,2.587,2.4071,3.2452,95.2066
E02003535,0.8257,0,2.0337,96.0592
E02003536,3.7002,2.6076,9.6137,76.6293
E02003537,14.0781,2.6965,5.6218,94.3949
E02003538,26.8534,2.9472,6.9483,90.0787
E02003540,28.6344,17.2096,8.8764,91.2008
E02003541,1.0877,0,10.2771,71.4611
E02003542,0,0,2.9737,98.4561
E02003543,0.5665,0.1314,4.654,91.1056
E02003544,0.8848,0,4.9329,91.4729
E02003545,0.2991,0,10.0045,78.4851
E02003546,11.6616,6.7873,5.3042,84.6352
E02003547,30.0943,25.3495,6.2628,71.2906
E02003548,3.5383,2.8193,7.8371,92.8427
E02003549,25.0148,0,32.2371,86.9192
E02003550,2.9423,0,37.12,94.6319
E02003551,16.2613,9.653,26.9475,85.1775
E02003552,0.6466,0,20.9776,84.8619
E02003553,9.9689,2.2384,18.515,96.3459
E02003554,29.6773,0.2494,26.1204,87.1423
E02003555,16.4428,0,10.801,87.1767
E02003556,13.8521,0,21.4076,90.3652
E02003557,19.9866,18.2189,28.7624,86.2046
E02003558,8.0759,4.5288,17.2744,80.6815
E02003559,45.3156,44.3318,24.0685,97.2603
E02003560,17.1761,0,10.3554,78.5264
E02003561,0.2532,0,16.1264,90.8002
E02003562,3.5108,2.7676,17.1212,83.8794
E02003563,2.7943,1.0216,11.7856,88.5761
E02003564,3.1895,0,20.1193,85.6859
E02003565,1.6071,1.1985,11.5523,90.5528
E02003566,2.4449,0.855,23.7066,87.562
E02003567,5.023,0,7.9112,92.4968
E02003568,4.0149,3.5754,16.8676,90.7018
E02003569,1.0895,0.9418,7.9631,86.366
E02003570,1.3323,0.5614,6.6704,73.4718
E02003571,7.7859,7.0806,14.2097,66.1744
E02003572,7.0231,3.4027,17.521,97.338
E02003573,5.4465,1.6713,17.8587,74.1787
E02003574,5.704,0,16.0735,96.3636
E02003575,2.4877,1.1082,20.1692,67.777
E02003576,4.9923,0,9.0459,89.0612
E02003578,5.2232,0,22.2473,93.8236
E02003579,20.3672,16.7773,20.8064,83.6799
E02003580,8.8366,0.0149,26.7016,68.9299
E02003581,5.5029,4.5713,5.1307,83.4775
E02003582,3.1322,0.0384,9.2498,92.1993
E02003583,4.3822,0,23.0733,89.2217
E02003584,3.3704,0.3026,9.6529,87.4791
E02003585,1.5165,0.4389,23.7831,94.4277
E02003586,2.4611,0.0054,15.0182,95.8994
E02003587,6.4027,3.545,10.2732,89.4317
E02003588,3.6703,2.162,12.7188,94.5319
E02003589,0.3025,0,15.031,82.7991
E02003590,3.9321,0.7317,14.9781,93.4079
E02003591,1.7154,0.0423,7.9866,92.6208
E02003592,4.5344,1.6295,12.6081,88.4545
E02003593,0.1455,0.003,14.3123,92.8869
E02003594,1.3777,0.5214,11.3796,88.3549
E02003595,3.745,0.0098,18.6218,95.7793
E02003596,2.9053,0.9551,12.1346,84.7866
E02003597,0.3169,0.1817,9.4435,91.9915
E02003598,5.3307,2.4719,20.8483,88.8485
E02003599,1.9494,0,5.4122,95.8927
E02003600,0.4569,0.0917,12.2567,88.8808
E02003601,2.0453,0.2371,9.4014,88.7653
E02003602,1.123,0.745,9.8414,86.9369
E02003603,1.6594,0.1714,5.405,89.7787
E02003604,2.2115,0,5.624,96.7269
E02003605,2.0345,0.5338,14.329,87.1447
E02003606,1.724,0.0021,14.238,85.5418
E02003607,4.4831,3.2312,17.3662,88.251
E02003608,0.9366,0,5.6855,92.1921
E02003609,2.5366,0.1279,10.9729,90.6089
E02003610,8.3084,4.2173,14.9242,87.7376
E02003611,2.7152,0,5.199,91.4792
E02003612,2.7115,0.3308,6.3388,90.6731
E02003613,1.031,0,13.3649,83.1794
E02003614,1.254,0,10.9939,91.0751
E02003615,2.4027,1.4527,9.6554,90.6061
E02003616,0.3447,0,10.3113,91.9028
E02003617,3.2137,1.73,11.092,87.0043
E02003618,1.8079,0.0094,9.7311,90.1424
E02003619,3.3936,1.3345,7.5236,91.6649
E02003620,8.2185,0.5234,12.8623,97.7379
E02003621,9.5991,9.3484,11.3194,99.4123
E02003622,1.3863,0.0388,8.5465,91.6771
E02003623,6.9976,0.9976,12.2756,89.3208
E02003624,24.4141,14.2645,13.5098,94.4702
E02003625,8.4466,0,7.9756,82.2392
E02003626,39.2437,32.6608,9.6697,93.6134
E02003627,6.8539,5.9429,8.2682,74.4016
E02003628,7.0832,0.3207,6.6724,95.7986
E02003629,8.7303,6.402,9.1739,94.4108
E02003630,7.1973,0.7742,6.1041,91.5132
E02003631,16.7598,0,14.4066,93.7633
E02003632,1.3462,0,6.3811,95.717
E02003633,1.9235,0.2195,7.208,98.184
E02003635,0.7621,0,6.7601,87.3894
E02003636,3.9012,1.2378,10.2449,88.0617
E02003637,2.5365,0.1359,11.9502,88.741
E02003638,1.9706,0,11.8261,97.1391
E02003639,4.6076,1.9174,6.7365,82.4592
E02003640,2.3117,0,18.3274,84.7943
E02003641,0.0089,0,8.1996,91.4808
E02003642,2.7062,0,5.1265,96.7901
E02003643,4.6342,0,5.1803,92.536
E02003644,2.4085,1.9608,8.0659,91.1134
E02003645,4.1121,0.0833,3.8452,96.7789
E02003646,7.7207,4.3956,7.6856,95.3418
E02003647,13.8903,1.6411,5.4436,78.388
E02003648,20.744,19.2957,5.074,91.5063
E02003649,0.1564,0,5.5987,87.0332
E02003650,4.9441,1.8719,10.5981,95.3695
E02003651,6.223,0.7099,8.5644,91.6902
E02003652,0.7729,0,10.0934,87.6329
E02003653,1.4157,0,15.4384,85.416
E02003654,0.4697,0.0045,7.276,89.4064
E02003655,1.38,0.4349,8.8882,91.3023
E02003656,0.4199,0,8.9973,91.0252
E02003657,2.0315,1.2217,7.7852,88.0546
E02003658,3.5958,0,7.6816,82.1869
E02003659,0.2848,0,6.0842,91.8681
E02003660,0.8068,0,12.3884,94.1705
E02003661,1.1728,0.1697,9.196,89.8172
E02003662,1.2009,0,9.8862,86.8382
E02003663,0.0877,0,12.091,84.4267
E02003664,8.3841,0,9.4635,87.2535
E02003665,3.5375,0,10.7584,91.023
E02003666,7.4942,0,8.5803,76.2356
E02003667,0.5005,0,13.5567,87.0054
E02003668,12.6167,0,10.0348,97.2284
E02003669,7.8391,0,9.6377,85.1745
E02003670,3.361,0,9.519,92.2592
E02003671,1.4495,0,8.6904,93.2203
E02003672,3.2423,0,15.9139,85.2396
E02003673,1.9255,0,6.7205,84.0059
E02003674,0.5472,0,7.2326,89.2308
E02003675,1.7536,0.3095,15.6353,94.8838
E02003676,1.9013,0.2075,22.2365,92.5983
E02003677,3.7627,0.0055,16.5967,90.4974
E02003678,3.4046,0,15.5452,95.8456
E02003679,5.4986,4.2853,15.6042,79.0648
E02003680,3.3564,1.738,21.3686,93.8014
E02003681,3.6372,0,18.1061,86.5634
E02003682,3.6632,2.8315,13.6454,92.5164
E02003683,7.6196,0,20.7252,92.4098
E02003685,4.8619,0.0021,26.7891,96.0012
E02003686,12.712,2.5861,22.8975,79.1604
E02003687,3.3098,1.3801,29.6682,95.5237
E02003688,5.5979,0.3684,30.4716,89.0472
E02003689,7.2233,6.7233,34.7061,87.2323
E02003690,13.2383,1.2102,26.7427,82.8788
E02003691,2.7257,0.1272,37.1653,83.6877
E02003692,25.027,11.381,36.1396,82.2065
E02003693,8.8684,2.981,31.9802,86.051
E02003694,5.7469,3.5518,13.0162,87.9325
E02003695,8.9102,1.7378,16.3684,81.7537
E02003696,3.2972,0,15.4316,89.3223
E02003697,1.1838,0,18.3958,90.3737
E02003698,2.8129,1.3602,19.117,96.7147
E02003699,0.8308,0,21.7327,93.9694
E02003701,8.6805,7.7374,24.8465,88.903
E02003702,0.4917,0.0347,27.072,90.7902
E02003703,7.9609,0,21.3545,89.4811
E02003704,14.6846,0,34.123,92.0543
E02003705,1.0349,0,19.4838,90.6118
E02003706,1.4504,0,16.8814,82.8467
E02003707,2.2812,0,26.649,88.2809
E02003708,0.1678,0,9.3572,88.1678
E02003709,0.7323,0,25.8329,87.8489
E02003710,1.2345,0,21.7959,66.9401
E02003711,11.4196,0,34.9103,76.591
E02003712,4.6272,0.9945,29.0982,93.3585
E02003713,11.85,0,26.2615,96.8967
E02003714,2.8318,0.1207,23.8379,89.0641
E02003715,2.2021,0.2377,25.8047,92.5037
E02003716,16.6141,15.6129,23.3711,86.2842
E02003717,8.8043,0.2367,16.7316,94.7728
E02003718,8.5364,0,16.0645,94.246
E02003719,7.847,0,13.7937,87.5611
E02003720,3.7114,0.7754,14.7781,88.3678
E02003721,7.5967,0.0009,14.0753,86.3679
E02003722,3.1018,0,15.7209,82.0746
E02003723,1.8743,0,9.1574,56.6148
E02003724,13.6237,9.6817,12.1144,88.8095
E02003725,13.9666,7.9514,15.7357,74.3438
E02003726,5.4838,0.5719,12.9895,84.6464
E02003727,11.9817,5.2934,12.5002,90.4942
E02003728,5.1365,0,15.7315,87.9868
E02003729,2.3476,0,15.4145,93.2743
E02003731,3.6894,0,15.7251,74.59
E02003732,0.33,0.02,2.7804,90.2463
E02003733,0.3948,0,3.2495,92.573
E02003734,3.3374,0,8.2759,92.9554
E02003735,1.5316,0.1477,8.5481,89.5775
E02003736,0.2864,0,2.934,91.3043
E02003737,0.8723,0.6314,7.1765,90.3606
E02003738,0.9237,0,6.9589,91.8248
E02003739,0.4778,0,4.8523,94.0113
E02003740,0.2597,0,6.276,94.6641
E02003742,1.4189,0,4.439,96.4759
E02003743,5.3171,2.6693,8.9438,96.0561
E02003744,2.0047,0,8.8233,86.7119
E02003745,0.2012,0,2.8254,93.4017
E02003746,0.5153,0,5.0987,94.5298
E02003747,2.4677,0,6.225,95.3608
E02003748,0.6678,0,7.6391,89.5251
E02003749,0.0223,0,1.803,96.7633
E02003750,1.3765,0.1962,6.2795,93.7537
E02003751,0.3245,0,1.9036,88.2985
E02003752,0.5871,0,3.214,91.7015
E02003753,0.5598,0,6.2988,96.8948
E02003754,1.8644,0.6122,8.2265,95.7874
E02003755,1.2335,0,5.9007,91.0751
E02003756,0.2587,0,7.0683,94.7624
E02003757,0.841,0,5.5338,94.9301
E02003758,1.0376,0,6.6796,92.8728
E02003759,4.0921,0,6.32,95.2894
E02003760,4.4988,0.0978,8.9438,97.0544
E02003761,4.5635,2.0018,13.8502,96.1372
E02003762,0.8134,0.31,12.6346,91.3804
E02003763,7.0974,0,6.714,95.0646
E02003764,21.2084,16.8869,18.1565,83.5649
E02003765,1.8469,0,14.3591,85.1915
E02003766,0.6125,0.0038,9.3673,83.6681
E02003767,0.1312,0.0013,6.9435,92.2745
E02003768,1.1664,0.1806,8.2351,93.5813
E02003769,1.5339,1.2273,6.7036,91.3421
E02003770,2.2341,0.6359,18.1316,94.3952
E02003771,15.6803,10.1022,10.5042,88.488
E02003772,20.1877,9.1346,10.938,92.9286
E02003773,10.5988,3.6932,8.1923,94.2458
E02003774,2.3508,0,11.8587,96.9231
E02003775,0.4315,0,5.3814,92.635
E02003776,0.6732,0.1963,7.7905,91.4789
E02003777,0.9083,0,5.6775,92.2225
E02003778,1.4423,0,9.0133,92.9688
E02003780,1.7404,0.0989,6.6942,92.5625
E02003781,2.3993,1.1553,9.8057,91.2857
E02003784,2.3568,0,8.9694,94.2841
E02003785,0.3721,0,6.6753,93.0731
E02003786,13.4199,3.1973,14.9293,93.7436
E02003787,1.1632,0.0353,11.3475,93.1963
E02003788,0.7412,0,9.219,94.4181
E02003789,1.799,0,14.0742,95.8904
E02003790,0.2564,0,8.1025,94.369
E02003791,0.6688,0.1531,9.583,95.6348
E02003792,2.9532,0.0012,9.0875,95.601
E02003793,0.7338,0,6.4604,95.5012
E02003794,0.4071,0.0015,7.4357,93.5655
E02003795,2.0142,0,9.0338,91.6467
E02003796,3.3843,2.3227,6.0323,94.2416
E02003797,8.9333,0,9.3163,89.2849
E02003798,11.6134,0,6.7916,98.9426
E02003799,3.2478,1.9322,9.8707,89.765
E02003800,0.8068,0.0169,12.1456,95.878
E02003801,9.8652,0.0458,6.5338,97.0986
E02003802,1.6576,0.2044,4.2907,64.632
E02003803,5.4194,1.7225,6.059,59.9507
E02003804,10.5632,1.6442,6.5795,89.9463
E02003805,5.8017,0,7.6373,96.2537
E02003806,2.2042,1.1473,10.1545,95.7441
E02003807,14.0977,3.4297,13.2615,92.9875
E02003808,0.6351,0.1651,6.3746,96.5364
E02003809,0.6781,0.2037,8.0069,91.9492
E02003810,1.4438,0.0074,7.8591,92.1846
E02003811,0.9505,0.0002,14.8662,89.5813
E02003812,1.1123,0.2528,13.767,96.3723
E02003813,4.2604,0,15.6699,89.5313
E02003814,1.4045,0,9.5671,93.5022
E02003815,1.3176,0,19.3435,91.7032
E02003816,4.5122,1.7094,16.0515,87.8897
E02003817,13.4657,9.1318,15.1723,90.458
E02003818,3.414,0,20.1968,97.158
E02003819,5.3382,0,10.6393,94.5825
E02003820,2.4665,0.0916,9.2997,92.8623
E02003821,3.0992,0.0533,15.0196,92.1499
E02003822,1.1873,0.4329,13.6098,93.0317
E02003823,8.8617,0,14.5629,96.4499
E02003824,4.1638,0.5573,13.2045,89.5386
E02003825,1.0954,0,11.4091,95.2452
E02003826,2.0821,0.0183,10.2086,92.764
E02003827,2.5135,0,9.3911,91.1465
E02003828,4.3666,0.0689,8.8345,93.6025
E02003829,0.6778,0,13.2681,68.1481
E02003830,17.0792,10.7658,18.8757,86.197
E02003831,4.9378,0,9.7299,95.0869
E02003832,2.3199,0.0578,7.2127,92.6984
E02003833,7.4694,0,16.7478,95.6924
E02003834,2.5775,0,11.4812,93.9205
E02003835,1.2271,0,13.324,93.847
E02003836,6.5704,0.2725,12.7154,86.5003
E02003838,0.7184,0,11.3337,91.3459
E02003839,3.0335,1.4829,15.9996,86.5031
E02003840,0.4543,0.075,9.89,90.7686
E02003841,2.7637,1.3095,12.9192,87.7583
E02003842,0.6125,0.2394,16.1025,93.0808
E02003843,42.1566,14.2328,19.9639,93.1429
E02003844,1.4139,0.8192,8.2038,91.2577
E02003845,2.492,0.1092,4.497,85.3496
E02003846,6.4523,0,9.9855,96.1773
E02003847,0.6699,0,9.8998,96.487
E02003848,4.9109,0,6.8666,98.5269
E02003849,0.1899,0,5.8634,96.2259
E02003850,5.4013,0,8.1939,99.6095
E02003851,27.9904,19.1662,17.4495,98.7879
E02003852,7.2432,0.3365,5.7654,97.6655
E02003853,22.9126,19.8347,21.2534,93.5734
E02003854,1.2473,0,15.2483,96.7888
E02003855,7.5775,3.4669,14.1235,94.8571
E02003856,2.9023,0,16.2859,89.7399
E02003857,5.6391,3.1928,22.3336,94.8858
E02003858,6.5194,4.9173,21.0311,85.8862
E02003859,2.6236,0.5288,13.982,90.613
E02003860,8.7143,5.1568,20.7024,95.8918
E02003861,2.3109,0,18.4032,95.832
E02003862,5.4693,0.0081,20.2388,91.7338
E02003863,3.2879,2.2308,19.0388,92.1769
E02003864,3.4743,0.6786,19.7915,85.2381
E02003865,1.8975,0,19.6417,87.6188
E02003866,18.9613,2.2426,21.5423,93.8992
E02003867,5.798,0.1569,17.1751,91.321
E02003868,9.0089,8.419,12.5164,87.7424
E02003869,12.5315,4.2261,22.0953,92.4238
E02003870,11.7736,6.8594,10.7203,79.4535
E02003871,1.8518,0,12.1271,94.4393
E02003872,0.9403,0.2524,13.3085,90.2698
E02003873,3.0827,0.0885,17.4855,90.6667
E02003874,3.368,0.4622,12.3132,95.2811
E02003875,4.3814,2.966,10.9836,93.3821
E02003876,2.5542,0,13.5253,97.3808
E02003877,6.4085,5.0073,16.13,92.4222
E02003878,1.4958,0.9378,11.0889,90.4255
E02003879,14.1138,11.6218,20.0903,85.7991
E02003880,0.6645,0,16.6704,92.9592
E02003881,17.7624,1.3155,18.0752,89.1845
E02003882,3.173,0.5018,14.4167,95.4664
E02003883,6.3456,0.4102,24.0853,86.8978
E02003884,5.1166,0.4598,25.7825,93.5543
E02003885,0.3806,0.0454,13.1884,94.2939
E02003886,0.3562,0,12.4802,98.8868
E02003887,11.5222,0,12.9997,98.0284
E02003888,7.529,0,14.2451,97.3329
E02003889,0.6932,0,11.8338,97.5
E02003890,2.6455,0.9727,12.1077,97.1189
E02003891,7.581,5.3239,17.6646,90.8788
E02003892,0.6595,0.1389,28.5949,91.7961
E02003893,0.1052,0.0133,13.4557,90.8604
E02003894,0.4571,0.0071,15.8506,91.9053
E02003895,0.3849,0.0138,16.206,92.0771
E02003896,3.9417,0.2777,22.7287,85.3288
E02003897,0.4863,0,16.1041,94.3668
E02003898,1.7152,0.5158,17.5947,90.7918
E02003899,4.7418,0,13.0442,97.62
E02003900,21.6092,2.0296,16.044,94.431
E02003901,0.2909,0,18.6966,85.4042
E02003902,9.0058,5.5024,9.6903,88.9854
E02003903,14.4637,13.3061,13.0934,89.711
E02003904,0.4936,0,13.7157,81.275
E02003905,0.4011,0.0049,11.8084,89.7946
E02003906,1.625,0.0153,9.0596,81.8977
E02003907,0.3651,0,10.7492,88.799
E02003908,8.4886,1.4711,18.2028,93.815
E02003909,3.7444,0,19.9806,94.7742
E02003910,1.6212,0.7797,16.5845,85.735
E02003911,1.2518,0.1623,19.2177,91.9339
E02003912,0.1292,0,15.8322,88.0199
E02003913,0.3061,0,21.2767,89.8695
E02003914,3.2481,0.7888,23.0296,85.2677
E02003915,7.3922,2.111,11.5582,90.4951
E02003916,3.9027,1.1955,13.8424,78.6327
E02003917,11.3584,0,19.2732,95.0329
E02003918,7.0837,5.0328,14.1356,94.8397
E02003919,2.1054,0,10.2069,86.544
E02003920,3.9095,0.3064,10.5317,91.0719
E02003921,0.9732,0,13.8749,92.8497
E02003922,1.9254,0.7192,8.714,91.9197
E02003923,9.3922,3.7468,11.0563,91.5867
E02003924,1.0775,0.0838,10.6036,86.7601
E02003925,1.2332,0,9.4766,96.7105
E02003926,0.4395,0,10.3277,88.6957
E02003927,0.8671,0.1486,19.3133,87.8146
E02003928,1.1268,0.0757,14.0022,89.8262
E02003929,0.7246,0.1605,6.5117,90.9013
E02003930,0.4252,0.0006,11.1102,88.7993
E02003931,3.2397,0,5.6375,90.2088
E02003932,0.2074,0.0008,12.657,84.9326
E02003933,0.1363,0,7.023,85.7871
E02003934,0.3948,0.0027,11.8187,84.2294
E02003935,6.1491,0.7357,17.0461,83.0021
E02003936,1.0174,0.6807,14.1855,88.6422
E02003937,1.7689,0.1036,11.146,87.1836
E02003938,1.3244,0.0045,5.4795,86.3418
E02003939,3.2736,0.8645,12.7104,86.944
E02003940,0.5046,0.123,16.3816,90.1703
E02003941,2.8353,0,18.978,91.546
E02003942,0.8772,0,17.3523,94.0883
E02003943,2.8893,0.0567,8.8909,83.3192
E02003944,2.8715,0.0594,7.4197,88.0303
E02003945,1.0732,0,10.6683,87.4164
E02003946,0.4285,0.0034,10.8181,89.6424
E02003947,0.2132,0.0194,7.0297,90.0181
E02003948,5.115,0.2216,16.5346,92.4969
E02003949,9.0208,4.3465,8.9273,77.3249
E02003950,0.9535,0.2889,3.2788,88.5386
E02003951,1.957,0.5955,12.908,89.7319
E02003952,1.6407,0,8.3257,84.6171
E02003953,0.7127,0.0718,13.0126,88.081
E02003954,8.2964,2.0059,3.5317,86.4581
E02003955,8.3001,1.6064,7.4447,93.7256
E02003956,0.197,0,12.6267,92.2181
E02003957,1.5072,0.7192,20.1369,89.6453
E02003958,0.4094,0,12.5653,93.414
E02003959,3.6343,0.0352,20.4745,93.5797
E02003960,0.7899,0,18.8347,90.7272
E02003961,6.9069,0,13.2492,95.0787
E02003962,0.5586,0,18.3793,90.7351
E02003963,2.4245,0,14.6489,91.0591
E02003964,0.6433,0,13.5683,85.5001
E02003965,1.2215,0.358,5.1799,90.8579
E02003966,0.2168,0.1564,6.1861,88.7993
E02003967,0.2253,0.0063,5.544,90.2757
E02003968,2.8546,0.0864,8.3173,87.6919
E02003969,0.5591,0,9.3313,96.9629
E02003970,0.3662,0.1868,9.9485,85.8919
E02003971,4.8272,4.5721,12.5095,90.9948
E02003972,2.0807,0.6273,11.2814,92.3215
E02003973,8.0256,3.0597,6.1924,96.1607
E02003974,10.7927,0,9.5265,98.5556
E02003975,1.0221,0,9.0378,96.8263
E02003976,2.5485,2.3653,11.3361,85.5174
E02003977,2.1299,0.011,6.9661,93.3628
