LSOA21CD,TotPopChange_2001_17
E01016938,31.7881
E01016939,10.6552
E01016940,-2.3657
E01016941,38.3974
E01016942,30.5164
E01016943,12.6973
E01016944,11.7895
E01016945,20.3911
E01016946,16.4091
E01016947,19.3355
E01016948,21.4984
E01016949,21.1015
E01016950,28.841
E01016951,17.7387
E01016952,81.736
E01016953,22.1843
E01016954,33.619
E01016955,27.8711
E01016956,7.3003
E01016957,2.0591
E01016958,13.4712
E01016959,5.6778
E01016960,17.3913
E01016961,35.3479
E01016962,9.0282
E01016963,25.9332
E01016964,71.4553
E01016966,29.9668
E01016967,22.9839
E01016968,5.5734
E01016969,38.8889
E01016970,19.4316
E01016971,40.5696
E01016972,24.0558
E01016973,0.5409
E01016974,17.126
E01016975,1.4314
E01016976,2.1574
E01016977,6.6148
E01016978,8.4586
E01016979,17.5371
E01016980,21.5181
E01016981,10.8871
E01016982,4.5669
E01016983,9.5594
E01016984,4.0634
E01016985,6.3607
E01016986,15.7756
E01016987,25.7853
E01016988,7.754
E01016989,5.9143
E01016990,18.6418
E01016991,16.0703
E01016992,18.4377
E01016993,16.2316
E01016994,30.9309
E01016995,17.6593
E01016996,25.3225
E01016997,16.1017
E01016998,3.5835
E01016999,11.1828
E01017000,33.8567
E01017001,6.0201
E01017002,22.2222
E01017003,10.8108
E01017004,28.9222
E01017005,17.7282
E01017006,7.1995
E01017007,9.5109
E01017008,7.9315
E01017009,3.2064
E01017010,1.1838
E01017011,-2.9635
E01017012,9.1015
E01017013,19.0221
E01017014,-0.31
E01017015,0.9629
E01017016,6.9501
E01017017,-3.6193
E01017018,-1.3648
E01017019,13.4319
E01017020,53.9625
E01017021,-1.0653
E01017022,13.01
E01017023,10.3558
E01017024,28.1067
E01017025,15.6874
E01017026,26.2295
E01017027,14.2151
E01017028,29.786
E01017029,8.3282
E01017030,39.0181
E01017031,39.4464
E01017032,136.3271
E01017034,19.9637
E01017035,20.4669
E01017036,9.1214
E01017037,13.478
E01017038,14.513
E01017039,26.3736
E01017040,10.3473
E01017041,8.5629
E01017042,7.7444
E01017043,6.8249
E01017044,-1.4455
E01017045,5.5684
E01017046,-8.7241
E01017047,0.8115
E01017048,3.8108
E01017049,0.0653
E01017050,24.0136
E01017051,32.0104
E01017052,5.4922
E01017053,3.9392
E01017054,-1.9594
E01017055,6.311
E01017056,-1.8671
E01017057,-0.8108
E01017058,33.0257
E01017059,6.1835
E01017060,24.4003
E01017061,8.7093
E01017062,3.2567
E01017063,-7.2327
E01017064,13.834
E01017066,19.0507
E01017067,-0.0671
E01017068,4.7258
E01017069,22.5114
E01017070,-4.8947
E01017071,19.5122
E01017072,1.6043
E01017073,28.4247
E01017074,28.4357
E01017075,15.7311
E01017076,4.0766
E01017077,23.5373
E01017078,-0.8536
E01017079,10.8384
E01017080,35.3014
E01017081,9.8214
E01017082,17.8729
E01017083,8.3436
E01017084,-6.5816
E01017085,2.914
E01017086,-4.7759
E01017087,-6.43
E01017088,5.4479
E01017089,18.5158
E01017090,22.8224
E01017091,14.9795
E01017092,5.4671
E01017093,20.7466
E01017094,4.5175
E01017095,27.9859
E01017096,2.4701
E01017097,8.499
E01017098,10.4433
E01017099,71.2449
E01017100,-7.4747
E01017101,6.7831
E01017102,9.6795
E01017103,-12.704
E01017104,-21.3725
E01017105,7.0296
E01017106,0.0658
E01017107,10.5827
E01017108,4.0026
E01017109,-3.9556
E01017110,3.7905
E01017111,13.4965
E01017112,0.6719
E01017113,1.723
E01017114,4.3601
E01017115,-1.1938
E01017116,10.0851
E01017117,0.7015
E01017118,-17.3913
E01017119,1.1871
E01017120,0.5818
E01017121,2.6236
E01017122,4.5098
E01017123,14.7339
E01017124,15.8362
E01017125,33.1333
E01017126,19.424
E01017127,22.3013
E01017128,14.8099
E01017129,29.8039
E01017130,18.6122
E01017131,22.4602
E01017132,68.3382
E01017133,26.3995
E01017135,13.3863
E01017136,39.1179
E01017137,93.5988
E01017138,107.5969
E01017139,37.6895
E01017144,17.8106
E01017145,5.0452
E01017146,59.0954
E01017147,4.0411
E01017148,-18.795
E01017149,4.6577
E01017150,11.4613
E01017151,8.7398
E01017152,13.1125
E01017153,11.4231
E01017154,34.9398
E01017155,12.5969
E01017156,12.211
E01017157,27.4596
E01017158,52.0078
E01017159,37.7513
E01017160,29.4075
E01017162,-8.9968
E01017163,-2.8554
E01017164,-0.9479
E01017165,-8.3333
E01017166,14.1269
E01017167,14.8995
E01017168,10.607
E01017169,7.91
E01017170,4.6976
E01017171,28.7742
E01017172,38.9892
E01017173,9.6983
E01017174,-0.963
E01017175,3.088
E01017176,4.1912
E01017177,12.1852
E01017178,2.0395
E01017179,-2.0503
E01017180,-11.9168
E01017181,-3.3677
E01017182,-11.5159
E01017183,-1.748
E01017184,-1.4583
E01017185,1.4302
E01017186,-10.2941
E01017187,9.4141
E01017188,6.89
E01017189,17.2464
E01017190,25.8998
E01017191,24.1588
E01017192,39.6465
E01017193,13.8206
E01017194,27.027
E01017195,32.0026
E01017196,67.5617
E01017197,-3.3775
E01017198,-5.2126
E01017199,0.3708
E01017200,4.5296
E01017201,-25.1401
E01017202,9.0615
E01017203,6.4702
E01017204,-1.1104
E01017205,0.6725
E01017206,9.9808
E01017207,5.3074
E01017208,0.7708
E01017209,-2.7083
E01017210,11.4883
E01017211,21.4049
E01017212,0.4464
E01017213,11.7454
E01017214,20.2834
E01017215,4.6379
E01017216,-3.3113
E01017217,12.6045
E01017218,-3.4965
E01017219,11.7572
E01017220,15.3565
E01017221,7.1698
E01017222,-4.5817
E01017223,3.3375
E01017224,-2.7106
E01017225,0.6452
E01017226,10.8298
E01017227,15.2593
E01017228,19.1896
E01017231,29.3218
E01017232,0.6024
E01017233,19.0408
E01017234,41.5162
E01017235,40.5386
E01017236,0.2717
E01017237,0.9823
E01017238,30.8411
E01017239,0.9881
E01017240,2.5307
E01017241,-1.8284
E01017242,23.9044
E01017243,4.7706
E01017244,0.9517
E01017245,1.0067
E01017246,42.9242
E01017247,14.1656
E01017248,8.9918
E01017249,1.5567
E01017250,9.1614
E01017251,7.4244
E01017252,2.6623
E01017253,8.6874
E01017254,18.2071
E01017255,5.8586
E01017256,5.609
E01017257,1.6722
E01017258,-0.9823
E01017259,-12.8239
E01017260,-2.3142
E01017261,1.7263
E01017262,-5.6204
E01017263,-6.6158
E01017264,18.2235
E01017265,1.8972
E01017266,1.2338
E01017267,-3.1047
E01017270,-0.7868
E01017271,4.512
E01017272,1.6095
E01017273,-5.298
E01017274,-3.6304
E01017275,3.8159
E01017276,19.8554
E01017277,-6.3682
E01017279,15.7464
E01017280,-4.172
E01017281,17.5474
E01017282,-5.6591
E01017283,2.3168
E01017284,-1.4689
E01017285,-5.9021
E01017286,5.0459
E01017287,1.5931
E01017288,-8.1431
E01017289,1.9763
E01017290,-0.7837
E01017291,-0.3331
E01017292,39.8638
E01017293,47.3381
E01017294,2.0073
E01017295,-6.5476
E01017296,5.0196
E01017297,-3.4644
E01017298,9.6403
E01017299,-5.6662
E01017300,-0.181
E01017301,8.5821
E01017302,51.448
E01017303,-5.8111
E01017304,1.0347
E01017305,12.2344
E01017306,5.439
E01017307,35.6065
E01017308,3.1022
E01017309,5.3308
E01017310,7.9598
E01017311,0.5165
E01017312,28.1022
E01017315,4.489
E01017316,7.5695
E01017317,-2.4799
E01017318,1.0169
E01017319,13.8158
E01017320,2.7281
E01017321,24.6924
E01017322,-8.1525
E01017323,5.3588
E01017324,-7.6066
E01017325,3.5687
E01017326,42.3875
E01017327,9.903
E01017328,2.4353
E01017329,4.9594
E01017331,24.0273
E01017332,34.42
E01017333,-8.1495
E01017334,2.5814
E01017335,0.7524
E01017336,15.3846
E01017337,9.3955
E01017338,-3.2302
E01017339,6.6543
E01017340,5.9902
E01017341,22.5462
E01017342,8.0386
E01017343,5.5738
E01017344,24.6653
E01017345,47.8232
E01017346,9.8719
E01017347,-0.4872
E01017348,0.6198
E01017349,11.0244
E01017350,26.4629
E01017351,-5.5446
E01017352,-12.0862
E01017353,1.6088
E01017354,4.1704
E01017355,8.1272
E01017356,15.1297
E01017357,4.2254
E01017358,-10.2691
E01017359,9.5604
E01017360,10.1095
E01017361,-10.9518
E01017362,0.8316
E01017363,-3.8095
E01017364,-7.8914
E01017365,-17.6361
E01017366,-2.1811
E01017367,-2.3529
E01017368,-6.523
E01017369,0.5533
E01017370,-8.6727
E01017371,8.2935
E01017372,1.9424
E01017373,53.4851
E01017374,17.3506
E01017375,18.6275
E01017376,35.4293
E01017377,24.1444
E01017378,24.1984
E01017379,1.0879
E01017380,8.9701
E01017381,2.2634
E01017382,-4.957
E01017383,11.7009
E01017384,16.7224
E01017385,41.2884
E01017386,42.4759
E01017387,-7.7083
E01017388,16.811
E01017391,9.0015
E01017392,26.6339
E01017393,11.6524
E01017394,1.4009
E01017397,22.2146
E01017398,20.7547
E01017399,21.7284
E01017400,1.4512
E01017401,14.082
E01017402,2.3077
E01017403,-3.8241
E01017404,-13.5753
E01017405,-7.3124
E01017406,19.2359
E01017407,2.6885
E01017408,3.2802
E01017409,-7.8385
E01017410,8.1353
E01017412,11.3815
E01017413,11.5263
E01017414,15.0763
E01017415,36.143
E01017418,-0.4733
E01017419,22.9059
E01017420,9.1082
E01017421,6.639
E01017422,1.4267
E01017423,14.2759
E01017424,-3.0367
E01017425,0.7168
E01017426,5.0671
E01017427,24.8607
E01017428,9.018
E01017429,6.2411
E01017430,-2.3361
E01017431,28.1161
E01017432,4.661
E01017433,3.7967
E01017434,13.9055
E01017435,26.2799
E01017436,24.7515
E01017437,26.7271
E01017438,12.7687
E01017439,19.9854
E01017440,82.5
E01017441,35.96
E01017442,48.1166
E01017443,30.8418
E01017444,14.9918
E01017446,6.1611
E01017447,55.6377
E01017449,28.6704
E01017450,5.9529
E01017451,10.9306
E01017452,0.8368
E01017453,-12.7384
E01017454,-5.1982
E01017455,-8.4615
E01017456,-5.6604
E01017457,-7.4393
E01017458,-9.3818
E01017459,8.8158
E01017460,-0.7643
E01017462,6.1902
E01017463,-6.9182
E01017464,6.2593
E01017465,0.6998
E01017466,28.1818
E01017467,-5.7678
E01017468,3.1084
E01017470,3.5828
E01017471,34.6235
E01017472,2.5939
E01017474,19.2531
E01017475,7.3587
E01017476,6.5468
E01017477,5.4118
E01017478,0.9362
E01017479,-1.9893
E01017480,93.1532
E01017481,-2.4276
E01017482,6.1057
E01017483,21.975
E01017484,6.6867
E01017485,11.5481
E01017487,31.4894
E01017488,-4.8564
E01017489,9.4173
E01017490,0.6401
E01017491,3.8356
E01017492,-0.6583
E01017493,28.6045
E01017495,13.02
E01017496,0.5929
E01017497,-5.9367
E01017498,-11.6329
E01017499,-5.4841
E01017500,-7.8003
E01017501,5.6367
E01017502,29.8399
E01017503,0.1575
E01017504,31.3325
E01017505,6.6306
E01017506,1.9661
E01017507,-8.8033
E01017508,-0.538
E01017509,-10.5697
E01017510,5.0066
E01017511,-4.8276
E01017512,1.6405
E01017513,-0.2742
E01017514,8.2502
E01017515,1.1132
E01017517,-10.0945
E01017518,2.8314
E01017519,6.9889
E01017520,11.8577
E01017521,3.1641
E01017522,34.9112
E01017523,11.6066
E01017524,7.6451
E01017525,1.8684
E01017526,-6.6667
E01017527,-12.1423
E01017528,-1.3035
E01017529,-11.3409
E01017530,-10.8003
E01017531,-1.1486
E01017532,-3.1056
E01017533,-17.4638
E01017534,-7.352
E01017535,14.0502
E01017536,60.9505
E01017537,0.7586
E01017538,2.6403
E01017539,6.2374
E01017540,-4.6266
E01017541,1.8419
E01017542,-3.6389
E01017543,4.4397
E01017544,-8.7611
E01017545,30.8453
E01017546,-0.9362
E01017547,-3.1072
E01017549,25.829
E01017552,13.1052
E01017553,-4.7434
E01017554,12.9715
E01017555,37.0558
E01017556,4.728
E01017557,22.1369
E01017558,23.9921
E01017559,-4.264
E01017560,-2.2861
E01017561,10.5921
E01017562,7.0281
E01017563,2.8721
E01017564,-1.9569
E01017565,-4.7619
E01017566,0.4828
E01017567,16.1549
E01017568,33.6576
E01017569,19.0257
E01017571,7.3365
E01017572,-2.7387
E01017573,-8.5504
E01017576,-2.4725
E01017577,23.7717
E01017578,43.222
E01017579,1.0139
E01017580,30.3123
E01017581,13.5071
E01017582,4.2654
E01017583,15.5298
E01017584,25.5139
E01017585,-7.7785
E01017586,4.3331
E01017587,1.4566
E01017588,4.475
E01017589,9.9863
E01017590,2.8496
E01017591,23.5135
E01017592,15.1266
E01017593,3.168
E01017594,14.2989
E01017595,-6.5916
E01017596,8.605
E01017597,1.1936
E01017598,15.3704
E01017600,5.5336
E01017601,-0.7079
E01017602,1.788
E01017603,-2.2236
E01017604,-6.802
E01017605,-3.9052
E01017606,4.7315
E01017607,1.3383
E01017608,22.0738
E01017609,29.1854
E01017610,-1.657
E01017611,-9.9132
E01017612,-3.0391
E01017613,3.427
E01017614,-0.1971
E01017616,9.6964
E01017617,6.5831
E01017618,2.2823
E01017619,9.2131
E01017620,9.6959
E01017621,-5.6447
E01017622,6.8168
E01017623,17.0116
E01017624,17.6875
E01017625,-10.5354
E01017626,-8.7102
E01017627,12.6676
E01017628,37.9179
E01017629,0.1267
E01017630,0.934
E01017631,-1.413
E01017634,37.6518
E01017635,0.8038
E01017636,-4.0804
E01017637,8.5671
E01017638,-8.6294
E01017639,-10.8733
E01017640,2.75
E01017642,7.9845
E01017643,-0.7241
E01017644,-14.2433
E01017645,-11.2188
E01017646,44.1733
E01017647,-8.753
E01017648,-10.1877
E01017649,26.7218
E01017651,-9.6927
E01017652,-2.2364
E01017653,-5.7382
E01017654,-0.3785
E01017655,15.2786
E01017657,-5.5855
E01017658,5.8663
E01017659,16.6342
E01017660,4.9693
E01017661,9.0967
E01017662,-0.4208
E01017663,14.9726
E01017664,-2.6
E01017665,76.4276
E01017666,57.0776
E01017667,17.3509
E01017668,10.6745
E01017669,27.1129
E01017670,12.2112
E01017671,13.4298
E01017672,9.7997
E01017673,12.2319
E01017674,7.248
E01017675,7.4244
E01017676,2.7816
E01017677,-5.4582
E01017678,1.9939
E01017679,5.4037
E01017680,-1.7304
E01017681,1.0125
E01017682,4.8922
E01017683,0.1111
E01017684,5.0366
E01017687,102.8782
E01017688,6.6614
E01017689,6.8713
E01017690,-4.8348
E01017691,-19.4788
E01017692,14.8475
E01017693,2.7903
E01017694,100.3817
E01017695,2.5953
E01017696,19.918
E01017697,8.2489
E01017698,6.9701
E01017699,7.7397
E01017700,10.9897
E01017701,68.0206
E01017702,-4.0789
E01017703,2.7732
E01017704,8.3615
E01017706,1.2033
E01017707,-9.6796
E01017708,5.7692
E01017709,19.3042
E01017710,23.6415
E01017711,14.7333
E01017712,79.1045
E01017713,-4.0417
E01017714,5.7506
E01017715,-1.7456
E01017716,6.1153
E01017717,6.3789
E01017718,16.7123
E01017719,-0.9009
E01017720,-2.7576
E01017721,9.3923
E01017722,0.654
E01017723,-6.7914
E01017724,5.3786
E01017726,1.9917
E01017727,4.9375
E01017729,-4.8991
E01017730,0.248
E01017731,0.1392
E01017732,-4.3683
E01017733,-3.7433
E01017734,5.5197
E01017735,-2.2355
E01017736,11.6632
E01017737,-13.6275
E01017738,33.4411
E01017739,3.7037
E01017740,21.6399
E01017741,11.4304
E01017742,15.4618
E01017743,23.0013
E01017744,4.2233
E01017745,17.4227
E01017746,3.7333
E01017747,13.8519
E01017748,18.7064
E01017749,12.5316
E01017750,1.3224
E01017751,-1.6552
E01017752,-5.621
E01017753,-1.3097
E01017754,10.1788
E01017755,11.1769
E01017756,-1.4512
E01017757,-30.3529
E01017758,-1.3363
E01017759,7.9042
E01017760,5.9008
E01017761,4.8387
E01017762,-0.4307
E01017763,14.1199
E01017764,4.5018
E01017765,-0.8691
E01017766,1.8158
E01017767,17.3538
E01017768,0.5474
E01017769,8.1063
E01017770,30.7806
E01017771,-4.9039
E01017773,-1.3663
E01017774,1.5492
E01017775,13.6864
E01017776,55.2545
E01017777,13.0435
E01017778,0.303
E01017779,4.2435
E01017780,12.9139
E01017781,21.6561
E01017782,7.958
E01017783,1.9191
E01017784,10.9615
E01017785,-7.4096
E01017786,-4.4893
E01017787,-1.7522
E01017788,1.315
E01017789,4.7502
E01017790,6.1057
E01017791,4.4459
E01017792,45.8678
E01017793,-7.9445
E01017794,8.565
E01017795,10.2343
E01017796,21.8813
E01017797,6.3194
E01017798,16.769
E01017799,37.1692
E01017800,21.5147
E01017801,20.7064
E01017802,9.0789
E01017803,13.9311
E01017804,9.9037
E01017805,3.0088
E01017806,2.9132
E01017807,7.1869
E01017808,-0.9843
E01017809,7.7128
E01017810,27.4718
E01017811,-2.0525
E01017812,16.1432
E01017813,7.5362
E01017814,-0.1299
E01017815,8.6931
E01017816,10.6003
E01017817,14.9942
E01017818,15.2809
E01017819,11.8287
E01017820,10.2759
E01017821,19.0883
E01017822,8.1967
E01017823,-3.693
E01017824,13.955
E01017825,15.2431
E01017826,7.2425
E01017827,22.4206
E01017828,14.9274
E01017829,31.5044
E01017830,9.8028
E01017831,14.9388
E01017832,11.2331
E01017833,18.5439
E01017834,6.3618
E01017835,17.5329
E01017836,17.6549
E01017837,23.6407
E01017838,11.3103
E01017839,63.1693
E01017840,13.8291
E01017841,0.8731
E01017843,-6.801
E01017844,11.1183
E01017845,4.8276
E01017846,8.3653
E01017847,4.6843
E01017848,-2.0946
E01017849,6.2364
E01017850,-7.4881
E01017851,2.6159
E01017852,4.7756
E01017853,13.6481
E01017854,-9.6169
E01017855,1.1486
E01017856,-3.9946
E01017857,-4.3848
E01017858,24.1405
E01017859,13.7883
E01017860,14.2101
E01017861,11.9143
E01017862,14.8509
E01017863,-2.0588
E01017864,-5.5516
E01017865,-1.8506
E01017866,7.0836
E01017867,5.0525
E01017868,2.3585
E01017869,3.5982
E01017870,-3.7213
E01017871,-6.2303
E01017872,11.2075
E01017873,-7.5067
E01017874,-19.0406
E01017875,6.5828
E01017876,-8.2192
E01017877,-0.861
E01017878,-7.3764
E01017880,-5.4054
E01017881,13.848
E01017882,-1.846
E01017883,11.5679
E01017884,-2.6027
E01017885,5.8446
E01017886,2.6027
E01017887,0.4386
E01017888,6.2046
E01017889,5.467
E01017890,-7.6302
E01017891,0.7174
E01017892,-0.5168
E01017893,0.79
E01017894,7.0461
E01017895,7.0962
E01017896,1.3828
E01017897,14.0132
E01017898,-4.32
E01017899,11.5487
E01017900,-8.204
E01017901,-2.7295
E01017902,11.7014
E01017903,15.7383
E01017904,18.8763
E01017905,9.4595
E01017906,8.1566
E01017907,10.6138
E01017910,56.7055
E01017911,15.0824
E01017912,15.5251
E01017913,60.6868
E01017914,2
E01017915,14.495
E01017916,-5.3156
E01017917,-1.5604
E01017918,5.578
E01017919,2.3948
E01017920,5.5118
E01017921,14.8923
E01017922,38.5109
E01017923,-0.2749
E01017924,1.041
E01017925,52.7046
E01017926,50.2874
E01017927,6.9471
E01017928,15.66
E01017929,6.2992
E01017930,-3.6739
E01017931,-6.0281
E01017932,0.4624
E01017933,-1.718
E01017934,12.4109
E01017935,22.9814
E01017936,-8.3663
E01017937,-1.0789
E01017938,3.9671
E01017939,2.4446
E01017940,-0.6307
E01017941,0.5113
E01017942,-4.3648
E01017943,23.3402
E01017944,1.8225
E01017945,26.1035
E01017946,-3.1459
E01017947,5.8706
E01017948,-0.9747
E01017949,9.3483
E01017950,-12.0467
E01017951,-5.7534
E01017952,1.7531
E01017953,-0.6676
E01017954,-2.1603
E01017955,-5.4054
E01017959,6.3428
E01017960,-0.5279
E01017961,-3.7833
E01017962,7.5758
E01017963,-8.1388
E01017964,1.0886
E01017965,3.5857
E01017967,20.2549
E01017968,7.4363
E01017969,-0.7921
E01017971,0.135
E01017972,0
E01017973,30.1514
E01017974,0.5988
E01017975,8.8394
E01017976,1.0218
E01017977,19.6981
E01017978,-6.4411
E01017979,-4.4959
E01017980,-12.5451
E01017983,25.575
E01017985,-1.0176
E01017987,9.9869
E01017988,9.6879
E01017989,83.429
E01017990,4.6773
E01017991,-3.6437
E01017992,8.7277
E01017994,3.7206
E01017995,-8.9751
E01017996,22.4201
E01017997,30.0855
E01017998,-1.0316
E01017999,0.8434
E01018000,-0.1271
E01018001,0.3228
E01018005,2.4919
E01018006,-2.1992
E01018007,-5.886
E01018008,-0.2609
E01018009,11.0526
E01018010,-3.5942
E01018011,1.252
E01018012,24.8583
E01018013,17.3013
E01018014,18.2107
E01018015,2.8846
E01018016,-0.9053
E01018017,-7.9791
E01018019,-3.7938
E01018020,12.9792
E01018021,7.1158
E01018022,1.5396
E01018023,10.5168
E01018024,17.5048
E01018025,26.6667
E01018026,2.4265
E01018027,-4.8637
E01018032,41.9558
E01018033,3.6393
E01018034,6.6709
E01018035,2.068
E01018036,7.4196
E01018037,2.7216
E01018038,1.5797
E01018039,-6.0651
E01018040,8.2873
E01018041,0.1869
E01018042,-2.4904
E01018043,35.1205
E01018044,9.8549
E01018045,3.4607
E01018047,55.7901
E01018049,26.1589
E01018050,1.3122
E01018051,15.2109
E01018052,30.4786
E01018053,23.7516
E01018054,15.5264
E01018055,13.2758
E01018056,29.1585
E01018057,8.901
E01018058,-8.2397
E01018059,5.6561
E01018060,24.2305
E01018061,8.0099
E01018062,25.428
E01018063,22
E01018064,10.3558
E01018065,12.7203
E01018066,22.079
E01018067,35.0105
E01018068,17.6647
E01018069,20.527
E01018070,86.9205
E01018071,22.2563
E01018072,8.5253
E01018073,10.8538
E01018074,-5.0612
E01018075,-1.9167
E01018076,39.2654
E01018077,16.5365
E01018078,6.2161
E01018079,0.116
E01018080,43.3007
E01018081,9.6812
E01018082,19.0844
E01018083,18.5532
E01018084,38.5452
E01018085,9.6463
E01018086,40.1484
E01018087,50.4
E01018088,-6.2783
E01018090,39.2229
E01018091,30.1205
E01018092,29.7051
E01018093,15.8796
E01018094,33.169
E01018095,19.6078
E01018096,7.1191
E01018097,12.4523
E01018098,6.3604
E01018099,-3.5101
E01018100,9.629
E01018101,21.4689
E01018103,-8.1405
E01018104,3.4258
E01018105,22.0676
E01018106,1.584
E01018107,11.6761
E01018108,51.781
E01018109,22.1777
E01018110,40.6788
E01018111,37.5527
E01018113,7.0151
E01018115,44.5194
E01018116,-6.1197
E01018117,3.2767
E01018118,3.5528
E01018119,0.3294
E01018120,20.7472
E01018121,1.7844
E01018122,-9.1983
E01018123,-4.9582
E01018124,-4.01
E01018125,1.1912
E01018126,-1.0044
E01018127,0.1937
E01018128,0.5098
E01018129,3.9597
E01018130,24.9271
E01018131,1.3981
E01018133,14.0375
E01018134,31.3725
E01018136,0.6559
E01018137,2.8221
E01018138,47.987
E01018139,5.2249
E01018140,-4.2912
E01018141,2.7958
E01018142,10.6505
E01018143,32.4271
E01018144,33.6923
E01018145,4.4394
E01018146,57.1237
E01018147,10.349
E01018148,67.7713
E01018149,-5.3001
E01018150,17.5149
E01018152,2.1724
E01018153,-0.2782
E01018154,49.8677
E01018155,5.377
E01018156,-6.2793
E01018157,24.9089
E01018158,15.8114
E01018159,-20.154
E01018160,-7.7542
E01018161,-11.3534
E01018162,3.5202
E01018163,-1.1404
E01018164,-4.6107
E01018165,-0.4591
E01018166,-0.9622
E01018167,-1.7544
E01018168,37.8189
E01018169,19.8439
E01018170,-6.6294
E01018171,24.5985
E01018172,-5.7426
E01018173,-3.766
E01018174,5.3872
E01018175,-4.6057
E01018176,1.182
E01018177,0.8529
E01018178,8.2079
E01018179,11.7188
E01018180,-4.1424
E01018182,-5.2083
E01018183,1.0007
E01018184,-0.6844
E01018185,13.149
E01018186,15.9489
E01018187,51.084
E01018188,-0.9309
E01018189,-12.2392
E01018190,4.405
E01018191,-5.3375
E01018192,22.3196
E01018193,-11.0678
E01018194,-1.7473
E01018195,-1.8391
E01018196,11.3849
E01018197,-3.8076
E01018198,7.6233
E01018199,7.8644
E01018200,-2.4922
E01018201,-3.8615
E01018202,3.0769
E01018203,34.9486
E01018204,8.1601
E01018205,12.9829
E01018206,47.6125
E01018207,5.4431
E01018208,13.8356
E01018209,-1.4208
E01018210,-11.8777
E01018211,25.641
E01018212,8.0081
E01018213,32.5813
E01018214,31.9397
E01018215,-5.4435
E01018216,60.1205
E01018217,10.631
E01018218,-1.1377
E01018219,4.316
E01018220,2.8571
E01018221,0.5341
E01018222,-2.6903
E01018223,-1.5041
E01018224,15.4688
E01018225,1.9355
E01018226,-41.1582
E01018227,-0.5316
E01018228,-0.4356
E01018231,61.2844
E01018232,8.196
E01018233,14.3989
E01018234,1.9656
E01018235,12.2995
E01018236,11.3826
E01018237,19.2771
E01018238,8.8771
E01018239,21.7905
E01018240,7.725
E01018241,1.6653
E01018242,2.2966
E01018243,-1.1446
E01018244,10.1816
E01018245,-3.7564
E01018246,0.8513
E01018247,13.6242
E01018248,68.3439
E01018251,-7.9288
E01018252,2.9349
E01018253,11.2158
E01018254,13.751
E01018255,-0.0917
E01018256,14.5631
E01018257,14.6927
E01018258,4.0881
E01018259,18.921
E01018260,25.0326
E01018262,8.0983
E01018263,5.7732
E01018264,10.4366
E01018265,4.3402
E01018267,10.286
E01018268,13.0382
E01018269,-2.0322
E01018270,-2.587
E01018271,20.8989
E01018272,10.2675
E01018273,18.6029
E01018274,6.7524
E01018275,10.8666
E01018276,34.3498
E01018277,4.3834
E01018278,114.3101
E01018279,-3.4754
E01018280,4.5576
E01018281,9.3836
E01018282,-3.321
E01018283,-4.5421
E01018284,3.166
E01018285,4.929
E01018286,7.4547
E01018287,26.1806
E01018288,-1.9114
E01018289,6.0684
E01018290,9.856
E01018291,4.5647
E01018292,9.1528
E01018293,13.2196
E01018294,15.3075
E01018295,19.3772
E01018296,8.3086
E01018297,2.1668
E01018298,14.8855
E01018299,19.9868
E01018300,0.8079
E01018301,7.9909
E01018302,22.213
E01018303,0.5824
E01018304,30.386
E01018305,-2.8889
E01018306,11.879
E01018307,9.4386
E01018308,4.8117
E01018309,-7.0276
E01018310,-10.047
E01018311,-2.0847
E01018312,-6.2811
E01018313,-13.2226
E01018314,4.9454
E01018315,2.5372
E01018316,5.6277
E01018317,7.6011
E01018319,-6.1889
E01018320,2.7065
E01018321,9.4583
E01018322,-5.8029
E01018323,4.8117
E01018324,1.7306
E01018325,-3.3987
E01018328,6.3158
E01018330,17.0464
E01018331,24.8915
E01018332,1.1152
E01018333,-6.0968
E01018334,-7.9114
E01018335,5.0959
E01018336,-9.4118
E01018337,-7.0036
E01018338,17.8224
E01018339,17.7706
E01018340,-6.0566
E01018341,-4.6233
E01018342,0.0658
E01018343,-3.2237
E01018344,7.2137
E01018345,2.2134
E01018346,0.7971
E01018347,-4.5265
E01018349,12.3684
E01018350,7.676
E01018351,-4.3742
E01018352,1.8086
E01018353,4.7341
E01018354,6.0141
E01018355,10.0933
E01018356,11.0638
E01018357,12.2402
E01018358,17.9715
E01018359,-8.1129
E01018360,1.5827
E01018361,17.6952
E01018362,6.1456
E01018363,-1.5489
E01018364,0.0646
E01018365,1.5213
E01018366,-2.8791
E01018367,7.443
E01018368,8.9829
E01018369,11.7686
E01018370,15.7895
E01018371,7.6967
E01018372,14.3314
E01018373,5.1915
E01018374,18.0479
E01018375,13.913
E01018376,6.4516
E01018377,43.9568
E01018378,-1.5873
E01018379,-12.4913
E01018380,-2.4014
E01018381,-4.698
E01018382,1.6589
E01018383,2.302
E01018384,-6.3673
E01018385,-6.8732
E01018386,-22.8856
E01018387,-8.2792
E01018388,-4.5561
E01018389,-9.4131
E01018390,-3.9406
E01018391,21.6817
E01018392,-9.4118
E01018395,19.218
E01018396,-2.5712
E01018397,34.7222
E01018398,-0.3482
E01018399,14.5365
E01018400,8.4888
E01018401,0.9434
E01018402,20.2539
E01018403,0.899
E01018404,-6.9967
E01018405,-14.5293
E01018406,4.5147
E01018407,-8.8292
E01018408,-15.1714
E01018409,13.0794
