LSOA21CD,EntirehomesPer,BedspacePer
E01011480,0,0.302114804
E01011481,0,0.27203482
E01011482,0.217155266,1.934770591
E01011483,0.134770889,1.290719115
E01011484,0,0
E01011485,0.127877238,0.547445255
E01011488,0.38961039,4.002713704
E01011489,0.336700337,1.271676301
E01011491,0.16,0.412087912
E01011492,0.147492625,0.813480535
E01011493,0,1.541307028
E01011494,0,0.526008182
E01011496,0.161812298,0.728959576
E01011497,0,0.661886376
E01011500,0,0
E01011502,0,0
E01011504,0.262812089,1.33248731
E01011505,0,0
E01011506,0.374531835,1.949317739
E01011507,0.146627566,0.362100181
E01011508,0,0.070921986
E01011509,0,0.144822592
E01011510,0,0.063734863
E01011511,0.18018018,0.708215297
E01011512,0.267379679,1.201372998
E01011513,0.302114804,0.840707965
E01011514,0,0.224340998
E01011515,0.1447178,0.396825397
E01011516,0.149031297,0.519930676
E01011517,0.130718954,0.574382539
E01011518,0,0.39352864
E01011519,0,0
E01011520,0.145772595,0.068259386
E01011521,0,0
E01011522,0,0.223380491
E01011523,0.237529691,0.741525424
E01011524,0,0.081168831
E01011525,0.138696255,0.369913687
E01011526,0,0
E01011527,0.12755102,0.241254524
E01011528,0,0
E01011529,0.165289256,0.294117647
E01011530,0,0
E01011531,0,0
E01011532,0,0
E01011533,0,0
E01011534,0,0
E01011535,0.142247511,0.173310225
E01011536,0.138121547,0.24600246
E01011537,0.100300903,0.242248062
E01011538,0,0
E01011540,0,0.091659028
E01011541,0.241545894,1.212733704
E01011545,0.296296296,0.58224163
E01011546,0,0.406268137
E01011547,0,0.099453008
E01011548,0,0
E01011549,0,0
E01011550,0,0
E01011551,0,0
E01011552,0,0
E01011553,0,0.355871886
E01011554,0,0
E01011555,0,0.492610837
E01011556,0,0
E01011557,0,0.545702592
E01011558,0,0.22611645
E01011559,0,0.601604278
E01011560,0,0
E01011561,0.527240773,1.90397351
E01011562,0,0.449005773
E01011563,0,0.607287449
E01011564,0,0.124223602
E01011565,0,0.450160772
E01011566,0,0
E01011567,0,0
E01011568,0.213219616,0.560081466
E01011569,0.414937759,1.709401709
E01011570,0.101010101,0.215517241
E01011571,0.125786164,0.623441397
E01011572,0,0.114876508
E01011573,0,3.220973783
E01011574,0,0
E01011576,0,0.274160384
E01011578,0.31201248,1.162790698
E01011579,0,0
E01011580,0,0.222222222
E01011581,0,0
E01011582,0,0
E01011583,0.150829563,0.193298969
E01011584,0.508259212,1.390568319
E01011585,0,0
E01011586,0.132978723,0.417754569
E01011587,0.122399021,0.457927876
E01011588,0,0
E01011589,0.272479564,0.839793282
E01011590,0,0
E01011591,0.23364486,1.087613293
E01011592,0,0.490496628
E01011593,0.114810563,0.583244963
E01011594,0,0
E01011595,0,0.090497738
E01011596,0,0
E01011597,0,0
E01011598,0.259403372,0.759013283
E01011599,0,0
E01011600,0,0
E01011601,0,0
E01011602,0,0
E01011603,0,0
E01011604,0,0
E01011605,0.137931034,0.4378763
E01011606,0.122850123,0.186915888
E01011607,0,0
E01011608,0,0.07518797
E01011609,0,0
E01011610,0,0
E01011611,0,0
E01011612,0.127226463,0.210970464
E01011613,0,0
E01011614,0,0
E01011615,0.734214391,3.785103785
E01011616,0,0.758017493
E01011617,0.141643059,0.416418798
E01011618,1.314060447,4.587155963
E01011620,0,0
E01011621,0.661157025,1.171112557
E01011622,0.264200793,0.544662309
E01011623,0.264550265,0.466744457
E01011624,0.129366106,0.317292438
E01011625,1.006289308,2.875586854
E01011626,1.261829653,3.578608766
E01011627,0,0
E01011628,0,0
E01011629,0,0.303260045
E01011630,0.109649123,0.497512438
E01011632,0,0
E01011633,0,0
E01011634,0.138121547,0.5625
E01011635,0,0.2313476
E01011636,0.114678899,0.314136126
E01011637,0.132450331,0.236127509
E01011638,0.15576324,0.497866287
E01011639,0,0
E01011641,0,0
E01011642,0,0.148698885
E01011643,0.448430493,2.005174644
E01011644,0,1.060606061
E01011645,0.458715596,1.19760479
E01011646,0.149476831,0.318302387
E01011647,0.716845878,1.994750656
E01011648,0,0.31496063
E01011649,0.589970501,0.886075949
E01011650,0.482315113,2.296587927
E01011651,0,1.344989913
E01011652,0.173913043,0.473612991
E01011653,0.146842878,1.447178003
E01011654,0.184162063,0.694444444
E01011655,0.253164557,0.481761872
E01011656,0,0
E01011657,0,0.65093572
E01011658,0.122850123,0.729517396
E01011659,0,0
E01011660,0,0
E01011661,0,0.055959709
E01011662,0,0
E01011663,0,0
E01011664,0.16722408,0.365230095
E01011665,0.15037594,0.578871201
E01011666,0,0
E01011667,0,0.12292563
E01011668,0.145985401,0.393258427
E01011669,0,1.162790698
E01011670,0.590318772,1.66790215
E01011671,0.44709389,2.11143695
E01011673,0.343249428,1.411395714
E01011677,0.36407767,1.0625
E01011678,2.019230769,2.294095525
E01011681,0,0.73664825
E01011684,0,0.367872471
E01011685,0,0.65992081
E01011686,0,0
E01011687,0.165562914,0.257400257
E01011688,0.159744409,0.656598818
E01011689,0.364520049,0.818639798
E01011690,0.139275766,0.507982583
E01011691,0,0.247678019
E01011692,0.655307995,3.044041451
E01011693,1.11662531,2.708058124
E01011694,0.645994832,2.73458445
E01011695,0,0.17452007
E01011696,0,0.505689001
E01011697,0.140252454,0.438404209
E01011698,0,0
E01011699,0.170068027,0.47318612
E01011700,0,0
E01011701,0.163666121,1.244509517
E01011702,0.289855072,1.598579041
E01011703,0,0
E01011704,0.661703888,2.434782609
E01011705,0,0
E01011706,0.154320988,1.154586273
E01011707,0.162074554,0.700389105
E01011708,0,0
E01011709,0.346020761,1.40776699
E01011710,0.609756098,1.945244957
E01011711,0.570613409,1.708817498
E01011712,0.157728707,0.562587904
E01011713,0,0
E01011714,0,0.102406554
E01011715,0,0
E01011716,0,0
E01011717,0,0
E01011718,0,0.101419878
E01011719,0,0
E01011720,0,0.133600534
E01011721,0,0
E01011722,0,0
E01011723,0,0
E01011724,0,0
E01011725,0,0
E01011726,0,0
E01011727,0,0.394477318
E01011728,0,1.111934766
E01011729,0.234192037,0.994733762
E01011730,0,0.729483283
E01011731,0.160771704,0.713266762
E01011732,0.120336943,0.358606557
E01011733,0,0.568900126
E01011734,0.327064595,0.89193825
E01011735,0,0.12070006
E01011736,0.298062593,1.024590164
E01011737,0.124378109,0.886637112
E01011738,0.150829563,0.201072386
E01011739,0.261780105,0.685785536
E01011740,0,0
E01011741,0,0
E01011742,0,0
E01011743,0,0
E01011744,0,0
E01011745,0,0
E01011746,0,0.192012289
E01011747,0,0
E01011748,0.144300144,0.132802125
E01011750,0,0
E01011751,0,0.470957614
E01011752,0,0
E01011753,0.29154519,1.346562721
E01011754,0,0
E01011755,0,0.262295082
E01011756,0,0.29563932
E01011757,0,0
E01011758,0.274725275,0.684670978
E01011759,0,0.097703957
E01011761,0,0
E01011762,0,0.134318334
E01011763,0,0
E01011764,0.115606936,0.523864959
E01011765,0,0
E01011766,0,0.372208437
E01011767,0.126742712,0.111358575
E01011768,0.158982512,0.299850075
E01011770,0.120918984,0.109349371
E01011771,0.147058824,0.137551582
E01011772,0,0
E01011773,0,0.211864407
E01011774,0.149925037,0.201612903
E01011776,0,0
E01011777,0,0.620261888
E01011778,0,0
E01011779,0.156739812,0.739744452
E01011780,0,0
E01011781,0,0
E01011782,0,0.124610592
E01011783,0,0
E01011784,0,0
E01011785,0,0
E01011786,0,0
E01011787,0,0.128205128
E01011788,0,0
E01011789,0.16286645,0.379266751
E01011790,0,0
E01011791,0,0
E01011792,0,0
E01011793,0,0
E01011794,0,0
E01011795,0,0
E01011796,0,0.303582271
E01011797,0.127713921,0.531914894
E01011798,0.133155792,0.829562594
E01011799,0,0
E01011800,0.258732212,0.602772755
E01011801,0.149031297,0.141643059
E01011802,0.146412884,0.700280112
E01011803,0,0.047641734
E01011804,0,0
E01011805,0,0
E01011806,0,0
E01011807,0,0
E01011808,0,0
E01011809,0,0
E01011810,0,0
E01011811,0,0
E01011812,0.09699321,0.122000813
E01011813,0,0.114285714
E01011814,0,0
E01011815,0,0
E01011816,0,0
E01011817,0,0
E01011818,0,0
E01011819,0,0.427578835
E01011820,0,0
E01011821,0,0.072150072
E01011822,0,0
E01011823,0,0.349162011
E01011824,0,0
E01011825,0.122699387,0.223588597
E01011826,0,0
E01011827,0,0.25083612
E01011828,0.288600289,0.555170021
E01011829,0,0
E01011830,0.128534704,0.291757841
E01011831,0,0.479904019
E01011832,0,0.138026225
E01011833,0,0
E01011834,0,0
E01011835,0,0
E01011836,0.159235669,1.131541726
E01011837,1.598173516,4.375729288
E01011838,0.081366965,1.079691517
E01011839,0.09487666,0.076016724
E01011840,0,0.167691448
E01011841,0.095602294,0.174064404
E01011842,0,0
E01011843,0,0
E01011844,0,0
E01011845,0,0
E01011846,0.16,0.148367953
E01011847,0,0
E01011848,0,0
E01011849,0,0.252047889
E01011850,0,0
E01011851,0.403225806,1.265822785
E01011852,0,0
E01011853,0,0
E01011854,0,0
E01011855,0,0
E01011856,0,0
E01011857,0.786369594,1.471420487
E01011858,0,0
E01011859,0,0.21141649
E01011860,0,0.134589502
E01011861,0,0
E01011862,0.10384216,0.328947368
E01011863,0,0
E01011864,0,0
E01011865,0,0
E01011866,0,0
E01011867,0,0
E01011868,0,0
E01011869,0,0
E01011870,0,0
E01011871,0,0
E01011872,0,0
E01011873,0.110132159,0.377002828
E01011874,0,0
E01011875,0,0
E01011876,0.374882849,1.03021978
E01011877,0,0.152207002
E01011878,0,0
E01011879,0,0.141643059
E01011880,0,0
E01011881,0,0.817843866
E01011882,0.153609831,0.140548138
E01011883,0,0
E01011884,0.168067227,0.430879713
E01011885,0,0
E01011886,0,0
E01011887,0,0.070972321
E01011888,0,0
E01011889,0,0.124223602
E01011890,0,0
E01011891,0,0
E01011892,0,0
E01011893,0.162337662,0.271370421
E01011894,0,0
E01011895,0,0
E01011896,0,0
E01011897,0.126103405,0.316656111
E01011898,0,0
E01011899,0,0
E01011900,0,0
E01011901,0.163398693,0.40091638
E01011902,0,0.360230548
E01011903,0,0
E01011904,0,0
E01011905,0,0.123609394
E01011906,0,0
E01011907,0,0.160857909
E01011908,0.368663594,0.981502454
E01011909,0,0
E01011910,0.131061599,0.884396715
E01011911,0,0
E01011912,0.105485232,0.150981379
E01011913,0.464396285,0.840336134
E01011914,0,0.245700246
E01011915,0,0.940070505
E01011917,0.225225225,0.750267953
E01011918,0,0
E01011919,0,0
E01011920,0.639269406,1.19047619
E01011921,0,0
E01011922,0,0
E01011923,1.083032491,3.741701871
E01011924,0,0
E01011925,0,0
E01011926,0,0.111296605
E01011927,0,0.270453009
E01011928,0,0.076335878
E01011929,0,0.093940817
E01011930,0,0
E01011931,0.153374233,0.298284862
E01011932,0.156739812,0.284495021
E01011933,0.139664804,1.379310345
E01011934,0.546448087,1.256281407
E01011935,0.574052813,1.421568627
E01011936,0,0.06199628
E01011937,0,0
E01011938,0.161290323,0.438596491
E01011939,0,0.410677618
E01011940,0,0
E01011941,0,0.444444444
E01011942,0.328947368,0.631412786
E01011943,0,0
E01011944,0,0
E01011945,0,0.137835975
E01011946,0,0
E01011947,0.143472023,0.133422282
E01011948,0,0
E01011949,0,0
E01011950,0.119617225,0.457038391
E01011951,0,0
E01011952,0,0
E01011953,0.113895216,0.404244568
E01011954,0,0
E01011955,0,0.39184953
E01011957,0,0
E01011959,0.084602369,0.584985375
E01011960,0,0
E01011961,0,0
E01011962,0,0
E01011963,0,0
E01011964,0.352733686,0.876552228
E01011965,0,0
E01011966,0,0.9375
E01011967,0,0
E01011968,0,0
E01011969,0,0
E01011970,0,0
E01011971,0,0
E01011974,1.038961039,7.417046194
E01011975,0.138504155,0.853889943
E01011977,0,0
E01011978,0,0
E01011979,0,0
E01011980,0,0
E01011981,0,0
E01011982,0,0.111982083
E01011983,0,0.058892815
E01011984,0,0
E01011985,0.340136054,0.637450199
E01011986,0,0
E01011987,0.15037594,0.722021661
E01011988,0,0
E01011989,0,0
E01011990,0,0
E01011991,0.356718193,1.310303752
E01011992,0,0
E01011993,0,0.503355705
E01011994,0.143266476,0.344352617
E01011995,0.168918919,0.470957614
E01011996,0.438596491,1.809324983
E01011997,0,0.683491062
E01011998,0.31120332,2.187784868
E01011999,0,0.51975052
E01012000,0.121212121,0.625
E01012001,0.09487666,0.333174679
E01012002,0.292397661,0.833912439
E01012003,0,0
E01012005,0,0
E01012007,0,0
E01012008,0,0
E01012009,0,0.407955125
E01012010,0,0.263852243
E01012011,0,0
E01012012,0,0
E01012013,0,0.066666667
E01012014,0.151515152,0.246153846
E01012015,0.131926121,0.538720539
E01012016,0,0
E01012017,0,0
E01012018,0.155279503,0.619578686
E01012019,0,0
E01012020,0.161030596,0.906735751
E01012021,0,0
E01012022,0,0.255836265
E01012023,0,0
E01012024,0,0
E01012025,0,0
E01012026,0,0.412465628
E01012027,0.107991361,0.590260698
E01012030,0,0
E01012031,0,0
E01012032,0,0
E01012033,0,0
E01012034,0,0
E01012035,0,0
E01012036,0.498132005,1.290322581
E01012037,0.122699387,1.014584654
E01012038,0.140646976,0.855263158
E01012039,0.284090909,2.324159021
E01012040,0.131752306,1.289009498
E01012041,0.151057402,1.47826087
E01012042,0,0
E01012043,0,0
E01012044,0,0
E01012045,0,0
E01012046,0,0.09310987
E01012047,0,0
E01012048,0,0
E01012049,0,0
E01012050,0,0
E01012051,0,0.791139241
E01012052,0,0.163800164
E01012053,0.151515152,0.999444753
E01012054,0.149925037,0.38147139
E01012055,0.123762376,0.86690464
E01012056,0.18639329,0.492610837
E01012057,0.12345679,0.2034588
E01012058,0.111731844,0.32485111
E01012059,0.113122172,0.692440854
E01012060,0.138696255,0.23880597
E01012061,0,0.329218107
E01012062,0,0.105263158
E01012063,0,0
E01012065,0.235017626,0.315291645
E01012066,0.135501355,0.407331976
E01012067,0,0
E01012068,0.469483568,2.160345655
E01012071,0,0
E01012073,0,0
E01012074,0,0
E01012075,0,0.127064803
E01012076,0,0
E01012077,0,0
E01012078,0.275862069,2.360774818
E01012079,0.348432056,1.339915374
E01012080,0.191570881,0.502512563
E01012081,0.136425648,0.500556174
E01012082,0,0
E01012083,0,0
E01012084,0.134589502,0.304692261
E01012085,0,0
E01012088,0.145137881,0.346420323
E01012089,0,0.499687695
E01012090,0,0
E01012091,0,0
E01012092,1.137980085,1.31270511
E01012093,0,0.947418285
E01012095,1.084990958,3.209876543
E01012096,1.799485861,4.918032787
E01012097,0,0
E01012098,0.99009901,2.388637831
E01012099,0.273972603,0.654022237
E01012100,0.81300813,4.698457223
E01012101,0.755667506,1.68612192
E01012102,0.355555556,1.838755304
E01012105,0.162601626,0.350631136
E01012106,0,0
E01012107,0,0.36954915
E01012108,0.157977883,0.5
E01012109,0.299401198,0.393700787
E01012110,0.151975684,0.703125
E01012111,0,0
E01012112,0,0
E01012113,0,0.350877193
E01012114,0,0
E01012117,0.684931507,1.813842482
E01012118,0.144092219,1.228878648
E01012119,0.212089077,1.382927992
E01012120,0.909090909,4.578904334
E01012121,0.153846154,1.065449011
E01012124,0.27972028,0.652315721
E01012127,0,0
E01012128,0,0
E01012129,0.096246391,0.496688742
E01012130,0,0
E01012131,0,0
E01012132,0.511770727,1.257202724
E01012134,5.290322581,17.51879699
E01012136,1.931034483,4.545454545
E01012137,2.215189873,6.933523946
E01012138,0.084530854,0.136565381
E01012139,0,0
E01012140,0,0.07558579
E01012141,0,0
E01012142,0,0
E01012143,0,0
E01012144,0,0
E01012145,0.565770863,1.268498943
E01012146,0,0
E01012147,0,0
E01012148,0,0
E01012149,0,0
E01012150,0,0
E01012151,0,0
E01012152,0,0
E01012154,0.164744646,0.545950864
E01012155,0.769230769,1.405405405
E01012156,0,0
E01012157,1.827040195,5.117139334
E01012158,0.443786982,1.454064772
E01012159,7.169459963,30.27950311
E01012160,0.132450331,1.697127937
E01012161,3.6,10.60810811
E01012162,0.151745068,1.344286781
E01012163,0.102040816,0.290697674
E01012164,0.645994832,1.553398058
E01012165,0.089365505,0.378151261
E01012167,0,0
E01012168,0,0.597609562
E01012170,0,0
E01012171,0.136054422,0.354861604
E01012172,0,0
E01012173,0,0
E01012174,0,0
E01012175,0,0
E01012176,0,0
E01012177,0,0
E01012178,0,0
E01012179,0,0.094831674
E01012180,0,0.121432908
E01012181,0.668449198,1.636249213
E01012182,0.327868852,1.359516616
E01012183,0,0
E01012184,0.311041991,0.572655691
E01012185,0.15503876,0.726216412
E01012186,0.126903553,0.564617315
E01012187,0.184162063,0.496688742
E01012188,0,0
E01012189,0,0
E01012190,0,0
E01012191,0,0.126023945
E01012192,0.126742712,0.540540541
E01012193,0,0
E01012194,0.144300144,0.586701434
E01012195,0.143678161,0.251098556
E01012196,0,0
E01012197,0,0.221852468
E01012198,0,0
E01012199,0.159744409,1.226993865
E01012200,0.312174818,0.922603793
E01012201,0,0
E01012202,0.147492625,0.233781414
E01012203,0.131233596,0.258131131
E01012204,0,0
E01012205,0,0
E01012206,0,0
E01012207,0.125156446,0.840777719
E01012208,0,0
E01012209,0.708215297,1.070154578
E01012210,0.152905199,0.329163924
E01012211,0,0.382932166
E01012212,0,0.128534704
E01012213,0,0
E01012214,0,0
E01012215,0,0
E01012216,0,0
E01012217,0.12642225,0.42887777
E01012218,0,0.727272727
E01012219,0,0.343249428
E01012223,0.309119011,0.396825397
E01012224,0,0
E01012225,0.152905199,0.336473755
E01012226,0,0
E01012227,0,0.14015417
E01012228,0,0
E01012230,0,0
E01012231,0,0
E01012232,0,0
E01012233,2.668539326,7.056229327
E01012234,0,0
E01012235,0.105596621,0.230769231
E01012236,0.180831826,0.56542811
E01012237,0,0
E01012238,0.131752306,0.964630225
E01012239,0.102040816,0.35321821
E01012240,0,0
E01012241,0.16025641,0.288184438
E01012242,0.157480315,0.283687943
E01012243,0,0.257069409
E01012244,0,0
E01012245,0.129701686,0.506329114
E01012246,0,0.157853197
E01012247,0,0
E01012248,0,0
E01012249,0.15015015,0.298151461
E01012250,0.108342362,0.279329609
E01012251,0,0.459317585
E01012252,0.150829563,0.492307692
E01012253,0,0.085034014
E01012254,0.278164117,0.892857143
E01012255,0,0
E01012256,0,0.326797386
E01012257,0.308641975,0.435729847
E01012258,0,0.186219739
E01012259,0.750938673,2.873938602
E01012260,0.460299194,1.138519924
E01012261,0.279329609,0.88365243
E01012262,0.186219739,0.681247759
E01012267,0.099601594,0.214938205
E01012268,0.272975432,0.558419244
E01012269,0.288600289,0.628535512
E01012270,0.320512821,0.596569724
E01012271,0.166112957,0.804093567
E01012272,0,0
E01012273,0.151975684,0.253164557
E01012274,0,0
E01012275,0,0
E01012276,0,0
E01012277,0,0
E01012278,0,0
E01012279,0,0.41716329
E01012280,0.139275766,0.128369705
E01012281,0.148148148,1.485535575
E01012282,0,0
E01012283,0.176056338,0.490596893
E01012284,0.584795322,1.955307263
E01012285,0,0
E01012286,0.272108844,2.006980803
E01012287,0.331125828,1.852832186
E01012288,0,0
E01012289,0,0
E01012290,0.110253583,0.738396624
E01012291,0.618811881,1.263823065
E01012292,0.102040816,0.240731825
E01012294,0.351493849,0.506512301
E01012295,0,0
E01012296,0,0
E01012297,0,0
E01012298,0,0
E01012299,1.206272618,3.794466403
E01012300,0.261437908,0.687757909
E01012301,0.174825175,0.470957614
E01012302,0,0
E01012303,0.104493208,0.230096641
E01012304,1.351351351,5.827067669
E01012305,1.25588697,4.284412033
E01012306,0,0.703729768
E01012307,0.635208711,1.741071429
E01012309,0.228832952,0.614754098
E01012310,0,0
E01012311,0,0
E01012312,0,0
E01012313,0.143061516,0.27739251
E01012314,0,0
E01012315,0,0.238521169
E01012317,0.153139357,0.896860987
E01012318,0,0
E01012319,0.262237762,0.615942029
E01012323,0,0
E01012324,0,0.151630023
E01012325,0.147058824,0.290486565
E01012326,0.196078431,0.36900369
E01012327,0,0
E01012328,0.128040973,0.200803213
E01012329,0,0
E01012330,0.21691974,0.769971126
E01012331,0,0.43516101
E01012332,0,0
E01012333,0,0
E01012334,0.344530577,1.722319859
E01012335,0,0
E01012336,0,0
E01012337,0,0
E01012338,0.097370983,0.09009009
E01012339,0.226244344,0.441826215
E01012340,0.089766607,0.380228137
E01012341,0,0
E01012342,0.327064595,0.704473406
E01012344,0.284495021,0.956284153
E01012345,0,1.378446115
E01012346,0.104931794,0.349497597
E01012347,0,0.412979351
E01012348,0,0
E01012349,0,0
E01012350,0.368550369,0.92724679
E01012351,0,0
E01012352,0.119474313,0.340367597
E01012353,0.36809816,0.735294118
E01012354,0.775193798,1.973684211
E01012355,0.250941029,1.306240929
E01012356,0.578034682,2.647783251
E01012357,0.609756098,2.468212416
E01012358,0.135317997,0.62774639
E01012359,0,0
E01012360,0.23174971,0.943396226
E01012361,0.23255814,0.616016427
E01012362,1.081081081,2.889245586
E01012363,0.561797753,1.893004115
E01012364,0,0.143884892
E01012365,0.178253119,0.511073254
E01012366,0.104166667,0.59435364
E01012367,0,0
E01012368,0.105152471,0.196270854
E01012369,0,0
E01012370,0.104493208,0.326086957
E01012371,0,0
E01012372,0,0.540540541
E01012373,0,0
E01012374,0.175746924,0.362976407
E01012375,0,0.135501355
E01012376,0,0
E01012377,0,0
E01012378,0.145560408,0.320102433
E01012379,0,0
E01012380,0.318471338,0.271186441
E01012381,0,0
E01012382,0,0
E01012383,0.138504155,1.003764115
E01012384,0,0
E01012385,0,0.262582057
E01012386,0,0
E01012387,0.385356455,1.304753029
E01012388,0,0
E01012389,0,0
E01012390,0,0
E01012391,0,0
E01012392,0,0.067865626
E01012393,0,0.13726836
E01012394,0,0
E01012395,0,0
E01012396,0,0
E01012397,0,0
E01012398,0,0
E01012399,0,0
E01012400,0,0.086580087
E01012401,0.362318841,0.871934605
E01012402,0,0.133155792
E01012403,0,0
E01012404,0,0
E01012405,0.106723586,0.193610842
E01012406,0,0
E01012407,0,0
E01012408,0,0
E01012409,0,0
E01012410,0,0
E01012411,0,0
E01012412,0.115740741,0.224592925
E01012413,0,0
E01012414,0,0
E01012415,0,0
E01012416,0,0.053792361
E01012417,0.339558574,0.595744681
E01012418,0,0
E01012419,0,0
E01012420,0,0
E01012421,0,0
E01012422,0,0
E01012423,0,0
E01012424,0.12755102,0.211976683
E01012425,0,0
E01012426,0,0.22675737
E01012427,0,0.222593211
E01012429,0,0
E01012430,0.215982721,1.024327785
E01012431,0,0.464037123
E01012432,0,0
E01012433,0,0.125628141
E01012434,0,0
E01012435,0,0.049212598
E01012436,0,0
E01012437,0,0
E01012438,0,0
E01012439,0,0
E01012440,0,0
E01012441,0.16,1.001306051
E01012442,0,0
E01012443,0,0
E01012444,0,0.401337793
E01012445,0,0
E01012446,0,0
E01012447,0,0.143575018
E01012448,0,0.119474313
E01012449,0,0
E01012450,0,0.141843972
E01012451,0,0.132538105
E01012452,0,0
E01012453,0,0
E01012454,0,0.075414781
E01012455,0,0.236966825
E01012457,0.116144019,0.404624277
E01012458,0.168918919,0.564759036
E01012459,0,0
E01012460,0.154083205,1.086218601
E01012461,0,0
E01012462,0,0
E01012463,0,0
E01012464,0,0
E01012465,0.317965024,0.673400673
E01012466,0,0.328731098
E01012467,0,0
E01012468,0,0.29264214
E01012469,0,0.268817204
E01012470,0,0
E01012471,0,0.140383715
E01012472,0.257731959,0.768808347
E01012473,0,0
E01012474,0,0
E01012475,0,0
E01012476,0,0
E01012477,0,0.635324015
E01012478,0,0.182815356
E01012479,0,0
E01012480,0.169204738,0.441306267
E01012481,0.133868809,0.268456376
E01012482,0,0
E01012483,0,0.297796307
E01012485,0,0
E01012486,0,0
E01012487,0,0
E01012488,0.129366106,0.447928331
E01012489,0.284900285,0.752283718
E01012490,0,0
E01012491,0,0
E01012492,0,0
E01012493,0,0
E01012494,0,0
E01012495,0,0.123304562
E01012496,0,0.071787509
E01012497,0.188679245,0.330033003
E01012498,0,0.262295082
E01012499,0,0
E01012500,0,0
E01012501,0.161030596,0.784034212
E01012502,0.146627566,0.257069409
E01012503,0.135317997,0.800854245
E01012505,0,0.144822592
E01012506,0.282485876,0.371977681
E01012507,0,0
E01012508,0,0
E01012509,0,0
E01012510,0.262237762,0.903750565
E01012511,0,0
E01012512,0,0.931470393
E01012513,0.116009281,0.66603235
E01012514,0.514138817,1.433882103
E01012515,0,0.261780105
E01012516,0.484652666,1.725431358
E01012517,0.103412616,0.675961132
E01012518,0.106382979,0.375410605
E01012519,0,0
E01012520,0.147058824,0.659472422
E01012521,0,0
E01012522,0,0.071022727
E01012523,0.148367953,0.424929178
E01012524,0,0
E01012525,0,0
E01012526,0,0
E01012527,0,0
E01012528,0,0
E01012529,0,0
E01012530,0,0
E01012531,0,0
E01012532,0.161290323,0.626959248
E01012533,0.343642612,1.757944557
E01012534,0,0
E01012535,0.130378096,0.341296928
E01012536,0,0
E01012537,0,0
E01012538,0,0
E01012539,0,0
E01012540,0,0.15128593
E01012541,0.376647834,1.674008811
E01012542,0.307219662,0.819672131
E01012543,0,0
E01012544,0,0
E01012545,0,0
E01012546,0,0
E01012547,0.142857143,0.489895897
E01012548,0,0
E01012549,0,0
E01012550,0,0
E01012551,0,0.130378096
E01012552,0,0
E01012553,0,0
E01012554,0,0.099950025
E01012555,0,0
E01012556,0,0
E01012557,0.255102041,0.945945946
E01012558,0,0.236406619
E01012559,0,0.395778364
E01012560,0,0.400266845
E01012561,0,0
E01012562,0,0.34904014
E01012563,0,0.114613181
E01012564,0,2.01394268
E01012566,0,0.093240093
E01012569,0.137741047,0.223338917
E01012570,0,0.345423143
E01012571,0,0
E01012572,0,0
E01012573,0,0
E01012574,0,0
E01012575,0,0
E01012576,0,0
E01012577,0,0
E01012578,0,0
E01012579,0,0
E01012580,0,0
E01012581,0,0
E01012582,0,0
E01012583,0,0.092807425
E01012584,0,0
E01012585,0,0
E01012586,0,0
E01012587,0.138696255,0.12300123
E01012588,0,0.04576659
E01012589,0,0
E01012590,0.152905199,0.619195046
E01012591,0,0
E01012592,0.117233294,0.309917355
E01012593,0,0
E01012594,0,0
E01012595,0,0
E01012596,0.11299435,0.588812561
E01012597,0,0
E01012598,0,0.101763908
E01012599,0,0
E01012600,0,0
E01012601,0,0
E01012602,0,0
E01012603,0,0
E01012604,0,0
E01012605,0,0
E01012606,0,0.112676056
E01012607,0,0
E01012608,0,0
E01012609,0,0
E01012610,0,0
E01012611,0,0
E01012612,0,0
E01012613,0,0
E01012614,0,0
E01012615,0,0
E01012616,0,0
E01012617,0,0
E01012618,0,0
E01012619,0,0
E01012620,0,0.131319764
E01012621,0,0
E01012622,0,0
E01012623,0,0.281690141
E01012624,0,0
E01012625,0,0
E01012628,0,0
E01012629,0,0
E01012630,0,0
E01012631,0,0
E01012632,0,0.089166295
E01012633,0,0.112485939
E01012634,0.153609831,0.183262065
E01012635,0,0
E01012636,0.126903553,0.110497238
E01012637,0,0
E01012638,0,0
E01012639,0,0.195694716
E01012640,0,0
E01012641,0,0
E01012642,0,0.103680664
E01012643,0.149476831,0.4084014
E01012644,0.264900662,0.325203252
E01012645,0,0
E01012646,0,0
E01012647,0,0
E01012648,0.168350168,0.591715976
E01012649,0,0
E01012650,0,0
E01012651,0,0
E01012652,0,0.211267606
E01012653,0,0
E01012654,0,0.119189511
E01012655,0.09478673,0.629213483
E01012656,0.279329609,0.762942779
E01012657,0,0
E01012658,0,0
E01012659,0,0.465477114
E01012660,0,0
E01012661,0,0
E01012662,0,0
E01012663,0.122249389,0.514800515
E01012664,0.133511348,0.548446069
E01012665,0,0
E01012666,1.683937824,9.686817189
E01012667,0.147275405,0.549073439
E01012668,0.132450331,0.595238095
E01012669,1.097804391,6.083429896
E01012670,1.643835616,6.165703276
E01012671,4.004576659,24.65083799
E01012672,4.984423676,27.1446863
E01012673,1.339285714,7.959479016
E01012674,1.128205128,5.558739255
E01012675,0.722891566,2.830769231
E01012676,0.597014925,1.983002833
E01012677,1,4.974396489
