MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02003815,707.0823,36900,27300,30100,28300
E02003816,560.4147,39800,29800,30000,31300
E02003817,627.8024,47200,31800,34200,32400
E02003818,600.6088,50700,33600,36300,34400
E02003819,540.2918,45000,31200,34300,34100
E02003820,933.9605,47900,31700,35600,35700
E02003821,586.3045,39400,30600,31600,31100
E02003822,637.8304,44500,59200,39500,38800
E02003823,624.577,41700,32100,33800,31300
E02003824,629.5456,48800,32700,36800,33800
E02003825,621.7061,47200,30400,34600,33700
E02003826,767.7299,37600,25800,30800,27900
E02003827,573.375,32500,23800,27300,25500
E02003828,660.7694,38100,23100,33900,26400
E02003829,536.4169,38300,27300,29500,29800
E02003830,578.7201,36400,24500,35000,28400
E02003831,663.2664,49600,31700,37900,34400
E02003832,492.1134,38200,22700,33600,28200
E02003833,701.6486,42200,27500,32500,30500
E02003834,577.7242,40100,25700,37800,29800
E02003835,581.8679,53100,34700,37900,36400
E02003836,582.8884,39500,30500,30700,32300
E02003838,710.186,45600,31700,34600,32300
E02003839,569.5699,41600,31500,32800,32600
E02003840,643.3506,45700,34600,35700,34000
E02003841,557.987,41900,30600,33900,33100
E02003842,616.6576,54900,35800,39000,37300
E02003843,881.6603,37700,27300,30300,30800
E02003844,614.9101,44300,30300,33000,32300
E02003845,610.0843,35300,22900,28200,26600
E02003846,688.863,32700,23000,27400,26800
E02003847,845.6659,53400,35400,37900,36600
E02003848,786.3463,35500,24100,28800,27200
E02003849,739.1204,34700,23100,28800,26600
E02003850,849.2038,39700,27700,31100,31000
E02003851,791.7942,48600,32400,36000,34200
E02003852,835.5371,47100,31200,34300,33600
E02003853,600.0809,51100,35200,37500,36300
E02003854,541.7405,50400,34900,37600,33800
E02003855,535.2607,52800,37800,37300,34600
E02003856,643.9994,44200,30900,34800,33200
E02003857,688.251,52200,35700,40300,36300
E02003858,589.7596,61300,41100,45800,44600
E02003859,636.6084,50600,37000,40100,37000
E02003860,571.6952,61000,38900,43300,41900
E02003861,626.3431,44800,32000,34800,33300
E02003862,674.5427,54500,40700,45100,42700
E02003863,731.8472,56500,38900,42100,38800
E02003864,647.1588,54900,39100,43200,42900
E02003865,663.4228,46700,32700,34500,33600
E02003866,547.0283,57600,36900,40700,39500
E02003867,597.5252,46000,32100,35900,34000
E02003868,535.6046,42000,30100,31900,31500
E02003869,551.0275,50000,33300,36700,34500
E02003870,557.2027,42600,30300,32900,32400
E02003871,596.8892,40300,28200,31600,30900
E02003872,611.9429,50100,36200,38300,36400
E02003873,607.3262,37600,25700,29800,27700
E02003874,613.9626,46800,34100,37300,34100
E02003875,677.9108,50800,36600,37500,35700
E02003876,882.1324,40100,28600,31500,29700
E02003877,608.5472,49800,35100,37400,35500
E02003878,684.6456,46300,31300,36000,33200
E02003879,743.4819,42300,29500,32300,32100
E02003880,581.7301,39900,28500,31900,30300
E02003881,764.4766,40300,29600,33000,31200
E02003882,687.2172,39700,26800,31900,28900
E02003883,696.3931,55700,39400,39800,40100
E02003884,784.178,51200,41000,40300,37900
E02003885,724.0238,48000,32900,36800,34900
E02003886,627.3099,39500,26200,31700,29300
E02003887,693.3721,44100,29300,35100,31400
E02003888,635.8699,36300,24500,28300,27400
E02003889,710.1357,34100,25500,28500,27200
E02003890,693.768,40600,27700,32400,30200
E02003891,677.9273,48000,36600,37800,35000
E02003892,572.4528,42200,29000,33900,31600
E02003893,560.6876,42900,31100,34100,32500
E02003894,582.2755,41100,27000,32500,30300
E02003895,608.8488,40600,27600,31500,29800
E02003896,571.4682,36000,27500,31100,29300
E02003897,659.1821,51800,33300,38800,37000
E02003898,553.4309,49600,32300,38400,33900
E02003899,642.0555,37800,28800,30900,30100
E02003900,656.504,45100,31100,33800,33200
E02003901,471.5834,39100,27900,32500,29300
E02003902,723.858,38100,28000,30700,30900
E02003903,547.9362,43300,29500,33300,32300
E02003904,462.9557,38700,29600,31100,31500
E02003905,643.6809,45700,28800,35600,31600
E02003906,598.1167,43300,30000,34600,32000
E02003907,574.1783,45500,32100,35400,32500
E02003908,476.8455,46000,31600,36000,33700
E02003909,528.6639,45700,30900,35100,32600
E02003910,514.1999,44900,29900,34700,33200
E02003911,597.4961,47800,34800,37300,34900
E02003912,513.0338,45800,33600,35300,33600
E02003913,514.7607,46500,33700,37100,34400
E02003914,322.3517,38900,25900,30900,30200
E02003915,267.9792,35700,23200,29400,27600
E02003916,289.2075,41800,29700,33500,33500
E02003917,451.8397,43500,29500,33600,31400
E02003918,536.4242,42300,28000,32500,30000
E02003919,551.112,35400,25500,27800,28500
E02003920,620.5444,41700,27900,32600,30500
E02003921,537.4634,37900,25900,30600,28900
E02003922,598.749,40200,25100,30100,28600
E02003923,516.5911,37200,24600,29300,28000
E02003924,505.9966,36400,25700,29100,29000
E02003925,575.216,36900,25800,30200,28500
E02003926,530.6393,45700,29900,35600,31400
E02003927,458.3826,44000,30600,34900,31900
E02003928,647.9566,42900,28300,32300,30500
E02003929,541.2751,41800,28200,32800,30800
E02003930,489.7668,43200,29700,33500,31000
E02003931,339.6758,36500,28900,30800,30000
E02003932,448.4065,41400,30100,33700,29600
E02003933,496.6561,38400,28100,32000,30300
E02003934,538.4245,39500,27400,31800,29500
E02003935,640.7107,41600,26800,31100,30200
E02003936,561.0492,42600,30100,34400,32200
E02003937,485.0715,40600,29300,33300,31400
E02003938,458.5547,42000,29800,32800,30900
E02003939,472.3471,40500,29400,32200,32000
E02003940,483.6538,44900,29700,35100,32200
E02003941,574.8721,42200,28500,32500,30600
E02003942,636.2975,38200,24500,29400,28100
E02003943,389.4153,37300,26600,30400,30100
E02003944,448.774,39200,26600,30900,28800
E02003945,465.8298,42900,29700,34300,32200
E02003946,534.5068,41900,27800,33200,30100
E02003947,435.5969,40200,28500,31800,29900
E02003948,427.953,35900,24700,28600,27600
E02003949,389.2027,34500,24800,27600,29700
E02003950,465.8374,41200,27500,32000,29500
E02003951,430.8859,37800,27500,31000,30000
E02003952,661.9066,44100,27600,34200,30400
E02003953,638.8204,41200,27400,33200,29900
E02003954,509.5152,40300,26100,30700,31600
E02003955,532.0157,39700,26700,30800,30400
E02003956,610.0985,38300,25600,30100,28900
E02003957,539.9188,40100,26500,31500,28800
E02003958,707.5886,37600,26100,30000,29200
E02003959,577.6824,37900,26600,30200,29700
E02003960,499.4897,40900,30800,32900,31900
E02003961,576.8225,44100,29600,33700,31500
E02003962,545.1394,41200,27200,32700,31400
E02003963,525.2115,35800,25300,29200,29000
E02003964,561.6234,42500,30600,32600,30900
E02003965,421.23,34200,27400,26800,28700
E02003966,436.9958,43200,31200,32800,31700
E02003967,480.5224,36800,27200,29300,28100
E02003968,421.2336,36800,27800,29100,29600
E02003969,415.4574,30700,21900,24100,25900
E02003970,522.887,44900,32300,33200,32800
E02003971,423.2667,45800,32800,34800,33900
E02003972,655.958,35100,26700,28300,30000
E02003973,556.5178,28900,22200,23500,26400
E02003974,502.5242,33500,25000,27500,28200
E02003975,656.7997,42000,30000,32000,32500
E02003976,289.4744,43100,29900,33500,31100
E02003977,736.324,40300,26000,28400,30600
E02003978,680.013,38600,27000,30400,30300
E02003979,609.18,48400,33500,34300,34600
E02003980,657.3563,28800,21700,23800,25700
E02003981,741.0945,39500,26900,29600,31000
E02003982,777.6754,42300,29400,32200,31600
E02003983,726.5823,29000,23000,23700,25700
E02003984,494.9102,26800,20500,22100,24700
E02003985,786.9745,34000,24500,26400,27900
E02003986,678.3882,33400,26400,26800,29900
E02003987,386.9811,38600,26900,29300,29400
E02003988,417.6261,38200,27500,30100,29500
E02003989,538.5196,41400,29200,31400,31500
E02003990,539.4068,47200,33300,33900,33100
E02003991,519.5927,43700,29600,32100,31800
E02003992,458.9997,37200,24900,28500,29600
E02003993,535.1276,47300,32300,33500,33300
E02003994,481.6294,34400,24300,26300,27800
E02003995,520.3412,32300,23900,25900,27200
E02003996,465.0834,35500,25000,27500,28700
E02003997,593.0053,33200,22700,26800,26200
E02003998,541.5517,31800,24300,26000,26300
E02003999,513.6896,45000,32500,33200,32800
E02004000,598.1242,36000,25400,29500,29400
E02004001,448.4964,33800,25400,28700,30400
E02004002,613.7306,43400,31000,32800,34300
E02004003,538.2914,37600,27600,29500,30900
E02004004,590.7633,34200,24600,28300,28300
E02004005,595.8221,36600,27100,29400,31500
E02004006,612.6871,46100,32800,34100,34500
E02004007,563.6974,35400,25900,28600,28800
E02004008,470.5473,40300,29700,31800,32100
E02004009,483.1522,47300,31400,34100,33200
E02004010,471.376,36900,23400,28100,28000
E02004011,479.1787,42800,29100,31500,31300
E02004012,411.5325,46200,30700,34500,34300
E02004013,447.6303,39700,30200,30500,31100
E02004014,397.9208,37900,29200,30000,30100
E02004015,358.7415,44200,28600,33400,31700
E02004016,492.375,44300,29500,35500,32000
E02004017,453.5549,41400,29000,32100,31700
E02004018,428.4776,39100,25900,30600,29200
E02004019,442.9367,44900,31000,33200,33100
E02004020,416.6532,44400,30700,32000,31200
E02004021,440.0303,47700,32000,34700,34600
E02004022,430.0988,45800,32900,33400,33900
E02004023,443.7605,44200,30500,32200,30900
E02004024,505.4838,48600,33300,35200,34100
E02004025,502.8968,44700,32300,33100,32200
E02004026,512.7245,39200,28100,30200,30000
E02004027,493.5558,44500,34700,32600,32700
E02004028,547.4285,46300,32300,33300,33800
E02004029,651.1778,36200,24500,31600,28100
E02004030,579.782,44800,30800,34800,33200
E02004031,673.4163,31900,21600,25100,23500
E02004032,703.5652,39500,27200,30900,30200
E02004033,604.0446,36300,25100,28500,28600
E02004034,644.56,38500,27800,30200,31100
E02004035,587.971,43700,30000,34600,33800
E02004036,639.3876,34100,24800,28100,26900
E02004037,645.5463,43000,30500,33600,32000
E02004038,601.113,38700,28200,30000,32000
E02004039,670.651,41600,29400,31800,31800
E02004040,702.8813,39100,27600,30300,29400
E02004041,692.3614,37600,26800,29200,29100
E02004043,707.0546,40200,28500,33300,31100
E02004044,612.4906,53600,35600,40500,37200
E02004045,757.3768,39800,29200,31800,30400
E02004046,709.491,36600,26300,30100,28100
E02004047,717.6159,32100,23700,26600,23900
E02004048,588.9294,34300,25600,29400,26600
E02004049,593.406,35900,27500,29300,28900
E02004050,755.8427,34600,23100,26800,24500
E02004051,748.2719,37100,24100,28700,27000
E02004052,826.8951,38600,26700,30400,28600
E02004053,832.1991,37300,23600,29100,26700
E02004054,779.0015,40900,26800,31000,30300
E02004055,523.5947,33800,24600,28100,27100
E02004056,644.8608,32600,22000,28200,23300
E02004057,621.3233,33500,25100,27100,27300
E02004058,535.6101,31600,22800,25800,25400
E02004059,514.9233,37800,26900,30700,29300
E02004060,654.91,34100,24700,29000,25400
E02004061,514.658,35400,25100,29100,28900
E02004062,552.4986,38200,28500,30000,30800
E02004063,531.1307,42900,29200,31700,31600
E02004064,470.3313,34500,24300,26500,27800
E02004065,547.9176,49600,35200,36000,34800
E02004066,595.7306,40400,28400,30900,30700
E02004067,529.0285,31600,24100,27700,25000
E02004068,508.5129,45300,31600,34500,33800
E02004069,457.4499,46800,35700,36000,35800
E02004072,537.9136,44900,35400,35400,33900
E02004073,536.1268,38500,28000,32100,30800
E02004074,467.4828,41200,30200,33000,31500
E02004075,549.2838,42800,31100,35600,36000
E02004076,557.7722,39400,27400,30900,29600
E02004077,525.7056,46300,32200,36600,38000
E02004078,622.3169,29900,23300,25100,23700
E02004080,656.2112,33700,24600,26500,27800
E02004081,717.1473,44200,31900,35700,33100
E02004082,700.8379,45100,31700,34800,31800
E02004083,766.3581,38600,26800,30500,29100
E02004084,838.6402,31400,23900,25800,24700
E02004085,703.4512,40100,28900,32900,29700
E02004086,650.152,42400,30200,33500,30900
E02004087,648.9245,37300,26000,28700,27700
E02004088,679.0829,48700,31200,36300,33600
E02004089,648.2757,32900,23900,25000,27600
E02004090,650.0307,39400,28900,30900,31700
E02004091,680.8736,42000,28700,31100,31400
E02004092,770.5412,38500,27000,30200,27900
E02004093,753.2455,41400,28200,31800,30500
E02004094,710.7144,36000,24300,28500,25800
E02004095,632.8317,40200,27400,30900,31300
E02004096,648.4629,52200,35300,39000,35400
E02004097,625.9312,45500,30400,34500,34500
E02004098,559.0882,39600,27600,31800,30200
E02004100,547.0878,44200,31500,34800,33200
E02004102,467.0232,36500,26700,29000,32700
E02004103,531.508,36000,24900,28900,27200
E02004104,561.4193,45300,32400,36600,33500
E02004105,744.6044,38500,27000,31000,29200
E02004106,623.4773,39900,30200,31500,32200
E02004108,573.2346,37300,26700,29900,28700
E02004109,488.2294,48200,33600,37800,32400
E02004110,587.2407,49400,32100,35700,31800
E02004111,691.5047,37600,28300,30700,29800
E02004112,630.8984,48100,33800,36700,36000
E02004113,655.8401,32600,23100,26500,25000
E02004114,610.9607,43500,32300,34000,32900
E02004115,646.8866,37500,26600,29500,29900
E02004116,671.0347,32800,23400,26400,25700
E02004117,696.114,37600,26500,30900,27700
E02004118,704.8542,46000,31600,36000,33100
E02004119,959.454,52200,32600,38100,35300
E02004120,726.9772,45300,29900,34700,32000
E02004121,876.0783,52900,37000,39600,34900
E02004122,736.0785,53300,35200,40300,36700
E02004123,663.5719,46400,32400,36200,33600
E02004124,715.9853,38600,25300,31300,27100
E02004125,742.0631,37200,24700,28700,27500
E02004126,770.0253,36400,25300,28600,28100
E02004128,705.6663,43100,29400,32800,30200
E02004129,456.3625,46400,29600,36400,32600
E02004130,487.4492,39000,27500,30600,29700
E02004131,487.2953,45300,29500,33800,32300
E02004132,586.1067,50200,32600,38300,34500
E02004133,455.1791,40700,29900,32900,30800
E02004135,367.7095,47100,31900,36600,33600
E02004136,500.2613,49200,32500,38800,33800
E02004137,373.9652,48000,32700,36900,34200
E02004138,403.804,39300,29000,29900,30700
E02004139,462.6523,42000,29000,34100,31700
E02004140,310.8355,49400,35200,35400,34500
E02004141,439.2824,51400,34400,38600,34800
E02004142,415.4443,54800,34700,39800,36900
E02004143,466.5573,47100,31500,35000,32300
E02004144,452.6722,48800,31800,36300,33700
E02004145,387.7523,48500,33500,35600,35200
E02004146,477.5935,42900,28300,33300,30800
E02004147,413.3574,41900,27400,31600,32600
E02004148,364.5482,42300,31000,33500,32100
E02004149,207.2132,50300,34400,39500,37200
E02004150,412.7377,42100,23900,32200,29100
E02004151,581.8523,48700,30300,36500,33100
E02004152,119.8349,39500,26800,32800,33900
E02004153,548.0999,45300,27800,33900,31800
E02004154,338.4459,48200,28500,35900,33200
E02004155,702.0162,43800,26700,32900,30000
E02004156,220.2762,38400,24700,30700,31900
E02004157,325.1312,57200,35600,39500,38900
E02004158,517.5098,45100,27900,32300,31600
E02004159,632.5483,56800,33800,40800,36600
E02004160,515.5581,45700,29200,34400,32200
E02004161,503.8606,44000,25700,33800,29800
E02004162,456.7311,47800,29800,34600,33600
E02004163,514.2867,48500,33300,37700,34900
E02004164,509.8508,46000,31300,36800,33500
E02004165,566.2523,47900,32300,36000,33500
E02004166,628.6436,46200,31400,35400,32800
E02004167,622.7551,40500,25600,30500,29300
E02004168,591.6741,38300,24700,29800,28500
E02004169,602.1207,49000,30200,36100,32200
E02004170,730.5383,45300,28400,33000,31400
E02004171,614.0759,51200,32700,38300,35000
E02004172,556.0858,43900,28700,35200,32200
E02004173,544.0378,47800,30300,36400,34000
E02004174,477.5383,43200,29100,32700,31600
E02004175,502.6045,34900,25600,27700,29300
E02004176,464.7381,39500,29800,31000,30600
E02004177,537.6036,37100,27600,30000,29400
E02004178,482.7835,47600,31600,35600,33400
E02004179,474.7145,45000,30700,34500,32100
E02004180,536.0115,46500,30900,36900,32900
E02004181,537.0154,41700,26900,31700,29500
E02004182,466.0451,34800,23700,26700,28200
E02004183,482.4921,40300,29400,31200,30600
E02004184,496.5986,41500,28300,32900,30400
E02004185,547.464,43500,31800,34400,31800
E02004186,568.4675,44300,30900,34700,32100
E02004187,509.624,41000,29600,32400,31300
E02004188,539.5661,40900,30200,32700,30800
E02004189,658.0775,52200,32700,37700,35300
E02004190,276.3078,46300,33400,37500,34200
E02004191,349.4456,41000,30100,33100,32600
E02004192,507.9713,47000,33600,36900,33400
E02004193,717.7046,48500,33100,37100,33600
E02004194,491.9773,46400,32500,36700,33800
E02004195,468.7231,41400,30100,33100,33500
E02004196,544.1598,47900,33300,37500,33800
E02004197,499.3486,50600,33900,39300,35600
E02004198,472.6243,40900,28200,33000,30700
E02004199,470.81,42300,30600,33800,32100
E02004200,435.0042,45800,32000,34800,33500
E02004201,471.9764,48700,32900,36400,33500
E02004202,563.9512,50600,33900,39800,35200
E02004203,110.9803,47400,31900,36900,34600
E02004204,0.6383,46300,35100,35900,33500
E02004205,621.732,43200,30000,34000,33000
E02004206,432.6352,39400,28100,31500,31500
E02004207,0,45100,29800,34400,32000
E02004208,3.7438,47700,33200,36700,33800
E02004209,0,43200,28900,32600,30900
E02004210,0,35400,24500,28000,29200
E02004211,0,50100,36200,37600,34800
E02004212,0,44600,29700,33800,32500
E02004213,1.2385,51800,33600,38700,34700
E02004214,0,36700,25000,28000,29400
E02004215,0,43000,28800,33700,31900
E02004216,0,43400,28200,34000,30900
