OA21CD,SMEDebt
E00029374,1077.33
E00029375,745.46
E00029376,1039.76
E00029377,1402.95
E00029378,1091.34
E00029379,908.33
E00029380,745.65
E00029381,905.47
E00029382,1705.16
E00029383,704.06
E00029384,846.14
E00029385,1781.97
E00029386,1976.2
E00029387,961.46
E00029388,1870.52
E00029389,2126.33
E00029390,2083.72
E00029391,732.89
E00029392,1399.94
E00029393,734.88
E00029394,655.21
E00029395,618
E00029396,892.72
E00029397,977.78
E00029398,3292.72
E00029399,3174.19
E00029400,3482.66
E00029401,2926.2
E00029402,2126.32
E00029403,2586.8
E00029404,2133.28
E00029405,862.35
E00029406,860.39
E00029407,3247.19
E00029408,842.53
E00029409,2963.61
E00029410,3334.38
E00029411,2508.48
E00029412,3216.18
E00029413,909.34
E00029414,1115.83
E00029415,1230.85
E00029416,852.29
E00029417,1989.79
E00029418,3219.89
E00029419,3168.17
E00029420,3270.91
E00029421,835.73
E00029422,918.9
E00029423,913.82
E00029424,929.45
E00029425,847.69
E00029426,2135.16
E00029427,3370.06
E00029428,1915.79
E00029429,1825.06
E00029430,780.23
E00029431,779.28
E00029432,2081.53
E00029433,1980.9
E00029434,756.63
E00029435,2359.98
E00029436,1920.85
E00029437,1880.32
E00029438,2027.93
E00029439,1647.93
E00029440,732.29
E00029441,910.97
E00029442,968.99
E00029443,3465.93
E00029444,1000.39
E00029445,1825.59
E00029446,3250.81
E00029447,2594.46
E00029448,1204.55
E00029449,583.46
E00029450,612.46
E00029451,1143.47
E00029452,1065.82
E00029453,1400.98
E00029454,1011.29
E00029455,651.77
E00029456,1230.69
E00029457,1536.56
E00029458,475.16
E00029459,1643.89
E00029460,3913.79
E00029461,496.27
E00029462,713.54
E00029463,1004.32
E00029464,393.86
E00029465,479.8
E00029466,1322.43
E00029467,512.49
E00029468,586.19
E00029469,686.32
E00029470,685.64
E00029471,1057.11
E00029472,638.32
E00029473,1244.67
E00029474,695.49
E00029475,653.94
E00029476,552.22
E00029477,1107.31
E00029478,1089.47
E00029479,717.66
E00029480,883.95
E00029481,1207.01
E00029482,1097.63
E00029483,1280.01
E00029484,1048.75
E00029485,1224.8
E00029486,1281.03
E00029487,1112.33
E00029488,614.04
E00029489,725.39
E00029490,333.05
E00029491,388.33
E00029492,1637.98
E00029493,1049.08
E00029494,1385.43
E00029495,785.03
E00029496,398.56
E00029497,322.04
E00029498,338.4
E00029499,324.6
E00029500,1162.15
E00029501,320.36
E00029502,2196.95
E00029503,585.56
E00029504,1050.67
E00029505,2099.76
E00029506,1712.18
E00029507,2077.77
E00029508,1016.68
E00029509,1935.22
E00029510,1836.81
E00029511,1205.85
E00029512,967.47
E00029513,859.8
E00029514,920.36
E00029515,1025
E00029516,1007.23
E00029517,893.74
E00029518,996.64
E00029519,1138.21
E00029520,1144.8
E00029521,412.25
E00029522,287.17
E00029523,347.45
E00029524,343.01
E00029525,325.84
E00029526,325.26
E00029527,415.63
E00029528,423.78
E00029529,259.22
E00029530,378.64
E00029531,447.99
E00029532,412.09
E00029533,634.3
E00029534,424.2
E00029535,353.71
E00029536,404.44
E00029537,420.77
E00029538,364.82
E00029539,1230.48
E00029540,837.21
E00029541,273.62
E00029542,354.23
E00029543,357.94
E00029544,340.01
E00029545,375.46
E00029546,350.49
E00029547,3460.73
E00029548,807.99
E00029549,2821.4
E00029550,2943.92
E00029551,2980.11
E00029552,2659.31
E00029553,2553.13
E00029554,2594.91
E00029555,2980.22
E00029556,2177.18
E00029557,3501.24
E00029558,1319.83
E00029559,3114.29
E00029560,2686.58
E00029561,2747.38
E00029562,2646.27
E00029563,2824
E00029564,3338.38
E00029565,2501.66
E00029566,2424.86
E00029567,3568.95
E00029568,2496.3
E00029569,2495.25
E00029570,3287.91
E00029571,1555.81
E00029572,2989.94
E00029573,2649.63
E00029574,2784.08
E00029575,1603.51
E00029576,926.59
E00029577,811.82
E00029578,855.98
E00029579,828.86
E00029580,884.51
E00029581,865.99
E00029582,778.88
E00029583,399.14
E00029584,385.84
E00029585,402.44
E00029586,348.39
E00029587,362.05
E00029588,364.13
E00029589,363.14
E00029590,2768.52
E00029591,2077.17
E00029592,2256.12
E00029593,2903.69
E00029594,2529.31
E00029595,2434.09
E00029596,2422.18
E00029597,2284.96
E00029598,2658.84
E00029599,2358.15
E00029600,2541.84
E00029601,2417.7
E00029602,2214.84
E00029603,2406.49
E00029605,2974.32
E00029606,2768.8
E00029607,2285.27
E00029608,2448.17
E00029609,2397.89
E00029610,2493.61
E00029611,2682.11
E00029612,2558.48
E00029613,2202.76
E00029614,2772.65
E00029615,2504.04
E00029616,2407.2
E00029617,2576.56
E00029618,2643.2
E00029619,2475.75
E00029620,2668.45
E00029621,2528.18
E00029622,2346.53
E00029623,2669.95
E00029624,2410.34
E00029625,2517.05
E00029626,2537.45
E00029627,2587.15
E00029628,2718.63
E00029629,2606.59
E00029630,2232.76
E00029631,1737.59
E00029632,2292.14
E00029633,2335.91
E00029634,2042.41
E00029635,3299.36
E00029636,3297.18
E00029637,3825.41
E00029638,2691.31
E00029639,2068.34
E00029640,2249.12
E00029641,4181.47
E00029642,3542.82
E00029643,2020.11
E00029644,3507.43
E00029645,3298.81
E00029646,3157.3
E00029647,3786.98
E00029648,3635.18
E00029649,1949.1
E00029650,2146.43
E00029651,2158.88
E00029652,2342.67
E00029653,3202.62
E00029654,2988.57
E00029655,3289.18
E00029656,2899.67
E00029657,3803.11
E00029658,2481.2
E00029659,2416.31
E00029660,2166.53
E00029661,2196.37
E00029662,2248.1
E00029663,2558.03
E00029664,2170.45
E00029665,2138.44
E00029666,1805.58
E00029667,2328.24
E00029668,2095.34
E00029669,2399.3
E00029670,2315.42
E00029671,2109.17
E00029672,2974.11
E00029673,1907.17
E00029674,2367.01
E00029675,1433.55
E00029676,2462.91
E00029677,3786.65
E00029678,4373.54
E00029679,1886.23
E00029680,2086.81
E00029681,4075.17
E00029682,3429.59
E00029683,2042.41
E00029684,2618.31
E00029685,2121.54
E00029686,3109.39
E00029687,2254.34
E00029688,3123.7
E00029689,2315.62
E00029690,1520.7
E00029691,2302.3
E00029692,3276.24
E00029693,4076.06
E00029694,2317.45
E00029695,3773.96
E00029696,2240.47
E00029697,2042.67
E00029698,4619.37
E00029699,3382.38
E00029700,2895.65
E00029701,1072.71
E00029702,812.98
E00029703,782.59
E00029704,718.87
E00029705,824.52
E00029706,1303.84
E00029707,2659.17
E00029708,814.71
E00029709,843.02
E00029710,1646.29
E00029711,774.55
E00029712,934.82
E00029713,2673.34
E00029714,801.48
E00029715,795.13
E00029716,3016.36
E00029718,1031.45
E00029719,1441.69
E00029720,2520.72
E00029721,1888.64
E00029722,2222.02
E00029723,2569.02
E00029724,1123.8
E00029725,1845.18
E00029726,3816.05
E00029727,1738.18
E00029728,7261.44
E00029729,404.64
E00029730,382
E00029731,344.17
E00029732,1011.06
E00029733,7684.94
E00029734,1912.55
E00029735,1018.17
E00029737,932.02
E00029738,8454.74
E00029739,1719.7
E00029740,1521.26
E00029741,1074.35
E00029742,1730.61
E00029743,984.91
E00029744,1225.26
E00029745,1098.58
E00029746,1099.88
E00029747,1162.64
E00029748,1027.02
E00029749,972.64
E00029750,1063.76
E00029751,1152.02
E00029752,1003.21
E00029753,1034.29
E00029754,1001.73
E00029755,976.02
E00029756,338.4
E00029757,1038.04
E00029758,315.19
E00029759,315.3
E00029760,921.86
E00029761,347.61
E00029762,1209.82
E00029763,786.48
E00029764,1066.69
E00029765,1074.69
E00029767,346.86
E00029768,657.02
E00029769,1512.21
E00029770,684.46
E00029771,2459.31
E00029772,1462.44
E00029773,1733.37
E00029774,2045.31
E00029775,1737.25
E00029776,1461.51
E00029777,1678.96
E00029778,1002.12
E00029779,1467.6
E00029780,1704.12
E00029781,878.21
E00029782,988.82
E00029783,923.45
E00029784,2189.1
E00029785,2336.2
E00029786,1929.11
E00029787,2096.98
E00029788,1641.56
E00029789,2220.68
E00029790,1886.84
E00029791,1457.95
E00029792,1689.42
E00029793,2182.42
E00029794,2191.13
E00029795,1512.59
E00029796,1620.02
E00029797,1529.95
E00029798,2078.36
E00029799,1607.81
E00029800,1570.27
E00029801,1546.78
E00029802,1575.05
E00029803,1684.41
E00029804,1721.72
E00029805,1788.92
E00029806,1624.58
E00029807,1011.53
E00029808,1033.78
E00029809,1019.04
E00029810,1355.78
E00029811,1225.41
E00029812,1814.94
E00029813,1034.99
E00029814,1196.02
E00029815,926.82
E00029816,1070.72
E00029817,1147.28
E00029818,1304.69
E00029819,1313.01
E00029820,1121.82
E00029821,766.54
E00029822,1998.71
E00029823,1005.59
E00029824,967.37
E00029825,1223.08
E00029826,1049.04
E00029827,1001.85
E00029828,1027.17
E00029829,935.33
E00029830,1312.72
E00029831,1051.97
E00029832,971.64
E00029833,906.93
E00029834,1246.67
E00029835,1006.49
E00029837,1050.89
E00029838,978.81
E00029839,1272.19
E00029840,950.53
E00029841,1077.29
E00029842,1123.76
E00029843,1151
E00029844,963.7
E00029845,974.07
E00029846,1318.68
E00029847,2704.07
E00029848,2248.49
E00029849,3002.24
E00029850,3609.1
E00029851,3467.63
E00029852,2899.31
E00029853,2766.76
E00029854,1209.21
E00029855,902.14
E00029856,1086.31
E00029857,1203.74
E00029858,1234.39
E00029859,964.59
E00029860,1053.56
E00029861,1702.57
E00029862,2462.55
E00029863,1828.8
E00029864,643.97
E00029865,4166.68
E00029866,611.28
E00029867,3284.29
E00029868,4852.79
E00029869,1978.27
E00029870,1679.01
E00029871,1976.65
E00029872,556.79
E00029873,1613.56
E00029874,787.82
E00029875,539.66
E00029876,3636.05
E00029877,616.15
E00029878,662.08
E00029879,662.02
E00029880,3841.62
E00029881,2615.79
E00029882,700.21
E00029883,702.62
E00029884,1162.52
E00029885,676.53
E00029886,726.47
E00029887,490.73
E00029888,3239.53
E00029889,1802.9
E00029890,638.51
E00029891,2009.13
E00029892,657.79
E00029893,798.26
E00029894,690.14
E00029895,695.18
E00029896,1891.14
E00029897,611.51
E00029898,617.23
E00029899,850.93
E00029900,1607.88
E00029901,1370.75
E00029902,730.53
E00029903,643.63
E00029904,1820.34
E00029905,1683.54
E00029906,2184.78
E00029907,2174.67
E00029908,1041.2
E00029909,1006.05
E00029910,1990.98
E00029911,1758.97
E00029912,2423.74
E00029913,2286.13
E00029914,933.79
E00029915,896.65
E00029916,972.7
E00029917,934.59
E00029918,968.97
E00029919,1158.59
E00029920,924.77
E00029921,1118.44
E00029922,906.66
E00029923,2077.66
E00029924,1792.03
E00029925,1859.29
E00029926,1804.99
E00029927,1777.34
E00029928,1594.21
E00029929,1787.96
E00029930,1926.12
E00029931,1627.98
E00029932,1833.3
E00029933,1278.18
E00029934,1711.36
E00029935,1563.28
E00029936,1498.41
E00029937,2337.19
E00029938,2355.09
E00029939,2144.32
E00029940,1512.4
E00029941,1085.09
E00029942,1245.23
E00029943,1119.12
E00029944,887.68
E00029945,725.63
E00029946,827.91
E00029947,857.05
E00029948,1049.61
E00029949,2754.79
E00029950,2784.1
E00029951,3412.9
E00029952,2952.73
E00029953,4331.29
E00029954,5044.1
E00029955,1038.62
E00029956,2043.19
E00029957,1186.43
E00029958,3175.8
E00029959,5110.1
E00029960,3061.84
E00029961,2725.3
E00029962,2236.56
E00029963,3970.42
E00029964,2178.48
E00029965,3919.89
E00029966,4675.98
E00029967,4087.38
E00029968,4102.37
E00029969,3308.69
E00029970,12019.37
E00029971,4289.75
E00029972,3429.79
E00029973,5722.57
E00029974,4642.7
E00029975,3552.81
E00029976,7366.74
E00029977,901.03
E00029978,1261.55
E00029979,1017.54
E00029980,2833.32
E00029981,1018.81
E00029982,2943.4
E00029983,812.91
E00029984,667.54
E00029985,2779.48
E00029986,2635.83
E00029987,871.64
E00029988,903.16
E00029989,1373.03
E00029990,3238.71
E00029991,2406.78
E00029992,2573.57
E00029993,2839.74
E00029994,2992.21
E00029995,2758.17
E00029996,2789.29
E00029997,2644.7
E00029998,2861.78
E00029999,2925.86
E00030000,1777.07
E00030001,2032.44
E00030002,934.2
E00030003,839.97
E00030004,882.35
E00030005,1984.14
E00030006,1952.48
E00030007,1630.83
E00030008,1687.25
E00030009,1940.13
E00030011,1500.8
E00030012,1079.96
E00030013,950.88
E00030014,987.94
E00030015,1027.72
E00030016,1062.9
E00030017,982.05
E00030018,1060.83
E00030019,916.19
E00030020,983.36
E00030021,1079.6
E00030022,1461.53
E00030023,1159.9
E00030024,1942.52
E00030025,1434.09
E00030026,1923.02
E00030027,2373.75
E00030028,2023.72
E00030029,2019.27
E00030030,1636.3
E00030031,1890.7
E00030032,2124.44
E00030033,1675.28
E00030034,1883.79
E00030035,2275.63
E00030036,2289.36
E00030037,1887.05
E00030038,1802.95
E00030039,1887.38
E00030040,2082.04
E00030041,1630.53
E00030042,1255.2
E00030043,2154.81
E00030044,1854.97
E00030045,1825.86
E00030046,537.52
E00030047,453.83
E00030048,620.77
E00030049,648.69
E00030050,697.51
E00030051,893.88
E00030052,608.4
E00030053,675.95
E00030054,707.71
E00030055,716.8
E00030056,660.2
E00030057,589.87
E00030058,644.5
E00030059,686.86
E00030060,657.26
E00030061,797.21
E00030062,564.56
E00030063,542.07
E00030064,514.6
E00030065,745.24
E00030066,853.88
E00030067,443.51
E00030068,667.87
E00030069,412.94
E00030070,926.98
E00030071,713.66
E00030072,430.16
E00030073,716.6
E00030074,624.21
E00030075,473.46
E00030076,853.95
E00030077,800.85
E00030078,650.66
E00030079,682.31
E00030080,836.33
E00030081,682.01
E00030082,453.11
E00030083,650.35
E00030084,2757.64
E00030085,2602.68
E00030086,2451.68
E00030087,439.43
E00030088,671.83
E00030089,619.54
E00030090,622.42
E00030091,1458.65
E00030092,588.17
E00030093,1332.6
E00030095,818.97
E00030096,2663.34
E00030097,2967.58
E00030098,2741.55
E00030099,2327.3
E00030100,2586.86
E00030101,2745.77
E00030102,3067.04
E00030103,2531
E00030104,2509.94
E00030105,2473
E00030106,3086.56
E00030107,597.7
E00030108,862.28
E00030109,982.05
E00030110,1003.61
E00030111,790.61
E00030113,492.81
E00030114,581.75
E00030115,589.89
E00030116,486.92
E00030117,508.67
E00030118,594.86
E00030119,472.36
E00030121,543.73
E00030123,1071.84
E00030124,1394.5
E00030125,1578.21
E00030126,1656.23
E00030127,1236.48
E00030128,4342.25
E00030129,1376.8
E00030130,901.65
E00030131,1471.5
E00030133,1753.56
E00030134,1423.27
E00030135,1294.56
E00030136,1759.04
E00030137,1531.21
E00030138,1457.96
E00030139,1330.81
E00030140,1729.96
E00030141,693.15
E00030142,699.81
E00030143,653.19
E00030144,634.23
E00030145,1436.05
E00030146,1323.4
E00030147,1435.1
E00030148,6629.82
E00030149,2984.33
E00030150,3516.97
E00030151,2406.45
E00030153,5845.19
E00030154,5294.97
E00030155,4189.72
E00030156,3344.37
E00030157,3772.44
E00030158,632.26
E00030159,678.68
E00030160,595.42
E00030161,517.8
E00030162,699.44
E00030163,687.55
E00030164,651.85
E00030165,629.79
E00030166,551.14
E00030167,548.79
E00030168,616.56
E00030169,580.04
E00030170,688.77
E00030171,549.87
E00030172,636.98
E00030173,654.86
E00030174,708.79
E00030175,716.46
E00030176,658.61
E00030177,621.52
E00030178,575.64
E00030179,535.51
E00030180,502.37
E00030181,622.16
E00030182,590.16
E00030183,600.2
E00030184,534.48
E00030185,786.37
E00030186,719.78
E00030187,609.16
E00030188,562.92
E00030189,645.81
E00030190,530.71
E00030191,666.87
E00030192,780.97
E00030193,787.01
E00030194,662.32
E00030195,1424.26
E00030196,1276.35
E00030197,1232.66
E00030198,1218.92
E00030200,1393.34
E00030201,1228.71
E00030202,1066.13
E00030203,1391.94
E00030204,1159.54
E00030205,1209.48
E00030206,1245.51
E00030207,1397.4
E00030208,1258.59
E00030209,1317.48
E00030210,1234.86
E00030211,1327.3
E00030213,1210.42
E00030214,1070.44
E00030215,1305.56
E00030217,1385.64
E00030218,1135.63
E00030219,1247.32
E00030220,1209.88
E00030221,1227.93
E00030222,1052.09
E00030223,1491.64
E00030224,1121.08
E00030225,1330.39
E00030226,971.06
E00030227,1192.74
E00030228,1280.77
E00030229,1884.29
E00030230,2109.97
E00030231,1266.57
E00030232,1229.58
E00030233,1236.63
E00030234,1143.24
E00030235,1098.28
E00030236,1309.33
E00030237,979.11
E00030238,743.65
E00030239,708.3
E00030240,986.65
E00030241,913.25
E00030242,1779.89
E00030243,1593.37
E00030244,1613.88
E00030245,2006.73
E00030246,1864.83
E00030247,1855.78
E00030248,2061.04
E00030249,1718.72
E00030250,888.17
E00030251,837.46
E00030252,845.17
E00030253,759.91
E00030254,1434.69
E00030255,761.24
E00030256,779.39
E00030257,774.55
E00030258,768.15
E00030259,706.94
E00030260,734.72
E00030261,607.57
E00030262,1557.29
E00030263,1682.13
E00030264,1904.6
E00030265,1968
E00030266,1710.23
E00030267,1959.26
E00030268,1552.23
E00030269,1813.75
E00030270,1785.58
E00030271,1802.85
E00030272,1932.2
E00030273,2055.42
E00030274,1554.99
E00030275,935.1
E00030276,1656.11
E00030277,1421.57
E00030278,1542.56
E00030279,416.14
E00030280,381.78
E00030281,503.09
E00030282,807.11
E00030283,468.02
E00030284,840.14
E00030285,471.5
E00030286,465.08
E00030287,474.2
E00030288,412.64
E00030289,397.44
E00030290,533.43
E00030291,485.21
E00030292,724.47
E00030293,417.47
E00030294,578.28
E00030295,407.6
E00030296,407.44
E00030297,459.26
E00030298,441.9
E00030299,395.38
E00030300,530.82
E00030301,425.89
E00030302,405.14
E00030303,302.24
E00030304,419.9
E00030305,342.96
E00030306,505.29
E00030307,477.06
E00030308,431.62
E00030309,459.26
E00030310,424.07
E00030311,691.9
E00030312,453.62
E00030313,513.42
E00030314,709.71
E00030315,611.84
E00030316,408.35
E00030317,858.07
E00030318,747.94
E00030319,804.18
E00030320,726.48
E00030321,1169.16
E00030322,807.05
E00030323,878.04
E00030324,670.67
E00030325,764.93
E00030326,701.93
E00030327,1557.07
E00030328,804.18
E00030329,656.54
E00030330,1978.1
E00030331,1684.31
E00030332,858.71
E00030333,1138.01
E00030334,742.24
E00030335,782.26
E00030336,884.72
E00030337,711.76
E00030338,782.09
E00030339,1714.16
E00030340,1386.44
E00030341,778.25
E00030342,829.79
E00030343,1257.64
E00030344,754.02
E00030345,725.67
E00030346,833.39
E00030347,742.35
E00030348,716.2
E00030349,597.17
E00030350,805.18
E00030351,659.76
E00030352,707.01
E00030353,717.51
E00030354,743.61
E00030355,683.18
E00030356,1471.86
E00030357,720.33
E00030358,712.99
E00030360,732
E00030361,1307.82
E00030362,1436.94
E00030363,1270.32
E00030364,1397.97
E00030365,1427
E00030366,1391.08
E00030367,1395.45
E00030368,1276.66
E00030369,1458.07
E00030371,1436.94
E00030372,1391.22
E00030373,1317.88
E00030374,1302.96
E00030375,1413.22
E00030376,1353.12
E00030377,1417.18
E00030378,1314.08
E00030379,782.11
E00030380,1220.29
E00030381,993.41
E00030382,761.47
E00030383,751.97
E00030384,862.62
E00030385,768.91
E00030386,724.25
E00030387,1108.45
E00030388,766.58
E00030389,975.41
E00030390,673.96
E00030391,1172.01
E00030392,766.93
E00030393,1242.35
E00030394,1149.99
E00030395,1484.13
E00030396,1342.99
E00030397,1131.84
E00030398,765.25
E00030399,676.22
E00030400,1472.55
E00030401,1217.49
E00030402,1538.86
E00030403,1345.87
E00030404,1232.86
E00030405,891.2
E00030406,1204.77
E00030407,1276.74
E00030408,740.57
E00030409,900.21
E00030410,715.22
E00030411,799.78
E00030412,835.1
E00030413,1297.47
E00030414,721.29
E00030415,779.36
E00030416,1177.34
E00030417,701.97
E00030418,757.71
E00030419,1642.71
E00030420,1245.02
E00030421,1472.12
E00030422,1332.04
E00030423,716.03
E00030424,1400.28
E00030425,1335.85
E00030426,676.58
E00030427,1246.85
E00030428,670.08
E00030429,713.32
E00030430,1416.16
E00030431,1358.84
E00030432,719.85
E00030433,834.57
E00030434,634.1
E00030435,2695.66
E00030436,2780.57
E00030437,3503.82
E00030438,2622.61
E00030439,3163.73
E00030440,2265.24
E00030441,2452.2
E00030442,3028.35
E00030443,744.71
E00030444,3019.32
E00030445,3246.34
E00030446,642.24
E00030447,3294.38
E00030448,3330.4
E00030449,2654.18
E00030450,1398.55
E00030451,2783.44
E00030452,2632.16
E00030453,2722.57
E00030454,2558.8
E00030455,3250.22
E00030456,1493.37
E00030457,3397.59
E00030458,3065.87
E00030459,1720.69
E00030460,3143.42
E00030461,547.49
E00030462,2656.09
E00030463,591.22
E00030464,738.93
E00030465,3370.42
E00030466,2591.1
E00030467,904.24
E00030468,623.87
E00030469,651.37
E00030470,678.04
E00030471,2797.64
E00030472,1767.64
E00030473,592.22
E00030474,2279.81
E00030475,691.63
E00030476,2911.33
E00030477,633.76
E00030478,538.01
E00030479,2250.98
E00030480,2391.02
E00030481,834.26
E00030482,2443.71
E00030483,619
E00030484,645.49
E00030485,626.91
E00030486,631.01
E00030487,559.83
E00030488,593.85
E00030489,530.94
E00030490,657.22
E00030491,613.25
E00030492,611.77
E00030493,652.61
E00030494,551.09
E00030495,608.79
E00030496,700.77
E00030497,686.71
E00030498,641.21
E00030499,615.32
E00030500,559.38
E00030501,805.51
E00030502,613.15
E00030503,669.94
E00030504,1019.13
E00030506,1771.56
E00030507,1148.7
E00030508,706.22
E00030509,643.54
E00030510,2409
E00030511,604.84
E00030512,578.41
E00030513,465.37
E00030514,346.24
E00030515,551.96
E00030516,626.21
E00030517,504.89
E00030518,495.77
E00030519,506.07
E00030520,1113.48
E00030521,476.51
E00030522,1067.8
E00030523,1152.32
E00030525,972.97
E00030526,1785.12
E00030527,1147.45
E00030528,822.99
E00030529,1210.23
E00030530,1278.92
E00030531,898.69
E00030532,2452.87
E00030533,436.92
E00030534,628.17
E00030535,2048.14
E00030536,2207.76
E00030537,520.93
E00030538,530.31
E00030539,2477.47
E00030540,2034.01
E00030541,1114.55
E00030542,610.84
E00030543,452.62
E00030544,658.28
E00030545,585.17
E00030546,380.17
E00030547,609.81
E00030548,1045.25
E00030549,662.24
E00030550,1138.25
E00030551,1016.6
E00030552,1065.63
E00030553,1109.95
E00030554,1162.61
E00030555,1355.09
E00030556,1153.76
E00030558,1230.64
E00030559,1016.37
E00030560,1076.14
E00030561,1097.47
E00030562,1024.21
E00030563,1293.53
E00030564,1026.39
E00030565,1119.67
E00030566,1033
E00030567,1112.67
E00030568,1054.61
E00030569,1157.17
E00030571,1274.15
E00030572,1090.85
E00030574,1333.35
E00030575,1035.64
E00030576,947.11
E00030577,1243.3
E00030578,1041.77
E00030579,1130.18
E00030580,1235.84
E00030581,997.89
E00030582,699.68
E00030583,1375.44
E00030585,1381.37
E00030586,1116.61
E00030587,1159.05
E00030588,1045.99
E00030589,1207.97
E00030590,1293.8
E00030591,2713.98
E00030592,1850.34
E00030593,476.78
E00030594,462.73
E00030595,1957.63
E00030596,2314.09
E00030597,1099.38
E00030598,1376.71
E00030599,460.55
E00030600,579.52
E00030601,554.84
E00030602,703.3
E00030603,760.48
E00030604,468.24
E00030605,455.38
E00030606,483.19
E00030607,511.03
E00030608,528.19
E00030609,549.12
E00030610,488.71
E00030611,475.37
E00030612,551.66
E00030613,496.61
E00030614,498.96
E00030615,578.05
E00030616,488.63
E00030617,476.84
E00030618,470.7
E00030619,471.55
E00030620,463.89
E00030621,488.31
E00030622,462.28
E00030623,329.64
E00030624,1245.75
E00030625,1274.02
E00030626,2908.47
E00030627,3058.93
E00030628,2364.26
E00030629,2650.21
E00030630,393.82
E00030632,569.17
E00030633,582.08
E00030634,636.02
E00030635,604.38
E00030636,547.55
E00030637,482.31
E00030638,646.38
E00030639,496.58
E00030640,432.78
E00030641,577.21
E00030642,564.11
E00030643,496.98
E00030644,544.72
E00030645,533.84
E00030646,430.85
E00030647,431.71
E00030648,374.48
E00030649,451.83
E00030650,524.86
E00030651,429.94
E00030652,423.68
E00030653,403.81
E00030654,426.54
E00030655,368.32
E00030656,487.81
E00030657,562.44
E00030658,501.58
E00030659,538.65
E00030660,593.62
E00030661,501.75
E00030663,583.62
E00030664,1120.32
E00030665,853.32
E00030666,739.92
E00030667,819.95
E00030668,1190.49
E00030669,942.59
E00030670,731.23
E00030671,955.52
E00030672,709.45
E00030673,756.77
E00030674,728.52
E00030675,765.09
E00030676,1265.32
E00030677,633.78
E00030678,1116.21
E00030679,1080.85
E00030680,1740.9
E00030681,1423.17
E00030682,794.45
E00030684,1208.9
E00030685,841.99
E00030686,1244.74
E00030687,804.76
E00030688,1267.64
E00030689,1271.51
E00030690,921.83
E00030691,1075.34
E00030692,1351.3
E00030693,1064.09
E00030694,1053.07
E00030695,1063.27
E00030696,704.86
E00030697,1144.02
E00030699,824.57
E00030700,813.59
E00030701,781.18
E00030703,625
E00030704,616.01
E00030705,762.9
E00030706,792.86
E00030707,695.86
E00030708,670.86
E00030709,586.22
E00030710,602.35
E00030711,590.91
E00030712,675.31
E00030713,582.95
E00030714,614.57
E00030715,616.14
E00030717,516.55
E00030718,652.6
E00030719,746.34
E00030720,670.58
E00030721,715
E00030722,916.42
E00030723,1073.37
E00030724,677.11
E00030725,873.72
E00030726,621.78
E00030727,723.93
E00030728,683.76
E00030729,747.82
E00030730,741.3
E00030731,1442.25
E00030732,653.43
E00030733,1412.8
E00030734,689.03
E00030735,599.88
E00030736,912.77
E00030737,1447.81
E00030738,634.61
E00030739,593.45
E00030740,2257.24
E00030741,522.48
E00030742,2071.27
E00030743,1995.2
E00030744,1946.75
E00030745,2141.53
E00030746,1873.83
E00030747,2399.66
E00030748,2379.83
E00030749,2203.65
E00030750,2386.23
E00030751,2079.7
E00030752,2326.42
E00030753,2086.7
E00030754,2162.07
E00030755,2205.46
E00030756,2173.32
E00030757,2027.99
E00030758,2251.01
E00030759,2031.85
E00030760,2220.28
E00030762,528.48
E00030763,551.56
E00030764,679.46
E00030765,671.56
E00030766,1034.33
E00030767,597.5
E00030768,620.23
E00030769,2562.87
E00030770,2563.99
E00030771,9352.38
E00030772,9907.94
E00030773,9390.59
E00030774,9380.09
E00030775,8316.31
E00030776,11666.14
E00030777,9850.95
E00030778,10060.8
E00030779,10647.06
E00030780,8930.6
E00030782,9560.14
E00030783,7268.67
E00030784,8653.07
E00030785,7779.42
E00030786,8065.68
E00030787,7305.87
E00030788,7874.45
E00030789,8626.4
E00030790,8114.86
E00030791,9261.29
E00030792,9228.87
E00030793,10432.75
E00030796,10293.16
E00030797,7623.41
E00030798,7571.44
E00030799,9003.25
E00030800,8723.15
E00030801,4736.55
E00030802,9880.89
E00030803,8866.63
E00030804,8354.99
E00030805,10230.52
E00030806,6888.43
E00030807,8825.67
E00030808,8921.11
E00030809,8376.36
E00030810,8142.46
E00030811,6093.44
E00030812,4233.84
E00030813,3967.24
E00030814,3913.11
E00030815,3934.02
E00030816,3736.01
E00030817,7744.04
E00030818,3795.79
E00030819,4167.38
E00030820,3447.49
E00030821,4481.06
E00030822,3424.87
E00030823,3633.45
E00030824,4034.17
E00030825,3804.84
E00030826,6655.14
E00030827,4548.33
E00030828,4181.23
E00030829,7287.83
E00030830,5526.28
E00030831,4681.82
E00030832,3987.9
E00030833,8168.16
E00030834,3472.96
E00030835,8907.22
E00030836,3926.48
E00030837,3847.39
E00030838,3961.31
E00030839,8981.96
E00030840,7813.85
E00030841,4545.17
E00030842,4507.09
E00030843,4009.16
E00030844,3976.85
E00030845,3425.06
E00030846,2566.55
E00030847,4518.93
E00030848,1644.53
E00030849,2131
E00030850,2576.23
E00030851,2108.18
E00030853,2145.52
E00030854,881.46
E00030855,894.31
E00030856,2375.15
E00030857,1915.94
E00030858,2142.91
E00030859,833.1
E00030860,5785.97
E00030861,715.08
E00030862,859.95
E00030863,1043.86
E00030864,774.17
E00030865,841.62
E00030866,793.24
E00030867,867.92
E00030868,850.91
