LSOA21CD,ViolenceSex_1kPersons_15plus,Robbery_1kPersons_15plus,BikeTheft_1kPersons_15plus,Burglary_1kPersons_15plus,Shoplifting_1kPersons_15plus,TheftPerson_1kPersons_15plus,VehicleCrime_1kPersons_15plus,TheftOffences_1kPersons_15plus,CrimDamageArson_1kPersons_15plus,Drugs_1kPersons_15plus,PossessionWeapons_1kPersons_15plus,PublicOrder_1kPersons_15plus,TotExclASB_1kPersons_15plus,ASB_1kPersons_15plus
E01031159,41.67,0.73,0,11.21,0.73,0,39.23,51.17,15.11,2.68,1.46,9.5,144.25,32.41
E01031160,20.8,0,0,4.09,0,0,10.4,14.48,5.94,0.37,0,3.16,52.37,5.57
E01031161,24.76,0,0,0.76,0,0,3.05,3.81,4,1.52,0.76,2.86,43.05,5.14
E01031162,25.17,0.19,0,2.48,0.19,0.38,3.05,6.1,4.96,1.14,0.95,6.29,49.96,7.82
E01031163,54.42,0.73,0.49,3.42,10.98,0,2.68,17.57,6.1,4.39,2.2,11.71,104.93,21.72
E01031165,41.99,0.52,0,1.81,0,0.26,5.44,7.52,7.26,1.81,1.81,14,81.39,14.52
E01031166,18.26,0,0,3.46,0,0,5.96,9.42,4.61,0.96,0.19,4.23,43.44,7.5
E01031167,27.07,1.14,1.99,2.85,0,0.28,4.84,9.97,8.26,1.71,1.14,7.98,62.68,12.54
E01031168,46.94,0.74,0.3,4.29,2.22,0.3,6.81,13.92,7.26,3.85,2.52,7.85,93,13.62
E01031169,35.92,0.19,0,3.59,0,0.38,5.67,9.64,7.18,3.97,1.13,4.73,68.25,10.02
E01031170,60.48,0.92,0.46,3.21,6.41,0,5.04,15.12,11,5.27,2.75,15.35,119.13,25.89
E01031171,39.33,0.81,1.08,4.61,0.27,0.54,7.32,13.83,6.51,4.07,1.9,10.58,88.42,17.09
E01031172,60.9,1.5,1.5,3.76,1.25,0.5,7.77,14.79,13.03,3.01,1.25,12.03,115.54,19.3
E01031173,128.55,4.02,6.04,8.85,62.97,5.03,8.65,91.53,31.18,14.48,6.24,39.63,349.83,80.47
E01031174,53.99,1.24,2.48,2.3,2.66,0,7.97,15.4,10.44,4.6,2.12,9.91,106.74,22.66
E01031175,7.9,0,0.26,0.79,0.79,0,2.11,3.95,0.53,0.26,0.79,0.79,17.38,1.84
E01031176,44.71,1.07,0,1.07,0,0,1.87,2.95,8.3,1.07,0.27,5.62,69.61,14.99
E01031177,43.27,1.12,0,1.95,1.4,0.28,2.79,6.42,8.38,4.19,1.4,5.86,76.21,12.56
E01031178,20,0.83,0.28,1.67,0,0,1.94,3.89,4.72,0.83,0.83,3.06,36.39,7.78
E01031179,23.75,0,0.2,1.8,0,0,3.79,5.79,3.99,0.8,0.6,4.99,43.11,8.78
E01031180,14.28,0.2,0.59,1.37,7.43,1.17,1.96,12.52,1.96,1.56,0.59,2.93,42.25,7.04
E01031181,27.6,0.22,0,5.17,2.16,0,11.64,18.97,4.1,3.23,1.94,4.53,72.45,15.74
E01031182,21.99,0.33,0.16,3.94,0,0.16,16.41,20.68,6.89,0.49,0.98,3.77,65.48,7.88
E01031183,23.14,0,0.24,9.92,2.83,0.94,8.26,22.19,7.08,1.89,0.47,4.25,70.11,11.8
E01031184,21.25,0.54,0.81,4.3,11.03,0.54,10.22,26.9,6.46,0.81,0.54,3.5,72.64,9.42
E01031185,44.38,0.3,0.3,8.45,0,0.3,5.13,14.19,7.25,1.51,1.51,7.25,83.03,21.14
E01031186,34.05,0.51,0,3.58,7.17,0,7.42,18.18,5.38,1.79,1.79,5.12,72.71,10.5
E01031187,6.72,0,0.2,4.69,0.2,0.2,11.21,16.5,5.7,1.02,1.02,2.04,37.29,7.33
E01031188,20.23,0.3,0.15,5.59,0.3,0.15,9.96,16.15,3.32,1.66,0.3,4.68,58.27,9.81
E01031189,17.45,0.45,0.22,4.03,0.22,0.22,6.71,11.41,6.94,0.67,0.45,2.24,46.09,8.5
E01031190,30.39,0.17,0.34,3.69,0,0.34,6.88,11.25,6.21,1.34,1.01,5.37,62.47,12.93
E01031191,8.4,0.38,0,1.53,1.34,0.19,4.01,7.06,2.29,0,0.76,1.91,24.05,4.77
E01031192,28.38,0.5,0.5,6.18,4.51,0.67,6.84,18.69,10.85,0.67,0.5,4.84,69.44,18.19
E01031193,12.13,0,0,6.96,0.18,0,5.17,12.31,3.92,0.18,0,3.21,36.92,3.21
E01031194,20.27,0.34,0.34,5.07,0.34,0.17,3.55,9.46,6.25,1.35,0.84,1.69,47.47,11.66
E01031195,12.97,0.35,0,7.27,0.17,0,7.96,15.4,3.81,0.35,0.17,1.9,38.75,5.36
E01031196,14.7,0,0,7.66,0.31,0,8.91,16.89,5.32,0.63,0.31,2.35,47.22,9.54
E01031197,13.42,0,0,5.62,0,0,3.75,9.36,3.75,0.31,0.31,1.25,38.7,5.31
E01031198,17.34,0,0,5.29,0.88,0,5.58,11.76,3.23,0.88,0.59,1.76,41.45,3.53
E01031199,29.65,1.5,0.19,6.19,3,0.94,56.49,66.82,9.76,3.19,0.94,6.38,129.69,15.58
E01031200,18.79,0.23,0.23,3.89,2.06,0,4.12,10.31,1.37,0,1.15,2.98,39.63,6.64
E01031201,13.08,0,0.24,2.91,2.91,0,2.91,8.96,5.09,0.24,0,2.66,32.95,5.33
E01031202,27.6,0,0.23,4.91,7.49,0,9.59,22.22,6.55,2.34,0.47,2.11,67.84,7.25
E01031203,22.68,0.72,0.24,2.87,0,0,6.69,9.79,3.1,1.91,0.24,3.82,47.28,8.12
E01031204,11.46,0.26,0,4.43,0.78,0,6.77,11.98,2.6,1.56,0.26,1.82,34.64,2.34
E01031205,25.3,0.21,0,4.39,0.84,0,3.97,9.2,3.97,0.42,0.63,4.81,58.13,7.32
E01031206,19.86,0,0,4.27,0,0.25,1.76,6.28,3.77,0,0.75,4.02,43.49,12.57
E01031207,38.97,0.28,0,7.46,0,0.28,11.89,19.62,9.67,0.28,1.38,9.95,94.25,15.2
E01031208,13.26,0.16,0.16,7.27,0,0,5.33,12.77,2.26,0.81,0.81,1.94,36.05,10.83
E01031209,15.09,0.17,0.17,6,0,0,7.89,14.06,2.74,0.17,0,1.89,39.78,2.91
E01031210,31.43,0.98,0.33,3.93,2.95,0.33,7.53,15.06,8.19,1.96,1.31,9.17,74.66,12.44
E01031211,25.84,0,0.24,2.13,0.24,0,7.59,10.19,7.59,1.19,2.13,6.4,60.69,13.51
E01031213,28.34,0.4,0.6,14.77,1.6,0.2,16.77,33.93,6.19,1.4,0.6,5.59,94.21,11.38
E01031214,20.93,0.66,0,2.14,0,0,2.31,4.45,2.14,0.16,0.16,2.47,34.11,11.04
E01031215,24.96,0.63,0.63,2.33,0.85,0,8.04,11.84,4.23,1.06,1.48,3.81,53.09,16.71
E01031216,40.2,0.24,0.96,2.15,4.79,0,7.18,15.08,5.26,0,1.44,7.66,79.92,13.16
E01031217,8.22,0.32,0,4.11,0,0,12.02,16.13,3.16,0,0.63,1.9,34.16,3.16
E01031218,23.99,0.32,0.32,6.16,0.97,0.32,11.02,18.81,6.16,1.62,0,4.86,61.93,6.49
E01031219,26.06,0,0,3.77,0.54,0,6.47,10.78,3.95,0.36,0.36,3.77,51.57,9.34
E01031220,36.07,0,0,3.25,0,0.27,4.61,8.14,4.88,1.08,1.08,9.49,66.18,11.93
E01031221,36.07,0.42,0,1.49,0.64,0.21,5.09,7.43,6.15,0.21,0,7.43,63.23,15.91
E01031222,26.88,0.47,0.32,3.95,6.48,0.63,5.69,17.08,7.27,0.95,1.11,5.53,71,10.59
E01031223,14.88,0.26,0,1.57,0.52,0,4.44,6.53,3.39,0.26,0.78,2.35,33.67,4.7
E01031224,17.65,0,0,4.27,0,0.28,6.83,11.39,4.84,0.28,1.14,2.28,44.69,12.24
E01031225,20.16,1.33,0.89,5.09,3.1,1.11,8.64,18.83,5.32,2.66,0.89,4.43,69.32,11.74
E01031227,29.42,0.18,0.73,5.48,0.91,0.37,7.31,14.8,4.93,1.1,1.28,4.2,63.6,12.61
E01031228,11.53,0.24,0.72,6,0,0,5.76,12.49,2.16,1.2,0.72,1.92,38.42,7.44
E01031229,88.68,2.07,10.35,15.36,25.19,6.9,13.8,71.6,24.84,8.28,5.87,25.02,252.42,86.78
E01031231,78.77,1.64,6.41,8.88,96.37,1.64,12.33,125.64,16.28,3.12,2.63,24.5,282.19,56.08
E01031232,21.3,0.19,2.04,3.15,0.19,0,4.44,9.81,3.33,1.11,0.93,4.26,46.48,6.3
E01031233,34.98,0.93,1.62,6.25,0.23,0.46,15.06,23.63,9.5,2.78,1.39,7.88,94.97,22.7
E01031234,106.35,4.76,17.79,13.86,44.9,9.72,11.38,97.66,24,6.21,3.52,28.14,298.78,86.7
E01031235,14.74,0.82,1.64,3.89,1.84,0,8.6,15.97,4.5,0.2,0,2.25,48.94,7.99
E01031236,28.05,0.5,0.5,4.72,0.5,0,14.15,19.86,7.69,0.99,1.24,5.46,71.98,12.41
E01031237,28.62,1.3,2.86,5.72,1.56,0.26,11.19,21.6,5.46,1.3,2.34,4.42,69.74,9.89
E01031238,83.87,2.17,2.17,7.43,5.26,1.24,13.62,29.71,14.24,4.33,3.4,12.07,181.68,38.07
E01031239,26.68,0.48,1.2,8.41,29.32,0,8.65,47.58,7.21,0,0.48,7.45,99.98,16.58
E01031240,21.41,0,1.16,5.5,1.74,0.29,4.63,13.31,4.63,1.45,0.29,4.34,51.79,14.76
E01031241,25.7,0.27,0,2.14,0,0,5.35,7.5,3.21,0,0.27,1.87,42.3,9.37
E01031242,33.25,0.8,0,2.95,0,0,8.85,11.8,5.36,1.61,2.15,5.1,66.24,10.99
E01031243,13.07,0.19,1.49,9.71,1.12,0,12.89,25.21,4.3,2.24,0,5.79,60.32,26.33
E01031244,15.47,0,0,10.52,0,0,15.47,25.99,3.71,1.44,0.41,4.95,62.91,7.22
E01031245,18.9,0,0,9.6,0,0,6.82,16.42,1.55,1.24,0.31,4.65,50.5,6.51
E01031246,16.22,0.29,0,9.14,0,0,9.14,18.29,2.95,0.29,0.29,2.36,46.9,6.49
E01031247,8.25,0,0,3.96,0,0,2.22,6.18,1.9,0.32,0.16,2.06,24.58,4.44
E01031248,14.78,0.47,0.16,5.82,0.94,0.16,6.76,13.84,1.57,0.47,0.16,1.57,37.11,4.56
E01031249,24.85,0,0.35,3.19,3.19,0.35,3.9,11,4.97,0.71,0.35,5.32,52.89,11
E01031251,19.49,0,0,1.71,2.74,0,1.71,6.15,2.74,0.34,0.34,1.37,34.19,3.42
E01031252,16.18,0.59,0.29,5.59,0,0,2.35,8.24,4.12,1.47,0.88,3.82,40.01,11.47
E01031253,33.17,0.28,0.56,1.67,1.67,0.28,5.85,10.03,7.53,0.28,0.56,7.25,69.4,17
E01031254,18.17,0,0,7.45,0.23,0,12.11,19.8,6.29,1.63,0.93,4.89,61.03,14.44
E01031255,5.01,0.28,0,4.17,0,0,3.34,7.51,1.67,0,0,1.39,17.81,2.78
E01031256,20.27,0.92,0.69,3.69,0.46,0.69,10.83,16.36,5.76,0.69,0.46,6.45,54.83,20.96
E01031257,19.61,0,0.54,1.61,2.42,0.27,5.1,9.94,4.83,2.15,0,3.76,43.24,9.13
E01031258,22.75,0.45,1.58,4.5,39.41,3.15,3.38,52.03,5.86,0.68,0.23,7.88,98.42,17.12
E01031259,27.75,0.45,0,1.67,0.15,0.45,4.25,6.52,2.73,0.45,0.61,2.88,44.13,13.19
E01031260,26.03,0.37,0,4.31,0.19,0,3.93,8.43,4.49,1.69,0.75,3.75,50,11.61
E01031261,49.71,0.81,1.01,4.26,2.64,0.81,4.26,12.98,11.36,2.84,2.23,6.7,96.57,20.69
E01031262,51.66,0,0.57,2.28,0,0,5.71,8.56,9.42,4.57,2.28,8.56,93.89,37.1
E01031263,30.09,1.29,1.07,2.36,0,0,5.8,9.24,7.95,2.79,0.86,4.3,64.47,16.76
E01031264,51.93,1.21,0.72,1.45,0.48,0.72,4.83,8.21,11.11,3.86,6.52,7,95.65,14.98
E01031265,36.96,2.3,2.3,2.75,26.4,1.15,4.36,36.96,5.97,2.98,1.15,10.56,122.13,17.91
E01031266,49.13,2.2,1.8,4.99,2.6,1.6,6.39,17.38,14.18,5.59,2.4,10.19,110.25,24.57
E01031267,28.45,0,0.22,4.26,0.45,0,4.48,9.41,2.91,0.67,0.45,4.93,52.2,7.17
E01031268,17.6,0.63,0,3.3,0,0,10.69,13.99,2.51,1.41,0.16,3.61,48.88,4.09
E01031269,25.56,0,0.2,3.2,0,0,3.79,7.19,2.6,1.4,0.8,4.99,47.33,7.39
E01031271,38.83,1.47,2.52,2.94,0.21,0.84,14.27,20.78,13.64,5.25,1.89,11.13,98.66,30.86
E01031272,33.95,0.22,0.44,2.43,1.1,0.66,15.21,19.84,10.58,4.19,1.76,6.39,82.23,12.35
E01031273,86.01,0.65,0.32,5.19,0.32,0.32,6.17,12.33,12.98,3.57,3.57,19.15,146.06,37.97
E01031274,52.97,1.36,0.27,1.9,3.8,0.54,3.26,9.78,9.51,0.81,0.81,9.24,92.37,33.41
E01031275,11.29,0,0,2.58,0,0,2.9,5.49,1.61,1.29,0,1.29,23.56,1.61
E01031276,30.23,1.65,0.55,3.57,0,0,3.02,7.14,9.34,1.65,1.65,4.4,61.01,10.17
E01031277,21.62,0.53,0,2.11,10.55,0.26,5.27,18.2,2.9,0.79,1.32,5.54,69.36,11.08
E01031278,17.35,0,0,4.22,0.47,0,7.27,11.95,2.11,0.47,0.7,1.64,41.49,6.8
E01031279,18.06,0.28,0,1.13,0.28,0,3.39,4.8,4.52,0.85,1.41,2.82,38.1,6.21
E01031280,11.65,0,0,3.99,0,0,6.13,10.12,1.84,0.31,0,0.92,30.67,3.07
E01031281,11.52,0.49,0.25,7.11,0.49,0.25,19.61,27.7,2.94,0.49,0,3.68,50.49,6.13
E01031282,22.94,0,0,7.49,0,0,15.92,23.41,8.43,1.64,0.23,7.72,68.59,9.83
E01031283,15.47,0.61,0,6.98,0,0,16.99,23.96,4.25,0,0,4.25,55.81,7.58
E01031284,22.43,0.32,0,4.74,0.32,0.32,13.59,18.96,4.42,1.58,0.32,2.53,65.09,14.22
E01031285,11.59,0,0.16,2.12,0,0,9.47,11.75,2.61,0.98,0.33,3.1,34.28,3.26
E01031286,15.01,0.28,0,1.39,0,0,8.34,9.73,3.34,0.28,0.28,3.89,36.98,9.73
E01031287,7.43,0,0,0.55,0,0,4.68,5.23,1.65,0,0,0,15.68,1.65
E01031288,16.84,0,0.69,3.46,0,0,7.84,12,3.69,0.92,1.38,1.85,41.06,4.84
E01031289,14.33,0.52,0,1.3,3.91,0.26,7.04,12.51,3.13,0,0.78,2.35,37.27,4.69
E01031290,14.8,0,0.46,3.87,2.73,0.46,12.3,19.81,4.1,1.59,1.37,3.42,77.19,7.97
E01031291,97.36,2.15,5.08,6.06,4.3,3.91,10.17,29.52,13.88,6.06,2.54,17.2,184.75,40.47
E01031292,11.71,0.27,0,2.66,0,0.27,11.98,14.91,5.32,0.27,1.06,2.93,39.4,4.79
E01031293,20.43,0.49,0.74,3.69,0.25,0,16,20.68,4.19,1.48,0.98,3.45,56.13,6.65
E01031294,16.76,0.26,1.83,2.09,1.05,0.52,26.18,31.68,3.67,1.83,1.05,1.83,64.41,9.16
E01031295,14.29,0,0,4.32,0,0,11.3,15.62,0.66,0,0,2.33,33.9,2.99
E01031296,9.99,0,0.51,2.31,0,0,1.54,4.36,3.59,0.26,0,4.87,26.39,5.38
E01031297,25.88,0,0,1.58,0,0.2,5.93,7.71,4.94,1.19,0.2,3.36,48.21,11.26
E01031298,15.87,0.48,0,5.05,1.2,0,4.57,10.82,6.73,0.24,0.72,4.09,42.09,7.46
E01031299,5.92,0,0.28,1.97,0,0,3.1,5.35,1.13,0,0,0.28,15.22,3.38
E01031300,10.42,0.22,0.43,5.86,0,0,10.42,16.72,4.13,0.22,0,4.78,41.04,5.65
E01031301,21.61,0.21,0.43,4.49,0,0.21,3.21,8.34,4.28,2.14,1.71,4.28,49.42,8.34
E01031302,20.95,0,0,3.88,0.39,0,1.94,6.21,2.72,1.16,0,1.94,36.86,4.66
E01031303,31.63,0.27,0.27,4.25,1.06,0.27,5.85,11.7,3.19,0,0.53,5.05,76.82,18.61
E01031304,13.93,0.27,0,4.02,0.8,0.27,2.41,7.5,1.61,1.88,0,2.68,31.62,6.43
E01031305,6.18,0,0,6.95,0.77,0,4.89,12.61,1.29,1.54,0.77,2.32,35.01,2.57
E01031306,25,0,0.28,2.78,0,0,3.61,6.67,2.78,0,0,1.94,39.44,7.78
E01031307,6.3,0,0.27,2.74,0,0,0.82,3.83,0.55,0,0,0.55,12.6,3.29
E01031308,10.63,0.44,1.74,4.88,0.26,0,13.15,20.03,3.66,2.7,0.26,1.92,48.69,4.53
E01031309,55.26,0.39,0.98,4.9,0.2,0,8.43,14.5,6.27,3.14,1.37,8.03,96.81,16.66
E01031310,23.7,0.91,0.61,3.65,23.7,0.91,4.25,33.12,3.95,1.22,0,10.64,77.48,7.6
E01031311,28.02,0.29,0.29,3.5,1.17,0.29,7.3,12.55,6.42,1.17,1.17,8.76,67.43,14.89
E01031312,36.34,0.31,0.31,1.25,0,0,12.84,14.41,9.09,0.31,0,6.27,73.31,15.04
E01031313,12.82,1.17,0,4.66,0,0,2.04,6.7,4.37,0.29,0.29,1.17,27.39,6.7
E01031314,18.78,0.3,0.3,2.98,0,0,4.77,8.05,3.58,0.89,0,2.39,35.78,9.24
E01031315,76.01,2.05,4.79,9.76,63.69,0.68,18.32,97.24,18.66,4.28,2.91,17.81,245.85,45.2
E01031316,25.54,3.35,7.74,2.84,0.52,0.52,8.26,19.87,7.48,1.55,0.77,4.39,64.76,12.38
E01031317,30.19,3.62,5.56,5.31,0.48,2.17,8.7,22.22,8.94,1.21,1.45,7.73,93.24,16.18
E01031319,17,0.6,1.4,1.8,11.2,0.4,9.6,24.4,5.8,0.6,1,3.2,58.59,17
E01031320,42.49,0.86,5.42,2,24.81,1.14,9.41,42.77,11.69,2.57,2.28,19.1,140.29,40.49
E01031321,49.14,0.66,0,1.66,0,0,5.64,7.3,12.28,3.65,0.66,10.62,91.63,21.25
E01031322,30.3,0.4,0,2.83,1.21,0.4,9.09,13.54,7.88,1.41,0.2,4.44,64.24,11.92
E01031323,33.76,1.59,2.95,6.34,3.85,0.45,11.33,24.93,9.74,4.08,2.04,9.74,96.31,38.52
E01031324,47.44,1.75,2.45,5.43,17.16,1.58,8.75,35.36,11.55,2.8,2.1,15.41,123.42,36.24
E01031325,51.93,1.4,0.28,4.19,0.84,0.56,6.7,12.56,11.17,1.95,2.23,8.38,106.64,20.38
E01031327,34.38,0,1.34,1.07,4.3,0,2.95,9.67,6.45,1.61,1.34,5.64,65,12.36
E01031328,26.09,0,0.29,0.57,0,0,4.13,4.99,3.28,0.71,0.29,3.28,41.63,5.42
E01031329,19.98,0.32,0.32,1.79,0,0,3.09,5.2,2.44,0.97,0.32,4.06,37.85,7.15
E01031330,22.63,0,0.26,1.05,0.26,0,2.63,4.21,2.89,0.53,0.26,4.21,38.67,7.37
E01031331,13.89,0.21,0,2.56,0,0,3.63,6.2,2.99,0.85,0.21,3.21,31.2,6.84
E01031332,46.78,0.93,0.62,2.48,0.31,0.62,4.03,8.05,10.22,1.86,2.79,7.43,85.5,12.39
E01031333,43.14,2.36,0.3,6.5,4.14,1.18,11.52,23.64,11.23,3.25,1.77,7.09,102.25,20.98
E01031334,34.76,0.81,2.16,2.43,8.62,1.08,5.39,19.67,3.77,2.16,1.08,8.89,88.66,10.51
E01031335,11.35,0.26,0.53,2.64,0,0,13.99,17.15,3.69,0.79,0,2.64,39.59,11.35
E01031336,48.08,1.61,6.46,2.69,1.08,1.26,14.71,26.19,9.51,5.2,5.02,11.66,115.18,32.83
E01031337,40.7,0.22,1.33,3.32,2.21,0.22,13.49,20.57,9.29,1.99,1.33,9.29,92.46,17.03
E01031338,14.56,0.65,0.32,0,0.32,0,2.27,2.91,1.94,0.65,0,2.91,27.51,5.83
E01031339,10.38,0,0,0.35,0,0,0.35,0.69,3.12,0,0,2.77,21.81,4.5
E01031340,14.22,0,0.26,0.78,8.79,0.26,1.29,11.38,5.69,0.78,0,4.65,40.34,12.67
E01031341,39.7,0.83,0.28,1.93,11.86,0.55,4.96,19.58,10.48,3.58,0.83,8.55,91.54,20.13
E01031342,32.89,0.47,1.17,2.82,1.64,0,4.23,9.87,10.81,2.58,0.47,8.46,73.29,15.03
E01031343,30.12,0.57,0,0.85,0,0,2.27,3.13,8.81,0.28,0.28,5.68,55.7,8.81
E01031344,35.88,0,0,1.92,0,0,1.92,3.83,10.13,0.55,1.1,11.78,69.02,4.93
E01031345,18.25,0,0.25,2.25,0,0,1.5,4,3,1.75,0.25,4,35.26,19
E01031346,17.43,0,0,1.07,0,0.27,1.34,2.68,4.29,0.8,1.07,4.29,35.93,8.05
E01031347,45.18,0.75,0.75,7.28,0.25,0.25,8.53,17.07,12.55,3.51,1,13.55,102.16,16.82
E01031348,51.32,0.25,1.73,4.93,0.25,0.49,4.19,11.6,14.8,0.99,1.23,7.65,97.46,24.92
E01031349,9.9,0.28,0.85,1.7,0,0,4.53,7.07,2.26,0,0,1.98,24.34,7.07
E01031350,40.13,0.31,0,2.76,0,0.31,4.9,7.97,8.27,1.53,0.92,5.51,71.38,11.03
E01031351,43.32,0.25,1.49,1.24,14.44,2.74,6.72,26.64,9.71,2.49,1.24,11.7,115.01,18.17
E01031352,27.69,0.25,0,2.54,0.51,0.25,1.52,4.83,4.32,1.02,1.02,3.05,46.75,5.59
E01031353,15.87,0.29,0,3.23,0,0,3.82,7.05,9.41,2.35,0.29,2.94,46.15,14.4
E01031354,8.97,0.3,0,0.9,3.59,0,1.2,5.68,4.78,1.2,0.9,2.09,44.84,6.28
E01031355,49.55,0.23,0.46,0.69,0,0.46,2.29,3.9,7.57,1.61,1.38,6.42,76.85,8.03
E01031356,13.97,0.17,1.01,0.84,0,0,1.35,3.2,3.7,0.17,0.5,2.36,28.77,6.73
E01031357,26.04,0.35,0.69,3.65,2.43,0.17,3.13,10.07,9.2,1.56,0.17,6.77,58.85,11.28
E01031358,41.43,1.07,0.53,2.94,0.8,0,2.94,7.22,10.16,2.41,1.34,5.88,76.72,13.37
E01031359,26.12,0.3,0.3,1.19,1.19,0,1.78,4.45,8.61,1.78,1.48,7.72,54.91,8.9
E01031360,56.96,1.84,1.05,5.25,282.41,1.05,1.84,291.6,20.47,2.36,0.79,14.17,402.89,16.27
E01031361,38.26,0.27,0.27,4.31,43.12,0.81,2.43,50.93,17.52,2.96,1.08,9.16,126.65,23.44
E01031362,14.79,0,0.3,0,0,0,0.91,1.21,7.25,1.21,0.91,3.93,32.61,5.74
E01031363,26.44,0,0,1.98,0.25,0.25,4.94,7.41,7.66,0.74,0.74,2.72,50.9,5.93
E01031364,80.58,1.87,6.85,9.55,253.17,2.08,5.4,277.05,31.36,4.57,2.08,27.21,445.48,59.61
E01031365,20.34,0.21,0,1.07,1.5,0,3.43,5.99,5.78,0.21,1.07,4.5,41.1,17.34
E01031366,42.64,1.44,0.86,4.9,8.64,0,6.05,20.46,15.85,4.32,0.86,19.3,116.68,25.35
E01031367,6.2,0,0.3,0.59,0,0,1.18,2.07,0.59,0.3,0,1.77,13.29,1.48
E01031368,24.66,0.27,0,1.36,0,0,4.61,5.96,7.59,2.44,1.36,5.96,55.56,8.13
E01031369,15.76,0.3,0,0.3,1.21,0,2.12,3.64,5.15,0.91,0,2.42,31.52,4.24
E01031370,44.01,0.27,0.54,0.81,46.18,0.54,1.63,49.71,9.51,1.36,1.63,11.95,124.42,18.74
E01031371,52.61,0,0.64,1.28,0,0.32,5.45,7.7,11.55,2.57,0.64,14.12,96.57,23.74
E01031372,24.19,0.28,0,1.69,0,0,4.22,5.91,11.81,0.56,0.56,6.19,54.85,11.53
E01031373,19.84,0.28,0.85,1.13,0,0.28,3.4,5.67,7.94,0.57,0,4.25,42.52,9.07
E01031374,14.26,0,0,1.23,0,0,2.95,4.18,5.41,0.74,0,2.95,31.96,7.13
E01031375,39.25,0.53,1.59,7.69,30.23,0.53,6.36,46.41,12.73,2.92,1.59,11.67,123.31,21.21
E01031376,16.3,0,0,2.33,0,0,1.46,3.78,6.7,0.58,0,4.66,35.23,5.24
E01031377,54.36,0.7,1.16,5.11,1.39,0.7,4.65,13.01,16.96,5.11,1.63,15.8,119.63,24.85
E01031378,22.24,0,0,3.38,0,0.28,3.66,7.32,8.45,1.69,0.56,4.79,48.7,6.48
E01031379,9.17,0,0,0.94,0,0.24,1.65,2.82,4.47,0.24,0.47,3.29,21.64,5.88
E01031380,8.1,0.46,0.46,4.17,4.4,0,4.17,13.19,4.86,1.39,0.93,2.08,32.87,8.8
E01031381,25.47,0.45,0.45,2.01,0.22,0.45,4.02,7.15,8.94,2.01,0.22,3.35,54.51,14.08
E01031382,12.35,0.43,0.43,1.73,0.43,0.43,2.82,5.85,6.06,1.73,0.87,3.9,32.92,8.45
E01031383,7.66,0.46,0.23,1.16,0,0,3.02,4.41,1.62,0,0.23,2.32,19.03,4.87
E01031384,11.82,0.22,0.22,1.34,0,0.22,3.12,4.91,5.13,0.89,0,2.9,29.65,5.8
E01031385,15.79,0,0,1.75,0,0.25,3.51,5.51,5.26,0.75,0.75,4.76,34.59,7.52
E01031386,29.12,0.26,0.26,2.6,0,0,5.98,8.84,8.58,1.56,0.26,5.46,64.74,7.02
E01031387,23.6,0.25,0,1.49,0,0.25,1.49,3.23,6.71,1.24,1.49,7.95,50.17,9.19
E01031389,24.37,0.53,1.05,3.86,3.86,0.18,4.03,12.98,9.29,2.45,0.7,5.79,61.72,10.7
E01031390,22.49,0,0.85,1.71,0,0,5.12,7.69,7.12,2.85,0.28,6.26,52.09,9.68
E01031391,20.77,0,0.78,3.37,0.78,0,4.15,9.09,8.83,2.86,0.52,4.67,51.92,9.35
E01031392,30.37,0.72,0.48,8.85,17.22,0.72,14.83,42.09,14.35,3.59,1.2,13.63,127.45,14.83
E01031393,26.57,0.16,0.48,2.25,0.81,0,4.67,8.21,6.92,1.29,1.45,7.57,58.13,16.1
E01031394,41.91,0,2.23,7.44,56.3,0.74,6.94,73.66,17.86,2.23,0.99,11.16,153.77,34.47
E01031395,17.41,0.71,1.65,0.94,1.18,0.24,3.53,7.53,2.82,0.94,0.47,3.53,36.7,4.7
E01031396,29.45,0.16,0,2.8,0.49,0.66,3.95,7.9,6.42,0.66,0.66,4.28,57.26,5.92
E01031397,20.48,0.41,0,5.32,0.2,0.2,7.37,13.1,7.37,0.82,0.61,6.55,56.72,8.39
E01031398,16.21,0.26,0,2.35,1.05,0,6.27,9.67,4.97,1.31,0.52,2.88,38.17,4.18
E01031399,15.59,0.67,1.78,3.12,6.46,0.22,1.11,12.69,5.12,0.45,0.22,6.68,45.87,8.68
E01031400,35.77,0.24,1.18,4.03,0,0,4.98,10.19,9.24,1.42,0.24,8.05,72.02,16.35
E01031402,43.77,1.64,2.81,10.3,106.51,0.47,7.72,127.81,12.41,3.04,1.17,20.37,229.17,20.83
E01031403,28.6,0.8,0.53,2.94,3.48,0.27,5.08,12.3,9.09,1.34,0.27,6.42,64.69,13.63
E01031404,37.8,0.72,0.36,2.16,0,0.72,3.96,7.2,13.32,3.6,1.08,8.64,79.19,22.68
E01031405,19.96,0,1.41,5.34,4.78,0,6.46,17.99,6.46,1.12,0.28,3.65,55.37,7.59
E01031406,25.36,0,0,2.75,0,0,6.72,9.47,10.08,1.22,0.31,2.44,53.77,9.17
E01031407,16.46,0.52,0,0.78,0.26,0.52,2.87,4.44,3.13,1.31,0.52,4.44,32.39,8.1
E01031408,36.69,0.59,0.39,2.54,3.32,0.39,5.27,11.9,8,2.93,0.78,7.22,79.23,12.1
